frame,t,norm,peak_density,Fz,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
98,2.060000e+00,9.993595e-01,1.191514e-02,5.783652e+00,8.255564e-01,1.415022e-01,2.825068e-02,4.171017e-03,4.766745e-04,4.039631e-05,2.546816e-06,1.155997e-07,3.721632e-09,8.111759e-11,1.137393e-12,9.049024e-15,3.138794e-17
99,2.080000e+00,9.993511e-01,1.200485e-02,5.780964e+00,8.237627e-01,1.426077e-01,2.880197e-02,4.287836e-03,4.947383e-04,4.226584e-05,2.687992e-06,1.229240e-07,3.988321e-09,8.751504e-11,1.236493e-12,9.895992e-15,3.458803e-17
100,2.100000e+00,9.993425e-01,1.209415e-02,5.778288e+00,8.219875e-01,1.436917e-01,2.935488e-02,4.405576e-03,5.131776e-04,4.418515e-05,2.834382e-06,1.305649e-07,4.268887e-09,9.427531e-11,1.342212e-12,1.080313e-14,3.805390e-17
101,2.120000e+00,9.993338e-01,1.218266e-02,5.775625e+00,8.202298e-01,1.447549e-01,2.990973e-02,4.524228e-03,5.320033e-04,4.615460e-05,2.986111e-06,1.385291e-07,4.563838e-09,1.014081e-10,1.454860e-12,1.177279e-14,4.180298e-17
102,2.140000e+00,9.993250e-01,1.227003e-02,5.772972e+00,8.184885e-01,1.457981e-01,3.046685e-02,4.643789e-03,5.512284e-04,4.817462e-05,3.143319e-06,1.468228e-07,4.873717e-09,1.089224e-10,1.574755e-12,1.280717e-14,4.585348e-17
103,2.160000e+00,9.993161e-01,1.235595e-02,5.770328e+00,8.167625e-01,1.468220e-01,3.102662e-02,4.764256e-03,5.708680e-04,5.024565e-05,3.306152e-06,1.554519e-07,5.199099e-09,1.168260e-10,1.702226e-12,1.390824e-14,5.022427e-17
104,2.180000e+00,9.993071e-01,1.244011e-02,5.767690e+00,8.150508e-01,1.478272e-01,3.158945e-02,4.885628e-03,5.909393e-04,5.236817e-05,3.474769e-06,1.644216e-07,5.540603e-09,1.251258e-10,1.837616e-12,1.507773e-14,5.493478e-17
105,2.200000e+00,9.992981e-01,1.252228e-02,5.765059e+00,8.133523e-01,1.488142e-01,3.215577e-02,5.007903e-03,6.114613e-04,5.454269e-05,3.649339e-06,1.737360e-07,5.898891e-09,1.338269e-10,1.981277e-12,1.631704e-14,6.000476e-17
106,2.220000e+00,9.992889e-01,1.260224e-02,5.762432e+00,8.116662e-01,1.497835e-01,3.272601e-02,5.131075e-03,6.324545e-04,5.676968e-05,3.830044e-06,1.833982e-07,6.274673e-09,1.429329e-10,2.133574e-12,1.762722e-14,6.545407e-17
107,2.240000e+00,9.992796e-01,1.267983e-02,5.759809e+00,8.099916e-01,1.507355e-01,3.330063e-02,5.255132e-03,6.539408e-04,5.904958e-05,4.017078e-06,1.934097e-07,6.668708e-09,1.524454e-10,2.294881e-12,1.900890e-14,7.130232e-17
108,2.260000e+00,9.992702e-01,1.275493e-02,5.757187e+00,8.083279e-01,1.516702e-01,3.388007e-02,5.380055e-03,6.759429e-04,6.138277e-05,4.210645e-06,2.037701e-07,7.081806e-09,1.623637e-10,2.465585e-12,2.046229e-14,7.756851e-17
109,2.280000e+00,9.992607e-01,1.282744e-02,5.754567e+00,8.066745e-01,1.525880e-01,3.446479e-02,5.505814e-03,6.984840e-04,6.376949e-05,4.410962e-06,2.144768e-07,7.514826e-09,1.726848e-10,2.646077e-12,2.198715e-14,8.427059e-17
110,2.300000e+00,9.992511e-01,1.289729e-02,5.751946e+00,8.050311e-01,1.534887e-01,3.505520e-02,5.632365e-03,7.215871e-04,6.620978e-05,4.618256e-06,2.255243e-07,7.968670e-09,1.834026e-10,2.836749e-12,2.358277e-14,9.142485e-17
111,2.320000e+00,9.992414e-01,1.296442e-02,5.749325e+00,8.033973e-01,1.543723e-01,3.565171e-02,5.759650e-03,7.452741e-04,6.870347e-05,4.832763e-06,2.369038e-07,8.444274e-09,1.945084e-10,3.037990e-12,2.524798e-14,9.904535e-17
112,2.340000e+00,9.992317e-01,1.302879e-02,5.746704e+00,8.017730e-01,1.552386e-01,3.625469e-02,5.887594e-03,7.695660e-04,7.125003e-05,5.054728e-06,2.486029e-07,8.942595e-09,2.059901e-10,3.250176e-12,2.698122e-14,1.071432e-16
113,2.360000e+00,9.992218e-01,1.309034e-02,5.744081e+00,8.001582e-01,1.560873e-01,3.686447e-02,6.016105e-03,7.944813e-04,7.384854e-05,5.284402e-06,2.606051e-07,9.464592e-09,2.178324e-10,3.473655e-12,2.878055e-14,1.157259e-16
114,2.380000e+00,9.992119e-01,1.314899e-02,5.741458e+00,7.985531e-01,1.569181e-01,3.748137e-02,6.145069e-03,8.200362e-04,7.649760e-05,5.522036e-06,2.728893e-07,1.001120e-08,2.300169e-10,3.708738e-12,3.064373e-14,1.247963e-16
115,2.400000e+00,9.992019e-01,1.320467e-02,5.738833e+00,7.969578e-01,1.577307e-01,3.810564e-02,6.274356e-03,8.462435e-04,7.919525e-05,5.767886e-06,2.854295e-07,1.058331e-08,2.425218e-10,3.955674e-12,3.256834e-14,1.343520e-16
116,2.420000e+00,9.991918e-01,1.325727e-02,5.736209e+00,7.953729e-01,1.585244e-01,3.873749e-02,6.403812e-03,8.731127e-04,8.193889e-05,6.022200e-06,2.981946e-07,1.118171e-08,2.553222e-10,4.214641e-12,3.455187e-14,1.443845e-16
117,2.440000e+00,9.991817e-01,1.330666e-02,5.733585e+00,7.937987e-01,1.592990e-01,3.937709e-02,6.533269e-03,9.006489e-04,8.472523e-05,6.285220e-06,3.111487e-07,1.180707e-08,2.683907e-10,4.485714e-12,3.659185e-14,1.548784e-16
118,2.460000e+00,9.991715e-01,1.335274e-02,5.730962e+00,7.922358e-01,1.600538e-01,4.002457e-02,6.662535e-03,9.288533e-04,8.755024e-05,6.557172e-06,3.242505e-07,1.245988e-08,2.816976e-10,4.768851e-12,3.868598e-14,1.658113e-16
119,2.480000e+00,9.991612e-01,1.339536e-02,5.728342e+00,7.906850e-01,1.607883e-01,4.068000e-02,6.791406e-03,9.577222e-04,9.040909e-05,6.838266e-06,3.374545e-07,1.314039e-08,2.952114e-10,5.063867e-12,4.083232e-14,1.771528e-16
120,2.500000e+00,9.991509e-01,1.343432e-02,5.725726e+00,7.891470e-01,1.615019e-01,4.134339e-02,6.919661e-03,9.872474e-04,9.329618e-05,7.128683e-06,3.507109e-07,1.384861e-08,3.088993e-10,5.370411e-12,4.302938e-14,1.888650e-16
121,2.520000e+00,9.991406e-01,1.346944e-02,5.723115e+00,7.876227e-01,1.621940e-01,4.201473e-02,7.047064e-03,1.017416e-03,9.620510e-05,7.428574e-06,3.639665e-07,1.458418e-08,3.227284e-10,5.687954e-12,4.527630e-14,2.009029e-16
122,2.540000e+00,9.991302e-01,1.350059e-02,5.720510e+00,7.861131e-01,1.628641e-01,4.269391e-02,7.173370e-03,1.048211e-03,9.912870e-05,7.738048e-06,3.771655e-07,1.534642e-08,3.366655e-10,6.015767e-12,4.757296e-14,2.132150e-16
123,2.560000e+00,9.991198e-01,1.352764e-02,5.717915e+00,7.846193e-01,1.635115e-01,4.338080e-02,7.298326e-03,1.079608e-03,1.020591e-04,8.057171e-06,3.902509e-07,1.613420e-08,3.506784e-10,6.352915e-12,4.992007e-14,2.257444e-16
124,2.580000e+00,9.991094e-01,1.355047e-02,5.715330e+00,7.831424e-01,1.641354e-01,4.407516e-02,7.421672e-03,1.111583e-03,1.049879e-04,8.385958e-06,4.031651e-07,1.694599e-08,3.647362e-10,6.698245e-12,5.231925e-14,2.384314e-16
125,2.600000e+00,9.990990e-01,1.356902e-02,5.712759e+00,7.816837e-01,1.647353e-01,4.477672e-02,7.543146e-03,1.144103e-03,1.079059e-04,8.724365e-06,4.158518e-07,1.777978e-08,3.788099e-10,7.050392e-12,5.477300e-14,2.512150e-16
126,2.620000e+00,9.990886e-01,1.358322e-02,5.710203e+00,7.802446e-01,1.653103e-01,4.548514e-02,7.662485e-03,1.177135e-03,1.108038e-04,9.072291e-06,4.282569e-07,1.863312e-08,3.928725e-10,7.407778e-12,5.728472e-14,2.640369e-16
127,2.640000e+00,9.990781e-01,1.359308e-02,5.707665e+00,7.788265e-01,1.658599e-01,4.619999e-02,7.779430e-03,1.210639e-03,1.136719e-04,9.429572e-06,4.403300e-07,1.950310e-08,4.068994e-10,7.768623e-12,5.985851e-14,2.768447e-16
128,2.660000e+00,9.990678e-01,1.359853e-02,5.705148e+00,7.774309e-01,1.663832e-01,4.692080e-02,7.893729e-03,1.244576e-03,1.165003e-04,9.795977e-06,4.520257e-07,2.038635e-08,4.208687e-10,8.130962e-12,6.249894e-14,2.895961e-16
129,2.680000e+00,9.990574e-01,1.359951e-02,5.702654e+00,7.760593e-01,1.668797e-01,4.764703e-02,8.005135e-03,1.278900e-03,1.192789e-04,1.017121e-05,4.633052e-07,2.127916e-08,4.347605e-10,8.492664e-12,6.521069e-14,3.022638e-16
130,2.700000e+00,9.990471e-01,1.359599e-02,5.700187e+00,7.747133e-01,1.673485e-01,4.837809e-02,8.113415e-03,1.313568e-03,1.219980e-04,1.055492e-05,4.741365e-07,2.217741e-08,4.485574e-10,8.851458e-12,6.799807e-14,3.148395e-16
131,2.720000e+00,9.990368e-01,1.358791e-02,5.697749e+00,7.733945e-01,1.677892e-01,4.911334e-02,8.218348e-03,1.348534e-03,1.246480e-04,1.094667e-05,4.844963e-07,2.307673e-08,4.622437e-10,9.204965e-12,7.086440e-14,3.273382e-16
132,2.740000e+00,9.990265e-01,1.357522e-02,5.695343e+00,7.721043e-01,1.682010e-01,4.985209e-02,8.319728e-03,1.383749e-03,1.272195e-04,1.134598e-05,4.943698e-07,2.397249e-08,4.758052e-10,9.550732e-12,7.381126e-14,3.398013e-16
133,2.760000e+00,9.990164e-01,1.355782e-02,5.692972e+00,7.708442e-01,1.685836e-01,5.059365e-02,8.417362e-03,1.419168e-03,1.297036e-04,1.175230e-05,5.037517e-07,2.485991e-08,4.892280e-10,9.886274e-12,7.683783e-14,3.522974e-16
134,2.780000e+00,9.990063e-01,1.353564e-02,5.690639e+00,7.696157e-01,1.689364e-01,5.133729e-02,8.511077e-03,1.454744e-03,1.320920e-04,1.216501e-05,5.126464e-07,2.573416e-08,5.024985e-10,1.020912e-11,7.994002e-14,3.649226e-16
135,2.800000e+00,9.989962e-01,1.350858e-02,5.688346e+00,7.684199e-01,1.692592e-01,5.208228e-02,8.600716e-03,1.490431e-03,1.343770e-04,1.258344e-05,5.210672e-07,2.659038e-08,5.156023e-10,1.051684e-11,8.310989e-14,3.777970e-16
136,2.820000e+00,9.989863e-01,1.347657e-02,5.686095e+00,7.672580e-01,1.695516e-01,5.282789e-02,8.686141e-03,1.526188e-03,1.365514e-04,1.300687e-05,5.290370e-07,2.742381e-08,5.285232e-10,1.080714e-11,8.633504e-14,3.910601e-16
137,2.840000e+00,9.989764e-01,1.343953e-02,5.683888e+00,7.661311e-01,1.698136e-01,5.357342e-02,8.767231e-03,1.561971e-03,1.386088e-04,1.343449e-05,5.365870e-07,2.822984e-08,5.412429e-10,1.107785e-11,8.959829e-14,4.048640e-16
138,2.860000e+00,9.989666e-01,1.339742e-02,5.681729e+00,7.650401e-01,1.700451e-01,5.431817e-02,8.843886e-03,1.597740e-03,1.405436e-04,1.386548e-05,5.437562e-07,2.900412e-08,5.537400e-10,1.132701e-11,9.287757e-14,4.193641e-16
139,2.880000e+00,9.989570e-01,1.335024e-02,5.679617e+00,7.639856e-01,1.702462e-01,5.506150e-02,8.916021e-03,1.633460e-03,1.423512e-04,1.429894e-05,5.505906e-07,2.974260e-08,5.659896e-10,1.155288e-11,9.614605e-14,4.347107e-16
140,2.900000e+00,9.989474e-01,1.329806e-02,5.677555e+00,7.629681e-01,1.704171e-01,5.580278e-02,8.983573e-03,1.669095e-03,1.440275e-04,1.473395e-05,5.571422e-07,3.044163e-08,5.779629e-10,1.175399e-11,9.937257e-14,4.510382e-16
141,2.920000e+00,9.989379e-01,1.324098e-02,5.675544e+00,7.619881e-01,1.705580e-01,5.654147e-02,9.046495e-03,1.704612e-03,1.455695e-04,1.516955e-05,5.634676e-07,3.109800e-08,5.896272e-10,1.192918e-11,1.025223e-13,4.684568e-16
142,2.940000e+00,9.989286e-01,1.317916e-02,5.673584e+00,7.610456e-01,1.706694e-01,5.727705e-02,9.104760e-03,1.739984e-03,1.469751e-04,1.560474e-05,5.696270e-07,3.170899e-08,6.009459e-10,1.207759e-11,1.055577e-13,4.870436e-16
143,2.960000e+00,9.989193e-01,1.311285e-02,5.671677e+00,7.601407e-01,1.707518e-01,5.800908e-02,9.158356e-03,1.775182e-03,1.482429e-04,1.603849e-05,5.756831e-07,3.227243e-08,6.118786e-10,1.219870e-11,1.084396e-13,5.068367e-16
144,2.980000e+00,9.989102e-01,1.304240e-02,5.669822e+00,7.592732e-01,1.708057e-01,5.873717e-02,9.207290e-03,1.810184e-03,1.493726e-04,1.646977e-05,5.816997e-07,3.278671e-08,6.223821e-10,1.229229e-11,1.111281e-13,5.278302e-16
145,3.000000e+00,9.989012e-01,1.296818e-02,5.668019e+00,7.584427e-01,1.708319e-01,5.946100e-02,9.251584e-03,1.844965e-03,1.503645e-04,1.689752e-05,5.877403e-07,3.325082e-08,6.324107e-10,1.235850e-11,1.135846e-13,5.499730e-16
146,3.020000e+00,9.988923e-01,1.289066e-02,5.666269e+00,7.576487e-01,1.708310e-01,6.018031e-02,9.291276e-03,1.879507e-03,1.512198e-04,1.732070e-05,5.938673e-07,3.366434e-08,6.419172e-10,1.239777e-11,1.157723e-13,5.731685e-16
147,3.040000e+00,9.988835e-01,1.281036e-02,5.664570e+00,7.568906e-01,1.708039e-01,6.089489e-02,9.326419e-03,1.913791e-03,1.519405e-04,1.773824e-05,6.001404e-07,3.402747e-08,6.508539e-10,1.241081e-11,1.176581e-13,5.972780e-16
148,3.060000e+00,9.988749e-01,1.272782e-02,5.662922e+00,7.561677e-01,1.707515e-01,6.160460e-02,9.357080e-03,1.947801e-03,1.525292e-04,1.814912e-05,6.066158e-07,3.434098e-08,6.591740e-10,1.239864e-11,1.192133e-13,6.221260e-16
149,3.080000e+00,9.988663e-01,1.264360e-02,5.661324e+00,7.554790e-01,1.706746e-01,6.230936e-02,9.383337e-03,1.981520e-03,1.529890e-04,1.855229e-05,6.133449e-07,3.460621e-08,6.668326e-10,1.236248e-11,1.204151e-13,6.475075e-16
150,3.100000e+00,9.988579e-01,1.255829e-02,5.659776e+00,7.548235e-01,1.705743e-01,6.300912e-02,9.405282e-03,2.014937e-03,1.533238e-04,1.894676e-05,6.203735e-07,3.482504e-08,6.737880e-10,1.230379e-11,1.212468e-13,6.731968e-16
151,3.120000e+00,9.988496e-01,1.247246e-02,5.658275e+00,7.542001e-01,1.704514e-01,6.370390e-02,9.423013e-03,2.048038e-03,1.535377e-04,1.933155e-05,6.277411e-07,3.499980e-08,6.800027e-10,1.222418e-11,1.216991e-13,6.989580e-16
152,3.140000e+00,9.988414e-01,1.238667e-02,5.656820e+00,7.536078e-01,1.703070e-01,6.439374e-02,9.436642e-03,2.080811e-03,1.536354e-04,1.970571e-05,6.354799e-07,3.513331e-08,6.854451e-10,1.212541e-11,1.217702e-13,7.245561e-16
153,3.160000e+00,9.988334e-01,1.230137e-02,5.655410e+00,7.530453e-01,1.701420e-01,6.507875e-02,9.446283e-03,2.113247e-03,1.536219e-04,2.006833e-05,6.436145e-07,3.522871e-08,6.900901e-10,1.200933e-11,1.214657e-13,7.497681e-16
154,3.180000e+00,9.988254e-01,1.221690e-02,5.654043e+00,7.525114e-01,1.699576e-01,6.575906e-02,9.452061e-03,2.145335e-03,1.535023e-04,2.041855e-05,6.521613e-07,3.528948e-08,6.939203e-10,1.187786e-11,1.207990e-13,7.743944e-16
155,3.200000e+00,9.988176e-01,1.213356e-02,5.652717e+00,7.520047e-01,1.697545e-01,6.643484e-02,9.454102e-03,2.177067e-03,1.532821e-04,2.075555e-05,6.611286e-07,3.531935e-08,6.969267e-10,1.173297e-11,1.197909e-13,7.982699e-16
156,3.220000e+00,9.988098e-01,1.205156e-02,5.651432e+00,7.515241e-01,1.695339e-01,6.710627e-02,9.452541e-03,2.208434e-03,1.529667e-04,2.107857e-05,6.705161e-07,3.532221e-08,6.991093e-10,1.157661e-11,1.184687e-13,8.212730e-16
157,3.240000e+00,9.988022e-01,1.197104e-02,5.650184e+00,7.510681e-01,1.692967e-01,6.777359e-02,9.447511e-03,2.239427e-03,1.525620e-04,2.138687e-05,6.803153e-07,3.530206e-08,7.004779e-10,1.141074e-11,1.168661e-13,8.433346e-16
158,3.260000e+00,9.987946e-01,1.189205e-02,5.648972e+00,7.506356e-01,1.690437e-01,6.843702e-02,9.439151e-03,2.270040e-03,1.520736e-04,2.167981e-05,6.905092e-07,3.526293e-08,7.010520e-10,1.123725e-11,1.150219e-13,8.644448e-16
159,3.280000e+00,9.987872e-01,1.181459e-02,5.647794e+00,7.502253e-01,1.687758e-01,6.909684e-02,9.427600e-03,2.300266e-03,1.515072e-04,2.195678e-05,7.010734e-07,3.520884e-08,7.008608e-10,1.105800e-11,1.129790e-13,8.846573e-16
160,3.300000e+00,9.987798e-01,1.173872e-02,5.646649e+00,7.498358e-01,1.684939e-01,6.975330e-02,9.413001e-03,2.330095e-03,1.508684e-04,2.221724e-05,7.119758e-07,3.514368e-08,6.999437e-10,1.087478e-11,1.107836e-13,9.040918e-16
161,3.320000e+00,9.987726e-01,1.166431e-02,5.645534e+00,7.494661e-01,1.681988e-01,7.040668e-02,9.395494e-03,2.359523e-03,1.501630e-04,2.246071e-05,7.231774e-07,3.507121e-08,6.983494e-10,1.068931e-11,1.084837e-13,9.229345e-16
162,3.340000e+00,9.987654e-01,1.159133e-02,5.644449e+00,7.491150e-01,1.678911e-01,7.105728e-02,9.375221e-03,2.388541e-03,1.493963e-04,2.268679e-05,7.346330e-07,3.499497e-08,6.961355e-10,1.050324e-11,1.061283e-13,9.414361e-16
163,3.360000e+00,9.987583e-01,1.151977e-02,5.643390e+00,7.487813e-01,1.675716e-01,7.170537e-02,9.352323e-03,2.417143e-03,1.485738e-04,2.289511e-05,7.462917e-07,3.491823e-08,6.933681e-10,1.031815e-11,1.037660e-13,9.599069e-16
164,3.380000e+00,9.987513e-01,1.144969e-02,5.642357e+00,7.484640e-01,1.672409e-01,7.235125e-02,9.326939e-03,2.445323e-03,1.477007e-04,2.308540e-05,7.580977e-07,3.484397e-08,6.901205e-10,1.013557e-11,1.014438e-13,9.787113e-16
165,3.400000e+00,9.987444e-01,1.138120e-02,5.641349e+00,7.481622e-01,1.668995e-01,7.299520e-02,9.299207e-03,2.473073e-03,1.467819e-04,2.325743e-05,7.699909e-07,3.477480e-08,6.864725e-10,9.956975e-12,9.920658e-14,9.982592e-16
166,3.420000e+00,9.987375e-01,1.131450e-02,5.640362e+00,7.478748e-01,1.665479e-01,7.363751e-02,9.269263e-03,2.500388e-03,1.458223e-04,2.341104e-05,7.819080e-07,3.471296e-08,6.825088e-10,9.783802e-12,9.709605e-14,1.018997e-15
167,3.440000e+00,9.987307e-01,1.124987e-02,5.639397e+00,7.476011e-01,1.661867e-01,7.427845e-02,9.237238e-03,2.527262e-03,1.448266e-04,2.354613e-05,7.937830e-07,3.466028e-08,6.783182e-10,9.617468e-12,9.515003e-14,1.041399e-15
168,3.460000e+00,9.987240e-01,1.118764e-02,5.638452e+00,7.473403e-01,1.658161e-01,7.491831e-02,9.203263e-03,2.553690e-03,1.437990e-04,2.366267e-05,8.055480e-07,3.461818e-08,6.739919e-10,9.459377e-12,9.340208e-14,1.065952e-15
169,3.480000e+00,9.987173e-01,1.112826e-02,5.637525e+00,7.470916e-01,1.654365e-01,7.555734e-02,9.167462e-03,2.579668e-03,1.427438e-04,2.376065e-05,8.171344e-07,3.458763e-08,6.696221e-10,9.310938e-12,9.188120e-14,1.093149e-15
170,3.500000e+00,9.987107e-01,1.107210e-02,5.636615e+00,7.468545e-01,1.650482e-01,7.619580e-02,9.129956e-03,2.605191e-03,1.416650e-04,2.384017e-05,8.284730e-07,3.456916e-08,6.653006e-10,9.173575e-12,9.061171e-14,1.123479e-15
171,3.520000e+00,9.987041e-01,1.101949e-02,5.635722e+00,7.466283e-01,1.646513e-01,7.683394e-02,9.090862e-03,2.630256e-03,1.405663e-04,2.390132e-05,8.394956e-07,3.456288e-08,6.611171e-10,9.048739e-12,8.961345e-14,1.157412e-15
172,3.540000e+00,9.986976e-01,1.097086e-02,5.634844e+00,7.464126e-01,1.642459e-01,7.747199e-02,9.050292e-03,2.654859e-03,1.394514e-04,2.394429e-05,8.501350e-07,3.456847e-08,6.571584e-10,8.937918e-12,8.890204e-14,1.195396e-15
173,3.560000e+00,9.986912e-01,1.092663e-02,5.633981e+00,7.462071e-01,1.638322e-01,7.811018e-02,9.008352e-03,2.679000e-03,1.383237e-04,2.396928e-05,8.603261e-07,3.458518e-08,6.535066e-10,8.842644e-12,8.848938e-14,1.237847e-15
174,3.580000e+00,9.986848e-01,1.088697e-02,5.633132e+00,7.460112e-01,1.634102e-01,7.874873e-02,8.965145e-03,2.702675e-03,1.371865e-04,2.397654e-05,8.700063e-07,3.461193e-08,6.502377e-10,8.764495e-12,8.838434e-14,1.285143e-15
175,3.600000e+00,9.986784e-01,1.085213e-02,5.632295e+00,7.458248e-01,1.629798e-01,7.938782e-02,8.920769e-03,2.725885e-03,1.360429e-04,2.396636e-05,8.791162e-07,3.464724e-08,6.474211e-10,8.705094e-12,8.859351e-14,1.337624e-15
176,3.620000e+00,9.986721e-01,1.082236e-02,5.631471e+00,7.456477e-01,1.625409e-01,8.002767e-02,8.875318e-03,2.748628e-03,1.348959e-04,2.393904e-05,8.875998e-07,3.468934e-08,6.451184e-10,8.666102e-12,8.912209e-14,1.395585e-15
177,3.640000e+00,9.986658e-01,1.079787e-02,5.630658e+00,7.454797e-01,1.620935e-01,8.066844e-02,8.828881e-03,2.770903e-03,1.337485e-04,2.389492e-05,8.954055e-07,3.473617e-08,6.433826e-10,8.649208e-12,8.997481e-14,1.459283e-15
178,3.660000e+00,9.986595e-01,1.077909e-02,5.629857e+00,7.453207e-01,1.616374e-01,8.131030e-02,8.781544e-03,2.792712e-03,1.326034e-04,2.383437e-05,9.024855e-07,3.478545e-08,6.422576e-10,8.656116e-12,9.115696e-14,1.528935e-15
179,3.680000e+00,9.986533e-01,1.076595e-02,5.629067e+00,7.451707e-01,1.611723e-01,8.195341e-02,8.733389e-03,2.814053e-03,1.314635e-04,2.375776e-05,9.087968e-07,3.483469e-08,6.417778e-10,8.688522e-12,9.267527e-14,1.604724e-15
180,3.700000e+00,9.986471e-01,1.075841e-02,5.628287e+00,7.450297e-01,1.606981e-01,8.259790e-02,8.684499e-03,2.834926e-03,1.303316e-04,2.366548e-05,9.143010e-07,3.488128e-08,6.419685e-10,8.748087e-12,9.453891e-14,1.686806e-15
181,3.720000e+00,9.986409e-01,1.075644e-02,5.627518e+00,7.448977e-01,1.602144e-01,8.324393e-02,8.634950e-03,2.855331e-03,1.292104e-04,2.355791e-05,9.189645e-07,3.492249e-08,6.428453e-10,8.836417e-12,9.676036e-14,1.775316e-15
182,3.740000e+00,9.986347e-01,1.075992e-02,5.626760e+00,7.447748e-01,1.597210e-01,8.389158e-02,8.584820e-03,2.875267e-03,1.281027e-04,2.343547e-05,9.227582e-07,3.495554e-08,6.444152e-10,8.955025e-12,9.935616e-14,1.870381e-15
183,3.760000e+00,9.986285e-01,1.076865e-02,5.626011e+00,7.446612e-01,1.592176e-01,8.454098e-02,8.534187e-03,2.894731e-03,1.270114e-04,2.329856e-05,9.256579e-07,3.497765e-08,6.466766e-10,9.105299e-12,1.023476e-13,1.972127e-15
184,3.780000e+00,9.986223e-01,1.078231e-02,5.625272e+00,7.445571e-01,1.587038e-01,8.519219e-02,8.483128e-03,2.913721e-03,1.259393e-04,2.314758e-05,9.276439e-07,3.498607e-08,6.496205e-10,9.288468e-12,1.057615e-13,2.080689e-15
185,3.800000e+00,9.986162e-01,1.080043e-02,5.624543e+00,7.444625e-01,1.581794e-01,8.584529e-02,8.431723e-03,2.932232e-03,1.248893e-04,2.298295e-05,9.287010e-07,3.497814e-08,6.532312e-10,9.505567e-12,1.096301e-13,2.196229e-15
186,3.820000e+00,9.986100e-01,1.082255e-02,5.623823e+00,7.443777e-01,1.576441e-01,8.650031e-02,8.380052e-03,2.950258e-03,1.238643e-04,2.280507e-05,9.288180e-07,3.495129e-08,6.574875e-10,9.757403e-12,1.139921e-13,2.318941e-15
187,3.840000e+00,9.986039e-01,1.084789e-02,5.623114e+00,7.443028e-01,1.570975e-01,8.715727e-02,8.328199e-03,2.967793e-03,1.228673e-04,2.261435e-05,9.279881e-07,3.490314e-08,6.623638e-10,1.004452e-11,1.188922e-13,2.449069e-15
188,3.860000e+00,9.985978e-01,1.087574e-02,5.622414e+00,7.442382e-01,1.565393e-01,8.781617e-02,8.276254e-03,2.984827e-03,1.219013e-04,2.241120e-05,9.262080e-07,3.483147e-08,6.678316e-10,1.036718e-11,1.243812e-13,2.586914e-15
189,3.880000e+00,9.985916e-01,1.090506e-02,5.621725e+00,7.441839e-01,1.559694e-01,8.847697e-02,8.224309e-03,3.001348e-03,1.209693e-04,2.219602e-05,9.234781e-07,3.473429e-08,6.738603e-10,1.072532e-11,1.305162e-13,2.732853e-15
190,3.900000e+00,9.985854e-01,1.093495e-02,5.621045e+00,7.441403e-01,1.553873e-01,8.913959e-02,8.172462e-03,3.017343e-03,1.200744e-04,2.196924e-05,9.198020e-07,3.460987e-08,6.804188e-10,1.111857e-11,1.373599e-13,2.887344e-15
191,3.920000e+00,9.985793e-01,1.096457e-02,5.620376e+00,7.441075e-01,1.547931e-01,8.980394e-02,8.120818e-03,3.032797e-03,1.192193e-04,2.173125e-05,9.151861e-07,3.445676e-08,6.874764e-10,1.154621e-11,1.449801e-13,3.050941e-15
192,3.940000e+00,9.985731e-01,1.099318e-02,5.619717e+00,7.440858e-01,1.541863e-01,9.046987e-02,8.069486e-03,3.047691e-03,1.184071e-04,2.148249e-05,9.096397e-07,3.427382e-08,6.950037e-10,1.200720e-11,1.534495e-13,3.224308e-15
193,3.960000e+00,9.985669e-01,1.102017e-02,5.619068e+00,7.440753e-01,1.535671e-01,9.113721e-02,8.018585e-03,3.062006e-03,1.176406e-04,2.122338e-05,9.031743e-07,3.406023e-08,7.029740e-10,1.250017e-11,1.628449e-13,3.408224e-15
194,3.980000e+00,9.985607e-01,1.104512e-02,5.618431e+00,7.440764e-01,1.529351e-01,9.180575e-02,7.968238e-03,3.075719e-03,1.169224e-04,2.095436e-05,8.958035e-07,3.381554e-08,7.113630e-10,1.302348e-11,1.732463e-13,3.603601e-15
195,4.000000e+00,9.985545e-01,1.106778e-02,5.617804e+00,7.440891e-01,1.522904e-01,9.247524e-02,7.918576e-03,3.088805e-03,1.162550e-04,2.067586e-05,8.875427e-07,3.353966e-08,7.201501e-10,1.357521e-11,1.847362e-13,3.811488e-15
196,4.020000e+00,9.985482e-01,1.108797e-02,5.617189e+00,7.441137e-01,1.516330e-01,9.314538e-02,7.869738e-03,3.101238e-03,1.156410e-04,2.038837e-05,8.784089e-07,3.323291e-08,7.293176e-10,1.415323e-11,1.973989e-13,4.033089e-15
197,4.040000e+00,9.985420e-01,1.110569e-02,5.616585e+00,7.441504e-01,1.509628e-01,9.381585e-02,7.821868e-03,3.112990e-03,1.150823e-04,2.009233e-05,8.684204e-07,3.289599e-08,7.388513e-10,1.475529e-11,2.113192e-13,4.269768e-15
