frame,t,norm,peak_density,Fz,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
298,6.060000e+00,9.976901e-01,1.097254e-02,5.611880e+00,7.724736e-01,1.029552e-01,1.032966e-01,1.960796e-02,1.598754e-03,4.915221e-05,1.659833e-05,1.887186e-06,2.005538e-07,2.205697e-08,1.042612e-09,3.382730e-11,1.468911e-12
299,6.080000e+00,9.976833e-01,1.092718e-02,5.612200e+00,7.724124e-01,1.034749e-01,1.028211e-01,1.960359e-02,1.620136e-03,4.923615e-05,1.643293e-05,1.930339e-06,2.038608e-07,2.221177e-08,1.085793e-09,3.446083e-11,1.501230e-12
300,6.100000e+00,9.976766e-01,1.088506e-02,5.612529e+00,7.723479e-01,1.040052e-01,1.023447e-01,1.959219e-02,1.641959e-03,4.958897e-05,1.625826e-05,1.971613e-06,2.074478e-07,2.232720e-08,1.129903e-09,3.510955e-11,1.534019e-12
301,6.120000e+00,9.976699e-01,1.084623e-02,5.612870e+00,7.722806e-01,1.045457e-01,1.018671e-01,1.957385e-02,1.664174e-03,5.020991e-05,1.607680e-05,2.010899e-06,2.113388e-07,2.240316e-08,1.174855e-09,3.577333e-11,1.567216e-12
302,6.140000e+00,9.976633e-01,1.081070e-02,5.613221e+00,7.722110e-01,1.050964e-01,1.013879e-01,1.954865e-02,1.686730e-03,5.109739e-05,1.589103e-05,2.048102e-06,2.155570e-07,2.243981e-08,1.220554e-09,3.645213e-11,1.600748e-12
303,6.160000e+00,9.976568e-01,1.077846e-02,5.613584e+00,7.721394e-01,1.056573e-01,1.009067e-01,1.951664e-02,1.709580e-03,5.224912e-05,1.570342e-05,2.083150e-06,2.201247e-07,2.243749e-08,1.266902e-09,3.714604e-11,1.634534e-12
304,6.180000e+00,9.976503e-01,1.074937e-02,5.613961e+00,7.720665e-01,1.062283e-01,1.004231e-01,1.947785e-02,1.732679e-03,5.366209e-05,1.551642e-05,2.115986e-06,2.250635e-07,2.239678e-08,1.313795e-09,3.785536e-11,1.668486e-12
305,6.200000e+00,9.976438e-01,1.072320e-02,5.614351e+00,7.719926e-01,1.068094e-01,9.993661e-02,1.943233e-02,1.755982e-03,5.533264e-05,1.533243e-05,2.146575e-06,2.303938e-07,2.231845e-08,1.361126e-09,3.858055e-11,1.702508e-12
306,6.220000e+00,9.976374e-01,1.069963e-02,5.614757e+00,7.719184e-01,1.074006e-01,9.944668e-02,1.938006e-02,1.779448e-03,5.725643e-05,1.515383e-05,2.174903e-06,2.361352e-07,2.220351e-08,1.408780e-09,3.932231e-11,1.736503e-12
307,6.240000e+00,9.976310e-01,1.067830e-02,5.615178e+00,7.718443e-01,1.080019e-01,9.895284e-02,1.932105e-02,1.803033e-03,5.942856e-05,1.498291e-05,2.200976e-06,2.423065e-07,2.205315e-08,1.456638e-09,4.008154e-11,1.770369e-12
308,6.260000e+00,9.976246e-01,1.065886e-02,5.615618e+00,7.717708e-01,1.086135e-01,9.845455e-02,1.925528e-02,1.826699e-03,6.184349e-05,1.482194e-05,2.224822e-06,2.489251e-07,2.186880e-08,1.504577e-09,4.085935e-11,1.804005e-12
309,6.280000e+00,9.976183e-01,1.064100e-02,5.616076e+00,7.716987e-01,1.092353e-01,9.795123e-02,1.918271e-02,1.850408e-03,6.449515e-05,1.467308e-05,2.246495e-06,2.560079e-07,2.165211e-08,1.552466e-09,4.165707e-11,1.837309e-12
310,6.300000e+00,9.976119e-01,1.062459e-02,5.616554e+00,7.716284e-01,1.098674e-01,9.744233e-02,1.910332e-02,1.874121e-03,6.737691e-05,1.453843e-05,2.266069e-06,2.635704e-07,2.140496e-08,1.600170e-09,4.247622e-11,1.870184e-12
311,6.320000e+00,9.976057e-01,1.060978e-02,5.617054e+00,7.715605e-01,1.105099e-01,9.692725e-02,1.901705e-02,1.897805e-03,7.048161e-05,1.441998e-05,2.283647e-06,2.716272e-07,2.112947e-08,1.647549e-09,4.331846e-11,1.902537e-12
312,6.340000e+00,9.975994e-01,1.059624e-02,5.617577e+00,7.714956e-01,1.111630e-01,9.640539e-02,1.892386e-02,1.921425e-03,7.380158e-05,1.431963e-05,2.299355e-06,2.801919e-07,2.082800e-08,1.694458e-09,4.418557e-11,1.934283e-12
313,6.360000e+00,9.975931e-01,1.058411e-02,5.618125e+00,7.714345e-01,1.118266e-01,9.587615e-02,1.882369e-02,1.944950e-03,7.732867e-05,1.423917e-05,2.313348e-06,2.892769e-07,2.050319e-08,1.740749e-09,4.507942e-11,1.965344e-12
314,6.380000e+00,9.975868e-01,1.057364e-02,5.618698e+00,7.713776e-01,1.125008e-01,9.533891e-02,1.871650e-02,1.968351e-03,8.105426e-05,1.418026e-05,2.325809e-06,2.988939e-07,2.015792e-08,1.786268e-09,4.600187e-11,1.995655e-12
315,6.400000e+00,9.975806e-01,1.056520e-02,5.619298e+00,7.713257e-01,1.131856e-01,9.479306e-02,1.860224e-02,1.991598e-03,8.496928e-05,1.414446e-05,2.336950e-06,3.090532e-07,1.979533e-08,1.830864e-09,4.695473e-11,2.025163e-12
316,6.420000e+00,9.975743e-01,1.055921e-02,5.619927e+00,7.712794e-01,1.138812e-01,9.423799e-02,1.848086e-02,2.014668e-03,8.906428e-05,1.413316e-05,2.347011e-06,3.197645e-07,1.941884e-08,1.874383e-09,4.793965e-11,2.053832e-12
317,6.440000e+00,9.975681e-01,1.055611e-02,5.620586e+00,7.712393e-01,1.145876e-01,9.367310e-02,1.835232e-02,2.037538e-03,9.332941e-05,1.414764e-05,2.356264e-06,3.310363e-07,1.903215e-08,1.916675e-09,4.895809e-11,2.081643e-12
318,6.460000e+00,9.975618e-01,1.055630e-02,5.621277e+00,7.712061e-01,1.153046e-01,9.309779e-02,1.821661e-02,2.060186e-03,9.775451e-05,1.418902e-05,2.365012e-06,3.428768e-07,1.863923e-08,1.957594e-09,5.001120e-11,2.108594e-12
319,6.480000e+00,9.975555e-01,1.056013e-02,5.622000e+00,7.711805e-01,1.160324e-01,9.251150e-02,1.807370e-02,2.082594e-03,1.023291e-04,1.425826e-05,2.373588e-06,3.552929e-07,1.824432e-08,1.997000e-09,5.109975e-11,2.134707e-12
320,6.500000e+00,9.975493e-01,1.056792e-02,5.622757e+00,7.711632e-01,1.167707e-01,9.191366e-02,1.792358e-02,2.104748e-03,1.070426e-04,1.435617e-05,2.382357e-06,3.682916e-07,1.785196e-08,2.034761e-09,5.222407e-11,2.160023e-12
321,6.520000e+00,9.975430e-01,1.057997e-02,5.623550e+00,7.711547e-01,1.175195e-01,9.130374e-02,1.776628e-02,2.126635e-03,1.118841e-04,1.448337e-05,2.391710e-06,3.818792e-07,1.746700e-08,2.070757e-09,5.338398e-11,2.184607e-12
322,6.540000e+00,9.975366e-01,1.059601e-02,5.624379e+00,7.711558e-01,1.182786e-01,9.068122e-02,1.760182e-02,2.148245e-03,1.168427e-04,1.464035e-05,2.402068e-06,3.960619e-07,1.709457e-08,2.104880e-09,5.457872e-11,2.208545e-12
323,6.560000e+00,9.975303e-01,1.061602e-02,5.625246e+00,7.711671e-01,1.190478e-01,9.004563e-02,1.743026e-02,2.169569e-03,1.219071e-04,1.482739e-05,2.413875e-06,4.108463e-07,1.674013e-08,2.137036e-09,5.580693e-11,2.231947e-12
324,6.580000e+00,9.975239e-01,1.063994e-02,5.626151e+00,7.711893e-01,1.198270e-01,8.939650e-02,1.725166e-02,2.190604e-03,1.270664e-04,1.504464e-05,2.427597e-06,4.262392e-07,1.640946e-08,2.167145e-09,5.706663e-11,2.254946e-12
325,6.600000e+00,9.975175e-01,1.066774e-02,5.627096e+00,7.712229e-01,1.206157e-01,8.873344e-02,1.706613e-02,2.211347e-03,1.323094e-04,1.529209e-05,2.443715e-06,4.422486e-07,1.610868e-08,2.195147e-09,5.835520e-11,2.277696e-12
326,6.620000e+00,9.975111e-01,1.069931e-02,5.628080e+00,7.712686e-01,1.214137e-01,8.805605e-02,1.687377e-02,2.231798e-03,1.376251e-04,1.556957e-05,2.462723e-06,4.588833e-07,1.584425e-08,2.220995e-09,5.966938e-11,2.300370e-12
327,6.640000e+00,9.975046e-01,1.073461e-02,5.629106e+00,7.713269e-01,1.222205e-01,8.736401e-02,1.667472e-02,2.251958e-03,1.430024e-04,1.587679e-05,2.485123e-06,4.761541e-07,1.562298e-08,2.244663e-09,6.100534e-11,2.323162e-12
328,6.660000e+00,9.974981e-01,1.077366e-02,5.630173e+00,7.713985e-01,1.230359e-01,8.665701e-02,1.646914e-02,2.271831e-03,1.484304e-04,1.621337e-05,2.511416e-06,4.940735e-07,1.545206e-08,2.266143e-09,6.235866e-11,2.346284e-12
329,6.680000e+00,9.974916e-01,1.081650e-02,5.631281e+00,7.714838e-01,1.238592e-01,8.593481e-02,1.625722e-02,2.291423e-03,1.538986e-04,1.657879e-05,2.542101e-06,5.126561e-07,1.533903e-08,2.285444e-09,6.372441e-11,2.369961e-12
330,6.700000e+00,9.974850e-01,1.086321e-02,5.632432e+00,7.715834e-01,1.246900e-01,8.519723e-02,1.603915e-02,2.310740e-03,1.593962e-04,1.697249e-05,2.577669e-06,5.319192e-07,1.529184e-08,2.302596e-09,6.509723e-11,2.394433e-12
331,6.720000e+00,9.974783e-01,1.091390e-02,5.633625e+00,7.716977e-01,1.255278e-01,8.444411e-02,1.581515e-02,2.329788e-03,1.649130e-04,1.739383e-05,2.618597e-06,5.518826e-07,1.531882e-08,2.317647e-09,6.647138e-11,2.419949e-12
332,6.740000e+00,9.974716e-01,1.096868e-02,5.634861e+00,7.718272e-01,1.263718e-01,8.367539e-02,1.558548e-02,2.348574e-03,1.704388e-04,1.784214e-05,2.665341e-06,5.725685e-07,1.542872e-08,2.330662e-09,6.784085e-11,2.446765e-12
333,6.760000e+00,9.974649e-01,1.102758e-02,5.636139e+00,7.719724e-01,1.272214e-01,8.289106e-02,1.535039e-02,2.367104e-03,1.759635e-04,1.831672e-05,2.718337e-06,5.940019e-07,1.563072e-08,2.341727e-09,6.919945e-11,2.475143e-12
334,6.780000e+00,9.974581e-01,1.109060e-02,5.637458e+00,7.721336e-01,1.280760e-01,8.209116e-02,1.511019e-02,2.385385e-03,1.814771e-04,1.881687e-05,2.777989e-06,6.162102e-07,1.593442e-08,2.350947e-09,7.054093e-11,2.505343e-12
335,6.800000e+00,9.974512e-01,1.115766e-02,5.638820e+00,7.723111e-01,1.289346e-01,8.127581e-02,1.486518e-02,2.403420e-03,1.869697e-04,1.934187e-05,2.844668e-06,6.392229e-07,1.634990e-08,2.358446e-09,7.185906e-11,2.537625e-12
336,6.820000e+00,9.974443e-01,1.122852e-02,5.640222e+00,7.725053e-01,1.297966e-01,8.044520e-02,1.461572e-02,2.421215e-03,1.924316e-04,1.989106e-05,2.918705e-06,6.630717e-07,1.688768e-08,2.364367e-09,7.314778e-11,2.572241e-12
337,6.840000e+00,9.974373e-01,1.130289e-02,5.641665e+00,7.727165e-01,1.306610e-01,7.959958e-02,1.436215e-02,2.438773e-03,1.978530e-04,2.046380e-05,3.000382e-06,6.877897e-07,1.755876e-08,2.368877e-09,7.440134e-11,2.609436e-12
338,6.860000e+00,9.974303e-01,1.138040e-02,5.643147e+00,7.729448e-01,1.315269e-01,7.873928e-02,1.410486e-02,2.456095e-03,2.032239e-04,2.105948e-05,3.089929e-06,7.134112e-07,1.837461e-08,2.372161e-09,7.561438e-11,2.649439e-12
339,6.880000e+00,9.974232e-01,1.146058e-02,5.644668e+00,7.731904e-01,1.323933e-01,7.786466e-02,1.384426e-02,2.473184e-03,2.085344e-04,2.167758e-05,3.187517e-06,7.399714e-07,1.934719e-08,2.374429e-09,7.678212e-11,2.692467e-12
340,6.900000e+00,9.974160e-01,1.154289e-02,5.646226e+00,7.734536e-01,1.332593e-01,7.697617e-02,1.358075e-02,2.490041e-03,2.137747e-04,2.231763e-05,3.293249e-06,7.675058e-07,2.048890e-08,2.375916e-09,7.790046e-11,2.738716e-12
341,6.920000e+00,9.974088e-01,1.162672e-02,5.647821e+00,7.737345e-01,1.341237e-01,7.607429e-02,1.331476e-02,2.506667e-03,2.189347e-04,2.297925e-05,3.407161e-06,7.960496e-07,2.181261e-08,2.376883e-09,7.896616e-11,2.788363e-12
342,6.940000e+00,9.974015e-01,1.171146e-02,5.649451e+00,7.740332e-01,1.349854e-01,7.515956e-02,1.304673e-02,2.523063e-03,2.240043e-04,2.366213e-05,3.529208e-06,8.256374e-07,2.333157e-08,2.377619e-09,7.997688e-11,2.841560e-12
343,6.960000e+00,9.973941e-01,1.179644e-02,5.651115e+00,7.743500e-01,1.358433e-01,7.423256e-02,1.277710e-02,2.539230e-03,2.289732e-04,2.436605e-05,3.659270e-06,8.563024e-07,2.505944e-08,2.378447e-09,8.093139e-11,2.898437e-12
344,6.980000e+00,9.973866e-01,1.188070e-02,5.652811e+00,7.746848e-01,1.366961e-01,7.329392e-02,1.250630e-02,2.555169e-03,2.338313e-04,2.509087e-05,3.797143e-06,8.880762e-07,2.701020e-08,2.379724e-09,8.182962e-11,2.959098e-12
345,7.000000e+00,9.973791e-01,1.196340e-02,5.654539e+00,7.750380e-01,1.375428e-01,7.234428e-02,1.223479e-02,2.570881e-03,2.385682e-04,2.583653e-05,3.942541e-06,9.209874e-07,2.919808e-08,2.381846e-09,8.267281e-11,3.023625e-12
346,7.020000e+00,9.973715e-01,1.204369e-02,5.656296e+00,7.754095e-01,1.383820e-01,7.138433e-02,1.196299e-02,2.586367e-03,2.431739e-04,2.660304e-05,4.095095e-06,9.550620e-07,3.163754e-08,2.385252e-09,8.346355e-11,3.092073e-12
347,7.040000e+00,9.973639e-01,1.212079e-02,5.658082e+00,7.757995e-01,1.392125e-01,7.041478e-02,1.169133e-02,2.601626e-03,2.476380e-04,2.739047e-05,4.254350e-06,9.903215e-07,3.434314e-08,2.390431e-09,8.420592e-11,3.164477e-12
348,7.060000e+00,9.973561e-01,1.219433e-02,5.659895e+00,7.762081e-01,1.400330e-01,6.943636e-02,1.142025e-02,2.616661e-03,2.519504e-04,2.819892e-05,4.419774e-06,1.026783e-06,3.732948e-08,2.397924e-09,8.490559e-11,3.240850e-12
349,7.080000e+00,9.973483e-01,1.226324e-02,5.661733e+00,7.766354e-01,1.408423e-01,6.844983e-02,1.115014e-02,2.631470e-03,2.561013e-04,2.902857e-05,4.590753e-06,1.064457e-06,4.061113e-08,2.408333e-09,8.556988e-11,3.321191e-12
350,7.100000e+00,9.973404e-01,1.232691e-02,5.663595e+00,7.770816e-01,1.416391e-01,6.745596e-02,1.088142e-02,2.646054e-03,2.600809e-04,2.987955e-05,4.766596e-06,1.103347e-06,4.420248e-08,2.422325e-09,8.620796e-11,3.405485e-12
351,7.120000e+00,9.973325e-01,1.238490e-02,5.665480e+00,7.775466e-01,1.424222e-01,6.645552e-02,1.061445e-02,2.660411e-03,2.638798e-04,3.075206e-05,4.946538e-06,1.143450e-06,4.811771e-08,2.440638e-09,8.683090e-11,3.493709e-12
352,7.140000e+00,9.973245e-01,1.243695e-02,5.667387e+00,7.780307e-01,1.431903e-01,6.544933e-02,1.034960e-02,2.674540e-03,2.674892e-04,3.164627e-05,5.129746e-06,1.184749e-06,5.237068e-08,2.464092e-09,8.745193e-11,3.585840e-12
353,7.160000e+00,9.973163e-01,1.248297e-02,5.669313e+00,7.785340e-01,1.439421e-01,6.443818e-02,1.008722e-02,2.688438e-03,2.709006e-04,3.256235e-05,5.315322e-06,1.227220e-06,5.697483e-08,2.493590e-09,8.808654e-11,3.681859e-12
354,7.180000e+00,9.973082e-01,1.252306e-02,5.671258e+00,7.790566e-01,1.446763e-01,6.342291e-02,9.827635e-03,2.702101e-03,2.741063e-04,3.350050e-05,5.502314e-06,1.270822e-06,6.194316e-08,2.530132e-09,8.875276e-11,3.781764e-12
355,7.200000e+00,9.972999e-01,1.255756e-02,5.673221e+00,7.795987e-01,1.453916e-01,6.240434e-02,9.571137e-03,2.715527e-03,2.770993e-04,3.446095e-05,5.689723e-06,1.315501e-06,6.728812e-08,2.574821e-09,8.947135e-11,3.885574e-12
356,7.220000e+00,9.972916e-01,1.258678e-02,5.675201e+00,7.801606e-01,1.460867e-01,6.138329e-02,9.318008e-03,2.728708e-03,2.798736e-04,3.544399e-05,5.876520e-06,1.361183e-06,7.302158e-08,2.628874e-09,9.026613e-11,3.993343e-12
357,7.240000e+00,9.972832e-01,1.261103e-02,5.677195e+00,7.807426e-01,1.467602e-01,6.036061e-02,9.068503e-03,2.741640e-03,2.824238e-04,3.644999e-05,6.061660e-06,1.407780e-06,7.915475e-08,2.693631e-09,9.116423e-11,4.105168e-12
358,7.260000e+00,9.972747e-01,1.263087e-02,5.679205e+00,7.813450e-01,1.474107e-01,5.933712e-02,8.822854e-03,2.754314e-03,2.847455e-04,3.747942e-05,6.244098e-06,1.455180e-06,8.569809e-08,2.770570e-09,9.219644e-11,4.221204e-12
359,7.280000e+00,9.972662e-01,1.264662e-02,5.681228e+00,7.819684e-01,1.480366e-01,5.831364e-02,8.581271e-03,2.766721e-03,2.868354e-04,3.853285e-05,6.422815e-06,1.503251e-06,9.266123e-08,2.861314e-09,9.339762e-11,4.341677e-12
360,7.300000e+00,9.972576e-01,1.265881e-02,5.683265e+00,7.826133e-01,1.486364e-01,5.729098e-02,8.343940e-03,2.778851e-03,2.886907e-04,3.961101e-05,6.596831e-06,1.551838e-06,1.000528e-07,2.967652e-09,9.480701e-11,4.466895e-12
361,7.320000e+00,9.972490e-01,1.266796e-02,5.685315e+00,7.832803e-01,1.492086e-01,5.626992e-02,8.111030e-03,2.790693e-03,2.903096e-04,4.071469e-05,6.765233e-06,1.600764e-06,1.078803e-07,3.091546e-09,9.646870e-11,4.597260e-12
362,7.340000e+00,9.972402e-01,1.267464e-02,5.687378e+00,7.839702e-01,1.497514e-01,5.525125e-02,7.882687e-03,2.802231e-03,2.916907e-04,4.184477e-05,6.927192e-06,1.649831e-06,1.161496e-07,3.235148e-09,9.843210e-11,4.733286e-12
363,7.360000e+00,9.972314e-01,1.267944e-02,5.689453e+00,7.846841e-01,1.502630e-01,5.423572e-02,7.659041e-03,2.813452e-03,2.928334e-04,4.300215e-05,7.081979e-06,1.698818e-06,1.248649e-07,3.400815e-09,1.007523e-10,4.875607e-12
364,7.380000e+00,9.972226e-01,1.268302e-02,5.691541e+00,7.854228e-01,1.507416e-01,5.322404e-02,7.440205e-03,2.824338e-03,2.937376e-04,4.418770e-05,7.228986e-06,1.747483e-06,1.340284e-07,3.591119e-09,1.034909e-10,5.024994e-12
365,7.400000e+00,9.972137e-01,1.268607e-02,5.693642e+00,7.861875e-01,1.511853e-01,5.221692e-02,7.226277e-03,2.834871e-03,2.944037e-04,4.540218e-05,7.367734e-06,1.795570e-06,1.436391e-07,3.808860e-09,1.067159e-10,5.182360e-12
366,7.420000e+00,9.972047e-01,1.268937e-02,5.695757e+00,7.869796e-01,1.515921e-01,5.121504e-02,7.017342e-03,2.845031e-03,2.948329e-04,4.664620e-05,7.497883e-06,1.842806e-06,1.536932e-07,4.057072e-09,1.105031e-10,5.348777e-12
367,7.440000e+00,9.971957e-01,1.269352e-02,5.697886e+00,7.878002e-01,1.519599e-01,5.021904e-02,6.813474e-03,2.854796e-03,2.950268e-04,4.792010e-05,7.619238e-06,1.888906e-06,1.641829e-07,4.339031e-09,1.149361e-10,5.525480e-12
368,7.460000e+00,9.971866e-01,1.269922e-02,5.700030e+00,7.886508e-01,1.522867e-01,4.922953e-02,6.614737e-03,2.864144e-03,2.949881e-04,4.922393e-05,7.731751e-06,1.933582e-06,1.750960e-07,4.658252e-09,1.201072e-10,5.713880e-12
369,7.480000e+00,9.971774e-01,1.270714e-02,5.702190e+00,7.895330e-01,1.525703e-01,4.824713e-02,6.421188e-03,2.873050e-03,2.947202e-04,5.055734e-05,7.835512e-06,1.976544e-06,1.864151e-07,5.018485e-09,1.261180e-10,5.915564e-12
370,7.500000e+00,9.971683e-01,1.271782e-02,5.704367e+00,7.904482e-01,1.528087e-01,4.727240e-02,6.232878e-03,2.881489e-03,2.942278e-04,5.191958e-05,7.930751e-06,2.017506e-06,1.981170e-07,5.423703e-09,1.330802e-10,6.132306e-12
371,7.520000e+00,9.971591e-01,1.273170e-02,5.706561e+00,7.913981e-01,1.529996e-01,4.630589e-02,6.049853e-03,2.889436e-03,2.935169e-04,5.330945e-05,8.017814e-06,2.056197e-06,2.101726e-07,5.878079e-09,1.411162e-10,6.366069e-12
372,7.540000e+00,9.971498e-01,1.274901e-02,5.708774e+00,7.923841e-01,1.531411e-01,4.534813e-02,5.872156e-03,2.896863e-03,2.925949e-04,5.472527e-05,8.097154e-06,2.092363e-06,2.225454e-07,6.385966e-09,1.503599e-10,6.619007e-12
373,7.560000e+00,9.971405e-01,1.276975e-02,5.711007e+00,7.934077e-01,1.532309e-01,4.439967e-02,5.699831e-03,2.903742e-03,2.914709e-04,5.616490e-05,8.169298e-06,2.125781e-06,2.351921e-07,6.951854e-09,1.609570e-10,6.893465e-12
374,7.580000e+00,9.971312e-01,1.279367e-02,5.713261e+00,7.944704e-01,1.532672e-01,4.346100e-02,5.532918e-03,2.910045e-03,2.901558e-04,5.762577e-05,8.234821e-06,2.156265e-06,2.480615e-07,7.580324e-09,1.730660e-10,7.191983e-12
375,7.600000e+00,9.971218e-01,1.282024e-02,5.715536e+00,7.955736e-01,1.532480e-01,4.253265e-02,5.371454e-03,2.915744e-03,2.886621e-04,5.910495e-05,8.294305e-06,2.183675e-06,2.610948e-07,8.276002e-09,1.868578e-10,7.517293e-12
376,7.620000e+00,9.971125e-01,1.284868e-02,5.717833e+00,7.967184e-01,1.531717e-01,4.161511e-02,5.215480e-03,2.920807e-03,2.870043e-04,6.059922e-05,8.348301e-06,2.207925e-06,2.742255e-07,9.043485e-09,2.025164e-10,7.872321e-12
377,7.640000e+00,9.971031e-01,1.287795e-02,5.720153e+00,7.979059e-01,1.530368e-01,4.070889e-02,5.065030e-03,2.925206e-03,2.851983e-04,6.210521e-05,8.397278e-06,2.228995e-06,2.873794e-07,9.887274e-09,2.202384e-10,8.260181e-12
378,7.660000e+00,9.970937e-01,1.290685e-02,5.722495e+00,7.991368e-01,1.528418e-01,3.981451e-02,4.920140e-03,2.928909e-03,2.832617e-04,6.361951e-05,8.441578e-06,2.246935e-06,3.004750e-07,1.081169e-08,2.402325e-10,8.684176e-12
379,7.680000e+00,9.970842e-01,1.293399e-02,5.724861e+00,8.004118e-01,1.525856e-01,3.893245e-02,4.780842e-03,2.931887e-03,2.812129e-04,6.513884e-05,8.481373e-06,2.261873e-06,3.134245e-07,1.182078e-08,2.627183e-10,9.147783e-12
380,7.700000e+00,9.970748e-01,1.295797e-02,5.727250e+00,8.017312e-01,1.522675e-01,3.806323e-02,4.647163e-03,2.934110e-03,2.790712e-04,6.666021e-05,8.516622e-06,2.274015e-06,3.261346e-07,1.291823e-08,2.879256e-10,9.654649e-12
381,7.720000e+00,9.970654e-01,1.297733e-02,5.729661e+00,8.030950e-01,1.518867e-01,3.720735e-02,4.519127e-03,2.935550e-03,2.768561e-04,6.818106e-05,8.547047e-06,2.283651e-06,3.385075e-07,1.410725e-08,3.160918e-10,1.020857e-11
382,7.740000e+00,9.970560e-01,1.299073e-02,5.732093e+00,8.045032e-01,1.514431e-01,3.636530e-02,4.396752e-03,2.936180e-03,2.745866e-04,6.969937e-05,8.572112e-06,2.291150e-06,3.504431e-07,1.539045e-08,3.474602e-10,1.081345e-11
383,7.760000e+00,9.970466e-01,1.299699e-02,5.734547e+00,8.059551e-01,1.509366e-01,3.553756e-02,4.280046e-03,2.935978e-03,2.722811e-04,7.121382e-05,8.591023e-06,2.296950e-06,3.618406e-07,1.676980e-08,3.822774e-10,1.147331e-11
384,7.780000e+00,9.970372e-01,1.299515e-02,5.737020e+00,8.074501e-01,1.503674e-01,3.472464e-02,4.169009e-03,2.934924e-03,2.699566e-04,7.272375e-05,8.602742e-06,2.301556e-06,3.726005e-07,1.824645e-08,4.207895e-10,1.219219e-11
385,7.800000e+00,9.970278e-01,1.298451e-02,5.739511e+00,8.089871e-01,1.497361e-01,3.392699e-02,4.063627e-03,2.933003e-03,2.676282e-04,7.422924e-05,8.606024e-06,2.305522e-06,3.826275e-07,1.982068e-08,4.632395e-10,1.297413e-11
386,7.820000e+00,9.970184e-01,1.296464e-02,5.742019e+00,8.105649e-01,1.490435e-01,3.314510e-02,3.963875e-03,2.930207e-03,2.653095e-04,7.573102e-05,8.599460e-06,2.309436e-06,3.918325e-07,2.149183e-08,5.098629e-10,1.382312e-11
387,7.840000e+00,9.970091e-01,1.293547e-02,5.744541e+00,8.121820e-01,1.482908e-01,3.237944e-02,3.869708e-03,2.926534e-03,2.630115e-04,7.723038e-05,8.581543e-06,2.313904e-06,4.001354e-07,2.325825e-08,5.608840e-10,1.474301e-11
388,7.860000e+00,9.969998e-01,1.289711e-02,5.747076e+00,8.138365e-01,1.474792e-01,3.163047e-02,3.781065e-03,2.921987e-03,2.607433e-04,7.872905e-05,8.550736e-06,2.319529e-06,4.074676e-07,2.511724e-08,6.165116e-10,1.573747e-11
389,7.880000e+00,9.969906e-01,1.284997e-02,5.749621e+00,8.155265e-01,1.466103e-01,3.089866e-02,3.697866e-03,2.916578e-03,2.585121e-04,8.022900e-05,8.505548e-06,2.326892e-06,4.137740e-07,2.706512e-08,6.769343e-10,1.680991e-11
390,7.900000e+00,9.969814e-01,1.279456e-02,5.752174e+00,8.172499e-01,1.456860e-01,3.018448e-02,3.620008e-03,2.910326e-03,2.563231e-04,8.173230e-05,8.444614e-06,2.336533e-06,4.190149e-07,2.909720e-08,7.423169e-10,1.796345e-11
391,7.920000e+00,9.969723e-01,1.273154e-02,5.754732e+00,8.190044e-01,1.447080e-01,2.948837e-02,3.547368e-03,2.903257e-03,2.541802e-04,8.324089e-05,8.366759e-06,2.348937e-06,4.231672e-07,3.120790e-08,8.127957e-10,1.920083e-11
392,7.940000e+00,9.969632e-01,1.266187e-02,5.757292e+00,8.207875e-01,1.436785e-01,2.881077e-02,3.479803e-03,2.895405e-03,2.520862e-04,8.475644e-05,8.271071e-06,2.364513e-06,4.262258e-07,3.339084e-08,8.884751e-10,2.052443e-11
393,7.960000e+00,9.969542e-01,1.258638e-02,5.759852e+00,8.225967e-01,1.425999e-01,2.815212e-02,3.417149e-03,2.886806e-03,2.500428e-04,8.628014e-05,8.156944e-06,2.383590e-06,4.282035e-07,3.563898e-08,9.694239e-10,2.193621e-11
394,7.980000e+00,9.969452e-01,1.250597e-02,5.762409e+00,8.244294e-01,1.414743e-01,2.751279e-02,3.359224e-03,2.877507e-03,2.480517e-04,8.781264e-05,8.024118e-06,2.406404e-06,4.291309e-07,3.794474e-08,1.055673e-09,2.343769e-11
395,8.000000e+00,9.969363e-01,1.242154e-02,5.764960e+00,8.262829e-01,1.403043e-01,2.689314e-02,3.305828e-03,2.867556e-03,2.461141e-04,8.935393e-05,7.872697e-06,2.433093e-06,4.290559e-07,4.030024e-08,1.147213e-09,2.503000e-11
396,8.020000e+00,9.969275e-01,1.233398e-02,5.767503e+00,8.281546e-01,1.390924e-01,2.629347e-02,3.256749e-03,2.857006e-03,2.442312e-04,9.090325e-05,7.703161e-06,2.463701e-06,4.280422e-07,4.269740e-08,1.243993e-09,2.671384e-11
397,8.040000e+00,9.969188e-01,1.224419e-02,5.770035e+00,8.300418e-01,1.378412e-01,2.571402e-02,3.211762e-03,2.845912e-03,2.424045e-04,9.245914e-05,7.516346e-06,2.498174e-06,4.261680e-07,4.512822e-08,1.345923e-09,2.848957e-11
