q	B_gauss	seed	E	grad	conv	stop	fz	fperp	fz2	Lz	Sz	Jz	n_pop	pr	m_peak	p_peak
0.05	0.0622030397	transverse	11.0840130077	0.5663	false	max_steps	1.0373665e-11	0.079331046	0.60137197	-8.8632813e-17	1.0373679e-11	1.037359e-11	3	1.2971	0	0.874137
0.05	0.0622030397	polar	11.0492784545	9.023e-07	true	tol	0	0	0	-3.2961601e-18	0	-3.2961601e-18	1	1	0	1
0.05	0.0622030397	flower	11.0992172347	0.5827	false	max_steps	0.0042768658	0.088504769	0.26480403	-0.0025040183	0.0042768658	0.0017728475	3	1.6111	0	0.771727
0.316227766	0.1564323631	transverse	11.0492786592	0.00682	false	max_steps	-1.4105775e-16	0.00020385085	1.7763722e-07	-1.0430392e-19	-1.4105773e-16	-1.4116204e-16	1	1	0	1
0.316227766	0.1564323631	polar	11.0492784545	9.023e-07	true	tol	0	0	0	-3.2961601e-18	0	-3.2961601e-18	1	1	0	1
0.316227766	0.1564323631	flower	11.111847442	1.258	false	max_steps	-0.0055823066	0.14388553	0.073263935	0.0063150189	-0.0055823066	0.00073271224	1	1.118	0	0.945064
2	0.3934065657	transverse	11.0492784626	0.0007483	false	max_steps	-3.081924e-21	9.2165892e-05	1.9533843e-09	1.1417116e-18	-3.0819314e-21	1.1386297e-18	1	1	0	1
2	0.3934065657	polar	11.0492784545	9.023e-07	true	tol	0	0	0	-3.2961601e-18	0	-3.2961601e-18	1	1	0	1
2	0.3934065657	flower	11.049280684	0.009342	false	max_steps	1.2440525e-07	0.0011934527	5.5089555e-07	5.6778345e-08	1.2440525e-07	1.8118359e-07	1	1	0	1
