t_ms,N_K3_0,N_K3_1e40,E_K3_0,E_K3_1e40,Fz_K3_0,Fz_K3_1e40,B_uG
186.28362220430662,1.0000000000182836,0.43674899004227535,-9.33653255651015,-5.524769975826356,-5.979940182859017,-5.989363637632318,241.89628327888116
188.0922010606581,1.0000000000185092,0.4341552641885795,-8.755223376802727,-5.247840753121157,-5.978944235802571,-5.9887539034626185,235.3255026553789
189.90077991700957,1.0000000000187377,0.43156739122709925,-8.174016202441504,-4.973985880671207,-5.977863782537211,-5.988303023265916,228.75472203187658
191.70935877336103,1.00000000001897,0.4290229765249054,-7.592916462703367,-4.703363766839564,-5.976652834470524,-5.987900896512429,222.18394140837427
193.51793762971252,1.0000000000192057,0.42649131171483634,-7.011938381425059,-4.435797038732267,-5.975411782233662,-5.9870973509680026,215.61316078487198
195.326516486064,1.0000000000194467,0.42399277066666446,-6.431085072828814,-4.1712952137995725,-5.9740089432142565,-5.9865623559724765,209.0423801613697
197.13509534241547,1.000000000019693,0.4215047975897809,-5.850375071675019,-3.9097751554408955,-5.972541678592243,-5.985809402730181,202.4715995378674
198.94367419876693,1.0000000000199436,0.41905845693817406,-5.269814285094142,-3.6512767141664004,-5.970908034035102,-5.985131890634742,195.9008189143651
200.7522530551184,1.0000000000201987,0.41661801207949833,-4.736010962020017,-3.4151276905047925,-5.96914432960146,-5.984340926441438,189.85755668608084
202.5608319114699,1.0000000000204596,0.41420978793290647,-4.267764183682412,-3.208815338089061,-5.9678026004630595,-5.983679962060806,184.5550442463186
204.36941076782136,1.000000000020725,0.41182007611862553,-3.7996390498162853,-3.004823923014266,-5.9659739481669245,-5.982897771512737,179.25253180655633
206.17798962417282,1.000000000020996,0.4094589131127721,-3.3316572131394167,-2.8031077417393764,-5.964226733143191,-5.98223427358388,173.95001936679407
207.98656848052428,1.0000000000212723,0.4071078347576851,-2.8638158137832628,-2.6036314304927015,-5.9623200298724,-5.9811572550806105,168.64750692703177
209.79514733687577,1.000000000021554,0.4047894302228789,-2.3961405649748078,-2.406385768491005,-5.960042905854092,-5.980461628393258,163.3449944872695
211.60372619322726,1.0000000000218447,0.4024872049776884,-1.9286384263638376,-2.2113357953962116,-5.957910896964492,-5.979281597203744,158.04248204750724
213.41230504957872,1.0000000000221403,0.4002042170497983,-1.4613210970013428,-2.0184426667426107,-5.955244372176078,-5.978313163908264,152.739969607745
215.22088390593018,1.0000000000224456,0.3979411623181428,-0.9942219709104652,-1.827698033645157,-5.9524753776821635,-5.977013148179059,147.43745716798273
217.02946276228167,1.0000000000227585,0.3957028669238319,-0.527340966954831,-1.6390656613574544,-5.949587757055889,-5.975900490143906,142.13494472822043
218.83804161863316,1.000000000023081,0.39347740429255273,-0.06071142286179465,-1.452528007613683,-5.946026389194709,-5.974264783305572,136.83243228845816
220.64662047498462,1.0000000000234157,0.39127107658359656,0.4056300701081961,-1.268061988430144,-5.942390542590026,-5.972974758311858,131.5299198486959
222.4551993313361,1.0000000000237605,0.38908886274578225,0.8716822513208481,-1.0856344883276627,-5.938447825265224,-5.971050658150163,126.22740740893363
224.26377818768756,1.0000000000241176,0.38691805977232063,1.3373862388155795,-0.9052508319779609,-5.933599604516981,-5.969345499802661,120.92489496917138
226.07235704403902,1.0000000000244897,0.3847660673831159,1.7367236721271078,-0.7524121813006308,-5.928719617884978,-5.967317091690843,116.37437424698776
227.8809359003905,1.0000000000248757,0.3826324878226086,2.090489382959318,-0.6187133246904626,-5.925085831755436,-5.965900317164614,112.34012999096554
229.689514756742,1.0000000000252716,0.3805205726423645,2.444029554439826,-0.4864532653961884,-5.920805642972628,-5.964236211526437,108.30588573494332
231.49809361309346,1.0000000000256815,0.3784164914417421,2.7972631628596814,-0.3556933676394061,-5.914937244384451,-5.9618796438148065,104.27164147892108
233.30667246944492,1.0000000000261087,0.3763381410434745,3.15013952162266,-0.226335517260151,-5.908972932347368,-5.959959603830365,100.23739722289886
235.1152513257964,1.0000000000265528,0.3742725508984531,3.502662639167426,-0.09842784329980564,-5.9030616035574495,-5.957868974318699,96.20315296687664
236.9238301821479,1.0000000000270148,0.37222350008857896,3.8548153159148635,0.028078121920290994,-5.896400678377258,-5.954814368844574,92.16890871085441
238.73240903849936,1.0000000000274971,0.37018556486987836,4.206520745623043,0.15313287388945637,-5.888001315637678,-5.9520710661932545,88.13466445483219
240.54098789485082,1.0000000000280043,0.3681728574888164,4.557675545484648,0.27686081669400836,-5.878082944147447,-5.94940297140809,84.10042019880997
242.34956675120227,1.0000000000285396,0.3661636726611453,4.908220002501383,0.399125303086437,-5.867630429873493,-5.945412481097397,80.06617594278775
244.1581456075538,1.0000000000291036,0.36417435944061044,5.258112576408355,0.5200456252142349,-5.8560257729248715,-5.941752080792311,76.03193168676553
245.96672446390525,1.0000000000296974,0.3621973860635905,5.607246425668703,0.6395605355430021,-5.842160880208134,-5.936966819387643,71.99768743074331
247.7753033202567,1.0000000000303249,0.36023478139019655,5.955467619997365,0.7577170693673997,-5.82534673915005,-5.9326985685069324,67.96344317472108
249.58388217660817,1.0000000000309899,0.3582786524836123,6.3025742974848,0.8744515357371597,-5.8047081800541855,-5.927073248754172,63.92919891869886
251.39246103295966,1.0000000000316995,0.35634326651268833,6.5646684997479365,0.9593690103522902,-5.779635745331803,-5.920605886677358,60.87141970261586
253.20103988931115,1.0000000000324547,0.354413155933274,6.800641660748136,1.0341630305444018,-5.752631007629508,-5.91527510791373,58.105443630333674
255.00961874566258,1.0000000000332487,0.35249800354936855,7.035475553974394,1.1081118060341741,-5.723717276351415,-5.911724207670818,55.33946755805149
256.8181976020141,1.0000000000340779,0.35059860982850766,7.269037585962694,1.1812202329075998,-5.690284247263025,-5.907566989478878,52.57349148576929
258.62677645836555,1.000000000034941,0.3487153398421189,7.501100404882193,1.2535022621585432,-5.650468521974545,-5.90097927742244,49.80751541348711
260.435355314717,1.0000000000358351,0.34683572870025253,7.731393575481607,1.3248232419827914,-5.603907144012164,-5.8917260475399456,47.04153934120492
262.24393417106853,1.0000000000367502,0.3449712489051016,7.959630434636884,1.3952719242815004,-5.5499814580811915,-5.8819819134545215,44.27556326892273
264.05251302741993,1.000000000037677,0.34311681737078314,8.185472232476508,1.4647997819795617,-5.486773440605545,-5.871592526661057,41.509587196640545
265.86109188377145,1.0000000000386065,0.3412702235420732,8.408479359672366,1.5333950754744883,-5.4113482340244135,-5.859739703363047,38.74361112435836
267.6696707401229,1.0000000000395284,0.3394316887381745,8.628095132848456,1.6010335306745338,-5.320968755284822,-5.845748438434031,35.97763505207617
269.47824959647437,1.0000000000404285,0.33760618187530006,8.843658455153754,1.6677490441881793,-5.213356274594424,-5.829936655638482,33.21165897979398
271.2868284528259,1.0000000000413005,0.3357846239861843,9.054438158516184,1.7334357161248404,-5.087343726468324,-5.811543842480687,30.445682907511795
273.09540730917735,1.0000000000421474,0.33397160274045856,9.259664883860143,1.7981018481103002,-4.9421511515361765,-5.7885503731656005,27.679706835229602
274.9039861655288,1.000000000042984,0.3321690759973157,9.458559052374614,1.8616946460660742,-4.778112126843853,-5.758441003481696,24.913730762947417
276.7125650218803,1.0000000000438325,0.33037096062362736,9.567177535972492,1.8903860483632393,-4.600481437002734,-5.720838881144916,23.348693052965046
278.5211438782317,1.0000000000447156,0.3285764459772595,9.667158245040065,1.9165190615956473,-4.428952765094795,-5.678835694793072,21.8509851644229
280.32972273458324,1.0000000000456502,0.3267941217787836,9.763604156134345,1.9420603091612172,-4.28216223423088,-5.633183144105375,20.353277275880757
282.1383015909347,1.0000000000466274,0.3250204165414289,9.857204407159625,1.9669529089293283,-4.1710553750635135,-5.583250847752972,18.855569387338612
283.94688044728616,1.0000000000476197,0.32325270365754144,9.948737053667966,1.9911510742594125,-4.092963934404599,-5.52934070901948,17.357861498796467
285.7554593036377,1.0000000000486131,0.3214977634823782,10.03876698506366,2.014710437985745,-4.032016009328843,-5.472845941184375,15.860153610254322
287.5640381599891,1.0000000000496208,0.31975091547969736,10.127480834957012,2.0375789343712905,-3.973421191957863,-5.415384626347263,14.362445721712175
289.3726170163406,1.0000000000506466,0.3180127419952916,10.214860616935923,2.059771136561481,-3.911721555043931,-5.3578504316742075,12.86473783317003
291.1811958726921,1.0000000000516833,0.3162895118403344,10.300821312489717,2.0813502948745026,-3.8464420498234406,-5.299869707567567,11.367029944627886
292.9897747290435,1.000000000052706,0.31458201028933297,10.385302435861641,2.1023330699938487,-3.779122172136372,-5.240338570243102,9.869322056085739
294.79835358539503,1.0000000000536462,0.3128843927611768,10.46825708442095,2.1226498397972953,-3.708856084578975,-5.179461090836209,8.371614167543594
296.60693244174644,1.000000000054491,0.3112066737849785,10.549637508277888,2.142416052810095,-3.637666960472248,-5.118220602681686,6.8739062790014485
298.41551129809795,1.0000000000552784,0.3095449398753046,10.629476029374755,2.1615909759892213,-3.570248642107708,-5.056820882171605,5.376198390459303
300.22409015444947,1.000000000056033,0.30789930471570304,10.70098577091715,2.177189428653829,-3.5034707859223775,-4.995598942871097,4.010491042690249
302.0326690108009,1.0000000000567477,0.30627109389339746,10.723142813886533,2.1712934626369025,-3.4299293838477922,-4.935138282049473,3.57812842848974
303.8412478671524,1.0000000000574047,0.30466347796477344,10.744823613822136,2.165457978181279,-3.350718453514689,-4.877264131843094,3.1457658142892306
305.64982672350385,1.0000000000579887,0.30306686287223455,10.765999638560883,2.1595796828538485,-3.266164998369339,-4.8248843154659,2.713403200088722
307.4584055798553,1.0000000000585043,0.3014901101752963,10.786623137432855,2.153771159434937,-3.175351682817045,-4.779300211311086,2.2810405858882135
309.2669844362068,1.0000000000589564,0.29992839433238333,10.806661814292209,2.1479803801840776,-3.0842439942786877,-4.740725105663988,1.8486779716877046
311.07556329255823,1.000000000059361,0.29838237360726616,10.826141211195857,2.142235234168262,-3.001752654352116,-4.709771890814886,1.4163153574871956
312.88414214890975,1.0000000000597553,0.29685198842994703,10.845138367453387,2.136532628439404,-2.933632934194676,-4.686256054184484,0.9839527432866868
314.6927210052612,1.000000000060146,0.2953411024332572,10.86376381364653,2.1309317698378183,-2.8840491350414212,-4.66978306543607,0.5515901290861779
316.50129986161267,1.0000000000605305,0.2938408083954464,10.882131521197133,2.1253416467725645,-2.850182420479454,-4.660490175000146,0.11922751488566892
318.3098787179642,1.0000000000609084,0.2923588854784799,10.88718517490859,2.113553454706604,-2.826057778562527,-4.65841874635783,7.130361262627384e-06
320.11845757431564,1.0000000000612799,0.29089076214712656,10.887224719729296,2.0995035007384644,-2.8131948174607087,-4.663392990783575,6.999691440255986e-06
321.9270364306671,1.0000000000616447,0.2894365116387815,10.887273981909734,2.085609260467075,-2.8034377342377534,-4.675253035733301,6.869021617884586e-06
323.7356152870186,1.0000000000619707,0.28799680449122494,10.887327343714318,2.0718661032510406,-2.7907523106464254,-4.694189653439781,6.738351795513187e-06
325.54419414337,1.0000000000622373,0.28657198857738386,10.887383136720535,2.058281587198457,-2.7806878938970137,-4.7190886880313085,6.607681973141788e-06
327.35277299972154,1.0000000000624787,0.28515667326047645,10.887441589336659,2.044790964913416,-2.774524786145409,-4.749090544830586,6.4770121507703886e-06
329.161351856073,1.0000000000627003,0.2837560848153276,10.887500324026705,2.031444331134528,-2.770506682361879,-4.785151589467196,6.346342328398989e-06
330.96993071242446,1.0000000000628786,0.28236864790013483,10.887552407269581,2.018222285445068,-2.7695793195843663,-4.8261158291835,6.21567250602759e-06
332.778509568776,1.0000000000630365,0.2809915770451348,10.887596846373906,2.0050936570316074,-2.7729210272953915,-4.870202713032707,6.08500268365619e-06
334.58708842512743,1.0000000000632165,0.2796275378284596,10.887632529806044,1.992085846421026,-2.785096307382484,-4.916016153825463,5.954332861284791e-06
336.3956672814789,1.0000000000634115,0.27827354684068123,10.887662009967702,1.9791704519714075,-2.8127551066260255,-4.9604703522115186,5.823663038913393e-06
338.20424613783035,1.0000000000635192,0.27692782615657235,10.887691336369244,1.9663346601209493,-2.855545634413245,-5.00123800069529,5.692993216541993e-06
340.0128249941818,1.0000000000634044,0.2755907619012823,10.88771203117468,1.9535818401435316,-2.9114536275483163,-5.037364577675193,5.562323394170593e-06
341.82140385053333,1.0000000000631215,0.27426367931701534,10.88771077798461,1.9409353607848265,-2.9751022433927905,-5.066178419514104,5.4316535717991945e-06
343.6299827068848,1.000000000062892,0.2729434983696034,10.887681286773569,1.9283598600211094,-3.0358398394920147,-5.086541082370738,5.300983749427794e-06
345.43856156323625,1.0000000000628781,0.27163556496767133,10.887625840558458,1.9159204284491982,-3.089198533465539,-5.0980849629111775,5.170313927056395e-06
347.2471404195877,1.0000000000631943,0.27033778369798933,10.887560189537538,1.9035926008105604,-3.136404902953636,-5.099907149507912,5.039644104684996e-06
349.0557192759392,1.0000000000637805,0.269051973081387,10.887495314013302,1.8914057438127965,-3.175611160261307,-5.092677259572311,4.9089742823135975e-06
350.8642981322907,1.0000000000644547,0.26777629919894763,10.887432450981239,1.879338003708769,-3.203763000890516,-5.0777545056756415,4.778304459942197e-06
352.67287698864214,1.000000000065145,0.2665155895434037,10.887381046604505,1.8674496663954703,-3.219379276314874,-5.056010183610741,4.647634637570799e-06
354.4814558449936,1.0000000000658085,0.2652651235466947,10.887348640347978,1.855685336075216,-3.2235355084785624,-5.028867343448866,4.516964815199398e-06
356.29003470134506,1.0000000000664246,0.264028364467899,10.887339400020371,1.8440924976755544,-3.2205129383185342,-4.998321699087289,4.3862949928279996e-06
