t_s,T_over_Tc
0.0004000000000305981,0.823089769628299
0.0038000000000302236,0.8153276539292721
0.007200000000029849,0.8095484546642085
0.010600000000029475,0.8055772362992049
0.0140000000000291,0.8020019735219875
0.017400000000028726,0.7985813232577285
0.02080000000002835,0.79530829551453
0.024200000000027977,0.7921804720988234
0.027600000000027602,0.789199904191887
0.031000000000027228,0.7863663286726011
0.034400000000026854,0.7836753191750584
0.03780000000002648,0.7811216489522175
0.041200000000026105,0.7787034700741169
0.04460000000002573,0.7764201037032259
0.048000000000025356,0.774267129616712
0.05140000000002498,0.7722374662292771
0.05480000000002461,0.7703276660297592
0.05820000000002423,0.7685370154521124
0.06160000000002386,0.7668621790160036
0.06500000000002348,0.7652961855856847
0.06840000000002311,0.7638341869225207
0.07180000000002273,0.7624749224595437
0.07520000000002236,0.7612166691792512
0.07860000000002199,0.7600540835697867
0.08200000000002161,0.7589809255424924
0.08540000000002124,0.7579953922652993
0.08880000000002086,0.7570973348530167
0.09220000000002049,0.7562831201267315
0.09560000000002011,0.7555460782824936
0.09900000000001974,0.7548834810163277
0.10240000000001936,0.7542957489611517
0.10580000000001899,0.7537810347933271
0.10920000000001862,0.7533336257575962
0.11260000000001824,0.7529495269390983
0.11600000000001787,0.7526287336914185
0.11940000000001749,0.7523713327169054
0.12280000000001712,0.7521734428059192
0.12620000000001674,0.752029537818543
0.12960000000001637,0.7519389061217524
0.133000000000016,0.7519029920995086
0.13640000000001562,0.7519196558397017
0.13980000000001525,0.7519830825874876
0.14320000000001487,0.7520913353490493
0.1466000000000145,0.7522460941137409
0.15000000000001412,0.7524469916303729
0.15340000000001375,0.7526894387521571
0.15680000000001337,0.7529696271969977
0.160200000000013,0.7532883926618095
0.16360000000001262,0.7536473461388126
0.16700000000001225,0.7540436736896292
0.17040000000001188,0.7544719866342304
0.1738000000000115,0.7549321655186815
0.17720000000001113,0.7554267901966286
0.18060000000001075,0.7559548204484237
0.18400000000001038,0.7565108033323199
0.18740000000001,0.7570930079736764
0.19080000000000963,0.7577037793662561
0.19420000000000925,0.7583439478767906
0.19760000000000888,0.7590096522110054
0.2010000000000085,0.7596967565027521
0.20440000000000813,0.7604067541326904
0.20780000000000776,0.7611423023319069
0.21120000000000738,0.7619013510664449
0.214600000000007,0.7626782548805521
0.21800000000000663,0.7634735678942034
0.22140000000000626,0.7642906876645784
0.22480000000000588,0.7651293869917853
0.2282000000000055,0.7660007215190872
0.23160000000000514,0.7674808548423462
0.23500000000000476,0.7689797236160323
0.2384000000000044,0.7704590316173755
0.241800000000004,0.7719172330669831
0.24520000000000364,0.7733504277257577
0.24860000000000326,0.7747601496514053
0.2520000000000029,0.7761517682700939
0.2554000000000025,0.7775256352168426
0.25880000000000214,0.7788770816963017
0.26220000000000176,0.7802055526750604
0.2656000000000014,0.7815162206885932
0.269000000000001,0.7828114820365719
0.27240000000000064,0.7840877496415481
0.27580000000000027,0.7853422024471323
0.2791999999999999,0.7865779869969449
0.2825999999999995,0.7877999079914447
0.28599999999999914,0.7890065717458147
0.28939999999999877,0.7901929920493033
0.2927999999999984,0.7913600560506272
0.296199999999998,0.7925138649677279
0.29959999999999765,0.7936552330651536
0.30299999999999727,0.7947788214181909
0.3063999999999969,0.7958831669423478
0.3097999999999965,0.7969735832717578
0.31319999999999615,0.7980532785328991
0.3165999999999958,0.7991187377153105
0.3199999999999954,0.8001658329277299
0.323399999999995,0.8011972994038981
0.32679999999999465,0.8022190333993071
0.3301999999999943,0.803229996554815
0.3335999999999939,0.8042240944181694
0.3369999999999935,0.8052015432766603
0.34039999999999315,0.806169057020363
0.3437999999999928,0.8071281951670958
0.3471999999999924,0.8080731158394601
0.35059999999999203,0.8090013349547014
0.35399999999999165,0.8099180067565845
0.3573999999999913,0.81082755726508
0.3607999999999909,0.8117267369411998
0.36419999999999053,0.8126098675557525
0.36759999999999016,0.8134792414737918
0.3709999999999898,0.8143419476646647
0.3743999999999894,0.8151975623848092
0.37779999999998903,0.8160387705393103
0.38119999999998866,0.8168649812042894
0.3845999999999883,0.8176835495127064
0.3879999999999879,0.8184970214267513
0.39139999999998754,0.8192992072222682
0.39479999999998716,0.8200863160602491
0.3981999999999868,0.8208632267012765
0.4015999999999864,0.8216359211884715
0.40499999999998604,0.8224014697975486
0.40839999999998566,0.8231526109406301
0.4117999999999853,0.8238909974694235
0.4151999999999849,0.824625016389121
0.41859999999998454,0.8253549667582016
0.42199999999998417,0.8260725751955331
0.4253999999999838,0.826776077170489
0.4287999999999834,0.8274733909987806
0.43219999999998304,0.8281683044463919
