t_s,T_over_Tc
0.002399999999857183,0.8155438347463234
0.004999999999856897,0.812205752556327
0.00759999999985661,0.8090950925871707
0.010199999999856324,0.8062323952020721
0.012799999999856038,0.8035832562881684
0.015399999999855751,0.80113326997247
0.017999999999855465,0.7988611550638653
0.02059999999985518,0.7967413852617307
0.023199999999854892,0.7948090193407511
0.025799999999854606,0.7931159543708912
0.02839999999985432,0.7916501681662085
0.030999999999854033,0.790354064854965
0.03359999999985375,0.7892429773125034
0.03619999999985346,0.7883730494390644
0.038799999999853174,0.7877476280444002
0.04139999999985289,0.7873540800738494
0.0439999999998526,0.7888927887144774
0.046599999999852315,0.7905469056344204
0.04919999999985203,0.7921974963651434
0.05179999999985174,0.7938105360171014
0.054399999999851456,0.7953235368419794
0.05699999999985117,0.7967609576890281
0.05959999999985088,0.7982021193597771
0.0621999999998506,0.7996429287751252
0.06479999999985031,0.80099481582131
0.06739999999985002,0.8022494815850372
0.06999999999984974,0.8034974036611009
0.07259999999984945,0.8047719481656229
0.07519999999984917,0.8059898916539344
0.07779999999984888,0.8070982384724013
0.08039999999984859,0.8081636111068293
0.0829999999998483,0.8092709685907425
0.08559999999984802,0.8103770089678275
0.08819999999984773,0.8113682631659915
0.09079999999984745,0.8122696461741222
0.09339999999984716,0.813214707494924
0.09599999999984687,0.8142100223253551
0.09859999999984659,0.8151079902202858
0.1011999999998463,0.8158757852080674
0.10379999999984602,0.8166579187646332
0.10639999999984573,0.8175281609685353
0.10899999999984544,0.8183601745691121
0.11159999999984516,0.8190348970973939
0.11419999999984487,0.8196469870955453
0.11679999999984458,0.8203725736684017
0.1193999999998443,0.8211551781911846
0.12199999999984401,0.8217657235853207
0.12459999999984372,0.8222248337015854
0.12719999999984344,0.8227912072718745
0.12979999999984315,0.8235076616925361
0.13239999999984287,0.8240877635489732
0.13499999999984258,0.8244319803790169
0.1375999999998423,0.8248075124727742
0.140199999999842,0.825408198624587
0.14279999999984172,0.8260095564936433
0.14539999999984143,0.8262950976639251
0.14799999999984115,0.8264352133825337
0.15059999999984086,0.8268626679930486
0.15319999999984057,0.8275097671459604
0.1557999999998403,0.8277823517527677
0.15839999999984,0.8276748738707714
0.16099999999983972,0.8278402932544338
0.16359999999983943,0.8284940185207914
0.16619999999983914,0.8288457417629363
0.16879999999983886,0.8285055710126338
0.17139999999983857,0.828189051562805
0.17399999999983828,0.8286637441723848
0.176599999999838,0.8293124855985431
0.1791999999998377,0.8287197790199488
0.18179999999983742,0.82742208640204
0.18439999999983714,0.8273409625144419
0.18699999999983685,0.8284958493947914
0.18959999999983657,0.8272883223938305
0.19219999999983628,0.8233292013788355
0.194799999999836,0.8208112701669399
0.1973999999998357,0.8226980003487823
0.19999999999983542,0.8514099009613214
