nu_Hz,N0,value
22.203389830508474,1263.8482029342983,76.38460244601566
22.203389830508474,1420.8308325339224,69.55492017354588
22.203389830508474,1597.312280060254,63.33589186076458
22.203389830508474,1795.714494371641,57.67291785814091
22.203389830508474,2018.7602546790388,52.51628036728368
22.203389830508474,2269.5105366946686,47.82070694600449
22.203389830508474,2551.4065200312875,43.54497304116522
22.203389830508474,2868.3168133420118,39.6515400597655
22.203389830508474,3224.590545296395,36.10622580073408
22.203389830508474,3625.1170499885316,32.877904353995625
22.203389830508474,4075.392965871778,29.938232832092513
22.203389830508474,4581.597669054491,27.26140253521533
22.203389830508474,5150.678076168122,24.823912365007157
22.203389830508474,5790.443980602489,22.60436249784047
22.203389830508474,6509.6752304581705,20.583266506130773
22.203389830508474,7318.2422190761745,18.74288027821535
22.203389830508474,8227.241341700466,17.06704623480825
22.203389830508474,9249.147277217335,15.541051474337086
22.203389830508474,10397.984184814899,14.15149860175607
22.203389830508474,11689.518164985777,12.886188106782935
22.203389830508474,13141.473626117553,11.734011258905701
22.203389830508474,14773.776525985128,10.684852578836002
22.203389830508474,16608.827826277167,9.729501030162265
22.203389830508474,18671.810912919205,8.85956915151384
22.203389830508474,20991.037201085546,8.06741941926148
22.203389830508474,23598.33466782194,7.346097194258758
22.203389830508474,26529.484644318945,6.689269663933817
22.203389830508474,29824.71286216888,6.091170243676619
22.203389830508474,33529.2414924956,5.546547949396363
22.203389830508474,37693.909753883636,5.050621296768065
22.203389830508474,42375.87160604064,4.59903632242885
22.203389830508474,47639.380104013406,4.187828358573365
22.203389830508474,53556.669177068965,3.813387225350101
22.203389830508474,60208.94493336126,3.4724255354670786
22.203389830508474,67687.50009458528,3.161949832738749
22.203389830508474,76094.96685459884,2.87923431118639
22.203389830508474,85546.72535565685,2.6217968839602164
22.203389830508474,96172.48711152964,2.387377391981391
22.203389830508474,108118.07510766077,2.1739177609879077
22.203389830508474,121547.4250076286,1.9795439327740427
22.203389830508474,136644.83492953243,1.8025494119896093
22.203389830508474,153617.49466718297,1.6413802840489748
22.203389830508474,172698.3290659436,1.4946215726153012
22.203389830508474,194149.19457438815,1.3609848168862144
22.203389830508474,218264.47283974872,1.2392967596163273
22.203389830508474,245375.11066398167,1.1284890465636517
22.203389830508474,275853.1617629181,1.0275888469267012
22.203389830508474,310116.8926574775,0.9357103124248957
22.203389830508474,348636.52276780875,0.8520468000376694
22.203389830508474,391940.6774847221,0.7758637901222281
22.203389830508474,440623.6427773573,0.7064924377348943
22.203389830508474,495353.52089591697,0.6433237005402209
22.203389830508474,556881.3990945267,0.5858029917541221
22.203389830508474,626051.6572014815,0.5334253111768037
