ts,N,dtype,gpu_step_us,gpu_busy_pct,ddi_rotation_us,allocs_bytes
2026-07-21T21:59:36.526,64,Float64,3223.44,77.28809292624159,334.888,8397096
2026-07-21T22:00:39.191,128,Float64,20094.593,96.88096826272634,1368.246,67117352
2026-07-21T22:15:15.483,64,Float64,3207.214,84.69683352324704,346.336,8397088
2026-07-21T22:16:29.890,96,Float64,9004.877,93.09124511734512,686.153,28320032
2026-07-21T22:17:47.034,128,Float64,19597.935,95.33845782841985,1382.341,67117344
