x,z,n,fz,localF
5.12500,-0.87500,9.640921e-04,2.345212e-03,5.99999
5.37500,-0.87500,6.146080e-04,1.237047e-03,5.99947
5.62500,-0.87500,2.643188e-04,4.436668e-04,5.99612
5.87500,-0.87500,2.311059e-04,5.072848e-04,5.99989
-5.87500,-0.62500,2.547026e-04,6.713279e-04,5.99997
-5.62500,-0.62500,5.396736e-04,1.483665e-03,5.99986
-5.37500,-0.62500,8.969212e-04,2.217034e-03,5.99999
-5.12500,-0.62500,1.121997e-03,2.583313e-03,5.99991
-4.87500,-0.62500,1.147474e-03,2.796725e-03,5.99996
-4.62500,-0.62500,1.457743e-03,3.645233e-03,5.99982
-4.37500,-0.62500,2.356782e-03,5.928318e-03,5.99972
-4.12500,-0.62500,2.804444e-03,6.949015e-03,5.99989
-3.87500,-0.62500,3.090645e-03,7.590067e-03,5.99998
-3.62500,-0.62500,3.397017e-03,8.591706e-03,5.99998
-3.37500,-0.62500,3.729890e-03,9.481156e-03,5.99998
-3.12500,-0.62500,4.060355e-03,1.027148e-02,6.00000
-2.87500,-0.62500,4.645752e-03,1.147492e-02,6.00000
-2.62500,-0.62500,5.255216e-03,1.222087e-02,5.99999
-2.37500,-0.62500,5.556178e-03,1.281702e-02,5.99998
-2.12500,-0.62500,5.241966e-03,1.296014e-02,5.99999
-1.87500,-0.62500,4.728564e-03,1.200285e-02,5.99998
-1.62500,-0.62500,4.608026e-03,1.132498e-02,6.00000
-1.37500,-0.62500,5.304408e-03,1.311811e-02,6.00000
-1.12500,-0.62500,5.683663e-03,1.445439e-02,5.99999
-0.87500,-0.62500,5.855102e-03,1.501731e-02,5.99998
-0.62500,-0.62500,6.011424e-03,1.533171e-02,5.99999
-0.37500,-0.62500,5.819067e-03,1.460671e-02,5.99999
-0.12500,-0.62500,5.865391e-03,1.437988e-02,5.99999
0.12500,-0.62500,5.882583e-03,1.407994e-02,5.99999
0.37500,-0.62500,5.844515e-03,1.367597e-02,5.99999
0.62500,-0.62500,6.022068e-03,1.385147e-02,5.99999
0.87500,-0.62500,5.833565e-03,1.331097e-02,5.99998
1.12500,-0.62500,5.659047e-03,1.302817e-02,5.99999
1.37500,-0.62500,5.309111e-03,1.259419e-02,6.00000
1.62500,-0.62500,4.606360e-03,1.100427e-02,6.00000
1.87500,-0.62500,4.704909e-03,1.084891e-02,5.99998
2.12500,-0.62500,5.229131e-03,1.240484e-02,5.99999
2.37500,-0.62500,5.552571e-03,1.409659e-02,5.99998
2.62500,-0.62500,5.245879e-03,1.322111e-02,5.99999
2.87500,-0.62500,4.637077e-03,1.101824e-02,6.00000
3.12500,-0.62500,4.072601e-03,9.427589e-03,6.00000
3.37500,-0.62500,3.753532e-03,8.642413e-03,5.99998
3.62500,-0.62500,3.414996e-03,7.913216e-03,5.99998
3.87500,-0.62500,3.089316e-03,7.386042e-03,5.99998
4.12500,-0.62500,2.788688e-03,6.582672e-03,5.99988
4.37500,-0.62500,2.342770e-03,5.431589e-03,5.99970
4.62500,-0.62500,1.454267e-03,3.400771e-03,5.99981
4.87500,-0.62500,1.159998e-03,2.797251e-03,5.99996
5.12500,-0.62500,1.134396e-03,2.887457e-03,5.99991
5.37500,-0.62500,9.004695e-04,2.141856e-03,5.99999
5.62500,-0.62500,5.368222e-04,1.117390e-03,5.99984
5.87500,-0.62500,2.506202e-04,5.460382e-04,5.99996
-5.87500,-0.37500,3.905527e-04,9.467059e-04,6.00000
-5.62500,-0.37500,6.567529e-04,1.736694e-03,6.00000
-5.37500,-0.37500,1.065533e-03,2.618759e-03,6.00000
-5.12500,-0.37500,1.421027e-03,3.288820e-03,5.99985
-4.87500,-0.37500,1.504724e-03,3.672088e-03,5.99992
-4.62500,-0.37500,1.488480e-03,3.857275e-03,5.99999
-4.37500,-0.37500,2.098096e-03,5.375745e-03,5.99991
-4.12500,-0.37500,2.838182e-03,7.208892e-03,5.99989
-3.87500,-0.37500,3.176492e-03,8.061344e-03,5.99992
-3.62500,-0.37500,3.521124e-03,8.989410e-03,5.99996
-3.37500,-0.37500,3.841265e-03,9.710770e-03,5.99999
-3.12500,-0.37500,4.172359e-03,1.063705e-02,6.00000
-2.87500,-0.37500,4.596184e-03,1.163636e-02,6.00000
-2.62500,-0.37500,5.051984e-03,1.221799e-02,5.99999
-2.37500,-0.37500,5.284319e-03,1.238729e-02,5.99999
-2.12500,-0.37500,5.177550e-03,1.235744e-02,5.99999
-1.87500,-0.37500,4.979826e-03,1.181320e-02,5.99999
-1.62500,-0.37500,4.911605e-03,1.181018e-02,5.99999
-1.37500,-0.37500,5.600694e-03,1.411652e-02,6.00000
-1.12500,-0.37500,6.108352e-03,1.566369e-02,5.99998
-0.87500,-0.37500,6.213095e-03,1.587461e-02,5.99998
-0.62500,-0.37500,6.353449e-03,1.602141e-02,5.99999
-0.37500,-0.37500,6.207111e-03,1.535261e-02,6.00000
-0.12500,-0.37500,6.282906e-03,1.528167e-02,6.00000
0.12500,-0.37500,6.304072e-03,1.517997e-02,6.00000
0.37500,-0.37500,6.238845e-03,1.478958e-02,6.00000
0.62500,-0.37500,6.374478e-03,1.482304e-02,5.99999
0.87500,-0.37500,6.207723e-03,1.422577e-02,5.99998
1.12500,-0.37500,6.091100e-03,1.389723e-02,5.99998
1.37500,-0.37500,5.598329e-03,1.302861e-02,6.00000
1.62500,-0.37500,4.899498e-03,1.197480e-02,5.99999
1.87500,-0.37500,4.951851e-03,1.224545e-02,5.99999
2.12500,-0.37500,5.163631e-03,1.269664e-02,5.99999
2.37500,-0.37500,5.284348e-03,1.322284e-02,5.99999
2.62500,-0.37500,5.049663e-03,1.225309e-02,5.99999
2.87500,-0.37500,4.598475e-03,1.063125e-02,6.00000
3.12500,-0.37500,4.195338e-03,9.635586e-03,6.00000
3.37500,-0.37500,3.865406e-03,8.963019e-03,5.99999
3.62500,-0.37500,3.549425e-03,8.138758e-03,5.99996
3.87500,-0.37500,3.202954e-03,7.401030e-03,5.99991
4.12500,-0.37500,2.844175e-03,6.559253e-03,5.99989
4.37500,-0.37500,2.085622e-03,4.757093e-03,5.99991
4.62500,-0.37500,1.474733e-03,3.322139e-03,5.99999
4.87500,-0.37500,1.512757e-03,3.639676e-03,5.99992
5.12500,-0.37500,1.436905e-03,3.635687e-03,5.99985
5.37500,-0.37500,1.075249e-03,2.577138e-03,6.00000
5.62500,-0.37500,6.624386e-04,1.459579e-03,6.00000
5.87500,-0.37500,3.904570e-04,9.413084e-04,6.00000
-5.87500,-0.12500,7.778264e-04,1.918487e-03,5.99999
-5.62500,-0.12500,8.464105e-04,2.244272e-03,5.99991
-5.37500,-0.12500,1.168832e-03,2.986632e-03,5.99988
-5.12500,-0.12500,1.581869e-03,3.790736e-03,5.99989
-4.87500,-0.12500,1.784496e-03,4.371364e-03,5.99995
-4.62500,-0.12500,1.909967e-03,4.779014e-03,6.00000
-4.37500,-0.12500,2.178154e-03,5.416002e-03,5.99999
-4.12500,-0.12500,2.867185e-03,7.207934e-03,5.99995
-3.87500,-0.12500,3.275801e-03,8.227757e-03,5.99991
-3.62500,-0.12500,3.705013e-03,9.258506e-03,5.99996
-3.37500,-0.12500,4.104365e-03,1.033628e-02,5.99999
-3.12500,-0.12500,4.255663e-03,1.087722e-02,5.99999
-2.87500,-0.12500,4.220641e-03,1.085728e-02,5.99998
-2.62500,-0.12500,4.519004e-03,1.134664e-02,5.99998
-2.37500,-0.12500,4.973914e-03,1.207312e-02,5.99999
-2.12500,-0.12500,5.132030e-03,1.223531e-02,6.00000
-1.87500,-0.12500,5.144301e-03,1.211337e-02,5.99999
-1.62500,-0.12500,5.268211e-03,1.280291e-02,6.00000
-1.37500,-0.12500,5.690246e-03,1.424126e-02,5.99999
-1.12500,-0.12500,6.181965e-03,1.542621e-02,6.00000
-0.87500,-0.12500,6.504170e-03,1.609461e-02,6.00000
-0.62500,-0.12500,6.757245e-03,1.667103e-02,6.00000
-0.37500,-0.12500,6.541758e-03,1.609875e-02,6.00000
-0.12500,-0.12500,6.599396e-03,1.606396e-02,6.00000
0.12500,-0.12500,6.616891e-03,1.592557e-02,6.00000
0.37500,-0.12500,6.568446e-03,1.563984e-02,6.00000
0.62500,-0.12500,6.795220e-03,1.616491e-02,6.00000
0.87500,-0.12500,6.538457e-03,1.552819e-02,6.00000
1.12500,-0.12500,6.200934e-03,1.459071e-02,6.00000
1.37500,-0.12500,5.690568e-03,1.333757e-02,5.99999
1.62500,-0.12500,5.252563e-03,1.269410e-02,6.00000
1.87500,-0.12500,5.134654e-03,1.279774e-02,5.99999
2.12500,-0.12500,5.140613e-03,1.266629e-02,6.00000
2.37500,-0.12500,4.990375e-03,1.207448e-02,5.99999
2.62500,-0.12500,4.519323e-03,1.054516e-02,5.99998
2.87500,-0.12500,4.217758e-03,9.579479e-03,5.99998
3.12500,-0.12500,4.265989e-03,9.767150e-03,5.99999
3.37500,-0.12500,4.107681e-03,9.556757e-03,5.99999
3.62500,-0.12500,3.710344e-03,8.699492e-03,5.99996
3.87500,-0.12500,3.298595e-03,7.700340e-03,5.99991
4.12500,-0.12500,2.872013e-03,6.703080e-03,5.99994
4.37500,-0.12500,2.146557e-03,5.072185e-03,5.99999
4.62500,-0.12500,1.894047e-03,4.444098e-03,6.00000
4.87500,-0.12500,1.801183e-03,4.316172e-03,5.99995
5.12500,-0.12500,1.604571e-03,3.925785e-03,5.99989
5.37500,-0.12500,1.181277e-03,2.704525e-03,5.99989
5.62500,-0.12500,8.494869e-04,1.861995e-03,5.99992
5.87500,-0.12500,7.809005e-04,1.857070e-03,5.99999
-5.87500,0.12500,7.862328e-04,1.908400e-03,5.99998
-5.62500,0.12500,8.451255e-04,1.941591e-03,6.00000
-5.37500,0.12500,1.176461e-03,2.725077e-03,5.99994
-5.12500,0.12500,1.586773e-03,3.789779e-03,5.99991
-4.87500,0.12500,1.769366e-03,4.278264e-03,5.99996
-4.62500,0.12500,1.903939e-03,4.627606e-03,6.00000
-4.37500,0.12500,2.179841e-03,5.226952e-03,5.99999
-4.12500,0.12500,2.854653e-03,6.858050e-03,5.99998
-3.87500,0.12500,3.262133e-03,7.829634e-03,5.99996
-3.62500,0.12500,3.688867e-03,8.793968e-03,5.99997
-3.37500,0.12500,4.079668e-03,9.895711e-03,5.99999
-3.12500,0.12500,4.234471e-03,1.021197e-02,5.99997
-2.87500,0.12500,4.209299e-03,9.924651e-03,5.99997
-2.62500,0.12500,4.530322e-03,1.082464e-02,5.99997
-2.37500,0.12500,5.003510e-03,1.231084e-02,5.99999
-2.12500,0.12500,5.145863e-03,1.260045e-02,6.00000
-1.87500,0.12500,5.137718e-03,1.248826e-02,6.00000
-1.62500,0.12500,5.251582e-03,1.281021e-02,5.99999
-1.37500,0.12500,5.679708e-03,1.350378e-02,5.99997
-1.12500,0.12500,6.192312e-03,1.466325e-02,5.99999
-0.87500,0.12500,6.516379e-03,1.566251e-02,6.00000
-0.62500,0.12500,6.761492e-03,1.646582e-02,6.00000
-0.37500,0.12500,6.550122e-03,1.602079e-02,5.99999
-0.12500,0.12500,6.609607e-03,1.603699e-02,5.99999
0.12500,0.12500,6.626546e-03,1.604376e-02,5.99999
0.37500,0.12500,6.574047e-03,1.578686e-02,5.99999
0.62500,0.12500,6.799832e-03,1.639549e-02,6.00000
0.87500,0.12500,6.553549e-03,1.601107e-02,6.00000
1.12500,0.12500,6.210608e-03,1.540030e-02,5.99999
1.37500,0.12500,5.680211e-03,1.402970e-02,5.99997
1.62500,0.12500,5.239761e-03,1.261377e-02,5.99999
1.87500,0.12500,5.128915e-03,1.238769e-02,6.00000
2.12500,0.12500,5.152278e-03,1.234498e-02,6.00000
2.37500,0.12500,5.016887e-03,1.195311e-02,5.99999
2.62500,0.12500,4.526789e-03,1.109805e-02,5.99997
2.87500,0.12500,4.200525e-03,1.042881e-02,5.99997
3.12500,0.12500,4.239457e-03,1.029938e-02,5.99997
3.37500,0.12500,4.077533e-03,9.861859e-03,5.99999
3.62500,0.12500,3.688283e-03,9.075059e-03,5.99997
3.87500,0.12500,3.281631e-03,8.019275e-03,5.99996
4.12500,0.12500,2.858523e-03,6.984151e-03,5.99998
4.37500,0.12500,2.147180e-03,5.265471e-03,5.99999
4.62500,0.12500,1.887405e-03,4.566584e-03,6.00000
4.87500,0.12500,1.785795e-03,4.336098e-03,5.99997
5.12500,0.12500,1.608585e-03,3.943019e-03,5.99991
5.37500,0.12500,1.189266e-03,2.995194e-03,5.99993
5.62500,0.12500,8.486120e-04,2.155836e-03,6.00000
5.87500,0.12500,7.893926e-04,1.911604e-03,5.99998
-5.87500,0.37500,4.058399e-04,1.013142e-03,6.00000
-5.62500,0.37500,6.702621e-04,1.555737e-03,6.00000
-5.37500,0.37500,1.091605e-03,2.559601e-03,5.99999
-5.12500,0.37500,1.430988e-03,3.416020e-03,5.99991
-4.87500,0.37500,1.481359e-03,3.441921e-03,5.99996
-4.62500,0.37500,1.470106e-03,3.394400e-03,5.99998
-4.37500,0.37500,2.092175e-03,4.932956e-03,5.99996
-4.12500,0.37500,2.823105e-03,6.712049e-03,5.99996
-3.87500,0.37500,3.158092e-03,7.454078e-03,5.99996
-3.62500,0.37500,3.498782e-03,8.172520e-03,5.99997
-3.37500,0.37500,3.794602e-03,9.104180e-03,5.99999
-3.12500,0.37500,4.141006e-03,9.813417e-03,5.99999
-2.87500,0.37500,4.587649e-03,1.072251e-02,5.99999
-2.62500,0.37500,5.088378e-03,1.230544e-02,5.99999
-2.37500,0.37500,5.344820e-03,1.331511e-02,6.00000
-2.12500,0.37500,5.217360e-03,1.276297e-02,5.99999
-1.87500,0.37500,5.003711e-03,1.223324e-02,6.00000
-1.62500,0.37500,4.911774e-03,1.200643e-02,6.00000
-1.37500,0.37500,5.590093e-03,1.304952e-02,5.99998
-1.12500,0.37500,6.120824e-03,1.418737e-02,5.99999
-0.87500,0.37500,6.224359e-03,1.462606e-02,5.99999
-0.62500,0.37500,6.369228e-03,1.515735e-02,5.99999
-0.37500,0.37500,6.226199e-03,1.512154e-02,5.99997
-0.12500,0.37500,6.292585e-03,1.526700e-02,5.99997
0.12500,0.37500,6.313316e-03,1.528857e-02,5.99997
0.37500,0.37500,6.253056e-03,1.511823e-02,5.99997
0.62500,0.37500,6.388401e-03,1.573285e-02,5.99999
0.87500,0.37500,6.223095e-03,1.551500e-02,5.99999
1.12500,0.37500,6.103054e-03,1.542376e-02,5.99998
1.37500,0.37500,5.587912e-03,1.402515e-02,5.99998
1.62500,0.37500,4.903511e-03,1.175998e-02,6.00000
1.87500,0.37500,4.977913e-03,1.194745e-02,6.00000
2.12500,0.37500,5.204613e-03,1.247852e-02,5.99999
2.37500,0.37500,5.342406e-03,1.255829e-02,6.00000
2.62500,0.37500,5.079766e-03,1.231518e-02,5.99999
2.87500,0.37500,4.578691e-03,1.147734e-02,5.99999
3.12500,0.37500,4.152063e-03,1.026180e-02,5.99999
3.37500,0.37500,3.806030e-03,9.298608e-03,5.99999
3.62500,0.37500,3.514531e-03,8.814053e-03,5.99997
3.87500,0.37500,3.180048e-03,7.899140e-03,5.99996
4.12500,0.37500,2.829731e-03,6.976328e-03,5.99995
4.37500,0.37500,2.079118e-03,5.175250e-03,5.99996
4.62500,0.37500,1.454830e-03,3.701820e-03,5.99998
4.87500,0.37500,1.489802e-03,3.758402e-03,5.99996
5.12500,0.37500,1.446991e-03,3.538907e-03,5.99992
5.37500,0.37500,1.101880e-03,2.737736e-03,5.99999
5.62500,0.37500,6.755228e-04,1.697821e-03,6.00000
5.87500,0.37500,4.059298e-04,9.575768e-04,5.99999
-5.87500,0.62500,2.643195e-04,6.150214e-04,5.99995
-5.62500,0.62500,5.534972e-04,1.258771e-03,5.99999
-5.37500,0.62500,9.163707e-04,2.212496e-03,5.99995
-5.12500,0.62500,1.131248e-03,2.735290e-03,5.99988
-4.87500,0.62500,1.147966e-03,2.604083e-03,5.99980
-4.62500,0.62500,1.459343e-03,3.419207e-03,5.99975
-4.37500,0.62500,2.361563e-03,5.614991e-03,5.99985
-4.12500,0.62500,2.817131e-03,6.799636e-03,5.99992
-3.87500,0.62500,3.076905e-03,7.536846e-03,5.99998
-3.62500,0.62500,3.366795e-03,8.115073e-03,5.99996
-3.37500,0.62500,3.686097e-03,8.907944e-03,5.99997
-3.12500,0.62500,4.034246e-03,9.638829e-03,5.99999
-2.87500,0.62500,4.639002e-03,1.107035e-02,6.00000
-2.62500,0.62500,5.287617e-03,1.319037e-02,6.00000
-2.37500,0.62500,5.591048e-03,1.399991e-02,6.00000
-2.12500,0.62500,5.261119e-03,1.239619e-02,6.00000
-1.87500,0.62500,4.759669e-03,1.107433e-02,6.00000
-1.62500,0.62500,4.621324e-03,1.098769e-02,6.00000
-1.37500,0.62500,5.290688e-03,1.245032e-02,5.99998
-1.12500,0.62500,5.671377e-03,1.340348e-02,5.99998
-0.87500,0.62500,5.846533e-03,1.392341e-02,5.99998
-0.62500,0.62500,6.026466e-03,1.435019e-02,5.99999
-0.37500,0.62500,5.821031e-03,1.414345e-02,5.99997
-0.12500,0.62500,5.852727e-03,1.422647e-02,5.99997
0.12500,0.62500,5.869674e-03,1.416452e-02,5.99997
0.37500,0.62500,5.841588e-03,1.409648e-02,5.99997
0.62500,0.62500,6.032722e-03,1.482930e-02,5.99999
0.87500,0.62500,5.826134e-03,1.433231e-02,5.99998
1.12500,0.62500,5.648566e-03,1.401587e-02,5.99998
1.37500,0.62500,5.294010e-03,1.319331e-02,5.99998
1.62500,0.62500,4.615540e-03,1.138562e-02,6.00000
1.87500,0.62500,4.735638e-03,1.192797e-02,6.00000
2.12500,0.62500,5.252792e-03,1.307850e-02,6.00000
2.37500,0.62500,5.586758e-03,1.307977e-02,6.00000
2.62500,0.62500,5.275033e-03,1.239683e-02,6.00000
2.87500,0.62500,4.627973e-03,1.138572e-02,6.00000
3.12500,0.62500,4.041193e-03,9.926775e-03,5.99999
3.37500,0.62500,3.701965e-03,8.984199e-03,5.99997
3.62500,0.62500,3.377474e-03,8.219747e-03,5.99995
3.87500,0.62500,3.074704e-03,7.361956e-03,5.99998
4.12500,0.62500,2.803878e-03,6.811147e-03,5.99992
4.37500,0.62500,2.348878e-03,5.797378e-03,5.99984
4.62500,0.62500,1.454730e-03,3.634914e-03,5.99974
4.87500,0.62500,1.160831e-03,2.984982e-03,5.99981
5.12500,0.62500,1.144365e-03,2.769229e-03,5.99988
5.37500,0.62500,9.208511e-04,2.225495e-03,5.99994
5.62500,0.62500,5.498495e-04,1.403473e-03,5.99999
5.87500,0.62500,2.595175e-04,6.483870e-04,5.99995
-5.87500,0.87500,2.388077e-04,5.340470e-04,5.99994
-5.62500,0.87500,2.712097e-04,5.086662e-04,5.99903
-5.37500,0.87500,6.134210e-04,1.315175e-03,5.99983
-5.12500,0.87500,9.661467e-04,2.271385e-03,5.99989
-4.87500,0.87500,1.031475e-03,2.481438e-03,5.99989
-4.62500,0.87500,1.678728e-03,4.127987e-03,5.99993
-4.37500,0.87500,2.410545e-03,5.873792e-03,5.99988
-4.12500,0.87500,2.696589e-03,6.567135e-03,5.99994
-3.87500,0.87500,3.040671e-03,7.497670e-03,6.00000
-3.62500,0.87500,3.308171e-03,8.151373e-03,5.99997
-3.37500,0.87500,3.692309e-03,9.086097e-03,5.99996
-3.12500,0.87500,4.015047e-03,9.571873e-03,5.99999
-2.87500,0.87500,4.542365e-03,1.059177e-02,5.99999
-2.62500,0.87500,5.181573e-03,1.260223e-02,6.00000
-2.37500,0.87500,5.390096e-03,1.318636e-02,6.00000
-2.12500,0.87500,5.045435e-03,1.149673e-02,6.00000
-1.87500,0.87500,4.690843e-03,1.053348e-02,5.99998
-1.62500,0.87500,4.642114e-03,1.086329e-02,5.99999
-1.37500,0.87500,5.134351e-03,1.214549e-02,5.99999
-1.12500,0.87500,5.552482e-03,1.332597e-02,5.99999
-0.87500,0.87500,5.980727e-03,1.467119e-02,5.99998
-0.62500,0.87500,6.111515e-03,1.486516e-02,5.99998
-0.37500,0.87500,5.612998e-03,1.368463e-02,5.99999
-0.12500,0.87500,5.261109e-03,1.287244e-02,5.99999
0.12500,0.87500,5.253219e-03,1.259584e-02,5.99999
0.37500,0.87500,5.594246e-03,1.345839e-02,5.99999
0.62500,0.87500,6.103151e-03,1.471225e-02,5.99998
0.87500,0.87500,5.974484e-03,1.427380e-02,5.99998
1.12500,0.87500,5.548781e-03,1.355637e-02,5.99999
1.37500,0.87500,5.137346e-03,1.274109e-02,5.99999
1.62500,0.87500,4.639216e-03,1.163198e-02,5.99999
1.87500,0.87500,4.688329e-03,1.218148e-02,5.99998
2.12500,0.87500,5.059947e-03,1.298836e-02,5.99999
2.37500,0.87500,5.381606e-03,1.293507e-02,6.00000
2.62500,0.87500,5.152761e-03,1.244326e-02,6.00000
2.87500,0.87500,4.517338e-03,1.134108e-02,5.99999
3.12500,0.87500,4.008446e-03,9.858821e-03,5.99999
3.37500,0.87500,3.695460e-03,8.815765e-03,5.99996
3.62500,0.87500,3.298711e-03,7.857673e-03,5.99997
3.87500,0.87500,3.025055e-03,7.189129e-03,6.00000
4.12500,0.87500,2.676183e-03,6.441239e-03,5.99994
4.37500,0.87500,2.397368e-03,5.777802e-03,5.99988
4.62500,0.87500,1.681609e-03,4.010601e-03,5.99993
4.87500,0.87500,1.030733e-03,2.509957e-03,5.99990
5.12500,0.87500,9.698475e-04,2.412560e-03,5.99989
5.37500,0.87500,6.110680e-04,1.643560e-03,5.99984
5.62500,0.87500,2.606386e-04,7.634558e-04,5.99898
5.87500,0.87500,2.317926e-04,5.967369e-04,5.99994
-5.87500,1.12500,1.283854e-04,3.023209e-04,5.99925
-5.62500,1.12500,1.072260e-04,2.062372e-04,5.99757
-5.37500,1.12500,4.426517e-04,9.631200e-04,5.99984
-5.12500,1.12500,8.228256e-04,1.977039e-03,5.99996
-4.87500,1.12500,8.322281e-04,2.017540e-03,5.99999
-4.62500,1.12500,1.233556e-03,3.001061e-03,5.99996
-4.37500,1.12500,1.793810e-03,4.446749e-03,5.99993
-4.12500,1.12500,2.448808e-03,5.942856e-03,5.99997
-3.87500,1.12500,3.213670e-03,7.718173e-03,6.00000
-3.62500,1.12500,3.364721e-03,8.185441e-03,5.99999
-3.37500,1.12500,3.400117e-03,8.325116e-03,5.99998
-3.12500,1.12500,3.760511e-03,8.989516e-03,5.99998
-2.87500,1.12500,4.400693e-03,1.028196e-02,5.99999
-2.62500,1.12500,4.833309e-03,1.139007e-02,6.00000
-2.37500,1.12500,4.645783e-03,1.088418e-02,6.00000
-2.12500,1.12500,4.395869e-03,9.949471e-03,5.99999
-1.87500,1.12500,4.329310e-03,1.013388e-02,5.99998
-1.62500,1.12500,4.530879e-03,1.099122e-02,5.99999
-1.37500,1.12500,5.007777e-03,1.196416e-02,5.99999
-1.12500,1.12500,5.439272e-03,1.307598e-02,5.99999
-0.87500,1.12500,5.965167e-03,1.437914e-02,5.99998
-0.62500,1.12500,6.072818e-03,1.438198e-02,5.99997
-0.37500,1.12500,5.418898e-03,1.281898e-02,5.99999
-0.12500,1.12500,4.812864e-03,1.161047e-02,6.00000
0.12500,1.12500,4.797859e-03,1.168486e-02,6.00000
0.37500,1.12500,5.391047e-03,1.335681e-02,5.99999
0.62500,1.12500,6.056559e-03,1.499427e-02,5.99997
0.87500,1.12500,5.975266e-03,1.453493e-02,5.99998
1.12500,1.12500,5.453395e-03,1.329578e-02,5.99999
1.37500,1.12500,5.005423e-03,1.228726e-02,5.99999
1.62500,1.12500,4.509849e-03,1.091537e-02,5.99999
1.87500,1.12500,4.312374e-03,1.080881e-02,5.99998
2.12500,1.12500,4.402492e-03,1.137060e-02,5.99999
2.37500,1.12500,4.643087e-03,1.163855e-02,6.00000
2.62500,1.12500,4.816910e-03,1.199550e-02,6.00000
2.87500,1.12500,4.388608e-03,1.099466e-02,5.99999
3.12500,1.12500,3.763710e-03,9.222768e-03,5.99998
3.37500,1.12500,3.401270e-03,8.151472e-03,5.99998
3.62500,1.12500,3.356221e-03,8.103086e-03,5.99999
3.87500,1.12500,3.209683e-03,7.844645e-03,6.00000
4.12500,1.12500,2.448314e-03,5.911671e-03,5.99997
4.37500,1.12500,1.808033e-03,4.280468e-03,5.99993
4.62500,1.12500,1.244252e-03,3.003744e-03,5.99996
4.87500,1.12500,8.215814e-04,1.985984e-03,5.99999
5.12500,1.12500,8.116185e-04,1.973326e-03,5.99997
5.37500,1.12500,4.369239e-04,1.158729e-03,5.99985
5.62500,1.12500,1.020041e-04,2.953223e-04,5.99739
5.87500,1.12500,1.250406e-04,3.096604e-04,5.99924
-5.87500,1.37500,7.055143e-05,1.980802e-04,5.99952
-5.62500,1.37500,8.267179e-05,2.252371e-04,5.99158
-5.37500,1.37500,3.091553e-04,7.823174e-04,5.99999
-5.12500,1.37500,6.056058e-04,1.528759e-03,5.99999
-4.87500,1.37500,4.243322e-04,9.378851e-04,5.99987
-4.62500,1.37500,4.033932e-04,8.575245e-04,5.99993
-4.37500,1.37500,8.888361e-04,2.116903e-03,5.99994
-4.12500,1.37500,1.901099e-03,4.470842e-03,5.99999
-3.87500,1.37500,2.645739e-03,6.195269e-03,6.00000
-3.62500,1.37500,2.593418e-03,6.125295e-03,6.00000
-3.37500,1.37500,2.639466e-03,6.166017e-03,6.00000
-3.12500,1.37500,3.290799e-03,7.719925e-03,6.00000
-2.87500,1.37500,4.009417e-03,9.500993e-03,6.00000
-2.62500,1.37500,4.000615e-03,9.444284e-03,6.00000
-2.37500,1.37500,3.582763e-03,8.155404e-03,5.99998
-2.12500,1.37500,3.509612e-03,7.828577e-03,5.99997
-1.87500,1.37500,3.753023e-03,8.963946e-03,5.99999
-1.62500,1.37500,4.152616e-03,1.022754e-02,5.99999
-1.37500,1.37500,4.647728e-03,1.108002e-02,5.99999
-1.12500,1.37500,4.993882e-03,1.192802e-02,5.99999
-0.87500,1.37500,5.482463e-03,1.297098e-02,5.99999
-0.62500,1.37500,5.679499e-03,1.323247e-02,5.99997
-0.37500,1.37500,5.255180e-03,1.229884e-02,5.99999
-0.12500,1.37500,4.613706e-03,1.098998e-02,6.00000
0.12500,1.37500,4.603958e-03,1.134798e-02,6.00000
0.37500,1.37500,5.228717e-03,1.309675e-02,5.99999
0.62500,1.37500,5.662564e-03,1.424596e-02,5.99997
0.87500,1.37500,5.498353e-03,1.362088e-02,5.99999
1.12500,1.37500,5.007588e-03,1.228960e-02,5.99999
1.37500,1.37500,4.639296e-03,1.142120e-02,5.99999
1.62500,1.37500,4.127271e-03,9.838486e-03,5.99999
1.87500,1.37500,3.730542e-03,9.182626e-03,5.99999
2.12500,1.37500,3.498019e-03,9.155879e-03,5.99997
2.37500,1.37500,3.575688e-03,9.187781e-03,5.99998
2.62500,1.37500,4.003828e-03,9.942810e-03,6.00000
2.87500,1.37500,4.023284e-03,9.951273e-03,6.00000
3.12500,1.37500,3.305384e-03,8.246972e-03,6.00000
3.37500,1.37500,2.659775e-03,6.662599e-03,6.00000
3.62500,1.37500,2.606887e-03,6.469656e-03,6.00000
3.87500,1.37500,2.635995e-03,6.600563e-03,6.00000
4.12500,1.37500,1.892867e-03,4.712963e-03,5.99999
4.37500,1.37500,9.057836e-04,2.233442e-03,5.99994
4.62500,1.37500,4.082960e-04,1.107803e-03,5.99990
4.87500,1.37500,4.135777e-04,1.081089e-03,5.99987
5.12500,1.37500,5.933838e-04,1.365977e-03,5.99998
5.37500,1.37500,3.088504e-04,7.109202e-04,5.99999
5.62500,1.37500,8.714067e-05,1.794945e-04,5.99204
5.87500,1.37500,7.277447e-05,1.480240e-04,5.99952
-5.87500,1.62500,6.896020e-05,1.935674e-04,5.99989
-5.62500,1.62500,4.577623e-05,1.601170e-04,5.96289
-5.37500,1.62500,1.380686e-04,3.972427e-04,5.99722
