which,t_s,N,N0,Nth,T_nK
unified,1.258000e-01,1.049713e+06,0.000000e+00,1.049713e+06,25542.6513
unified,1.332000e-01,1.045827e+06,0.000000e+00,1.045827e+06,25311.1383
unified,1.406000e-01,1.042112e+06,0.000000e+00,1.042112e+06,25092.7972
unified,1.480000e-01,1.038553e+06,0.000000e+00,1.038553e+06,24885.9614
unified,1.554000e-01,1.035133e+06,0.000000e+00,1.035133e+06,24689.2376
unified,1.628000e-01,1.031840e+06,0.000000e+00,1.031840e+06,24501.4589
unified,1.702000e-01,1.028665e+06,0.000000e+00,1.028665e+06,24321.6265
unified,1.776000e-01,1.025597e+06,0.000000e+00,1.025597e+06,24148.8806
unified,1.850000e-01,1.022630e+06,0.000000e+00,1.022630e+06,23982.4702
unified,1.924000e-01,1.019755e+06,0.000000e+00,1.019755e+06,23821.7426
unified,1.998000e-01,1.016968e+06,0.000000e+00,1.016968e+06,23666.1817
unified,2.072000e-01,1.014251e+06,0.000000e+00,1.014251e+06,23566.9392
unified,2.146000e-01,1.011574e+06,0.000000e+00,1.011574e+06,23489.2633
unified,2.220000e-01,1.008934e+06,0.000000e+00,1.008934e+06,23413.1951
unified,2.294000e-01,1.006330e+06,0.000000e+00,1.006330e+06,23338.6326
unified,2.368000e-01,1.003760e+06,0.000000e+00,1.003760e+06,23265.4723
unified,2.442000e-01,1.001225e+06,0.000000e+00,1.001225e+06,23193.6272
unified,2.516000e-01,9.987225e+05,0.000000e+00,9.987225e+05,23123.0189
unified,2.590000e-01,9.962528e+05,0.000000e+00,9.962528e+05,23053.5852
unified,2.664000e-01,9.938148e+05,0.000000e+00,9.938148e+05,22985.2585
unified,2.738000e-01,9.914079e+05,0.000000e+00,9.914079e+05,22917.9727
unified,2.812000e-01,9.890314e+05,0.000000e+00,9.890314e+05,22851.6530
unified,2.886000e-01,9.866847e+05,0.000000e+00,9.866847e+05,22786.2359
unified,2.960000e-01,9.843673e+05,0.000000e+00,9.843673e+05,22721.6656
unified,3.034000e-01,9.820786e+05,0.000000e+00,9.820786e+05,22657.9006
unified,3.108000e-01,9.798180e+05,0.000000e+00,9.798180e+05,22594.8990
unified,3.182000e-01,9.775851e+05,0.000000e+00,9.775851e+05,22532.6145
unified,3.256000e-01,9.753793e+05,0.000000e+00,9.753793e+05,22470.9940
unified,3.330000e-01,9.732003e+05,0.000000e+00,9.732003e+05,22409.9833
unified,3.404000e-01,9.710476e+05,0.000000e+00,9.710476e+05,22349.5405
unified,3.478000e-01,9.689207e+05,0.000000e+00,9.689207e+05,22289.6311
unified,3.552000e-01,9.668193e+05,0.000000e+00,9.668193e+05,22230.2331
unified,3.626000e-01,9.647429e+05,0.000000e+00,9.647429e+05,22171.3117
unified,3.700000e-01,9.626912e+05,0.000000e+00,9.626912e+05,22112.8299
unified,3.774000e-01,9.606638e+05,0.000000e+00,9.606638e+05,22054.7377
unified,3.848000e-01,9.586603e+05,0.000000e+00,9.586603e+05,21996.9997
unified,3.922000e-01,9.566805e+05,0.000000e+00,9.566805e+05,21939.5852
unified,3.996000e-01,9.547240e+05,0.000000e+00,9.547240e+05,21882.4809
unified,4.070000e-01,9.527904e+05,0.000000e+00,9.527904e+05,21825.6638
unified,4.144000e-01,9.508795e+05,0.000000e+00,9.508795e+05,21769.1056
unified,4.218000e-01,9.489910e+05,0.000000e+00,9.489910e+05,21712.7633
unified,4.292000e-01,9.471245e+05,0.000000e+00,9.471245e+05,21656.5999
unified,4.366000e-01,9.452797e+05,0.000000e+00,9.452797e+05,21600.5874
unified,4.440000e-01,9.434565e+05,0.000000e+00,9.434565e+05,21544.7119
unified,4.514000e-01,9.416546e+05,0.000000e+00,9.416546e+05,21488.9626
unified,4.588000e-01,9.398735e+05,0.000000e+00,9.398735e+05,21433.3155
unified,4.662000e-01,9.381133e+05,0.000000e+00,9.381133e+05,21377.7387
unified,4.736000e-01,9.363734e+05,0.000000e+00,9.363734e+05,21322.1865
unified,4.810000e-01,9.346539e+05,0.000000e+00,9.346539e+05,21266.6330
unified,4.884000e-01,9.329543e+05,0.000000e+00,9.329543e+05,21211.0578
unified,4.958000e-01,9.312744e+05,0.000000e+00,9.312744e+05,21155.4599
unified,5.032000e-01,9.296141e+05,0.000000e+00,9.296141e+05,21099.8197
unified,5.106000e-01,9.279731e+05,0.000000e+00,9.279731e+05,21044.1117
unified,5.180000e-01,9.263513e+05,0.000000e+00,9.263513e+05,20988.2879
unified,5.254000e-01,9.247483e+05,0.000000e+00,9.247483e+05,20932.3159
unified,5.328000e-01,9.231640e+05,0.000000e+00,9.231640e+05,20876.1699
unified,5.402000e-01,9.215982e+05,0.000000e+00,9.215982e+05,20819.8494
unified,5.476000e-01,9.200506e+05,0.000000e+00,9.200506e+05,20763.3425
unified,5.550000e-01,9.185212e+05,0.000000e+00,9.185212e+05,20706.6260
unified,5.624000e-01,9.170097e+05,0.000000e+00,9.170097e+05,20649.6560
unified,5.698000e-01,9.155159e+05,0.000000e+00,9.155159e+05,20592.3859
unified,5.772000e-01,9.140396e+05,0.000000e+00,9.140396e+05,20534.7871
unified,5.846000e-01,9.125807e+05,0.000000e+00,9.125807e+05,20476.8449
unified,5.920000e-01,9.111390e+05,0.000000e+00,9.111390e+05,20418.5622
unified,5.994000e-01,9.097144e+05,0.000000e+00,9.097144e+05,20359.9135
unified,6.068000e-01,9.083065e+05,0.000000e+00,9.083065e+05,20300.8632
unified,6.142000e-01,9.069154e+05,0.000000e+00,9.069154e+05,20241.3470
unified,6.216000e-01,9.055408e+05,0.000000e+00,9.055408e+05,20181.3282
unified,6.290000e-01,9.041826e+05,0.000000e+00,9.041826e+05,20120.7778
unified,6.364000e-01,9.028406e+05,0.000000e+00,9.028406e+05,20059.7019
unified,6.438000e-01,9.015134e+05,0.000000e+00,9.015134e+05,19986.0071
unified,6.512000e-01,9.001916e+05,0.000000e+00,9.001916e+05,19894.9568
unified,6.586000e-01,8.988709e+05,0.000000e+00,8.988709e+05,19800.8225
unified,6.660000e-01,8.975489e+05,0.000000e+00,8.975489e+05,19704.1311
unified,6.734000e-01,8.962230e+05,0.000000e+00,8.962230e+05,19604.6994
unified,6.808000e-01,8.948906e+05,0.000000e+00,8.948906e+05,19502.3631
unified,6.882000e-01,8.935483e+05,0.000000e+00,8.935483e+05,19396.9404
unified,6.956000e-01,8.921928e+05,0.000000e+00,8.921928e+05,19288.2008
unified,7.030000e-01,8.908201e+05,0.000000e+00,8.908201e+05,19175.8695
unified,7.104000e-01,8.894261e+05,0.000000e+00,8.894261e+05,19059.6294
unified,7.178000e-01,8.880060e+05,0.000000e+00,8.880060e+05,18939.1859
unified,7.252000e-01,8.865547e+05,0.000000e+00,8.865547e+05,18814.2473
unified,7.326000e-01,8.850666e+05,0.000000e+00,8.850666e+05,18684.5493
unified,7.400000e-01,8.835358e+05,0.000000e+00,8.835358e+05,18549.7644
unified,7.474000e-01,8.819555e+05,0.000000e+00,8.819555e+05,18409.5364
unified,7.548000e-01,8.803188e+05,0.000000e+00,8.803188e+05,18263.4393
unified,7.622000e-01,8.786182e+05,0.000000e+00,8.786182e+05,18111.0873
unified,7.696000e-01,8.768455e+05,0.000000e+00,8.768455e+05,17952.1053
unified,7.770000e-01,8.749924e+05,0.000000e+00,8.749924e+05,17786.1892
unified,7.844000e-01,8.730500e+05,0.000000e+00,8.730500e+05,17613.0046
unified,7.918000e-01,8.710092e+05,0.000000e+00,8.710092e+05,17432.2067
unified,7.992000e-01,8.688604e+05,0.000000e+00,8.688604e+05,17243.4119
unified,8.066000e-01,8.665943e+05,0.000000e+00,8.665943e+05,17046.2697
unified,8.140000e-01,8.642010e+05,0.000000e+00,8.642010e+05,16840.5038
unified,8.214000e-01,8.616708e+05,0.000000e+00,8.616708e+05,16625.9238
unified,8.288000e-01,8.589943e+05,0.000000e+00,8.589943e+05,16402.4182
unified,8.362000e-01,8.561623e+05,0.000000e+00,8.561623e+05,16169.8784
unified,8.436000e-01,8.531660e+05,0.000000e+00,8.531660e+05,15928.2036
unified,8.510000e-01,8.499968e+05,0.000000e+00,8.499968e+05,15677.2798
unified,8.584000e-01,8.466462e+05,0.000000e+00,8.466462e+05,15417.1257
unified,8.658000e-01,8.431066e+05,0.000000e+00,8.431066e+05,15147.8378
unified,8.732000e-01,8.393706e+05,0.000000e+00,8.393706e+05,14869.6626
unified,8.806000e-01,8.354313e+05,0.000000e+00,8.354313e+05,14582.8184
unified,8.880000e-01,8.312823e+05,0.000000e+00,8.312823e+05,14287.5485
unified,8.954000e-01,8.269176e+05,0.000000e+00,8.269176e+05,13984.0320
unified,9.028000e-01,8.223317e+05,0.000000e+00,8.223317e+05,13673.6408
unified,9.102000e-01,8.176534e+05,0.000000e+00,8.176534e+05,13401.4621
unified,9.176000e-01,8.131271e+05,0.000000e+00,8.131271e+05,13159.5802
unified,9.250000e-01,8.088274e+05,0.000000e+00,8.088274e+05,12936.4820
unified,9.324000e-01,8.047269e+05,0.000000e+00,8.047269e+05,12724.5324
unified,9.398000e-01,8.007977e+05,0.000000e+00,8.007977e+05,12522.2443
unified,9.472000e-01,7.970167e+05,0.000000e+00,7.970167e+05,12328.3837
unified,9.546000e-01,7.933648e+05,0.000000e+00,7.933648e+05,12141.9280
unified,9.620000e-01,7.898260e+05,0.000000e+00,7.898260e+05,11962.0202
unified,9.694000e-01,7.863867e+05,0.000000e+00,7.863867e+05,11787.9422
unified,9.768000e-01,7.830351e+05,0.000000e+00,7.830351e+05,11619.0671
unified,9.842000e-01,7.797613e+05,0.000000e+00,7.797613e+05,11454.8508
unified,9.916000e-01,7.765566e+05,0.000000e+00,7.765566e+05,11294.8081
unified,9.990000e-01,7.734133e+05,0.000000e+00,7.734133e+05,11138.5260
unified,1.006400e+00,7.703247e+05,0.000000e+00,7.703247e+05,10985.6446
unified,1.013800e+00,7.672848e+05,0.000000e+00,7.672848e+05,10835.8605
unified,1.021200e+00,7.642884e+05,0.000000e+00,7.642884e+05,10688.8965
unified,1.028600e+00,7.613307e+05,0.000000e+00,7.613307e+05,10544.5014
unified,1.036000e+00,7.584074e+05,0.000000e+00,7.584074e+05,10402.4367
unified,1.043400e+00,7.555146e+05,0.000000e+00,7.555146e+05,10262.4949
unified,1.050800e+00,7.526490e+05,0.000000e+00,7.526490e+05,10124.4992
unified,1.058200e+00,7.498074e+05,0.000000e+00,7.498074e+05,9988.3017
unified,1.065600e+00,7.469867e+05,0.000000e+00,7.469867e+05,9853.7635
unified,1.073000e+00,7.441843e+05,0.000000e+00,7.441843e+05,9720.7482
unified,1.080400e+00,7.413974e+05,0.000000e+00,7.413974e+05,9589.1245
unified,1.087800e+00,7.386235e+05,0.000000e+00,7.386235e+05,9458.7621
unified,1.095200e+00,7.358604e+05,0.000000e+00,7.358604e+05,9329.5549
unified,1.102600e+00,7.331058e+05,0.000000e+00,7.331058e+05,9201.4097
unified,1.110000e+00,7.303520e+05,0.000000e+00,7.303520e+05,9072.4199
unified,1.117400e+00,7.275705e+05,0.000000e+00,7.275705e+05,8940.9316
unified,1.124800e+00,7.247326e+05,0.000000e+00,7.247326e+05,8806.5323
unified,1.132200e+00,7.218311e+05,0.000000e+00,7.218311e+05,8670.6258
unified,1.139600e+00,7.188646e+05,0.000000e+00,7.188646e+05,8533.2509
unified,1.147000e+00,7.158317e+05,0.000000e+00,7.158317e+05,8394.4521
unified,1.154400e+00,7.127310e+05,0.000000e+00,7.127310e+05,8254.3083
unified,1.161800e+00,7.095614e+05,0.000000e+00,7.095614e+05,8112.8953
unified,1.169200e+00,7.063213e+05,0.000000e+00,7.063213e+05,7970.2641
unified,1.176600e+00,7.030089e+05,0.000000e+00,7.030089e+05,7826.4380
unified,1.184000e+00,6.996221e+05,0.000000e+00,6.996221e+05,7681.4342
unified,1.191400e+00,6.961587e+05,0.000000e+00,6.961587e+05,7535.2869
unified,1.198800e+00,6.926162e+05,0.000000e+00,6.926162e+05,7388.0447
unified,1.206200e+00,6.889917e+05,0.000000e+00,6.889917e+05,7239.7721
unified,1.213600e+00,6.852823e+05,0.000000e+00,6.852823e+05,7090.5030
unified,1.221000e+00,6.814848e+05,0.000000e+00,6.814848e+05,6940.2572
unified,1.228400e+00,6.775961e+05,0.000000e+00,6.775961e+05,6789.0412
unified,1.235800e+00,6.736129e+05,0.000000e+00,6.736129e+05,6636.8867
unified,1.243200e+00,6.695312e+05,0.000000e+00,6.695312e+05,6483.8209
unified,1.250600e+00,6.653460e+05,0.000000e+00,6.653460e+05,6329.8987
unified,1.258000e+00,6.610519e+05,0.000000e+00,6.610519e+05,6175.1425
unified,1.265400e+00,6.566430e+05,0.000000e+00,6.566430e+05,6019.5627
unified,1.272800e+00,6.521127e+05,0.000000e+00,6.521127e+05,5863.1249
unified,1.280200e+00,6.474544e+05,0.000000e+00,6.474544e+05,5706.3863
unified,1.287600e+00,6.427755e+05,0.000000e+00,6.427755e+05,5569.0766
unified,1.295000e+00,6.382472e+05,0.000000e+00,6.382472e+05,5441.2716
unified,1.302400e+00,6.338574e+05,0.000000e+00,6.338574e+05,5318.7840
unified,1.309800e+00,6.295820e+05,0.000000e+00,6.295820e+05,5200.4573
unified,1.317200e+00,6.253995e+05,0.000000e+00,6.253995e+05,5085.7107
unified,1.324600e+00,6.212919e+05,0.000000e+00,6.212919e+05,4974.0491
unified,1.332000e+00,6.172433e+05,0.000000e+00,6.172433e+05,4865.0628
unified,1.339400e+00,6.132401e+05,0.000000e+00,6.132401e+05,4758.4074
unified,1.346800e+00,6.092699e+05,0.000000e+00,6.092699e+05,4653.7991
unified,1.354200e+00,6.053219e+05,0.000000e+00,6.053219e+05,4550.9818
unified,1.361600e+00,6.013873e+05,0.000000e+00,6.013873e+05,4449.7523
unified,1.369000e+00,5.974573e+05,0.000000e+00,5.974573e+05,4349.8993
unified,1.376400e+00,5.935230e+05,0.000000e+00,5.935230e+05,4251.2392
unified,1.383800e+00,5.895760e+05,0.000000e+00,5.895760e+05,4153.6098
unified,1.391200e+00,5.856079e+05,0.000000e+00,5.856079e+05,4056.8840
unified,1.398600e+00,5.816110e+05,0.000000e+00,5.816110e+05,3960.9389
unified,1.406000e+00,5.775773e+05,0.000000e+00,5.775773e+05,3865.6574
unified,1.413400e+00,5.734991e+05,0.000000e+00,5.734991e+05,3770.9214
unified,1.420800e+00,5.693702e+05,0.000000e+00,5.693702e+05,3676.6478
unified,1.428200e+00,5.651835e+05,0.000000e+00,5.651835e+05,3582.7606
unified,1.435600e+00,5.609422e+05,0.000000e+00,5.609422e+05,3491.0550
unified,1.443000e+00,5.566731e+05,0.000000e+00,5.566731e+05,3401.4994
unified,1.450400e+00,5.523831e+05,0.000000e+00,5.523831e+05,3313.4750
unified,1.457800e+00,5.480631e+05,0.000000e+00,5.480631e+05,3226.3619
unified,1.465200e+00,5.437027e+05,0.000000e+00,5.437027e+05,3140.0054
unified,1.472600e+00,5.392924e+05,0.000000e+00,5.392924e+05,3054.2943
unified,1.480000e+00,5.348223e+05,0.000000e+00,5.348223e+05,2969.1295
unified,1.487400e+00,5.302813e+05,0.000000e+00,5.302813e+05,2884.4210
unified,1.494800e+00,5.256575e+05,0.000000e+00,5.256575e+05,2800.0715
unified,1.502200e+00,5.209387e+05,0.000000e+00,5.209387e+05,2715.9861
unified,1.509600e+00,5.161131e+05,0.000000e+00,5.161131e+05,2632.0747
unified,1.517000e+00,5.111696e+05,0.000000e+00,5.111696e+05,2548.2792
unified,1.524400e+00,5.060951e+05,0.000000e+00,5.060951e+05,2464.5388
unified,1.531800e+00,5.008732e+05,0.000000e+00,5.008732e+05,2380.7949
unified,1.539200e+00,4.954863e+05,0.000000e+00,4.954863e+05,2296.9873
unified,1.546600e+00,4.899174e+05,0.000000e+00,4.899174e+05,2213.0751
unified,1.554000e+00,4.841498e+05,0.000000e+00,4.841498e+05,2129.0249
unified,1.561400e+00,4.781599e+05,0.000000e+00,4.781599e+05,2044.7452
unified,1.568800e+00,4.719648e+05,0.000000e+00,4.719648e+05,1960.4205
unified,1.576200e+00,4.658553e+05,0.000000e+00,4.658553e+05,1877.7966
unified,1.583600e+00,4.603663e+05,0.000000e+00,4.603663e+05,1802.2968
unified,1.591000e+00,4.553688e+05,0.000000e+00,4.553688e+05,1732.7702
unified,1.598400e+00,4.507502e+05,0.000000e+00,4.507502e+05,1667.8924
unified,1.605800e+00,4.464301e+05,0.000000e+00,4.464301e+05,1606.6770
unified,1.613200e+00,4.423496e+05,0.000000e+00,4.423496e+05,1548.2699
unified,1.620600e+00,4.385462e+05,0.000000e+00,4.385462e+05,1484.1866
unified,1.628000e+00,4.351046e+05,0.000000e+00,4.351046e+05,1422.1464
unified,1.635400e+00,4.319582e+05,0.000000e+00,4.319582e+05,1363.5201
unified,1.642800e+00,4.290524e+05,0.000000e+00,4.290524e+05,1307.6408
unified,1.650200e+00,4.263474e+05,0.000000e+00,4.263474e+05,1253.9637
unified,1.657600e+00,4.238146e+05,0.000000e+00,4.238146e+05,1202.0695
unified,1.665000e+00,4.214310e+05,0.000000e+00,4.214310e+05,1151.6075
unified,1.672400e+00,4.191774e+05,0.000000e+00,4.191774e+05,1102.2950
unified,1.679800e+00,4.170401e+05,0.000000e+00,4.170401e+05,1053.9022
unified,1.687200e+00,4.150117e+05,0.000000e+00,4.150117e+05,1006.2013
unified,1.694600e+00,4.130821e+05,0.000000e+00,4.130821e+05,960.7239
unified,1.702000e+00,4.110517e+05,0.000000e+00,4.110517e+05,923.3227
unified,1.709400e+00,4.087157e+05,0.000000e+00,4.087157e+05,887.7116
unified,1.716800e+00,4.059296e+05,0.000000e+00,4.059296e+05,850.9003
unified,1.724200e+00,4.025753e+05,0.000000e+00,4.025753e+05,812.4524
unified,1.731600e+00,3.985129e+05,0.000000e+00,3.985129e+05,772.2455
unified,1.739000e+00,3.935634e+05,0.000000e+00,3.935634e+05,730.1528
unified,1.746400e+00,3.874996e+05,0.000000e+00,3.874996e+05,686.0476
unified,1.753800e+00,3.800343e+05,0.000000e+00,3.800343e+05,639.8570
unified,1.761200e+00,3.707960e+05,0.000000e+00,3.707960e+05,591.5590
unified,1.768600e+00,3.592936e+05,0.000000e+00,3.592936e+05,541.2204
unified,1.776000e+00,3.391216e+05,5.003614e+04,2.890855e+05,474.1233
unified,1.783400e+00,3.198334e+05,1.111260e+05,2.087074e+05,408.3309
unified,1.790800e+00,3.037938e+05,1.499680e+05,1.538258e+05,353.2342
unified,1.798200e+00,2.886130e+05,1.756519e+05,1.129611e+05,304.2768
unified,1.805600e+00,2.732381e+05,1.910576e+05,8.218045e+04,260.3203
unified,1.813000e+00,2.575326e+05,1.968903e+05,6.064227e+04,225.5688
unified,1.820400e+00,2.438202e+05,1.967741e+05,4.704611e+04,201.6436
unified,1.827800e+00,2.344341e+05,1.961564e+05,3.827765e+04,184.8752
unified,1.835200e+00,2.276528e+05,1.953543e+05,3.229855e+04,171.4952
unified,1.842600e+00,2.223506e+05,1.943189e+05,2.803168e+04,160.5062
unified,1.850000e+00,2.179750e+05,1.930930e+05,2.488197e+04,151.2615
unified,1.857400e+00,2.142306e+05,1.917436e+05,2.248706e+04,143.3230
unified,1.864800e+00,2.109475e+05,1.903215e+05,2.062597e+04,136.3864
unified,1.872200e+00,2.080214e+05,1.888673e+05,1.915416e+04,130.2297
unified,1.879600e+00,2.053849e+05,1.874109e+05,1.797391e+04,124.6869
unified,1.887000e+00,2.029919e+05,1.859764e+05,1.701547e+04,119.6267
unified,1.894400e+00,2.008097e+05,1.845745e+05,1.623521e+04,114.9459
unified,1.901800e+00,1.988143e+05,1.832189e+05,1.559533e+04,110.5600
unified,1.909200e+00,1.969872e+05,1.819193e+05,1.506792e+04,106.4016
unified,1.916600e+00,1.953143e+05,1.806799e+05,1.463438e+04,102.4124
unified,1.924000e+00,1.937820e+05,1.795100e+05,1.427208e+04,98.3787
unified,1.931400e+00,1.923445e+05,1.784762e+05,1.386826e+04,93.8810
unified,1.938800e+00,1.910557e+05,1.775115e+05,1.354424e+04,89.5332
unified,1.946200e+00,1.899327e+05,1.765639e+05,1.336884e+04,85.5058
unified,1.953600e+00,1.889527e+05,1.756015e+05,1.335116e+04,81.7920
unified,1.961000e+00,1.880773e+05,1.747113e+05,1.336596e+04,78.0976
unified,1.968400e+00,1.872935e+05,1.739128e+05,1.338070e+04,74.3425
unified,1.975800e+00,1.865951e+05,1.732006e+05,1.339456e+04,70.5122
unified,1.983200e+00,1.859764e+05,1.725758e+05,1.340055e+04,66.5789
unified,1.990600e+00,1.854319e+05,1.720098e+05,1.342208e+04,62.5103
unified,1.998000e+00,1.849568e+05,1.715176e+05,1.343912e+04,58.2601
unified,2.005400e+00,1.845465e+05,1.710935e+05,1.345302e+04,53.7758
unified,2.012800e+00,1.841972e+05,1.707309e+05,1.346633e+04,48.9676
unified,2.020200e+00,1.839050e+05,1.704269e+05,1.347808e+04,43.8936
unified,2.027600e+00,1.836627e+05,1.699622e+05,1.370041e+04,39.3817
unified,2.035000e+00,1.834393e+05,1.699227e+05,1.351664e+04,39.2048
unified,2.042400e+00,1.832164e+05,1.696848e+05,1.353166e+04,39.2194
unified,2.049800e+00,1.829940e+05,1.694473e+05,1.354670e+04,39.2339
unified,2.057200e+00,1.827719e+05,1.692102e+05,1.356175e+04,39.2484
unified,2.064600e+00,1.825504e+05,1.689735e+05,1.357683e+04,39.2629
unified,2.072000e+00,1.823292e+05,1.687373e+05,1.359191e+04,39.2775
unified,2.079400e+00,1.821085e+05,1.685015e+05,1.360702e+04,39.2920
unified,2.086800e+00,1.818883e+05,1.682661e+05,1.362214e+04,39.3066
unified,2.094200e+00,1.816685e+05,1.680312e+05,1.363728e+04,39.3211
unified,2.101600e+00,1.814491e+05,1.677966e+05,1.365244e+04,39.3357
unified,2.109000e+00,1.812301e+05,1.675625e+05,1.366761e+04,39.3503
unified,2.116400e+00,1.810116e+05,1.673288e+05,1.368280e+04,39.3648
unified,2.123800e+00,1.807935e+05,1.670955e+05,1.369800e+04,39.3794
unified,2.131200e+00,1.805758e+05,1.668626e+05,1.371323e+04,39.3940
unified,2.138600e+00,1.803586e+05,1.666302e+05,1.372847e+04,39.4086
unified,2.146000e+00,1.801418e+05,1.663981e+05,1.374372e+04,39.4232
unified,2.153400e+00,1.799254e+05,1.661664e+05,1.375900e+04,39.4378
unified,2.160800e+00,1.797095e+05,1.659352e+05,1.377429e+04,39.4524
unified,2.168200e+00,1.794940e+05,1.657044e+05,1.378960e+04,39.4670
unified,2.175600e+00,1.792789e+05,1.654740e+05,1.380492e+04,39.4816
unified,2.183000e+00,1.790642e+05,1.652439e+05,1.382026e+04,39.4962
unified,2.190400e+00,1.788499e+05,1.650143e+05,1.383562e+04,39.5108
unified,2.197800e+00,1.786361e+05,1.647851e+05,1.385100e+04,39.5255
unified,2.205200e+00,1.784227e+05,1.645563e+05,1.386639e+04,39.5401
unified,2.212600e+00,1.782097e+05,1.643279e+05,1.388180e+04,39.5548
unified,2.220000e+00,1.779971e+05,1.640999e+05,1.389723e+04,39.5694
