t,Fx,Fy,Fz,Fmag,Lz
13.20000,-4.65726,2.71598,0.37097,5.40409,0.33047
13.35000,-4.18906,0.19127,3.40974,5.40474,0.35161
13.50000,-1.17185,-0.95823,5.18563,5.40206,0.34988
13.65000,1.97315,0.68946,4.97923,5.40013,0.35381
13.80000,2.69370,3.71611,2.84383,5.39933,0.37187
13.95000,0.87341,5.30406,-0.32223,5.38514,0.33395
14.10000,-1.02153,4.07655,-3.34373,5.37051,0.27730
14.25000,-0.55697,1.44616,-5.14614,5.37442,0.27815
14.40000,2.08458,0.12678,-4.95488,5.37702,0.26826
14.55000,4.33975,1.36268,-2.85192,5.36878,0.25433
14.70000,3.98652,3.57476,0.28590,5.36218,0.27439
14.85000,1.44087,3.95357,3.32138,5.36082,0.27583
15.00000,-0.63643,1.43935,5.11458,5.35123,0.25783
15.15000,-0.08477,-2.08875,4.90939,5.33593,0.27329
15.30000,2.55976,-3.74252,2.79242,5.32507,0.30830
15.45000,4.64647,-2.56174,-0.35595,5.31779,0.30751
15.60000,4.10795,-0.41785,-3.35020,5.31730,0.28384
15.75000,1.52145,0.00590,-5.09192,5.31437,0.27396
15.90000,-0.50441,-2.01163,-4.88459,5.30663,0.26207
16.05000,-0.02006,-4.48362,-2.83240,5.30337,0.27027
16.20000,2.15421,-4.83886,0.23764,5.30204,0.32150
16.35000,3.27646,-2.60818,3.24707,5.29917,0.32722
16.50000,1.57222,0.09629,5.05860,5.29817,0.29680
16.65000,-1.88336,0.72668,4.89663,5.29643,0.30197
16.80000,-4.29637,-1.17020,2.84557,5.28445,0.32654
16.95000,-3.90728,-3.51743,-0.25059,5.26326,0.32084
17.10000,-1.72854,-3.76328,-3.22402,5.24828,0.29661
17.25000,-0.48149,-1.52374,-4.98323,5.23318,0.27565
17.40000,-1.70531,0.99891,-4.81902,5.20854,0.23713
17.55000,-4.15245,1.34476,-2.81128,5.19178,0.20610
17.70000,-5.15448,-0.56226,0.19851,5.18885,0.23709
17.85000,-3.40515,-2.33542,3.12156,5.17623,0.25777
18.00000,-0.29637,-1.62322,4.88276,5.15403,0.24647
18.15000,1.42143,1.43921,4.73269,5.14685,0.25284
18.30000,0.38961,4.33826,2.74629,5.14922,0.26215
18.45000,-1.93718,4.75805,-0.25155,5.14344,0.23784
18.60000,-2.84078,2.88812,-3.15409,5.13416,0.22400
18.75000,-1.18339,1.09435,-4.86005,5.12036,0.22323
18.90000,1.44875,1.44413,-4.68303,5.11030,0.20807
19.05000,2.45499,3.55067,-2.72369,5.10419,0.19955
19.20000,0.98246,4.99184,0.23319,5.09295,0.22340
19.35000,-1.18763,3.84511,3.09744,5.07833,0.24193
19.50000,-1.46305,0.71311,4.79754,5.06611,0.23926
19.65000,0.86770,-1.81445,4.64349,5.06035,0.24645
19.80000,3.89019,-1.78582,2.69619,5.05887,0.26483
19.95000,5.03910,0.19600,-0.23390,5.04833,0.24076
20.10000,3.64971,1.66303,-3.03336,5.02865,0.18567
20.25000,1.50588,0.80655,-4.72088,5.02045,0.16430
20.40000,0.98295,-1.67617,-4.63012,5.02133,0.16280
20.55000,2.59924,-3.26583,-2.77108,5.01005,0.15116
20.70000,4.41327,-2.34989,0.09079,5.00072,0.17000
20.85000,4.06614,0.03515,2.90125,4.99519,0.18977
21.00000,1.26198,1.30274,4.64158,4.98337,0.17949
21.15000,-1.88191,-0.04449,4.60686,4.97661,0.17607
21.30000,-2.92487,-2.91943,2.77237,4.97634,0.20241
21.45000,-1.49901,-4.73418,-0.11244,4.96711,0.21383
21.60000,0.33886,-3.99442,-2.91496,4.95653,0.18535
21.75000,0.27028,-1.75790,-4.62466,4.95487,0.17292
21.90000,-1.83955,-0.47962,-4.57624,4.95540,0.16398
22.05000,-3.83160,-1.44663,-2.78687,4.95384,0.15892
22.20000,-3.59095,-3.40887,0.02228,4.95135,0.18448
22.35000,-1.26642,-3.86222,2.82803,4.95159,0.20466
22.50000,0.84768,-1.64802,4.59420,4.95391,0.19098
22.65000,0.60584,1.75567,4.59461,4.95579,0.18729
22.80000,-1.78473,3.67599,2.80678,4.95743,0.20349
22.95000,-3.99430,2.92943,-0.03200,4.95349,0.20144
23.10000,-3.93845,0.97129,-2.82867,4.94532,0.16544
23.25000,-1.84348,0.31813,-4.57800,4.94547,0.15387
23.40000,0.05479,1.88888,-4.57020,4.94546,0.14247
23.55000,-0.19044,4.07740,-2.79317,4.94603,0.13135
23.70000,-2.13208,4.47028,0.00122,4.95269,0.16092
23.85000,-3.31848,2.40114,2.79071,4.95640,0.18733
24.00000,-1.88842,-0.30252,4.56769,4.95191,0.17513
24.15000,1.42338,-1.16152,4.59373,4.94747,0.16803
24.30000,4.02552,0.46457,2.83314,4.94442,0.18591
24.45000,4.07365,2.79112,0.00777,4.93812,0.19501
24.60000,2.22549,3.39772,-2.80107,4.93389,0.19154
24.75000,0.89362,1.66704,-4.55136,4.92874,0.18650
24.90000,1.72807,-0.58960,-4.57284,4.92389,0.18349
25.05000,3.87468,-1.04511,-2.85066,4.92256,0.17907
25.20000,4.87810,0.63755,-0.06768,4.92006,0.18673
25.35000,3.31605,2.38894,2.72634,4.91286,0.19699
25.50000,0.32048,1.91987,4.50320,4.90585,0.18271
25.65000,-1.56866,-0.89394,4.55368,4.89855,0.18344
25.80000,-0.90861,-3.87682,2.83708,4.88920,0.21278
25.95000,1.25957,-4.71187,0.07179,4.87784,0.21219
26.10000,2.46745,-3.22455,-2.67917,4.86456,0.18578
26.25000,1.33393,-1.46528,-4.43107,4.85395,0.17478
26.40000,-1.00172,-1.51309,-4.48289,4.83623,0.16270
26.55000,-2.08487,-3.31454,-2.82051,4.82578,0.15590
26.70000,-0.81467,-4.75379,-0.14865,4.82538,0.19680
26.85000,1.33316,-3.84619,2.56995,4.81405,0.22422
27.00000,1.85532,-0.88023,4.34373,4.80469,0.20713
27.15000,-0.18516,1.80768,4.44505,4.80213,0.20036
27.30000,-3.23177,2.15797,2.81054,4.79587,0.21492
27.45000,-4.76658,0.40981,0.10939,4.78542,0.21987
27.60000,-3.82460,-1.18662,-2.60107,4.77506,0.20402
27.75000,-1.87394,-0.73132,-4.31590,4.76167,0.18285
27.90000,-1.19810,1.37844,-4.38228,4.74763,0.16334
28.05000,-2.51143,2.90473,-2.77897,4.73998,0.14889
28.20000,-4.20330,2.17021,-0.15942,4.73318,0.17082
28.35000,-4.00165,-0.11086,2.49892,4.71911,0.19868
28.50000,-1.39441,-1.51706,4.22569,4.70130,0.19176
28.65000,1.74234,-0.44271,4.33202,4.69021,0.17787
28.80000,3.03584,2.27605,2.75129,4.68683,0.18197
28.95000,1.93241,4.26076,0.12986,4.68029,0.17684
29.10000,0.15463,3.93452,-2.50172,4.66508,0.13882
29.25000,-0.08413,2.02956,-4.19099,4.65732,0.11386
29.40000,1.63615,0.75093,-4.29896,4.66068,0.11143
29.55000,3.46413,1.48104,-2.74260,4.65999,0.09330
29.70000,3.29666,3.28553,-0.19174,4.65827,0.12408
29.85000,1.10594,3.83404,2.39740,4.65516,0.17490
30.00000,-1.03100,1.86939,4.12972,4.64889,0.17518
