t,Fz,Fmag,Lz
9.36000,1.74982,5.58455,0.92737
9.48000,1.49969,5.57892,1.01215
9.60000,1.20422,5.57364,1.06696
9.72000,0.91733,5.56694,1.11105
9.84000,0.69207,5.55895,1.14431
9.96000,0.56724,5.55097,1.15467
10.08000,0.55673,5.54713,1.18428
10.20000,0.64351,5.55034,1.18644
10.32000,0.77582,5.55425,1.18386
10.44000,0.89125,5.55638,1.14135
10.56000,0.95457,5.55487,1.06612
10.68000,0.97972,5.54667,0.95778
10.80000,1.00111,5.53371,0.88944
10.92000,1.04991,5.52022,0.86087
11.04000,1.14246,5.50947,0.90650
11.16000,1.26828,5.50380,0.96969
11.28000,1.40405,5.50319,1.06320
11.40000,1.52191,5.50502,1.14570
11.52000,1.59027,5.50572,1.22499
11.64000,1.57647,5.50283,1.25552
11.76000,1.45688,5.49484,1.25564
11.88000,1.22871,5.48124,1.25788
12.00000,0.92438,5.46639,1.26835
12.12000,0.60842,5.45185,1.22716
12.24000,0.36826,5.44337,1.18476
12.36000,0.27471,5.43953,1.06935
12.48000,0.34746,5.43726,0.90351
12.60000,0.55773,5.44030,0.73226
12.72000,0.85222,5.44442,0.61909
12.84000,1.17191,5.44587,0.58141
12.96000,1.46365,5.44365,0.58697
13.08000,1.67788,5.43756,0.63667
13.20000,1.78221,5.43053,0.73887
13.32000,1.76009,5.42446,0.84771
13.44000,1.61476,5.41977,0.95407
13.56000,1.37054,5.41554,1.02356
13.68000,1.06983,5.41074,1.09404
13.80000,0.76894,5.40490,1.16932
13.92000,0.53267,5.39924,1.24426
14.04000,0.41738,5.39462,1.33035
14.16000,0.45100,5.39192,1.39873
14.28000,0.60909,5.39451,1.34378
14.40000,0.81529,5.39805,1.19781
14.52000,1.00157,5.39816,1.03553
14.64000,1.14788,5.39494,0.90009
14.76000,1.25469,5.38781,0.80906
14.88000,1.32096,5.37759,0.74930
15.00000,1.34402,5.36773,0.77423
15.12000,1.33195,5.36105,0.80588
15.24000,1.29410,5.35728,0.86184
15.36000,1.23691,5.35505,0.95525
15.48000,1.16427,5.35214,1.03381
15.60000,1.07891,5.34817,1.12435
15.72000,0.98258,5.34443,1.21117
15.84000,0.88188,5.34029,1.27941
15.96000,0.78976,5.33569,1.37308
16.08000,0.72272,5.32985,1.35005
16.20000,0.69660,5.32079,1.27254
16.32000,0.71406,5.31572,1.17316
16.44000,0.76147,5.30662,0.99836
16.56000,0.84272,5.29336,0.85740
16.68000,0.95735,5.27999,0.71735
16.80000,1.09103,5.26940,0.65451
16.92000,1.21784,5.26183,0.66962
17.04000,1.31609,5.25714,0.73469
17.16000,1.36968,5.25596,0.81570
17.28000,1.37028,5.25624,0.89280
17.40000,1.31408,5.25470,1.00434
17.52000,1.20554,5.25103,1.07932
17.64000,1.05758,5.24595,1.13982
17.76000,0.89420,5.24022,1.20823
17.88000,0.74777,5.23523,1.22891
18.00000,0.64794,5.23105,1.24594
18.12000,0.61252,5.22605,1.23045
18.24000,0.65056,5.22084,1.13400
18.36000,0.74353,5.21593,0.96709
18.48000,0.86761,5.21195,0.83326
18.60000,1.00623,5.20667,0.75305
18.72000,1.14035,5.20037,0.65446
18.84000,1.24914,5.19414,0.62958
18.96000,1.31520,5.18842,0.67614
19.08000,1.32973,5.18499,0.74134
19.20000,1.29480,5.18372,0.84939
19.32000,1.21808,5.18220,0.94878
19.44000,1.11077,5.17998,1.03821
19.56000,0.99048,5.17743,1.11655
19.68000,0.87545,5.17303,1.21117
19.80000,0.78503,5.16824,1.30848
19.92000,0.73250,5.16510,1.31529
20.04000,0.71988,5.16344,1.27392
20.16000,0.73640,5.16179,1.20700
20.28000,0.76459,5.16008,1.10833
20.40000,0.80895,5.15726,1.02152
20.52000,0.88015,5.15239,0.98648
20.64000,0.97779,5.14620,0.94953
20.76000,1.08934,5.13988,0.90969
20.88000,1.19458,5.13478,0.96058
21.00000,1.27226,5.13095,1.02437
21.12000,1.30889,5.12887,1.07004
21.24000,1.29424,5.12785,1.12698
21.36000,1.22647,5.12671,1.20025
21.48000,1.11391,5.12449,1.29889
21.60000,0.97393,5.12228,1.34634
21.72000,0.83125,5.11897,1.39803
21.84000,0.71530,5.11589,1.39088
21.96000,0.65037,5.11520,1.31710
22.08000,0.64372,5.11402,1.20730
22.20000,0.68043,5.11195,1.06652
22.32000,0.75654,5.10840,0.89748
22.44000,0.87105,5.10269,0.76056
22.56000,1.01094,5.09574,0.69418
22.68000,1.15006,5.08927,0.64641
22.80000,1.25941,5.08448,0.61473
22.92000,1.31749,5.08137,0.64507
23.04000,1.31592,5.08061,0.66885
23.16000,1.25379,5.08112,0.68942
23.28000,1.14230,5.08106,0.76142
23.40000,1.00102,5.08002,0.82888
23.52000,0.85860,5.07802,0.89992
23.64000,0.74415,5.07575,0.95234
23.76000,0.67862,5.07341,1.00952
23.88000,0.67374,5.07094,1.00658
24.00000,0.72347,5.06913,0.91946
24.12000,0.79738,5.06762,0.79680
24.24000,0.87240,5.06396,0.66812
24.36000,0.94502,5.05851,0.54439
24.48000,1.02028,5.05199,0.46466
24.60000,1.09029,5.04597,0.42144
24.72000,1.14468,5.04172,0.42747
24.84000,1.17244,5.03925,0.45728
24.96000,1.17039,5.03876,0.53776
25.08000,1.13791,5.03894,0.64545
25.20000,1.07777,5.03815,0.74902
25.32000,1.00044,5.03626,0.83868
25.44000,0.91948,5.03330,0.94293
25.56000,0.85083,5.02953,1.04754
25.68000,0.80471,5.02571,1.11138
25.80000,0.78520,5.02426,1.12861
25.92000,0.78798,5.02339,1.06421
26.04000,0.80052,5.02033,1.02295
26.16000,0.81900,5.01586,0.93222
26.28000,0.85458,5.01072,0.83640
26.40000,0.91620,5.00369,0.78886
26.52000,0.99805,4.99650,0.74175
26.64000,1.08206,4.99070,0.71044
26.76000,1.14844,4.98748,0.71354
26.88000,1.18221,4.98746,0.76550
27.00000,1.17430,4.98850,0.81704
27.12000,1.11994,4.98884,0.84247
27.24000,1.03038,4.98756,0.87581
27.36000,0.92661,4.98478,0.93896
27.48000,0.82893,4.98097,1.00222
27.60000,0.75906,4.97759,1.04777
27.72000,0.72605,4.97557,1.05049
27.84000,0.72879,4.97409,1.02619
27.96000,0.75765,4.97186,0.96289
28.08000,0.79851,4.96804,0.93694
28.20000,0.85633,4.96299,0.90272
28.32000,0.93324,4.95688,0.84453
28.44000,1.02521,4.95082,0.84964
28.56000,1.11347,4.94667,0.87677
28.68000,1.17750,4.94478,0.90117
28.80000,1.20192,4.94500,0.93069
28.92000,1.17805,4.94676,0.98252
29.04000,1.10696,4.94791,1.03775
29.16000,1.00248,4.94733,1.10002
29.28000,0.88823,4.94522,1.17924
29.40000,0.78895,4.94224,1.29227
29.52000,0.72605,4.93969,1.33859
29.64000,0.70882,4.93836,1.34452
29.76000,0.73204,4.93708,1.28709
29.88000,0.77780,4.93535,1.20892
30.00000,0.83050,4.93163,1.12035
