t,Fz,Fmag,Lz
0.12000,0.13438,5.99708,0.00026
0.24000,0.49385,5.99679,0.00286
0.36000,0.96330,5.99548,0.01316
0.48000,1.39797,5.99140,0.03709
0.60000,1.67546,5.98295,0.07787
0.72000,1.73506,5.97007,0.13404
0.84000,1.58867,5.95460,0.20034
0.96000,1.30461,5.93977,0.27052
1.08000,0.97917,5.92941,0.33957
1.20000,0.70877,5.92642,0.40451
1.32000,0.56834,5.93141,0.46410
1.44000,0.59653,5.94226,0.51838
1.56000,0.78759,5.95496,0.56865
1.68000,1.08999,5.96532,0.61839
1.80000,1.41379,5.97082,0.67396
1.92000,1.64962,5.97161,0.74245
2.04000,1.70011,5.96946,0.82444
2.16000,1.51778,5.96597,0.91001
2.28000,1.13460,5.96169,0.98686
2.40000,0.65995,5.95699,1.04906
2.52000,0.24037,5.95307,1.10150
2.64000,0.00505,5.95159,1.15044
2.76000,0.02388,5.95325,1.19741
2.88000,0.29091,5.95694,1.23856
3.00000,0.73556,5.95979,1.27814
3.12000,1.25332,5.95813,1.33114
3.24000,1.73807,5.95003,1.41428
3.36000,2.10247,5.93777,1.53225
3.48000,2.28568,5.92657,1.67308
3.60000,2.25595,5.91968,1.81564
3.72000,2.01370,5.91599,1.92646
3.84000,1.59592,5.91182,1.94470
3.96000,1.07773,5.90480,1.88497
4.08000,0.56338,5.89639,1.75677
4.20000,0.16491,5.89004,1.56131
4.32000,-0.02863,5.88943,1.39354
4.44000,0.02031,5.89390,1.26137
4.56000,0.27812,5.90179,1.12383
4.68000,0.64265,5.90937,0.95992
4.80000,0.99590,5.91247,0.79230
4.92000,1.26571,5.90601,0.68816
5.04000,1.44926,5.88994,0.68826
5.16000,1.57855,5.87101,0.78663
5.28000,1.67853,5.85595,0.95024
5.40000,1.75280,5.84718,1.12872
5.52000,1.78949,5.84333,1.27673
5.64000,1.76842,5.84141,1.39304
5.76000,1.66887,5.83842,1.45733
5.88000,1.48013,5.83227,1.48400
6.00000,1.20898,5.82303,1.51196
6.12000,0.88207,5.81440,1.48469
6.24000,0.55061,5.81075,1.38084
6.36000,0.28480,5.81009,1.27016
6.48000,0.14943,5.80893,1.15999
6.60000,0.17568,5.81025,1.07590
6.72000,0.36456,5.80883,0.97890
6.84000,0.68025,5.80152,0.91087
6.96000,1.06563,5.78702,0.90620
7.08000,1.46075,5.76774,0.96187
7.20000,1.81009,5.74878,1.05260
7.32000,2.06378,5.73444,1.15014
7.44000,2.18224,5.72561,1.23881
7.56000,2.14004,5.71879,1.32946
7.68000,1.93012,5.70932,1.40886
7.80000,1.56904,5.69582,1.47097
7.92000,1.10166,5.68090,1.48390
8.04000,0.60627,5.66731,1.46450
8.16000,0.19159,5.65732,1.43944
8.28000,-0.02895,5.65301,1.38947
8.40000,0.00445,5.65207,1.30501
8.52000,0.27672,5.65197,1.17387
8.64000,0.69883,5.65241,0.99167
8.76000,1.15282,5.65005,0.84089
8.88000,1.54073,5.63965,0.74328
9.00000,1.80654,5.62275,0.71829
9.12000,1.92996,5.60595,0.75988
9.24000,1.90614,5.59288,0.84215
