t,AR,ell_angle,field_angle,lag,Lz,Fmag,Fz,Nv
3.48000,2.3807,-1.5360,1.9140,0.3085,1.1037,5.9981,0.3016,0
3.60000,2.3347,-1.5121,1.9800,0.3505,1.1420,5.9958,0.0583,0
3.72000,2.2284,-1.4860,2.0460,0.3904,1.1902,5.9964,0.2027,0
3.84000,2.0802,-1.4561,2.1120,0.4265,1.2485,5.9978,0.3652,0
3.96000,1.9085,-1.4194,2.1780,0.4558,1.3373,5.9955,0.1520,0
4.08000,1.7322,-1.3709,2.2440,0.4733,1.4252,5.9955,0.1289,0
4.20000,1.5681,-1.3029,2.3100,0.4713,1.4971,5.9980,0.3586,0
4.32000,1.4277,-1.2004,2.3760,0.4348,1.5627,5.9972,0.2657,0
4.44000,1.3238,-1.0388,2.4420,0.3393,1.6103,5.9955,0.0865,0
4.56000,1.2757,-0.8053,2.5080,0.1717,1.6227,5.9973,0.2694,0
4.68000,1.2951,-0.5564,2.5740,-0.0112,1.5892,5.9982,0.3439,0
4.80000,1.3693,-0.3659,2.6400,-0.1357,1.4910,5.9960,0.1112,2
4.92000,1.4803,-0.2421,2.7060,-0.1934,1.3373,5.9962,0.1592,2
5.04000,1.6135,-0.1645,2.7720,-0.2051,1.1949,5.9981,0.3561,4
5.16000,1.7596,-0.1147,2.8380,-0.1889,1.0964,5.9969,0.1706,4
5.28000,1.9109,-0.0813,2.9040,-0.1563,1.0376,5.9959,0.0710,1
5.40000,2.0570,-0.0572,2.9700,-0.1144,1.0116,5.9969,0.3213,0
5.52000,2.1872,-0.0375,3.0360,-0.0681,1.0083,5.9965,0.2437,0
5.64000,2.2908,-0.0202,3.1020,-0.0194,1.0053,5.9961,0.0267,2
5.76000,2.3561,-0.0048,0.0264,0.0312,0.9948,5.9958,0.2543,2
5.88000,2.3728,0.0104,0.0924,0.0820,0.9805,5.9957,0.3078,0
6.00000,2.3344,0.0268,0.1584,0.1316,0.9889,5.9950,0.0451,0
6.12000,2.2434,0.0451,0.2244,0.1793,1.0132,5.9940,0.1833,0
6.24000,2.1113,0.0659,0.2904,0.2245,1.0491,5.9936,0.3542,0
6.36000,1.9523,0.0908,0.3564,0.2656,1.1206,5.9912,0.1264,0
6.48000,1.7828,0.1229,0.4224,0.2995,1.1959,5.9903,0.1297,0
6.60000,1.6178,0.1663,0.4884,0.3221,1.2537,5.9922,0.3604,0
6.72000,1.4673,0.2291,0.5544,0.3253,1.3047,5.9914,0.2393,0
6.84000,1.3395,0.3271,0.6204,0.2933,1.3338,5.9901,0.0907,0
6.96000,1.2464,0.4902,0.6864,0.1962,1.3560,5.9919,0.2851,0
7.08000,1.1995,0.7328,0.7524,0.0196,1.3541,5.9925,0.3304,0
7.20000,1.2121,0.9915,0.8184,-0.1731,1.3275,5.9908,0.1119,0
7.32000,1.2641,1.1761,0.8844,-0.2917,1.2603,5.9912,0.1718,4
7.44000,1.3359,1.2873,0.9504,-0.3369,1.1397,5.9926,0.3548,6
7.56000,1.4115,1.3618,1.0164,-0.3454,1.0558,5.9914,0.1890,2
7.68000,1.4902,1.4078,1.0824,-0.3254,0.9661,5.9910,0.0861,5
7.80000,1.5665,1.4375,1.1484,-0.2891,0.8849,5.9926,0.3089,6
7.92000,1.6356,1.4588,1.2144,-0.2443,0.8354,5.9925,0.2773,2
8.04000,1.6964,1.4736,1.2804,-0.1932,0.8118,5.9917,0.0563,3
8.16000,1.7451,1.4893,1.3464,-0.1429,0.8039,5.9923,0.2237,2
8.28000,1.7801,1.5059,1.4124,-0.0935,0.8047,5.9922,0.3366,0
8.40000,1.8028,1.5203,1.4784,-0.0419,0.8060,5.9918,0.0806,0
8.52000,1.8106,1.5371,1.5444,0.0073,0.8094,5.9918,0.1364,0
8.64000,1.8038,1.5535,1.6104,0.0569,0.8049,5.9916,0.3546,0
8.76000,1.7816,1.5707,1.6764,0.1057,0.8227,5.9906,0.1483,0
8.88000,1.7453,-1.5501,1.7424,0.1509,0.8361,5.9890,0.0788,2
9.00000,1.6957,-1.5299,1.8084,0.1967,0.8544,5.9890,0.3351,0
9.12000,1.6356,-1.5048,1.8744,0.2376,0.8928,5.9884,0.2409,0
9.24000,1.5670,-1.4754,1.9404,0.2742,0.9235,5.9864,0.0694,0
9.36000,1.4940,-1.4405,2.0064,0.3053,0.9414,5.9877,0.2721,0
9.48000,1.4196,-1.3977,2.0724,0.3285,0.9466,5.9886,0.3261,0
9.60000,1.3476,-1.3407,2.1384,0.3375,0.9604,5.9861,0.1139,4
9.72000,1.2837,-1.2593,2.2044,0.3222,0.9821,5.9864,0.1771,0
9.84000,1.2337,-1.1424,2.2704,0.2712,0.9858,5.9882,0.3501,0
9.96000,1.2003,-0.9877,2.3364,0.1826,0.9865,5.9865,0.2014,3
10.08000,1.1896,-0.8041,2.4024,0.0649,0.9795,5.9856,0.1056,6
10.20000,1.2037,-0.6276,2.4684,-0.0456,0.9501,5.9875,0.2969,6
10.32000,1.2355,-0.4856,2.5344,-0.1216,0.9188,5.9873,0.2888,7
10.44000,1.2802,-0.3810,2.6004,-0.1602,0.8850,5.9857,0.0959,0
10.56000,1.3316,-0.3026,2.6664,-0.1725,0.8460,5.9871,0.2027,1
10.68000,1.3843,-0.2374,2.7324,-0.1717,0.8244,5.9880,0.3346,0
10.80000,1.4403,-0.1865,2.7984,-0.1567,0.8086,5.9868,0.1443,0
10.92000,1.4973,-0.1461,2.8644,-0.1311,0.7892,5.9870,0.1144,1
11.04000,1.5525,-0.1127,2.9304,-0.0985,0.7654,5.9880,0.3260,2
11.16000,1.6057,-0.0872,2.9964,-0.0580,0.7670,5.9874,0.2178,0
11.28000,1.6542,-0.0617,3.0624,-0.0175,0.7735,5.9874,0.0606,1
11.40000,1.6965,-0.0384,3.1284,0.0253,0.7762,5.9879,0.2716,0
11.52000,1.7301,-0.0176,0.0528,0.0704,0.7908,5.9875,0.2884,0
11.64000,1.7524,0.0024,0.1188,0.1164,0.8129,5.9869,0.0631,0
11.76000,1.7610,0.0229,0.1848,0.1620,0.8288,5.9869,0.1985,0
11.88000,1.7522,0.0435,0.2508,0.2073,0.8248,5.9870,0.3304,2
12.00000,1.7239,0.0647,0.3168,0.2521,0.8501,5.9851,0.1180,0
12.12000,1.6770,0.0883,0.3828,0.2945,0.8751,5.9840,0.1442,0
12.24000,1.6154,0.1162,0.4488,0.3327,0.8897,5.9858,0.3398,1
12.36000,1.5408,0.1496,0.5148,0.3652,0.9245,5.9844,0.2128,2
12.48000,1.4592,0.1959,0.5808,0.3849,0.9637,5.9829,0.1119,0
12.60000,1.3767,0.2572,0.6468,0.3896,0.9984,5.9847,0.2923,2
12.72000,1.3015,0.3469,0.7128,0.3660,1.0145,5.9848,0.2995,0
12.84000,1.2407,0.4796,0.7788,0.2992,1.0505,5.9832,0.1214,0
12.96000,1.2064,0.6663,0.8448,0.1785,1.0725,5.9841,0.2036,2
13.08000,1.2086,0.8770,0.9108,0.0338,1.0702,5.9852,0.3334,2
13.20000,1.2403,1.0570,0.9768,-0.0802,1.0477,5.9840,0.1767,4
13.32000,1.2930,1.1870,1.0428,-0.1442,1.0178,5.9837,0.1255,6
13.44000,1.3523,1.2846,1.1088,-0.1758,0.9664,5.9849,0.3042,6
13.56000,1.4194,1.3529,1.1748,-0.1781,0.9242,5.9847,0.2497,5
13.68000,1.4908,1.4017,1.2408,-0.1609,0.8785,5.9841,0.0911,4
13.80000,1.5621,1.4374,1.3068,-0.1306,0.8479,5.9845,0.2359,8
13.92000,1.6285,1.4654,1.3728,-0.0926,0.8223,5.9844,0.3032,2
14.04000,1.6886,1.4862,1.4388,-0.0474,0.8188,5.9838,0.1045,2
14.16000,1.7380,1.5059,1.5048,-0.0010,0.8315,5.9839,0.1592,1
14.28000,1.7747,1.5266,1.5708,0.0442,0.8562,5.9836,0.3210,0
14.40000,1.7979,1.5464,1.6368,0.0904,0.8741,5.9828,0.1534,0
14.52000,1.8050,1.5656,1.7028,0.1372,0.9070,5.9818,0.1035,0
14.64000,1.7947,-1.5556,1.7688,0.1828,0.9300,5.9817,0.3084,0
14.76000,1.7653,-1.5332,1.8348,0.2264,0.9485,5.9812,0.2237,2
14.88000,1.7162,-1.5086,1.9008,0.2679,0.9625,5.9796,0.0910,0
15.00000,1.6510,-1.4782,1.9668,0.3035,0.9837,5.9802,0.2643,0
15.12000,1.5733,-1.4427,2.0328,0.3339,1.0007,5.9805,0.2957,0
15.24000,1.4868,-1.4014,2.0988,0.3586,1.0333,5.9785,0.1238,0
15.36000,1.4002,-1.3442,2.1648,0.3675,1.0742,5.9791,0.1976,0
15.48000,1.3205,-1.2654,2.2308,0.3546,1.1218,5.9801,0.3273,2
15.60000,1.2572,-1.1437,2.2968,0.2990,1.1532,5.9787,0.1921,2
15.72000,1.2141,-0.9757,2.3628,0.1969,1.1565,5.9785,0.1387,4
15.84000,1.2042,-0.7718,2.4288,0.0590,1.1524,5.9802,0.2977,7
15.96000,1.2230,-0.5817,2.4948,-0.0651,1.1443,5.9797,0.2668,6
16.08000,1.2608,-0.4321,2.5608,-0.1487,1.1207,5.9786,0.1197,7
16.20000,1.3101,-0.3212,2.6268,-0.1936,1.0677,5.9796,0.2245,9
16.32000,1.3638,-0.2364,2.6928,-0.2124,1.0145,5.9798,0.3099,10
16.44000,1.4254,-0.1822,2.7588,-0.2006,0.9778,5.9784,0.1469,7
16.56000,1.4889,-0.1426,2.8248,-0.1742,0.9358,5.9782,0.1464,7
16.68000,1.5485,-0.1090,2.8908,-0.1418,0.8962,5.9786,0.3082,5
16.80000,1.6038,-0.0861,2.9568,-0.0987,0.8661,5.9779,0.2020,3
16.92000,1.6515,-0.0638,3.0228,-0.0550,0.8541,5.9776,0.0945,5
17.04000,1.6900,-0.0428,3.0888,-0.0099,0.8401,5.9780,0.2669,2
17.16000,1.7175,-0.0262,0.0132,0.0394,0.8355,5.9776,0.2567,1
17.28000,1.7305,-0.0075,0.0792,0.0867,0.8357,5.9772,0.0881,0
17.40000,1.7287,0.0107,0.1452,0.1345,0.8346,5.9770,0.2136,1
17.52000,1.7113,0.0319,0.2112,0.1794,0.8306,5.9769,0.2968,0
17.64000,1.6769,0.0536,0.2772,0.2236,0.8409,5.9754,0.1252,1
17.76000,1.6273,0.0778,0.3432,0.2654,0.8556,5.9749,0.1629,0
17.88000,1.5678,0.1083,0.4092,0.3010,0.8638,5.9757,0.3150,0
18.00000,1.4988,0.1422,0.4752,0.3331,0.8710,5.9743,0.2041,0
18.12000,1.4240,0.1847,0.5412,0.3565,0.8892,5.9734,0.1323,3
18.24000,1.3473,0.2372,0.6072,0.3701,0.9087,5.9753,0.2841,3
18.36000,1.2755,0.3128,0.6732,0.3604,0.9443,5.9749,0.2797,5
18.48000,1.2169,0.4324,0.7392,0.3068,0.9704,5.9731,0.1373,3
18.60000,1.1804,0.6095,0.8052,0.1957,0.9761,5.9742,0.2137,4
18.72000,1.1716,0.8237,0.8712,0.0475,0.9829,5.9752,0.3117,5
18.84000,1.1943,1.0202,0.9372,-0.0829,0.9798,5.9740,0.1806,0
18.96000,1.2417,1.1570,1.0032,-0.1538,0.9513,5.9738,0.1460,1
19.08000,1.2961,1.2540,1.0692,-0.1848,0.9135,5.9746,0.2924,2
19.20000,1.3556,1.3216,1.1352,-0.1863,0.8554,5.9741,0.2388,5
19.32000,1.4181,1.3687,1.2012,-0.1675,0.7886,5.9737,0.1130,0
19.44000,1.4806,1.4015,1.2672,-0.1343,0.7144,5.9741,0.2382,3
19.56000,1.5395,1.4267,1.3332,-0.0934,0.6773,5.9739,0.2836,4
19.68000,1.5881,1.4554,1.3992,-0.0561,0.6627,5.9739,0.1207,4
19.80000,1.6277,1.4821,1.4652,-0.0169,0.6408,5.9739,0.1724,4
19.92000,1.6598,1.5029,1.5312,0.0284,0.6250,5.9736,0.2960,3
20.04000,1.6812,1.5226,1.5972,0.0746,0.6122,5.9732,0.1617,4
20.16000,1.6902,1.5422,1.6632,0.1210,0.6108,5.9728,0.1288,2
20.28000,1.6858,1.5623,1.7292,0.1669,0.6220,5.9727,0.2833,5
20.40000,1.6673,-1.5564,1.7952,0.2100,0.6244,5.9725,0.2178,1
20.52000,1.6342,-1.5319,1.8612,0.2515,0.6382,5.9712,0.1181,4
20.64000,1.5889,-1.5021,1.9272,0.2878,0.6488,5.9716,0.2489,2
20.76000,1.5320,-1.4691,1.9932,0.3207,0.6521,5.9716,0.2737,5
20.88000,1.4666,-1.4295,2.0592,0.3471,0.6745,5.9700,0.1487,2
21.00000,1.3988,-1.3774,2.1252,0.3610,0.7158,5.9703,0.2017,3
21.12000,1.3347,-1.3042,2.1912,0.3538,0.7361,5.9708,0.3007,2
21.24000,1.2774,-1.2062,2.2572,0.3219,0.7585,5.9694,0.2052,2
21.36000,1.2348,-1.0714,2.3232,0.2530,0.7770,5.9691,0.1569,1
21.48000,1.2170,-0.9005,2.3892,0.1482,0.7887,5.9703,0.2750,6
21.60000,1.2209,-0.7247,2.4552,0.0384,0.7900,5.9699,0.2609,0
21.72000,1.2458,-0.5715,2.5212,-0.0489,0.7706,5.9690,0.1451,1
21.84000,1.2865,-0.4554,2.5872,-0.0990,0.7318,5.9700,0.2152,4
21.96000,1.3342,-0.3708,2.6532,-0.1176,0.7037,5.9704,0.2910,5
22.08000,1.3828,-0.3045,2.7192,-0.1179,0.7019,5.9695,0.1696,2
22.20000,1.4301,-0.2484,2.7852,-0.1080,0.7136,5.9699,0.1524,3
22.32000,1.4754,-0.2001,2.8512,-0.0902,0.7582,5.9704,0.2811,4
22.44000,1.5173,-0.1587,2.9172,-0.0657,0.7746,5.9697,0.2125,7
22.56000,1.5564,-0.1273,2.9832,-0.0311,0.7726,5.9695,0.1175,4
22.68000,1.5893,-0.1000,3.0492,0.0076,0.7391,5.9697,0.2446,4
22.80000,1.6141,-0.0733,3.1152,0.0470,0.7455,5.9693,0.2511,1
22.92000,1.6303,-0.0482,0.0396,0.0878,0.7452,5.9687,0.1183,1
23.04000,1.6369,-0.0253,0.1056,0.1310,0.7524,5.9685,0.2023,2
23.16000,1.6332,0.0009,0.1716,0.1708,0.7765,5.9686,0.2769,2
23.28000,1.6170,0.0294,0.2376,0.2082,0.7837,5.9675,0.1554,3
23.40000,1.5889,0.0616,0.3036,0.2420,0.7898,5.9666,0.1719,1
23.52000,1.5505,0.0957,0.3696,0.2739,0.7893,5.9674,0.2822,1
23.64000,1.5050,0.1374,0.4356,0.2983,0.7971,5.9666,0.2071,1
23.76000,1.4525,0.1848,0.5016,0.3168,0.8211,5.9652,0.1557,4
23.88000,1.3983,0.2451,0.5676,0.3226,0.8471,5.9663,0.2629,3
24.00000,1.3447,0.3188,0.6336,0.3149,0.8804,5.9664,0.2600,4
24.12000,1.2968,0.4130,0.6996,0.2866,0.9112,5.9645,0.1619,4
24.24000,1.2586,0.5309,0.7656,0.2347,0.9290,5.9649,0.2154,2
24.36000,1.2436,0.6761,0.8316,0.1555,0.9417,5.9660,0.2841,4
24.48000,1.2428,0.8266,0.8976,0.0710,0.9539,5.9651,0.1940,4
24.60000,1.2606,0.9670,0.9636,-0.0033,0.9714,5.9647,0.1690,3
24.72000,1.2933,1.0847,1.0296,-0.0551,0.9956,5.9659,0.2704,2
24.84000,1.3333,1.1812,1.0956,-0.0856,1.0052,5.9653,0.2359,3
24.96000,1.3794,1.2584,1.1616,-0.0968,1.0151,5.9645,0.1453,5
25.08000,1.4262,1.3242,1.2276,-0.0966,1.0226,5.9649,0.2251,6
25.20000,1.4727,1.3774,1.2936,-0.0838,1.0366,5.9651,0.2694,6
25.32000,1.5183,1.4219,1.3596,-0.0623,1.0601,5.9646,0.1520,7
25.44000,1.5607,1.4601,1.4256,-0.0345,1.0857,5.9646,0.1682,8
25.56000,1.5963,1.4959,1.4916,-0.0043,1.1006,5.9645,0.2773,5
25.68000,1.6240,1.5319,1.5576,0.0258,1.1193,5.9640,0.1833,2
25.80000,1.6427,1.5622,1.6236,0.0614,1.1217,5.9636,0.1293,0
25.92000,1.6500,-1.5493,1.6896,0.0973,1.1331,5.9635,0.2612,0
26.04000,1.6445,-1.5194,1.7556,0.1335,1.1424,5.9632,0.2256,0
26.16000,1.6239,-1.4900,1.8216,0.1700,1.1317,5.9622,0.1237,0
26.28000,1.5903,-1.4573,1.8876,0.2033,1.1205,5.9619,0.2349,2
26.40000,1.5464,-1.4200,1.9536,0.2320,1.1268,5.9618,0.2711,1
26.52000,1.4941,-1.3774,2.0196,0.2555,1.1374,5.9609,0.1539,3
26.64000,1.4361,-1.3276,2.0856,0.2716,1.1663,5.9611,0.1965,0
26.76000,1.3774,-1.2653,2.1516,0.2753,1.2044,5.9616,0.2919,0
26.88000,1.3201,-1.1874,2.2176,0.2634,1.2069,5.9606,0.2081,0
27.00000,1.2719,-1.0820,2.2836,0.2240,1.2213,5.9604,0.1616,1
27.12000,1.2398,-0.9447,2.3496,0.1528,1.2260,5.9613,0.2663,4
27.24000,1.2306,-0.7858,2.4156,0.0598,1.2512,5.9608,0.2563,5
27.36000,1.2433,-0.6305,2.4816,-0.0294,1.2667,5.9601,0.1568,7
27.48000,1.2701,-0.4960,2.5476,-0.0980,1.2510,5.9607,0.2128,7
27.60000,1.3062,-0.3855,2.6136,-0.1425,1.2162,5.9607,0.2776,2
27.72000,1.3488,-0.2965,2.6796,-0.1654,1.1864,5.9601,0.1819,4
27.84000,1.3922,-0.2206,2.7456,-0.1754,1.1381,5.9601,0.1634,1
27.96000,1.4407,-0.1646,2.8116,-0.1653,1.0818,5.9602,0.2658,6
28.08000,1.4893,-0.1191,2.8776,-0.1449,1.0374,5.9597,0.2198,4
28.20000,1.5361,-0.0823,2.9436,-0.1157,0.9827,5.9597,0.1358,2
28.32000,1.5784,-0.0530,3.0096,-0.0790,0.9123,5.9597,0.2277,3
28.44000,1.6126,-0.0277,3.0756,-0.0383,0.8724,5.9593,0.2504,1
28.56000,1.6368,-0.0080,0.0000,0.0080,0.8409,5.9590,0.1405,1
28.68000,1.6492,0.0106,0.0660,0.0554,0.8161,5.9590,0.1871,4
28.80000,1.6475,0.0278,0.1320,0.1042,0.7824,5.9588,0.2626,3
28.92000,1.6311,0.0455,0.1980,0.1525,0.7657,5.9578,0.1720,0
29.04000,1.6022,0.0662,0.2640,0.1978,0.7800,5.9574,0.1638,0
29.16000,1.5615,0.0899,0.3300,0.2402,0.7879,5.9579,0.2622,0
29.28000,1.5116,0.1197,0.3960,0.2763,0.7975,5.9572,0.2196,1
29.40000,1.4519,0.1515,0.4620,0.3106,0.8100,5.9562,0.1609,4
29.52000,1.3900,0.1973,0.5280,0.3307,0.8340,5.9568,0.2420,0
29.64000,1.3267,0.2551,0.5940,0.3389,0.8581,5.9568,0.2603,3
29.76000,1.2682,0.3368,0.6600,0.3232,0.8921,5.9561,0.1753,4
29.88000,1.2177,0.4487,0.7260,0.2773,0.8943,5.9565,0.2052,3
30.00000,1.1844,0.6056,0.7920,0.1865,0.9023,5.9570,0.2740,4
