t,Fz,Fmag,Lz
0.12000,0.13546,5.99722,0.00007
0.24000,0.51000,5.99722,0.00008
0.36000,1.03564,5.99722,0.00008
0.48000,1.58889,5.99722,0.00008
0.60000,2.03981,5.99722,0.00008
0.72000,2.28246,5.99722,0.00008
0.84000,2.25984,5.99722,0.00008
0.96000,1.97727,5.99722,0.00008
1.08000,1.50112,5.99722,0.00008
1.20000,0.94325,5.99722,0.00008
1.32000,0.43470,5.99722,0.00008
1.44000,0.09494,5.99722,0.00008
1.56000,0.00378,5.99722,0.00008
1.68000,0.18263,5.99722,0.00008
1.80000,0.58947,5.99722,0.00008
1.92000,1.12875,5.99722,0.00007
2.04000,1.67378,5.99722,0.00007
2.16000,2.09652,5.99722,0.00007
2.28000,2.29767,5.99722,0.00007
2.40000,2.22999,5.99722,0.00007
2.52000,1.90936,5.99722,0.00007
2.64000,1.41111,5.99722,0.00007
2.76000,0.85228,5.99722,0.00007
2.88000,0.36414,5.99722,0.00007
3.00000,0.06137,5.99722,0.00007
3.12000,0.01507,5.99722,0.00007
3.24000,0.23614,5.99722,0.00007
3.36000,0.67264,5.99722,0.00007
3.48000,1.22203,5.99722,0.00007
3.60000,1.75525,5.99722,0.00007
3.72000,2.14705,5.99722,0.00007
3.84000,2.30540,5.99722,0.00007
3.96000,2.19309,5.99722,0.00007
4.08000,1.83650,5.99722,0.00007
4.20000,1.31941,5.99722,0.00007
4.32000,0.76328,5.99722,0.00006
4.44000,0.29874,5.99722,0.00006
4.56000,0.03494,5.99722,0.00006
4.68000,0.03382,5.99722,0.00006
4.80000,0.29566,5.99722,0.00006
4.92000,0.75895,5.99722,0.00006
5.04000,1.31485,5.99722,0.00006
5.16000,1.83279,5.99722,0.00006
5.28000,2.19109,5.99722,0.00006
5.40000,2.30558,5.99722,0.00006
5.52000,2.14938,5.99722,0.00006
5.64000,1.75917,5.99722,0.00006
5.76000,1.22662,5.99722,0.00006
5.88000,0.67683,5.99722,0.00006
6.00000,0.23894,5.99722,0.00005
6.12000,0.01583,5.99722,0.00005
6.24000,0.05989,5.99722,0.00005
6.36000,0.36079,5.99722,0.00005
6.48000,0.84784,5.99722,0.00004
6.60000,1.40662,5.99722,0.00004
6.72000,1.90588,5.99722,0.00004
6.84000,2.22833,5.99722,0.00004
6.96000,2.29823,5.99722,0.00004
7.08000,2.09916,5.99722,0.00004
7.20000,1.67788,5.99722,0.00004
7.32000,1.13335,5.99722,0.00004
7.44000,0.59349,5.99722,0.00004
7.56000,0.18512,5.99722,0.00004
7.68000,0.00416,5.99722,0.00004
7.80000,0.09312,5.99722,0.00004
7.92000,0.43111,5.99722,0.00004
8.04000,0.93873,5.99722,0.00004
8.16000,1.49673,5.99722,0.00003
8.28000,1.97404,5.99722,0.00003
8.40000,2.25853,5.99722,0.00003
8.52000,2.28338,5.99722,0.00003
8.64000,2.04274,5.99722,0.00003
8.76000,1.59315,5.99722,0.00002
8.88000,1.04021,5.99722,0.00002
9.00000,0.51382,5.99722,0.00002
9.12000,0.13763,5.99722,0.00001
9.24000,0.00001,5.99722,0.00001
9.36000,0.13329,5.99722,0.00001
9.48000,0.50615,5.99722,0.00000
9.60000,1.03102,5.99722,0.00000
9.72000,1.58459,5.99722,0.00000
9.84000,2.03683,5.99722,-0.00000
9.96000,2.28150,5.99722,-0.00000
10.08000,2.26113,5.99722,-0.00001
10.20000,1.98051,5.99722,-0.00001
10.32000,1.50554,5.99722,-0.00001
10.44000,0.94782,5.99722,-0.00001
10.56000,0.43834,5.99722,-0.00001
10.68000,0.09679,5.99722,-0.00001
10.80000,0.00341,5.99722,-0.00002
10.92000,0.18013,5.99722,-0.00002
11.04000,0.58543,5.99722,-0.00002
11.16000,1.12411,5.99722,-0.00002
11.28000,1.66963,5.99722,-0.00002
11.40000,2.09384,5.99722,-0.00002
11.52000,2.29709,5.99722,-0.00002
11.64000,2.23164,5.99722,-0.00002
11.76000,1.91286,5.99722,-0.00002
11.88000,1.41563,5.99722,-0.00002
12.00000,0.85676,5.99722,-0.00002
