t,Fx,Fy,Fz,Fperp,Fmag,Lz
48.00000,1.62861,0.22202,-0.47076,1.64367,1.70976,-0.03646
48.12000,1.62480,0.21215,-0.46972,1.63859,1.70459,-0.03444
48.24000,1.62126,0.20098,-0.46863,1.63367,1.69956,-0.03906
48.36000,1.61692,0.18770,-0.46723,1.62778,1.69350,-0.04138
48.48000,1.61046,0.17175,-0.46553,1.61960,1.68517,-0.04282
48.60000,1.60293,0.15379,-0.46321,1.61029,1.67559,-0.04643
48.72000,1.59553,0.13551,-0.46040,1.60128,1.66615,-0.04902
48.84000,1.58843,0.11783,-0.45731,1.59279,1.65714,-0.05805
48.96000,1.58149,0.10038,-0.45448,1.58467,1.64855,-0.06075
49.08000,1.57374,0.08322,-0.45179,1.57593,1.63942,-0.06182
49.20000,1.56527,0.06659,-0.44926,1.56669,1.62983,-0.06538
49.32000,1.55589,0.04982,-0.44677,1.55669,1.61953,-0.06205
49.44000,1.54530,0.03300,-0.44450,1.54565,1.60830,-0.06298
49.56000,1.53311,0.01622,-0.44310,1.53320,1.59594,-0.06481
49.68000,1.52006,-0.00018,-0.44273,1.52006,1.58322,-0.06924
49.80000,1.50736,-0.01616,-0.44324,1.50745,1.57126,-0.07006
49.92000,1.49596,-0.03168,-0.44373,1.49630,1.56071,-0.07019
