t,Fx,Fy,Fz,Fmag,Lz
20.70000,-0.01920,-0.79268,3.73106,3.81438,1.10521
20.85000,-0.60953,-0.77841,3.67766,3.80823,1.10678
21.00000,-0.90366,-0.41211,3.66578,3.79794,1.09597
21.15000,-0.77457,0.14886,3.70434,3.78738,1.08552
21.30000,-0.28500,0.65251,3.71037,3.77807,1.07887
21.45000,0.32456,0.85482,3.65413,3.76680,1.07847
21.60000,0.76625,0.66565,3.61596,3.75572,1.07262
21.75000,0.84546,0.16438,3.64492,3.74530,1.06742
21.90000,0.53720,-0.43583,3.67292,3.73750,1.06967
22.05000,-0.00191,-0.84030,3.63728,3.73308,1.06023
22.20000,-0.51893,-0.84765,3.59580,3.73063,1.04970
22.35000,-0.79328,-0.45608,3.61397,3.72802,1.04765
22.50000,-0.70936,0.15639,3.65361,3.72512,1.05381
22.65000,-0.29765,0.69915,3.64198,3.72041,1.04858
22.80000,0.24143,0.91317,3.59249,3.71459,1.04507
22.95000,0.65706,0.70472,3.57967,3.70708,1.05061
23.10000,0.76910,0.16566,3.60920,3.69395,1.05860
23.25000,0.52805,-0.45389,3.61472,3.68118,1.06018
23.40000,0.04689,-0.86026,3.56712,3.66968,1.05440
23.55000,-0.44277,-0.86625,3.52789,3.65957,1.05321
23.70000,-0.72459,-0.47216,3.54780,3.65169,1.05253
23.85000,-0.67724,0.15015,3.58148,3.64804,1.04259
24.00000,-0.32016,0.70774,3.56283,3.64653,1.02259
24.15000,0.17148,0.93252,3.51642,3.64200,1.00486
24.30000,0.57208,0.72518,3.51354,3.63292,0.99925
24.45000,0.70838,0.17415,3.54790,3.62211,1.00866
24.60000,0.52017,-0.46780,3.54555,3.61391,1.00743
24.75000,0.10231,-0.88721,3.49402,3.60636,0.99529
24.90000,-0.34952,-0.88992,3.46670,3.59612,0.99712
25.05000,-0.64252,-0.47973,3.49359,3.58443,0.99274
25.20000,-0.64517,0.15556,3.51476,3.57687,0.98314
25.35000,-0.35066,0.71629,3.48458,3.57468,0.96995
25.50000,0.10047,0.93661,3.44631,3.57273,0.95830
25.65000,0.50643,0.72147,3.45853,3.56909,0.95115
25.80000,0.69029,0.16501,3.49408,3.56543,0.94005
25.95000,0.56542,-0.46904,3.48437,3.56097,0.92980
26.10000,0.19019,-0.87048,3.44026,3.55377,0.91610
26.25000,-0.26573,-0.85983,3.43036,3.54644,0.91592
26.40000,-0.60649,-0.44585,3.45832,3.53929,0.90752
26.55000,-0.67365,0.17685,3.46091,3.53029,0.90487
26.70000,-0.42920,0.70830,3.42182,3.52062,0.90935
26.85000,0.00885,0.90431,3.39259,3.51106,0.90000
27.00000,0.44604,0.68585,3.40795,3.50478,0.88187
27.15000,0.68223,0.15161,3.43000,3.50047,0.86694
27.30000,0.60563,-0.45125,3.41574,3.49824,0.85240
27.45000,0.25238,-0.83797,3.38548,3.49677,0.84015
27.60000,-0.21340,-0.83264,3.38808,3.49542,0.83112
27.75000,-0.58762,-0.43745,3.41503,3.49272,0.82597
27.90000,-0.69398,0.16460,3.41295,3.48668,0.82616
28.05000,-0.48467,0.68447,3.37591,3.47853,0.82731
28.20000,-0.05822,0.87825,3.35237,3.46599,0.82915
28.35000,0.39680,0.66865,3.36606,3.45470,0.83351
28.50000,0.67231,0.15227,3.38050,3.45007,0.83289
28.65000,0.63618,-0.43223,3.36245,3.44929,0.83256
28.80000,0.30694,-0.81228,3.33683,3.44797,0.82928
28.95000,-0.16128,-0.81473,3.34338,3.44500,0.81989
29.10000,-0.55992,-0.43790,3.36815,3.44234,0.81276
29.25000,-0.70379,0.14213,3.36269,3.43849,0.81176
29.40000,-0.52237,0.64696,3.32777,3.43009,0.81081
29.55000,-0.10103,0.84669,3.31221,3.42021,0.81145
29.70000,0.37039,0.65837,3.32613,3.41083,0.81741
29.85000,0.67328,0.16896,3.33149,3.40304,0.81806
30.00000,0.66121,-0.39145,3.30679,3.39490,0.81085
