t,Fx,Fy,Fz,Fmag,Lz
0.15000,-0.03975,-1.72075,5.57442,5.83410,0.16584
0.30000,-0.03231,-2.60583,5.17449,5.79368,0.20597
0.45000,0.06903,-2.31184,5.23014,5.71872,0.28090
0.60000,0.11530,-0.93770,5.56307,5.64273,0.35723
0.75000,0.08511,0.90302,5.54762,5.62128,0.37855
0.90000,-0.00547,2.26835,5.17821,5.65325,0.34489
1.05000,-0.13058,2.55376,5.07781,5.68533,0.31055
1.20000,-0.12610,1.67317,5.43557,5.68866,0.30535
1.35000,0.01352,-0.01051,5.68232,5.68235,0.31061
1.50000,0.12746,-1.65521,5.43331,5.68127,0.31326
1.65000,0.20084,-2.44783,5.09681,5.65771,0.33868
1.80000,0.20499,-2.09169,5.17014,5.58100,0.41495
1.95000,0.04690,-0.75813,5.42122,5.47418,0.52072
2.10000,-0.19024,0.89183,5.32624,5.40374,0.59175
2.25000,-0.36178,1.99848,4.99453,5.39167,0.60251
2.40000,-0.35710,2.11059,4.96795,5.40949,0.58010
2.55000,-0.08568,1.23559,5.27826,5.42163,0.56349
2.70000,0.29746,-0.24292,5.39606,5.40970,0.57459
2.85000,0.53667,-1.57703,5.13103,5.39468,0.59314
3.00000,0.55235,-2.13259,4.90375,5.37585,0.62027
3.15000,0.30818,-1.71806,5.00924,5.30464,0.69854
3.30000,-0.13153,-0.55142,5.15642,5.18748,0.82194
3.45000,-0.49759,0.77118,4.99489,5.07851,0.93598
3.60000,-0.58959,1.59829,4.70668,5.00550,1.00517
3.75000,-0.37435,1.64284,4.68715,4.98081,1.02335
3.90000,0.09048,0.94133,4.90366,4.99401,1.00990
4.05000,0.56373,-0.21782,4.97078,5.00739,0.99716
4.20000,0.77914,-1.24808,4.78194,5.00317,1.00181
4.35000,0.66261,-1.65022,4.66436,4.99184,1.01398
4.50000,0.24460,-1.28282,4.80488,4.97918,1.03297
4.65000,-0.31796,-0.29657,4.94422,4.96330,1.05139
4.80000,-0.73296,0.83108,4.81925,4.94501,1.06496
4.95000,-0.82494,1.51605,4.60236,4.91535,1.08758
5.10000,-0.56136,1.48351,4.61281,4.87790,1.12635
5.25000,-0.02793,0.76989,4.79106,4.85260,1.15710
5.40000,0.51770,-0.32854,4.81396,4.85285,1.15033
5.55000,0.82161,-1.28219,4.63625,4.87995,1.10873
5.70000,0.77201,-1.63135,4.55196,4.89670,1.08369
5.85000,0.36628,-1.24422,4.70833,4.88371,1.09982
6.00000,-0.22209,-0.26837,4.85376,4.86625,1.11749
6.15000,-0.68260,0.86134,4.73908,4.86484,1.10429
6.30000,-0.82242,1.57853,4.53510,4.87188,1.07676
6.45000,-0.59292,1.56756,4.55087,4.84966,1.08174
6.60000,-0.07535,0.86142,4.71921,4.79777,1.12665
6.75000,0.44597,-0.21637,4.72027,4.74622,1.17236
6.90000,0.70188,-1.17287,4.52212,4.72418,1.16744
7.05000,0.62480,-1.58997,4.41315,4.73225,1.12438
7.20000,0.23604,-1.31109,4.55774,4.74844,1.08404
7.35000,-0.31678,-0.44271,4.72711,4.75836,1.06523
7.50000,-0.72036,0.62616,4.66162,4.75833,1.05858
7.65000,-0.78011,1.37248,4.48658,4.75622,1.05144
7.80000,-0.48716,1.47887,4.49095,4.75321,1.04455
7.95000,0.06575,0.92172,4.65178,4.74267,1.04809
8.10000,0.60201,-0.04462,4.68721,4.72592,1.06383
8.25000,0.82282,-0.94599,4.53419,4.70434,1.07547
8.40000,0.64387,-1.36987,4.43309,4.68438,1.07635
8.55000,0.13586,-1.17128,4.52021,4.67147,1.06697
8.70000,-0.48316,-0.44328,4.62405,4.67031,1.05365
8.85000,-0.88248,0.48867,4.56579,4.67589,1.03950
9.00000,-0.86790,1.17518,4.44022,4.67438,1.02975
9.15000,-0.45184,1.32176,4.44139,4.65587,1.03351
9.30000,0.19237,0.89461,4.54008,4.63138,1.05084
9.45000,0.75526,0.07738,4.55386,4.61671,1.06031
9.60000,0.95313,-0.74346,4.44850,4.60981,1.06463
9.75000,0.70514,-1.17976,4.38826,4.59846,1.06921
9.90000,0.11448,-1.06079,4.45423,4.58023,1.07766
10.05000,-0.56928,-0.44542,4.49685,4.55457,1.09564
10.20000,-1.00828,0.36050,4.40465,4.53294,1.11124
10.35000,-0.99568,0.95780,4.30934,4.52539,1.11840
10.50000,-0.53595,1.09679,4.35406,4.52195,1.11911
10.65000,0.18637,0.72456,4.45351,4.51591,1.12105
10.80000,0.82726,0.01110,4.43174,4.50830,1.12266
10.95000,1.07071,-0.68818,4.31617,4.49992,1.12426
11.10000,0.82585,-1.06179,4.28602,4.49215,1.12612
11.25000,0.19629,-0.95361,4.37611,4.48311,1.13160
11.40000,-0.55149,-0.39599,4.41712,4.46899,1.14115
11.55000,-1.05802,0.33020,4.30776,4.44806,1.15860
11.70000,-1.08905,0.84203,4.19451,4.41463,1.19759
11.85000,-0.62418,0.92860,4.22859,4.37411,1.23645
12.00000,0.15150,0.58461,4.30189,4.34408,1.26026
12.15000,0.86348,-0.02168,4.24941,4.33630,1.25959
12.30000,1.15558,-0.59712,4.14513,4.34442,1.24135
12.45000,0.90037,-0.89043,4.15462,4.34331,1.23212
12.60000,0.20698,-0.79157,4.24594,4.32405,1.24295
12.75000,-0.58629,-0.34006,4.24738,4.30112,1.25326
12.90000,-1.08210,0.25281,4.14450,4.29089,1.25053
13.05000,-1.06376,0.71366,4.09039,4.28628,1.24188
13.20000,-0.54920,0.85419,4.14648,4.26902,1.24901
13.35000,0.22705,0.60893,4.18661,4.23675,1.27326
13.50000,0.88960,0.08855,4.11285,4.20889,1.28962
13.65000,1.12982,-0.44984,4.02237,4.20218,1.29223
13.80000,0.84779,-0.77687,4.04625,4.20647,1.28732
13.95000,0.15525,-0.75983,4.12927,4.20146,1.28515
14.10000,-0.62489,-0.40016,4.12324,4.18947,1.28597
14.25000,-1.10199,0.12031,4.03148,4.18111,1.28154
14.40000,-1.05307,0.56108,4.00223,4.17631,1.26880
14.55000,-0.49593,0.74362,4.07170,4.16865,1.25617
14.70000,0.32177,0.58398,4.09615,4.15007,1.25537
14.85000,0.99245,0.17412,4.00015,4.12510,1.25391
15.00000,1.18397,-0.27566,3.91948,4.10367,1.25950
15.15000,0.81087,-0.60234,3.96508,4.09172,1.25971
15.30000,0.04780,-0.68525,4.03177,4.08987,1.24754
15.45000,-0.73386,-0.45895,3.99303,4.08577,1.24457
15.60000,-1.16080,-0.03785,3.90848,4.07739,1.24645
15.75000,-1.04941,0.38420,3.91451,4.07090,1.24272
15.90000,-0.44441,0.63504,3.99181,4.06636,1.23317
16.05000,0.38007,0.59892,3.99816,4.06060,1.23017
16.20000,1.00933,0.29465,3.90897,4.04791,1.23398
16.35000,1.15190,-0.13411,3.86021,4.03065,1.23218
16.50000,0.76280,-0.51095,3.91216,4.01845,1.23023
16.65000,0.01728,-0.66651,3.95876,4.01451,1.22341
16.80000,-0.73206,-0.51153,3.91214,4.01278,1.21854
16.95000,-1.13020,-0.12454,3.84084,4.00561,1.21468
17.10000,-1.00681,0.31727,3.85528,3.99719,1.21861
17.25000,-0.41579,0.62796,3.91971,3.99141,1.21886
17.40000,0.37297,0.65580,3.91805,3.99002,1.20703
17.55000,0.97367,0.38412,3.84755,3.98738,1.19522
17.70000,1.11314,-0.06038,3.81733,3.97677,1.18750
17.85000,0.74454,-0.48671,3.86024,3.96140,1.18382
18.00000,0.03515,-0.70013,3.88483,3.94757,1.18139
18.15000,-0.67201,-0.59688,3.83051,3.93455,1.17950
18.30000,-1.03426,-0.22364,3.77189,3.91751,1.18098
18.45000,-0.90577,0.26341,3.78325,3.89907,1.18274
18.60000,-0.36356,0.64493,3.82093,3.89200,1.17468
18.75000,0.34574,0.72664,3.80646,3.89059,1.17028
18.90000,0.88639,0.47274,3.75524,3.88728,1.16558
19.05000,1.01199,0.00681,3.74947,3.88365,1.16464
19.20000,0.66555,-0.47256,3.79122,3.87809,1.15405
19.35000,0.00251,-0.74750,3.80059,3.87341,1.15120
19.50000,-0.65398,-0.68949,3.75411,3.87253,1.14144
19.65000,-0.98165,-0.32570,3.72466,3.86560,1.14206
19.80000,-0.84449,0.19778,3.75119,3.85015,1.14507
19.95000,-0.32376,0.64589,3.76926,3.83788,1.15223
20.10000,0.33600,0.79168,3.73458,3.83233,1.14303
20.25000,0.82605,0.57232,3.69587,3.83006,1.12944
20.40000,0.92845,0.08829,3.70963,3.82507,1.11908
20.55000,0.59481,-0.44903,3.74515,3.81858,1.11052
