t,Fz,Fmag,Lz
0.12000,0.10922,5.99708,0.00022
0.24000,0.40166,5.99683,0.00234
0.36000,0.78418,5.99589,0.01079
0.48000,1.13867,5.99307,0.03064
0.60000,1.36342,5.98718,0.06512
0.72000,1.40603,5.97790,0.11380
0.84000,1.27473,5.96607,0.17277
0.96000,1.02723,5.95368,0.23646
1.08000,0.74676,5.94366,0.29959
1.20000,0.51667,5.93893,0.35845
1.32000,0.40023,5.94096,0.41133
1.44000,0.42824,5.94893,0.45849
1.56000,0.59450,5.95993,0.50181
1.68000,0.85815,5.97034,0.54451
1.80000,1.15182,5.97747,0.59110
1.92000,1.39515,5.98047,0.64724
2.04000,1.51286,5.98006,0.71839
2.16000,1.45553,5.97759,0.80557
2.28000,1.21933,5.97461,0.90185
2.40000,0.85625,5.97251,0.99670
2.52000,0.46405,5.97168,1.08369
2.64000,0.15586,5.97148,1.16298
2.76000,0.02173,5.97166,1.23339
2.88000,0.09570,5.97274,1.28896
3.00000,0.34139,5.97487,1.31905
3.12000,0.66650,5.97708,1.32162
3.24000,0.96321,5.97660,1.31267
3.36000,1.15448,5.96989,1.32331
3.48000,1.21904,5.95614,1.37933
3.60000,1.18311,5.93882,1.48529
3.72000,1.09465,5.92351,1.62588
3.84000,1.00060,5.91462,1.77858
3.96000,0.93609,5.91377,1.91951
4.08000,0.92195,5.91961,2.01383
4.20000,0.96380,5.92877,2.03455
4.32000,1.04873,5.93764,1.98566
4.44000,1.14254,5.94392,1.87653
4.56000,1.19148,5.94799,1.71692
4.68000,1.14233,5.95116,1.57543
4.80000,0.96270,5.95350,1.47591
4.92000,0.66213,5.95402,1.40728
5.04000,0.31092,5.95285,1.34159
5.16000,0.03609,5.95038,1.25759
5.28000,-0.04896,5.94753,1.17127
5.40000,0.09575,5.94385,1.10466
5.52000,0.42371,5.93832,1.07380
5.64000,0.83325,5.92960,1.07970
5.76000,1.21617,5.91780,1.13485
5.88000,1.49486,5.90310,1.23242
6.00000,1.63643,5.88610,1.35197
6.12000,1.64507,5.87101,1.47942
6.24000,1.54234,5.86229,1.59594
6.36000,1.35772,5.86166,1.68244
6.48000,1.12858,5.86735,1.73506
6.60000,0.89517,5.87537,1.75395
6.72000,0.69358,5.88237,1.69966
6.84000,0.54909,5.88696,1.56897
6.96000,0.47012,5.88915,1.48719
7.08000,0.46222,5.89206,1.43107
7.20000,0.52270,5.89265,1.37661
7.32000,0.62966,5.88977,1.28485
7.44000,0.74071,5.88881,1.16186
7.56000,0.80588,5.88664,1.03820
7.68000,0.81070,5.87815,0.94093
7.80000,0.77640,5.86630,0.87611
7.92000,0.73381,5.85405,0.85402
8.04000,0.71711,5.84097,0.88491
8.16000,0.76055,5.82746,0.93734
8.28000,0.87677,5.81854,0.99997
8.40000,1.04151,5.81735,1.06504
8.52000,1.20615,5.82066,1.13202
8.64000,1.31811,5.82536,1.19610
8.76000,1.34034,5.82773,1.25821
8.88000,1.25942,5.82688,1.31213
9.00000,1.08613,5.82620,1.29997
9.12000,0.85519,5.82657,1.19882
9.24000,0.62124,5.82801,1.08848
9.36000,0.44217,5.82846,1.00185
9.48000,0.36434,5.82902,0.93165
9.60000,0.40037,5.83103,0.83930
9.72000,0.52631,5.83070,0.73467
9.84000,0.69176,5.82701,0.63082
9.96000,0.83819,5.82097,0.53990
10.08000,0.92455,5.81322,0.48400
10.20000,0.93876,5.80215,0.48543
10.32000,0.89932,5.78762,0.57006
10.44000,0.84536,5.77318,0.69213
10.56000,0.82002,5.76293,0.80751
10.68000,0.84309,5.75855,0.88435
10.80000,0.90581,5.76045,0.94172
10.92000,0.98910,5.76401,0.96225
11.04000,1.07155,5.76789,0.98109
11.16000,1.13478,5.77088,0.98481
11.28000,1.15909,5.77010,0.96891
11.40000,1.12107,5.76648,0.91398
11.52000,1.00893,5.76223,0.83654
11.64000,0.83607,5.75781,0.79695
11.76000,0.63820,5.75612,0.77190
11.88000,0.46868,5.75696,0.74293
12.00000,0.38238,5.75731,0.69823
12.12000,0.41127,5.75628,0.66041
12.24000,0.54790,5.75489,0.64031
12.36000,0.74195,5.75206,0.61452
12.48000,0.91515,5.74791,0.61054
12.60000,1.00298,5.74357,0.63374
12.72000,0.99439,5.73937,0.69539
12.84000,0.93156,5.73278,0.77233
12.96000,0.86840,5.72409,0.84818
13.08000,0.84183,5.71688,0.91212
13.20000,0.86110,5.71223,0.94906
13.32000,0.91649,5.71049,0.97414
13.44000,0.99063,5.71149,0.99287
13.56000,1.06102,5.71402,0.97945
13.68000,1.10146,5.71604,0.95162
13.80000,1.09003,5.71811,0.91200
13.92000,1.01592,5.71995,0.88138
14.04000,0.88658,5.72039,0.90261
14.16000,0.72573,5.72098,0.90769
14.28000,0.56959,5.72048,0.90102
14.40000,0.46296,5.71936,0.87316
14.52000,0.44076,5.71804,0.84463
14.64000,0.51023,5.71668,0.81828
14.76000,0.64109,5.71400,0.77616
14.88000,0.78234,5.71064,0.73422
15.00000,0.88437,5.70662,0.73458
15.12000,0.92465,5.70060,0.77527
15.24000,0.91713,5.69162,0.84210
15.36000,0.89490,5.68104,0.91086
15.48000,0.88537,5.67292,0.97332
15.60000,0.89926,5.66855,1.03710
15.72000,0.93278,5.66825,1.06775
15.84000,0.97667,5.67007,1.10871
15.96000,1.01598,5.67189,1.13193
16.08000,1.03703,5.67344,1.15585
16.20000,1.02993,5.67450,1.15457
16.32000,0.98705,5.67425,1.13740
16.44000,0.90781,5.67356,1.11606
16.56000,0.79777,5.67341,1.12572
