t,Fz,Fmag,Lz
16.68000,0.67608,5.67301,1.09312
16.80000,0.57455,5.67230,1.06147
16.92000,0.52336,5.67114,0.98836
17.04000,0.53444,5.66918,0.90178
17.16000,0.59415,5.66618,0.83950
17.28000,0.67413,5.66265,0.79136
17.40000,0.74407,5.65839,0.78265
17.52000,0.79256,5.65444,0.79478
17.64000,0.82769,5.64758,0.83568
17.76000,0.87021,5.63847,0.88093
17.88000,0.92724,5.63077,0.92580
18.00000,0.99055,5.62565,0.95282
18.12000,1.04420,5.62297,0.96743
18.24000,1.07612,5.62173,0.99640
18.36000,1.07668,5.62112,0.99245
18.48000,1.04454,5.62090,0.98192
18.60000,0.98153,5.62040,0.92363
18.72000,0.89250,5.62065,0.81264
18.84000,0.78584,5.62118,0.71347
18.96000,0.67819,5.62274,0.64411
19.08000,0.59185,5.62309,0.60239
19.20000,0.54939,5.62212,0.55960
19.32000,0.56131,5.62085,0.50824
19.44000,0.62022,5.62001,0.45927
19.56000,0.69936,5.61721,0.41597
19.68000,0.76631,5.61258,0.38802
19.80000,0.79771,5.60779,0.39256
19.92000,0.79305,5.60177,0.44214
20.04000,0.78129,5.59215,0.51308
20.16000,0.79744,5.58165,0.58911
20.28000,0.85388,5.57338,0.66065
20.40000,0.93826,5.56873,0.72185
20.52000,1.02487,5.56749,0.76108
20.64000,1.08968,5.56661,0.79772
20.76000,1.11234,5.56563,0.82169
20.88000,1.08308,5.56492,0.84075
21.00000,1.00485,5.56405,0.84808
21.12000,0.88878,5.56359,0.80948
21.24000,0.75717,5.56380,0.75885
21.36000,0.63732,5.56510,0.69756
21.48000,0.55610,5.56569,0.64008
21.60000,0.53399,5.56560,0.59713
21.72000,0.57529,5.56549,0.54589
21.84000,0.66492,5.56499,0.48291
21.96000,0.76941,5.56254,0.43741
22.08000,0.84776,5.55843,0.39941
22.20000,0.87137,5.55464,0.40157
22.32000,0.83959,5.55050,0.44097
22.44000,0.78400,5.54324,0.51023
22.56000,0.75024,5.53312,0.59381
22.68000,0.76587,5.52424,0.65831
22.80000,0.82697,5.51924,0.71778
22.92000,0.91405,5.51739,0.75177
23.04000,1.00133,5.51667,0.78205
23.16000,1.06448,5.51640,0.81716
23.28000,1.08447,5.51590,0.83293
23.40000,1.04965,5.51466,0.84146
23.52000,0.95839,5.51395,0.82065
23.64000,0.82506,5.51437,0.78680
23.76000,0.68064,5.51449,0.78234
23.88000,0.56407,5.51392,0.76244
24.00000,0.50796,5.51368,0.73786
24.12000,0.52561,5.51342,0.68355
24.24000,0.60772,5.51261,0.61731
24.36000,0.71969,5.51061,0.54593
24.48000,0.81495,5.50799,0.50367
24.60000,0.85555,5.50541,0.50192
24.72000,0.83699,5.50170,0.57243
24.84000,0.79373,5.49384,0.65265
24.96000,0.76615,5.48315,0.71385
25.08000,0.77887,5.47391,0.74886
25.20000,0.83102,5.46820,0.78659
25.32000,0.90739,5.46573,0.79931
25.44000,0.98494,5.46544,0.82383
25.56000,1.04408,5.46568,0.86199
25.68000,1.06833,5.46669,0.86600
25.80000,1.04673,5.46754,0.86543
25.92000,0.97640,5.46703,0.81842
26.04000,0.86173,5.46699,0.77140
26.16000,0.72214,5.46722,0.72796
26.28000,0.59305,5.46535,0.69383
26.40000,0.50897,5.46375,0.64670
26.52000,0.49565,5.46338,0.58818
26.64000,0.55889,5.46361,0.53396
26.76000,0.67406,5.46309,0.47331
26.88000,0.79007,5.46071,0.44310
27.00000,0.85555,5.45836,0.43248
27.12000,0.85006,5.45619,0.45053
27.24000,0.79807,5.45023,0.50607
27.36000,0.75102,5.44029,0.55391
27.48000,0.74537,5.43160,0.60427
27.60000,0.78681,5.42571,0.66401
27.72000,0.86371,5.42295,0.68965
27.84000,0.95175,5.42204,0.71117
27.96000,1.02860,5.42177,0.73741
28.08000,1.07278,5.42244,0.75524
28.20000,1.06983,5.42249,0.75563
28.32000,1.01329,5.42249,0.73936
28.44000,0.90572,5.42204,0.71455
28.56000,0.76558,5.42129,0.69335
28.68000,0.62138,5.42053,0.65942
28.80000,0.51181,5.41895,0.61619
28.92000,0.47009,5.41836,0.55396
29.04000,0.50895,5.41821,0.47547
29.16000,0.61340,5.41769,0.40233
29.28000,0.73663,5.41578,0.35338
29.40000,0.82318,5.41403,0.34367
29.52000,0.84676,5.41151,0.36154
29.64000,0.82137,5.40533,0.42870
29.76000,0.78959,5.39546,0.50414
29.88000,0.78423,5.38579,0.56806
30.00000,0.81371,5.38008,0.61515
