t,Fz,Fmag,Lz
0.12000,0.08471,5.99722,0.00007
0.24000,0.31937,5.99722,0.00008
0.36000,0.65013,5.99722,0.00008
0.48000,1.00106,5.99722,0.00008
0.60000,1.29162,5.99722,0.00008
0.72000,1.45513,5.99722,0.00008
0.84000,1.45404,5.99722,0.00008
0.96000,1.28862,5.99722,0.00008
1.08000,0.99682,5.99722,0.00008
1.20000,0.64563,5.99722,0.00008
1.32000,0.31565,5.99722,0.00008
1.44000,0.08261,5.99722,0.00008
1.56000,0.00002,5.99722,0.00008
1.68000,0.08681,5.99722,0.00008
1.80000,0.32308,5.99722,0.00008
1.92000,0.65459,5.99722,0.00007
2.04000,1.00525,5.99722,0.00007
2.16000,1.29458,5.99722,0.00007
2.28000,1.45617,5.99722,0.00007
2.40000,1.45294,5.99722,0.00007
2.52000,1.28561,5.99722,0.00007
2.64000,0.99261,5.99722,0.00007
2.76000,0.64118,5.99722,0.00007
2.88000,0.31197,5.99722,0.00007
3.00000,0.08056,5.99722,0.00007
3.12000,0.00006,5.99722,0.00007
3.24000,0.08894,5.99722,0.00007
3.36000,0.32680,5.99722,0.00007
3.48000,0.65905,5.99722,0.00007
3.60000,1.00943,5.99722,0.00007
3.72000,1.29752,5.99722,0.00007
3.84000,1.45720,5.99722,0.00007
3.96000,1.45181,5.99722,0.00007
4.08000,1.28259,5.99722,0.00007
4.20000,0.98839,5.99722,0.00007
4.32000,0.63673,5.99722,0.00006
4.44000,0.30831,5.99722,0.00006
4.56000,0.07853,5.99722,0.00006
4.68000,0.00013,5.99722,0.00006
4.80000,0.09108,5.99722,0.00006
4.92000,0.33053,5.99722,0.00006
5.04000,0.66352,5.99722,0.00006
5.16000,1.01360,5.99722,0.00006
5.28000,1.30044,5.99722,0.00006
5.40000,1.45819,5.99722,0.00006
5.52000,1.45065,5.99722,0.00006
5.64000,1.27955,5.99722,0.00006
5.76000,0.98416,5.99722,0.00006
5.88000,0.63228,5.99722,0.00006
6.00000,0.30467,5.99722,0.00005
6.12000,0.07653,5.99722,0.00005
6.24000,0.00022,5.99722,0.00005
6.36000,0.09326,5.99722,0.00005
6.48000,0.33429,5.99722,0.00004
6.60000,0.66798,5.99722,0.00004
6.72000,1.01776,5.99722,0.00004
6.84000,1.30334,5.99722,0.00004
6.96000,1.45916,5.99722,0.00004
7.08000,1.44947,5.99722,0.00004
