t,Fx,Fy,Fz,Fmag,Lz
16.05000,4.92986,1.24700,-0.72434,5.13646,0.58895
16.20000,2.78706,4.31496,0.05051,5.13704,0.58158
16.35000,-0.90389,4.98881,0.82124,5.13611,0.58107
16.50000,-3.93489,2.89472,1.56862,5.13063,0.58045
16.65000,-4.55585,-0.59041,2.27707,5.12732,0.58121
16.80000,-2.61753,-3.28931,2.93780,5.12852,0.57577
16.95000,0.40626,-3.69275,3.53805,5.13023,0.56060
17.10000,2.49823,-1.91379,4.04461,5.12471,0.55318
17.25000,2.49278,0.50361,4.43469,5.11214,0.55815
17.40000,0.82614,1.76557,4.71300,5.10020,0.56657
17.55000,-0.89713,1.15026,4.87955,5.09293,0.56711
17.70000,-1.18841,-0.51515,4.91818,5.08589,0.56807
17.85000,0.16185,-1.56046,4.82899,5.07744,0.57090
18.00000,1.90854,-0.83218,4.62456,5.07165,0.56785
18.15000,2.32823,1.30631,4.30590,5.06635,0.56134
18.30000,0.67085,3.17341,3.87998,5.05716,0.55344
18.45000,-2.13546,3.09318,3.36193,5.04286,0.54001
18.60000,-4.14023,0.74888,2.76245,5.03324,0.52337
18.75000,-3.80053,-2.54045,2.08188,5.02316,0.52569
18.90000,-1.07895,-4.70567,1.33708,5.00951,0.54556
19.05000,2.48665,-4.30001,0.56323,4.99907,0.56052
19.20000,4.77200,-1.48230,-0.20799,5.00124,0.55537
19.35000,4.45002,2.08810,-0.96434,5.00927,0.53974
19.50000,1.82746,4.34724,-1.69882,5.01239,0.52488
19.65000,-1.42289,4.16792,-2.39385,5.01265,0.51769
19.80000,-3.45428,2.00450,-3.03063,5.01347,0.51530
19.95000,-3.44499,-0.60418,-3.59089,5.01273,0.51363
20.10000,-1.94762,-2.19951,-4.05834,5.01011,0.50777
20.25000,-0.23687,-2.33368,-4.42257,5.00613,0.50354
20.40000,0.73315,-1.61722,-4.67683,5.00257,0.50338
20.55000,0.93664,-0.97503,-4.81545,5.00165,0.50150
20.70000,1.03409,-0.77826,-4.83157,5.00192,0.49640
20.85000,1.53753,-0.57721,-4.72748,5.00462,0.49401
21.00000,2.15573,0.30730,-4.50718,5.00562,0.49110
21.15000,1.98471,1.90182,-4.18528,5.00725,0.49413
21.30000,0.41202,3.27314,-3.76562,5.00631,0.49351
21.45000,-2.09051,3.17419,-3.25347,5.00308,0.47750
21.60000,-4.07326,1.11478,-2.66585,4.99409,0.47500
21.75000,-4.06918,-2.04040,-2.01728,4.97904,0.47223
21.90000,-1.71121,-4.47316,-1.31502,4.96656,0.46143
22.05000,1.83544,-4.57266,-0.58075,4.96138,0.45012
22.20000,4.49178,-2.09401,0.15491,4.95832,0.44699
22.35000,4.61792,1.54925,0.87878,4.94951,0.45224
22.50000,2.15476,4.15272,1.58251,4.93887,0.45257
22.65000,-1.29605,4.19262,2.25108,4.93206,0.44738
22.80000,-3.55785,1.85209,2.86405,4.92862,0.44102
22.95000,-3.36645,-1.15758,3.39871,4.92181,0.43716
23.10000,-1.17560,-2.82572,3.83926,4.90986,0.44139
23.25000,1.23857,-2.23665,4.18053,4.90036,0.44354
23.40000,2.10167,-0.16757,4.41862,4.89584,0.43973
23.55000,0.94811,1.55215,4.54008,4.89085,0.43673
23.70000,-1.05729,1.47121,4.52875,4.87769,0.43987
23.85000,-2.05127,-0.33547,4.39465,4.86140,0.44448
24.00000,-0.99288,-2.29714,4.15477,4.85023,0.44405
24.15000,1.43808,-2.62674,3.80492,4.84204,0.44812
24.30000,3.38596,-0.77692,3.35705,4.83095,0.44587
24.45000,3.26456,2.13946,2.83151,4.82204,0.43980
24.60000,0.89786,4.17589,2.23305,4.81983,0.43891
24.75000,-2.37390,3.88144,1.57638,4.81518,0.44341
24.90000,-4.54975,1.26151,0.88972,4.80450,0.43592
25.05000,-4.26047,-2.19673,0.18768,4.79713,0.41910
25.20000,-1.65198,-4.47173,-0.52236,4.79565,0.40939
25.35000,1.72356,-4.30667,-1.21307,4.79475,0.40437
25.50000,3.94982,-1.97377,-1.86293,4.79242,0.39123
25.65000,3.97796,1.02341,-2.46759,4.79172,0.38304
25.80000,2.16297,3.02894,-3.02091,4.79362,0.38836
25.95000,-0.17746,3.27072,-3.49972,4.79345,0.40346
26.10000,-1.78156,2.15739,-3.88676,4.78907,0.40997
26.25000,-2.22484,0.70376,-4.17808,4.78556,0.41650
26.40000,-1.92636,-0.33506,-4.36774,4.78542,0.42388
26.55000,-1.51351,-0.92551,-4.44169,4.78288,0.42764
26.70000,-1.15417,-1.47200,-4.40069,4.78173,0.42655
26.85000,-0.48806,-2.14724,-4.24862,4.78535,0.42558
27.00000,0.83286,-2.51789,-3.98659,4.78815,0.42447
27.15000,2.52211,-1.85456,-3.62720,4.79135,0.42649
27.30000,3.58963,0.10905,-3.18170,4.79798,0.43659
27.45000,2.99939,2.64953,-2.64740,4.79844,0.43466
27.60000,0.58259,4.29760,-2.04308,4.79405,0.42880
27.75000,-2.55795,3.80318,-1.39469,4.79087,0.42966
27.90000,-4.59994,1.12902,-0.71454,4.79006,0.42844
28.05000,-4.18772,-2.32430,-0.01105,4.78952,0.42177
28.20000,-1.43439,-4.51607,0.69070,4.78847,0.41697
28.35000,2.02802,-4.11592,1.36947,4.78844,0.42006
28.50000,4.09362,-1.44171,2.01778,4.78620,0.41508
28.65000,3.60177,1.73455,2.61793,4.77859,0.40505
28.80000,1.10839,3.40708,3.14992,4.77061,0.39347
28.95000,-1.55601,2.70914,3.59912,4.76595,0.39132
29.10000,-2.61339,0.44611,3.95529,4.76163,0.38953
29.25000,-1.57117,-1.56024,4.20753,4.75460,0.39501
29.40000,0.48572,-1.83661,4.34841,4.74529,0.40119
29.55000,1.77234,-0.33510,4.38152,4.73827,0.40224
29.70000,1.18505,1.57114,4.30512,4.73360,0.40032
29.85000,-0.84728,2.16260,4.12170,4.73108,0.40124
30.00000,-2.66423,0.73744,3.83793,4.72987,0.39807
