t,Fx,Fy,Fz,Fmag,Lz
0.15000,0.60785,-0.69382,5.75925,5.83265,0.16733
0.30000,1.79692,-0.22147,5.49370,5.78435,0.21545
0.45000,2.13843,1.53216,5.06066,5.70357,0.29540
0.60000,0.64230,3.30530,4.51875,5.63531,0.36071
0.75000,-2.15897,3.39460,3.91718,5.61504,0.37514
0.90000,-4.44324,1.15338,3.24719,5.62289,0.36044
1.05000,-4.45021,-2.36823,2.48309,5.61949,0.35866
1.20000,-1.78785,-5.04727,1.63987,5.60005,0.37540
1.35000,2.16643,-5.09309,0.76313,5.58707,0.38726
1.50000,5.09378,-2.30737,-0.11419,5.59317,0.38102
1.65000,5.25273,1.72403,-0.97913,5.61446,0.36278
1.80000,2.62629,4.64972,-1.82141,5.64224,0.34234
1.95000,-1.09020,4.90237,-2.62620,5.66734,0.32552
2.10000,-3.68933,2.69364,-3.37752,5.68107,0.31761
2.25000,-3.96404,-0.29560,-4.05625,5.67927,0.32211
2.40000,-2.36625,-2.24672,-4.63501,5.66835,0.33450
2.55000,-0.39160,-2.44989,-5.08800,5.66065,0.34646
2.70000,0.67917,-1.54927,-5.40403,5.66260,0.35633
2.85000,0.66274,-0.75943,-5.58002,5.67033,0.36588
3.00000,0.38598,-0.77464,-5.61143,5.67778,0.37409
3.15000,0.79863,-1.20868,-5.49558,5.68332,0.37926
3.30000,1.98861,-0.98432,-5.23684,5.68753,0.38227
3.45000,2.91797,0.58219,-4.84652,5.68703,0.38572
3.60000,2.24679,2.88375,-4.34418,5.67768,0.39510
3.75000,-0.33524,4.22869,-3.74695,5.65985,0.40977
3.90000,-3.50527,3.18065,-3.07001,5.64167,0.42767
4.05000,-5.13141,-0.12666,-2.31673,5.63157,0.43613
4.20000,-3.83203,-3.84147,-1.49670,5.62863,0.42864
4.35000,-0.14399,-5.58552,-0.64954,5.62501,0.42486
4.50000,3.74653,-4.18806,0.20352,5.62296,0.42704
4.65000,5.50398,-0.47656,1.05383,5.62419,0.42711
4.80000,4.15073,3.29129,1.88029,5.62109,0.42857
4.95000,0.67811,4.89320,2.65757,5.60945,0.43003
5.10000,-2.64551,3.60389,3.36184,5.59363,0.43695
5.25000,-3.86293,0.60337,3.97673,5.57679,0.44905
5.40000,-2.60881,-1.98023,4.49647,5.56286,0.45763
5.55000,-0.18387,-2.58487,4.90888,5.55090,0.46312
5.70000,1.48082,-1.21462,5.18947,5.53162,0.47549
5.85000,1.22611,0.65619,5.32041,5.49915,0.50205
6.00000,-0.43997,1.23151,5.29625,5.45531,0.54292
6.15000,-1.71872,-0.09525,5.13699,5.41773,0.57647
6.30000,-1.07861,-2.09825,4.86087,5.40316,0.58610
6.45000,1.27090,-2.76660,4.46875,5.40731,0.57996
6.60000,3.52729,-1.11256,3.95563,5.41540,0.57328
6.75000,3.77950,2.01094,3.32085,5.41817,0.58540
6.90000,1.47194,4.53723,2.58594,5.42587,0.60759
7.05000,-2.17062,4.65784,1.77299,5.43604,0.63565
7.20000,-4.95378,2.04560,0.92561,5.43886,0.64801
7.35000,-5.10729,-1.87919,0.08655,5.44273,0.62644
7.50000,-2.46315,-4.80380,-0.74956,5.45027,0.60779
7.65000,1.38787,-5.03159,-1.58117,5.45373,0.60519
7.80000,4.15466,-2.60561,-2.37780,5.45017,0.60546
7.95000,4.39274,0.80133,-3.11189,5.44262,0.60462
8.10000,2.37627,3.11611,-3.76359,5.43336,0.60171
8.25000,-0.26893,3.27331,-4.32021,5.42689,0.59584
8.40000,-1.84527,1.79572,-4.77045,5.42096,0.58928
8.55000,-1.80096,0.18346,-5.09624,5.40822,0.57700
8.70000,-0.96585,-0.40666,-5.29498,5.39769,0.56567
8.85000,-0.58888,-0.09947,-5.36092,5.39408,0.55737
9.00000,-1.06463,0.01714,-5.29419,5.40020,0.55333
9.15000,-1.59391,-0.86003,-5.10419,5.41599,0.55626
9.30000,-1.04653,-2.33558,-4.78097,5.42290,0.55352
9.45000,0.87194,-3.13368,-4.33078,5.41626,0.54465
9.60000,3.22015,-2.14034,-3.78418,5.41021,0.54156
9.75000,4.35682,0.60837,-3.15202,5.41177,0.54111
9.90000,3.11691,3.69775,-2.43281,5.41360,0.52966
10.05000,-0.19104,5.14396,-1.65575,5.40724,0.52333
10.20000,-3.75800,3.77971,-0.84614,5.39673,0.52665
10.35000,-5.38907,0.19657,-0.00448,5.39266,0.52118
10.50000,-4.00271,-3.50337,0.84835,5.38655,0.50345
10.65000,-0.46235,-5.08638,1.65660,5.36929,0.50784
10.80000,3.00630,-3.72727,2.39886,5.35583,0.53519
10.95000,4.33307,-0.49841,3.10500,5.35396,0.53502
11.10000,2.97478,2.39705,3.74898,5.35257,0.51386
11.25000,0.23167,3.19329,4.27528,5.34124,0.51598
11.40000,-1.79625,1.78771,4.68145,5.32338,0.52502
11.55000,-1.81550,-0.30297,4.97263,5.30235,0.52262
11.70000,-0.27728,-1.22949,5.12448,5.27720,0.52190
11.85000,1.10142,-0.33642,5.13103,5.25868,0.52293
12.00000,0.87729,1.34904,5.00504,5.25737,0.51540
12.15000,-0.90687,2.08467,4.74877,5.26490,0.50834
12.30000,-2.81140,0.88755,4.36080,5.26387,0.51503
12.45000,-3.14108,-1.68077,3.85173,5.24664,0.53409
12.60000,-1.23955,-3.89389,3.26296,5.22932,0.54436
12.75000,1.96920,-4.06211,2.61908,5.21901,0.53334
12.90000,4.52017,-1.72649,1.92002,5.20568,0.51932
13.05000,4.68335,1.90796,1.16338,5.18918,0.52201
13.20000,2.17386,4.68572,0.36683,5.17843,0.53474
13.35000,-1.58504,4.90775,-0.43036,5.17528,0.54022
13.50000,-4.37439,2.48135,-1.19933,5.17018,0.53489
13.65000,-4.67344,-1.04500,-1.93625,5.16547,0.52788
13.80000,-2.59526,-3.60280,-2.63626,5.16386,0.53431
13.95000,0.35107,-3.97658,-3.26956,5.16008,0.54296
14.10000,2.42395,-2.47127,-3.81979,5.15495,0.55218
14.25000,2.84291,-0.42135,-4.26725,5.14481,0.55690
14.40000,2.06706,0.95046,-4.59711,5.12928,0.55540
14.55000,1.12209,1.34691,-4.80966,5.11919,0.55698
14.70000,0.63188,1.34194,-4.89543,5.11520,0.55954
14.85000,0.37528,1.58766,-4.85092,5.11790,0.56428
15.00000,-0.31900,2.07267,-4.67808,5.12661,0.57129
15.15000,-1.72254,2.05218,-4.38425,5.13812,0.58506
15.30000,-3.17812,0.76715,-3.97384,5.14591,0.59109
15.45000,-3.43221,-1.66139,-3.45972,5.14878,0.59025
15.60000,-1.67476,-3.93759,-2.86582,5.14998,0.59821
15.75000,1.51431,-4.40080,-2.20493,5.14994,0.60616
15.90000,4.32544,-2.35325,-1.48448,5.14305,0.60080
