t,Fx,Fy,Fz,Fmag,Lz
16.35000,0.08856,2.33975,-2.98671,3.79509,1.16520
16.50000,-2.06507,2.37685,-2.10370,3.78675,1.15370
16.65000,-3.60575,0.50177,-1.01818,3.78020,1.15459
16.80000,-3.19391,-2.00152,0.16222,3.77273,1.15702
16.95000,-1.13979,-3.32617,1.32495,3.75740,1.15920
17.10000,0.93750,-2.75179,2.34529,3.73519,1.16326
17.25000,1.63207,-1.19026,3.11560,3.71313,1.16268
17.40000,0.97313,-0.20479,3.56254,3.69873,1.15253
17.55000,0.24535,-0.51040,3.63214,3.67602,1.14762
17.70000,0.64692,-1.32512,3.32532,3.63761,1.14990
17.85000,2.02737,-1.23945,2.68571,3.58602,1.16256
18.00000,3.03705,0.30587,1.78630,3.53668,1.17303
18.15000,2.44235,2.40602,0.72577,3.50439,1.17064
18.30000,0.33985,3.44865,-0.39687,3.48801,1.15782
18.45000,-1.81710,2.58239,-1.47608,3.48560,1.15630
18.60000,-2.47189,0.55589,-2.39619,3.48726,1.15373
18.75000,-1.39724,-0.91586,-3.06206,3.48816,1.14712
18.90000,0.10663,-0.72784,-3.41129,3.48970,1.13950
19.05000,0.44065,0.61293,-3.41085,3.49339,1.13456
19.20000,-0.80026,1.49148,-3.05863,3.49573,1.13226
19.35000,-2.44584,0.71048,-2.38945,3.49234,1.12449
19.50000,-2.84173,-1.37092,-1.47540,3.48306,1.11499
19.65000,-1.38468,-3.15593,-0.41684,3.47146,1.11117
19.80000,0.93243,-3.26443,0.67659,3.46175,1.11324
19.95000,2.45224,-1.74569,1.69660,3.45534,1.11086
20.10000,2.32877,0.05555,2.54276,3.44846,1.10751
20.25000,1.20154,0.78446,3.12907,3.44240,1.09558
20.40000,0.46814,0.30307,3.38691,3.43252,1.08657
20.55000,0.88731,-0.28045,3.28028,3.40972,1.08220
20.70000,1.83776,0.20294,2.82717,3.37809,1.09045
20.85000,1.95288,1.73471,2.08646,3.34309,1.09475
21.00000,0.55479,3.05493,1.14958,3.31087,1.09420
21.15000,-1.59336,2.87231,0.11396,3.28663,1.07736
21.30000,-2.93228,1.11047,-0.92818,3.27001,1.07153
21.45000,-2.50302,-0.94288,-1.86895,3.26299,1.07032
21.60000,-0.84557,-1.76199,-2.61024,3.26083,1.06824
21.75000,0.47793,-0.96643,-3.07901,3.26232,1.06404
21.90000,0.32465,0.34832,-3.23224,3.26713,1.06074
22.05000,-0.98022,0.65376,-3.04902,3.26875,1.05430
22.20000,-1.96370,-0.57385,-2.54587,3.26601,1.04571
22.35000,-1.38841,-2.35208,-1.78332,3.26193,1.03760
22.50000,0.57923,-3.09427,-0.84453,3.25933,1.03130
22.65000,2.51619,-2.06359,0.18369,3.25935,1.01720
22.80000,3.03153,-0.01233,1.19821,3.25976,1.00881
22.95000,1.98078,1.53456,2.08406,3.25909,0.99607
23.10000,0.50888,1.66409,2.75180,3.25585,0.99111
23.25000,-0.09365,0.84293,3.13889,3.25145,0.97662
23.40000,0.38998,0.34595,3.19921,3.24141,0.97237
23.55000,0.96937,0.94081,2.92549,3.22231,0.96744
23.70000,0.49720,2.11044,2.35285,3.19954,0.96513
23.85000,-1.12949,2.53926,1.54390,3.17918,0.95530
24.00000,-2.76719,1.42427,0.58034,3.16586,0.94617
24.15000,-3.05673,-0.67501,-0.43941,3.16106,0.94126
24.30000,-1.70236,-2.25937,-1.40789,3.15990,0.93678
24.45000,0.19257,-2.23079,-2.23004,3.16016,0.93680
24.60000,1.10539,-0.90722,-2.81976,3.16165,0.93756
24.75000,0.49235,0.26860,-3.11557,3.16565,0.94411
24.90000,-0.71597,0.10262,-3.08321,3.16692,0.94568
25.05000,-1.02752,-1.23024,-2.72976,3.16557,0.94354
25.20000,0.18749,-2.36151,-2.10052,3.16608,0.94155
25.35000,2.09343,-2.01584,-1.25604,3.16602,0.94426
25.50000,3.14377,-0.19699,-0.27774,3.16216,0.94163
25.65000,2.48213,1.80580,0.72497,3.15396,0.93784
25.80000,0.69885,2.58695,1.64163,3.14255,0.93528
25.95000,-0.76510,1.87520,2.38717,3.13055,0.93198
26.10000,-0.96857,0.68346,2.88563,3.11963,0.93091
26.25000,-0.27749,0.26368,3.08415,3.10782,0.93241
26.40000,0.08773,0.89041,2.96544,3.09748,0.92546
26.55000,-0.67560,1.61986,2.54387,3.09058,0.90627
26.70000,-2.10236,1.26383,1.85715,3.07671,0.89221
26.85000,-2.87873,-0.37277,0.98153,3.06422,0.88254
27.00000,-2.09612,-2.22269,0.01136,3.05520,0.86602
27.15000,-0.16375,-2.89053,-0.95047,3.04719,0.85962
27.30000,1.49967,-1.93339,-1.81219,3.04484,0.84975
27.45000,1.73475,-0.28411,-2.48981,3.04783,0.84383
27.60000,0.68950,0.59498,-2.91057,3.04973,0.83954
27.75000,-0.34208,0.06584,-3.03144,3.05139,0.83990
27.90000,-0.15289,-1.11585,-2.84301,3.05797,0.84477
28.05000,1.23840,-1.52057,-2.35731,3.06638,0.84721
28.20000,2.57603,-0.39600,-1.62099,3.06926,0.84249
28.35000,2.52751,1.57668,-0.72159,3.06511,0.84332
28.50000,0.94403,2.89597,0.24264,3.05560,0.84508
28.65000,-1.01445,2.61587,1.18107,3.04415,0.83931
28.80000,-1.96492,1.16263,2.00047,3.03554,0.82938
28.95000,-1.53142,-0.14253,2.60995,3.02943,0.81929
29.10000,-0.58533,-0.33880,2.94571,3.02235,0.81442
29.25000,-0.32873,0.31907,2.97760,3.01263,0.80575
29.40000,-1.10576,0.68265,2.70103,2.99738,0.80271
29.55000,-2.06002,-0.11144,2.14926,2.97916,0.80316
29.70000,-1.97438,-1.72381,1.38607,2.96494,0.79445
29.85000,-0.49260,-2.87345,0.48542,2.95550,0.77479
30.00000,1.45823,-2.52048,-0.46721,2.94916,0.77644
