t,Fz,Fmag,Lz
8.28000,0.52532,5.93696,0.61384
8.40000,0.62362,5.93880,0.61833
8.52000,0.73585,5.94008,0.63331
8.64000,0.82495,5.94089,0.61677
8.76000,0.85884,5.94131,0.57591
8.88000,0.81703,5.94161,0.53900
9.00000,0.70262,5.94225,0.51843
9.12000,0.54434,5.94331,0.52104
9.24000,0.38787,5.94439,0.53157
9.36000,0.28122,5.94519,0.54080
9.48000,0.25824,5.94546,0.54165
9.60000,0.32938,5.94504,0.53415
9.72000,0.47451,5.94489,0.51464
9.84000,0.64823,5.94432,0.49121
9.96000,0.79884,5.94254,0.47798
10.08000,0.88752,5.93905,0.47209
10.20000,0.89774,5.93313,0.47589
10.32000,0.83634,5.92551,0.48675
10.44000,0.72811,5.91733,0.50207
10.56000,0.60965,5.91040,0.50668
10.68000,0.51447,5.90676,0.52351
10.80000,0.46865,5.90663,0.53565
10.92000,0.48409,5.91019,0.53627
11.04000,0.55664,5.91650,0.53946
11.16000,0.66853,5.92311,0.54174
11.28000,0.79054,5.92884,0.54912
11.40000,0.88980,5.93235,0.56923
11.52000,0.93858,5.93319,0.59445
11.64000,0.92044,5.93156,0.61222
11.76000,0.83498,5.92884,0.62162
11.88000,0.70162,5.92654,0.61926
12.00000,0.55402,5.92603,0.60510
12.12000,0.43153,5.92712,0.58729
12.24000,0.36954,5.92915,0.56828
12.36000,0.38356,5.93157,0.54955
12.48000,0.46284,5.93380,0.53061
12.60000,0.57354,5.93520,0.50698
12.72000,0.66560,5.93590,0.48999
12.84000,0.69953,5.93577,0.47603
12.96000,0.66668,5.93348,0.46142
13.08000,0.59528,5.92815,0.45798
13.20000,0.52705,5.92068,0.46408
13.32000,0.49648,5.91277,0.48017
13.44000,0.51551,5.90618,0.49371
13.56000,0.57662,5.90271,0.50814
13.68000,0.66153,5.90241,0.52885
13.80000,0.75075,5.90490,0.55621
13.92000,0.82509,5.90827,0.57317
14.04000,0.87104,5.91091,0.58733
14.16000,0.88185,5.91201,0.60042
14.28000,0.85457,5.91166,0.61580
14.40000,0.79377,5.90989,0.63593
14.52000,0.71241,5.90753,0.65134
14.64000,0.62879,5.90530,0.66046
14.76000,0.56274,5.90396,0.66789
14.88000,0.53398,5.90376,0.67735
15.00000,0.55072,5.90556,0.66289
15.12000,0.60581,5.90898,0.62912
15.24000,0.67712,5.91232,0.58469
15.36000,0.73211,5.91459,0.55880
15.48000,0.73967,5.91634,0.54385
15.60000,0.68071,5.91757,0.54771
15.72000,0.56049,5.91769,0.55952
15.84000,0.41720,5.91657,0.57483
15.96000,0.30828,5.91449,0.58603
16.08000,0.28191,5.91161,0.59206
16.20000,0.35372,5.90783,0.59374
16.32000,0.50155,5.90359,0.58767
16.44000,0.67732,5.90019,0.58134
16.56000,0.83027,5.89708,0.58531
16.68000,0.92712,5.89419,0.59031
16.80000,0.95530,5.89126,0.59723
16.92000,0.92113,5.88904,0.60329
17.04000,0.84354,5.88715,0.60766
17.16000,0.74589,5.88603,0.61180
17.28000,0.65316,5.88646,0.61382
17.40000,0.58366,5.88781,0.60715
17.52000,0.55037,5.89061,0.59904
17.64000,0.55873,5.89333,0.59874
17.76000,0.60454,5.89527,0.59674
17.88000,0.67308,5.89597,0.60148
18.00000,0.74171,5.89616,0.60486
18.12000,0.78504,5.89630,0.60405
18.24000,0.78161,5.89617,0.59629
18.36000,0.72445,5.89634,0.58441
18.48000,0.62250,5.89684,0.56330
18.60000,0.50177,5.89728,0.55824
18.72000,0.39664,5.89787,0.56499
18.84000,0.34267,5.89833,0.57149
18.96000,0.35857,5.89844,0.57007
19.08000,0.44093,5.89828,0.55712
19.20000,0.56161,5.89737,0.54018
19.32000,0.68072,5.89406,0.52305
19.44000,0.76467,5.88857,0.52322
19.56000,0.79592,5.88133,0.53658
19.68000,0.77864,5.87383,0.56610
19.80000,0.72982,5.86724,0.59331
19.92000,0.67350,5.86306,0.61057
20.04000,0.62875,5.86219,0.63740
20.16000,0.60936,5.86440,0.64817
20.28000,0.61904,5.86821,0.64556
20.40000,0.65237,5.87248,0.65381
20.52000,0.69964,5.87578,0.65448
20.64000,0.74639,5.87782,0.65181
20.76000,0.77910,5.87864,0.65448
20.88000,0.78868,5.87808,0.66174
21.00000,0.76903,5.87679,0.68047
21.12000,0.72196,5.87495,0.69346
21.24000,0.65679,5.87399,0.68725
21.36000,0.58802,5.87410,0.66981
21.48000,0.53273,5.87576,0.64660
21.60000,0.50414,5.87781,0.62827
21.72000,0.50569,5.87977,0.60883
21.84000,0.53292,5.88166,0.60037
21.96000,0.57033,5.88326,0.59419
22.08000,0.59647,5.88428,0.58925
22.20000,0.59712,5.88412,0.58115
22.32000,0.57333,5.88228,0.57852
22.44000,0.54567,5.87819,0.57338
22.56000,0.53515,5.87237,0.57167
22.68000,0.55371,5.86551,0.57698
22.80000,0.59808,5.85967,0.58727
22.92000,0.65768,5.85585,0.59078
23.04000,0.71811,5.85420,0.60840
23.16000,0.76759,5.85456,0.62872
23.28000,0.79819,5.85578,0.64333
23.40000,0.80605,5.85729,0.65257
23.52000,0.79321,5.85827,0.66318
23.64000,0.76404,5.85877,0.67307
23.76000,0.72503,5.85866,0.67849
23.88000,0.68356,5.85831,0.69152
24.00000,0.64730,5.85750,0.70571
24.12000,0.62269,5.85673,0.72080
24.24000,0.61562,5.85626,0.72676
24.36000,0.62542,5.85677,0.70986
24.48000,0.64693,5.85811,0.67023
24.60000,0.66950,5.86051,0.62892
24.72000,0.68026,5.86272,0.59560
24.84000,0.66360,5.86408,0.56888
24.96000,0.61344,5.86490,0.55029
25.08000,0.53632,5.86522,0.54275
25.20000,0.45466,5.86454,0.53593
25.32000,0.39776,5.86312,0.52961
25.44000,0.39231,5.86099,0.52188
25.56000,0.44625,5.85809,0.51349
25.68000,0.54516,5.85424,0.50285
25.80000,0.65832,5.84998,0.50259
25.92000,0.75478,5.84585,0.50959
26.04000,0.81443,5.84290,0.52297
26.16000,0.83053,5.84060,0.54000
26.28000,0.80959,5.83899,0.56338
26.40000,0.76673,5.83784,0.58195
26.52000,0.71667,5.83762,0.59688
26.64000,0.67291,5.83779,0.60487
26.76000,0.64347,5.83858,0.60861
26.88000,0.63216,5.83993,0.61009
27.00000,0.63848,5.84142,0.60398
27.12000,0.65824,5.84239,0.59494
27.24000,0.68450,5.84297,0.60367
27.36000,0.70998,5.84320,0.61950
27.48000,0.72630,5.84354,0.60440
27.60000,0.72264,5.84374,0.58200
27.72000,0.69393,5.84491,0.56317
27.84000,0.64130,5.84645,0.55266
27.96000,0.57251,5.84765,0.54702
28.08000,0.50355,5.84866,0.53816
28.20000,0.45006,5.84902,0.53411
28.32000,0.42635,5.84831,0.52530
28.44000,0.43995,5.84704,0.51773
28.56000,0.48922,5.84504,0.49945
28.68000,0.56183,5.84238,0.48067
28.80000,0.63713,5.83904,0.47482
28.92000,0.69537,5.83546,0.48619
29.04000,0.72457,5.83131,0.49353
29.16000,0.72780,5.82778,0.51227
29.28000,0.71420,5.82461,0.53356
29.40000,0.69664,5.82316,0.55106
29.52000,0.68609,5.82253,0.57179
29.64000,0.68771,5.82244,0.58793
29.76000,0.70104,5.82245,0.58819
29.88000,0.72144,5.82303,0.58825
30.00000,0.73879,5.82343,0.59219
