t,Fz,Fmag,Lz
0.12000,0.08403,5.99708,0.00019
0.24000,0.30921,5.99687,0.00182
0.36000,0.60414,5.99622,0.00836
0.48000,0.87762,5.99444,0.02389
0.60000,1.04996,5.99077,0.05126
0.72000,1.07883,5.98487,0.09066
0.84000,0.96955,5.97702,0.13937
0.96000,0.76794,5.96823,0.19277
1.08000,0.54148,5.96036,0.24593
1.20000,0.35767,5.95562,0.29489
1.32000,0.26622,5.95557,0.33756
1.44000,0.28892,5.96011,0.37399
1.56000,0.41768,5.96753,0.40615
1.68000,0.61940,5.97527,0.43727
1.80000,0.84504,5.98099,0.47104
1.92000,1.04058,5.98335,0.51085
2.04000,1.15823,5.98223,0.55959
2.16000,1.16657,5.97864,0.61948
2.28000,1.05884,5.97438,0.69117
2.40000,0.85745,5.97143,0.77101
2.52000,0.61180,5.97109,0.85030
2.64000,0.38727,5.97335,0.92023
2.76000,0.24686,5.97720,0.97676
2.88000,0.23050,5.98160,1.01938
3.00000,0.33852,5.98566,1.04845
3.12000,0.52614,5.98832,1.06210
3.24000,0.71378,5.98903,1.05976
3.36000,0.81611,5.98830,1.04632
3.48000,0.78435,5.98662,1.03359
3.60000,0.63588,5.98320,1.03374
3.72000,0.44409,5.97690,1.05207
3.84000,0.29609,5.96836,1.08384
3.96000,0.25219,5.95996,1.11841
4.08000,0.32765,5.95384,1.14697
4.20000,0.49611,5.95061,1.16791
4.32000,0.70714,5.94978,1.18556
4.44000,0.90743,5.95109,1.20431
4.56000,1.05515,5.95439,1.22683
4.68000,1.12691,5.95895,1.25293
4.80000,1.11723,5.96307,1.27967
4.92000,1.03501,5.96497,1.29810
5.04000,0.89949,5.96405,1.30064
5.16000,0.73602,5.96139,1.28127
5.28000,0.57597,5.95834,1.23179
5.40000,0.45300,5.95551,1.16419
5.52000,0.39516,5.95459,1.09745
5.64000,0.41791,5.95638,1.00796
5.76000,0.51597,5.96046,0.90734
5.88000,0.65347,5.96529,0.81605
6.00000,0.76967,5.96954,0.74508
6.12000,0.80234,5.97208,0.70212
6.24000,0.72100,5.97277,0.68363
6.36000,0.54994,5.97209,0.67871
6.48000,0.35894,5.96948,0.68400
6.60000,0.22858,5.96478,0.69926
6.72000,0.21373,5.95911,0.71661
6.84000,0.32555,5.95413,0.72720
6.96000,0.52862,5.95051,0.72815
7.08000,0.75586,5.94811,0.72507
7.20000,0.94101,5.94575,0.72356
7.32000,1.04334,5.94288,0.72056
7.44000,1.04955,5.93928,0.71599
7.56000,0.97113,5.93527,0.70819
7.68000,0.83761,5.93254,0.69771
7.80000,0.68654,5.93068,0.68656
7.92000,0.55687,5.92966,0.67326
8.04000,0.48081,5.93092,0.66113
8.16000,0.47177,5.93407,0.63691
