t,Fx,Fy,Fz,Fmag,Lz
0.00000,5.98384,-0.00000,0.00000,5.98384,0.00000
0.20000,5.94152,0.00000,-0.00000,5.94152,-0.00000
0.45000,5.87098,0.00000,0.00000,5.87098,0.00000
0.70000,5.77037,0.00000,0.00000,5.77037,-0.00000
0.95000,5.63837,0.00000,-0.00000,5.63837,0.00000
1.20000,5.47511,-0.00000,-0.00000,5.47511,0.00000
1.45000,5.28320,0.00000,0.00000,5.28320,0.00000
1.70000,5.06868,0.00000,-0.00000,5.06868,0.00000
1.95000,4.84083,0.00000,0.00000,4.84083,0.00000
2.20000,4.61027,-0.00000,0.00000,4.61027,0.00000
2.45000,4.38657,-0.00000,0.00000,4.38657,0.00000
2.70000,4.17628,-0.00000,-0.00000,4.17628,-0.00000
2.95000,3.98215,0.00000,0.00000,3.98215,-0.00000
3.20000,3.80454,-0.00000,-0.00000,3.80454,-0.00000
3.45000,3.64366,0.00000,0.00000,3.64366,0.00000
3.70000,3.50073,0.00000,0.00000,3.50073,0.00000
3.95000,3.37845,-0.00000,-0.00000,3.37845,0.00000
4.20000,3.27983,0.00000,-0.00000,3.27983,-0.00000
4.45000,3.20227,0.00000,0.00000,3.20227,-0.00000
4.70000,3.13063,-0.00000,0.00000,3.13063,0.00000
4.95000,3.04359,-0.00000,-0.00000,3.04359,-0.00000
5.20000,2.93704,0.00000,0.00000,2.93704,0.00000
5.45000,2.83059,0.00000,0.00000,2.83059,0.00000
5.70000,2.72499,-0.00000,0.00000,2.72499,-0.00000
5.95000,2.61599,-0.00000,-0.00000,2.61599,0.00000
6.20000,2.52264,-0.00000,-0.00000,2.52264,-0.00000
6.45000,2.44659,0.00000,-0.00000,2.44659,0.00000
6.70000,2.38353,-0.00000,0.00000,2.38353,-0.00000
6.95000,2.33210,-0.00000,-0.00000,2.33210,-0.00000
7.20000,2.29289,0.00000,0.00000,2.29289,-0.00000
7.45000,2.25973,0.00000,-0.00000,2.25973,0.00000
7.70000,2.23648,-0.00000,-0.00000,2.23648,-0.00000
7.95000,2.22652,-0.00000,-0.00000,2.22652,0.00000
8.20000,2.21186,-0.00000,-0.00000,2.21186,-0.00000
8.45000,2.19988,0.00000,-0.00000,2.19988,0.00000
8.70000,2.22386,-0.00000,-0.00000,2.22386,-0.00000
8.95000,2.25652,-0.00000,-0.00000,2.25652,-0.00000
9.20000,2.25740,-0.00000,-0.00000,2.25740,-0.00000
9.45000,2.24069,0.00000,-0.00000,2.24069,-0.00000
9.70000,2.23118,0.00000,-0.00000,2.23118,-0.00000
9.95000,2.24110,-0.00000,-0.00000,2.24110,-0.00000
10.20000,2.27091,0.00000,-0.00000,2.27091,-0.00000
10.45000,2.31237,-0.00000,-0.00000,2.31237,0.00000
10.70000,2.35547,0.00000,0.00000,2.35547,-0.00000
10.95000,2.38138,0.00000,-0.00000,2.38138,0.00000
11.20000,2.38433,-0.00000,-0.00000,2.38433,-0.00000
11.45000,2.37813,-0.00000,0.00000,2.37813,0.00000
11.70000,2.37581,0.00000,-0.00000,2.37581,0.00000
11.95000,2.38093,0.00000,0.00000,2.38093,0.00000
12.20000,2.39618,-0.00000,0.00000,2.39618,-0.00000
12.45000,2.41562,0.00000,-0.00000,2.41562,0.00000
12.70000,2.42723,0.00000,-0.00000,2.42723,-0.00000
12.95000,2.43981,-0.00000,0.00000,2.43981,0.00000
13.20000,2.46994,0.00000,0.00000,2.46994,0.00000
13.45000,2.50027,-0.00000,0.00000,2.50027,0.00000
13.70000,2.53180,0.00000,-0.00000,2.53180,0.00000
13.95000,2.56865,0.00000,-0.00000,2.56865,0.00000
14.20000,2.60580,-0.00000,-0.00000,2.60580,-0.00000
14.45000,2.63602,0.00000,0.00000,2.63602,-0.00000
14.70000,2.65198,0.00000,0.00000,2.65198,-0.00000
14.95000,2.66031,-0.00000,-0.00000,2.66031,0.00000
15.20000,2.67453,-0.00000,-0.00000,2.67453,-0.00000
15.45000,2.69223,-0.00000,-0.00000,2.69223,0.00000
15.70000,2.69988,0.00000,0.00000,2.69988,0.00000
15.95000,2.70959,0.00000,-0.00000,2.70959,-0.00000
16.20000,2.71371,-0.00000,-0.00000,2.71371,-0.00000
16.45000,2.70773,0.00000,-0.00000,2.70773,-0.00000
16.70000,2.70144,0.00000,-0.00000,2.70144,0.00000
16.95000,2.70520,-0.00000,0.00000,2.70520,-0.00000
17.20000,2.71630,-0.00000,0.00000,2.71630,-0.00000
17.45000,2.72731,0.00000,0.00000,2.72731,0.00000
17.70000,2.74123,0.00000,-0.00000,2.74123,0.00000
17.95000,2.76165,-0.00000,0.00000,2.76165,-0.00000
18.20000,2.78392,0.00000,0.00000,2.78392,-0.00000
18.45000,2.80394,-0.00000,-0.00000,2.80394,0.00000
18.70000,2.82109,-0.00000,-0.00000,2.82109,-0.00000
18.95000,2.83159,0.00000,-0.00000,2.83159,0.00000
19.20000,2.82865,0.00000,-0.00000,2.82865,-0.00000
19.45000,2.82238,-0.00000,-0.00000,2.82238,-0.00000
19.70000,2.82361,0.00000,0.00000,2.82361,-0.00000
19.95000,2.82377,0.00000,-0.00000,2.82377,-0.00000
20.20000,2.81794,-0.00000,-0.00000,2.81794,-0.00000
20.45000,2.81161,-0.00000,-0.00000,2.81161,0.00000
20.70000,2.80722,-0.00000,0.00000,2.80722,-0.00000
20.95000,2.80488,0.00000,0.00000,2.80488,0.00000
21.20000,2.80945,-0.00000,-0.00000,2.80945,-0.00000
21.45000,2.82226,0.00000,-0.00000,2.82226,0.00000
21.70000,2.83227,0.00000,0.00000,2.83227,-0.00000
21.95000,2.83866,-0.00000,0.00000,2.83866,0.00000
22.20000,2.84294,0.00000,-0.00000,2.84294,0.00000
22.45000,2.84064,-0.00000,0.00000,2.84064,-0.00000
22.70000,2.83679,0.00000,-0.00000,2.83679,-0.00000
22.95000,2.83377,0.00000,-0.00000,2.83377,-0.00000
23.20000,2.83038,0.00000,-0.00000,2.83038,-0.00000
23.45000,2.82169,0.00000,-0.00000,2.82169,0.00000
23.70000,2.81352,-0.00000,-0.00000,2.81352,-0.00000
23.95000,2.80520,-0.00000,-0.00000,2.80520,-0.00000
24.20000,2.79500,-0.00000,0.00000,2.79500,-0.00000
24.45000,2.78921,-0.00000,-0.00000,2.78921,-0.00000
24.70000,2.79061,0.00000,0.00000,2.79061,-0.00000
