t,Fx,Fy,Fz,Fmag,Lz
24.30000,0.32655,-0.30568,3.88655,3.91220,1.13115
24.45000,-0.09623,0.14748,3.90236,3.90633,1.12404
24.60000,-0.46197,0.51242,3.84632,3.90771,1.10848
24.75000,-0.57215,0.59916,3.82154,3.91031,1.09876
24.90000,-0.36786,0.37539,3.87122,3.90674,1.09163
25.05000,0.03577,-0.04035,3.90013,3.90050,1.09552
25.20000,0.41126,-0.43391,3.84717,3.89335,1.09468
25.35000,0.56545,-0.59390,3.79857,3.88608,1.09530
25.50000,0.42048,-0.43937,3.82787,3.87588,1.10175
25.65000,0.04866,-0.05340,3.86353,3.86420,1.10144
25.80000,-0.34329,0.35516,3.82724,3.85898,1.09425
25.95000,-0.54094,0.56743,3.77886,3.85933,1.08402
26.10000,-0.43789,0.48213,3.80334,3.85870,1.06922
26.25000,-0.08712,0.15330,3.85171,3.85574,1.06178
26.40000,0.30613,-0.24202,3.82883,3.84866,1.05986
26.55000,0.52161,-0.49591,3.77145,3.83951,1.06826
26.70000,0.44863,-0.48228,3.77327,3.83033,1.06675
26.85000,0.12310,-0.21862,3.81259,3.82084,1.06871
27.00000,-0.27258,0.14960,3.79756,3.81027,1.05854
27.15000,-0.51440,0.42356,3.74082,3.79970,1.05495
27.30000,-0.47417,0.47057,3.73503,3.79430,1.05354
27.45000,-0.18004,0.27257,3.77847,3.79257,1.04808
27.60000,0.21521,-0.06963,3.78191,3.78867,1.04062
27.75000,0.49149,-0.36560,3.73381,3.78373,1.03482
27.90000,0.50061,-0.45778,3.71812,3.77949,1.02977
28.05000,0.23226,-0.30864,3.75261,3.77243,1.02170
28.20000,-0.16694,0.00031,3.75991,3.76362,1.01897
28.35000,-0.47796,0.29844,3.71351,3.75602,1.01563
28.50000,-0.53158,0.42450,3.68768,3.74990,1.00619
28.65000,-0.29374,0.32118,3.72001,3.74538,1.00351
28.80000,0.10754,0.04786,3.74008,3.74193,1.00732
28.95000,0.45170,-0.24831,3.70271,3.73842,1.00830
29.10000,0.55442,-0.40472,3.67011,3.73375,1.00981
29.25000,0.35951,-0.34358,3.69406,3.72738,1.00876
29.40000,-0.03092,-0.10290,3.72145,3.72300,1.00459
29.55000,-0.39851,0.19146,3.69086,3.71725,1.00985
29.70000,-0.54661,0.38087,3.64821,3.70854,1.00395
29.85000,-0.40232,0.36621,3.65584,3.69610,1.00229
30.00000,-0.03833,0.15722,3.68164,3.68520,1.00160
