t,Fx,Fy,Fz,Fmag,Lz
0.15000,-0.02312,-0.84522,5.77098,5.83260,0.16739
0.30000,-0.04802,-1.25178,5.64507,5.78239,0.21756
0.45000,-0.02212,-1.01445,5.60104,5.69221,0.30782
0.60000,0.03462,-0.25293,5.60714,5.61295,0.38718
0.75000,0.07642,0.63396,5.56781,5.60430,0.39572
0.90000,0.08657,1.18069,5.52869,5.65402,0.34550
1.05000,0.07443,1.11177,5.58728,5.69730,0.30176
1.20000,0.04287,0.46834,5.68550,5.70492,0.29401
1.35000,-0.01946,-0.40550,5.68796,5.70243,0.29654
1.50000,-0.09474,-1.04311,5.60126,5.69834,0.30063
1.65000,-0.13201,-1.12101,5.54405,5.65779,0.34075
1.80000,-0.10338,-0.61502,5.53034,5.56540,0.43293
1.95000,-0.03145,0.18838,5.46592,5.46925,0.52934
2.10000,0.04393,0.84455,5.36383,5.43009,0.56816
2.25000,0.10897,1.01863,5.35498,5.45209,0.54468
2.40000,0.15391,0.63821,5.44926,5.48866,0.50666
2.55000,0.13941,-0.08679,5.49583,5.49828,0.49662
2.70000,0.04551,-0.75281,5.43324,5.48533,0.50977
2.85000,-0.08140,-1.01417,5.37591,5.47134,0.52430
3.00000,-0.17355,-0.74754,5.37409,5.42861,0.56853
3.15000,-0.18210,-0.11667,5.33399,5.33838,0.66082
3.30000,-0.09980,0.51560,5.20156,5.22801,0.77156
3.45000,0.03263,0.81022,5.09368,5.15782,0.83844
3.60000,0.17324,0.64205,5.09983,5.14301,0.84792
3.75000,0.26051,0.11886,5.16172,5.16966,0.81657
3.90000,0.22299,-0.47142,5.17807,5.20426,0.78088
4.05000,0.05811,-0.80776,5.14995,5.21324,0.77084
4.20000,-0.13413,-0.71582,5.14998,5.20122,0.78105
4.35000,-0.24489,-0.23866,5.17871,5.18998,0.79208
4.50000,-0.21956,0.37558,5.15453,5.17286,0.80872
4.65000,-0.08203,0.78532,5.08243,5.14339,0.83648
4.80000,0.08270,0.77131,5.05222,5.11143,0.86723
4.95000,0.19524,0.34656,5.07607,5.09163,0.88647
5.10000,0.20162,-0.26696,5.08108,5.09208,0.88457
5.25000,0.08922,-0.74203,5.04238,5.09746,0.87451
5.40000,-0.07809,-0.83636,5.02171,5.09148,0.87488
5.55000,-0.19095,-0.50126,5.05418,5.08256,0.88012
5.70000,-0.17759,0.10563,5.07311,5.07732,0.88179
5.85000,-0.03969,0.67725,5.02723,5.07280,0.88116
6.00000,0.12494,0.92101,4.97538,5.06145,0.88796
6.15000,0.20800,0.70447,4.98163,5.03549,0.90932
6.30000,0.16386,0.13329,4.99805,5.00251,0.93815
6.45000,0.01200,-0.48392,4.95258,4.97618,0.95951
6.60000,-0.16790,-0.83211,4.87613,4.94947,0.97820
6.75000,-0.27410,-0.74820,4.85504,4.92000,0.99848
6.90000,-0.24118,-0.27998,4.88602,4.89997,1.01251
7.05000,-0.07043,0.32665,4.89115,4.90255,1.00338
7.20000,0.15343,0.76308,4.84144,4.90361,0.99828
7.35000,0.28747,0.80138,4.81614,4.89081,1.00441
7.50000,0.26594,0.41206,4.84548,4.87023,1.01978
7.65000,0.10777,-0.19262,4.85325,4.85826,1.02948
7.80000,-0.10495,-0.68218,4.80025,4.84962,1.03398
7.95000,-0.25986,-0.80231,4.75649,4.83067,1.04713
8.10000,-0.28189,-0.49592,4.76652,4.80053,1.07223
8.25000,-0.15517,0.06076,4.77361,4.77651,1.08995
8.40000,0.06763,0.57874,4.73736,4.77306,1.08447
8.55000,0.25537,0.79668,4.70066,4.77453,1.07503
8.70000,0.30346,0.58890,4.70278,4.74922,1.08951
8.85000,0.19655,0.05669,4.69576,4.70022,1.13111
9.00000,0.01290,-0.50482,4.64501,4.67238,1.14815
9.15000,-0.16347,-0.76977,4.60656,4.67330,1.13629
9.30000,-0.26386,-0.60060,4.62215,4.66847,1.12742
9.45000,-0.23649,-0.10495,4.64490,4.65210,1.13444
9.60000,-0.09068,0.44728,4.61742,4.63992,1.13853
9.75000,0.09308,0.75986,4.57251,4.63615,1.14005
9.90000,0.21835,0.66606,4.56914,4.62259,1.15037
10.05000,0.22696,0.21218,4.57908,4.58961,1.17656
10.20000,0.12371,-0.34836,4.54799,4.56299,1.19910
10.35000,-0.03816,-0.70759,4.50380,4.55920,1.19878
10.50000,-0.18269,-0.67574,4.51169,4.56567,1.18948
10.65000,-0.24232,-0.28181,4.55278,4.56792,1.18508
10.80000,-0.16900,0.25316,4.55161,4.56178,1.18664
10.95000,0.01322,0.64434,4.50677,4.55262,1.19044
11.10000,0.20283,0.70685,4.48564,4.54552,1.19315
11.25000,0.27556,0.41376,4.50181,4.52917,1.20730
11.40000,0.17791,-0.10572,4.49164,4.49640,1.23447
11.55000,-0.00520,-0.58424,4.43537,4.47369,1.25125
11.70000,-0.15161,-0.74027,4.41568,4.47987,1.23827
11.85000,-0.22384,-0.46798,4.46442,4.49446,1.21754
12.00000,-0.20672,0.06159,4.49365,4.49883,1.21012
12.15000,-0.09199,0.54306,4.45479,4.48871,1.21838
12.30000,0.06766,0.71705,4.41753,4.47585,1.22641
12.45000,0.19615,0.49255,4.43016,4.46177,1.23166
12.60000,0.23284,-0.00208,4.43296,4.43907,1.24803
12.75000,0.16110,-0.49068,4.38618,4.41648,1.26470
12.90000,0.02369,-0.69987,4.35170,4.40769,1.26651
13.05000,-0.13185,-0.51241,4.38012,4.41196,1.24777
13.20000,-0.23847,-0.03223,4.41246,4.41901,1.23118
13.35000,-0.24126,0.46573,4.38533,4.41658,1.22812
13.50000,-0.13726,0.69787,4.34737,4.40516,1.23340
13.65000,0.03252,0.53962,4.35981,4.39320,1.23531
13.80000,0.19403,0.07965,4.37404,4.37907,1.23981
13.95000,0.26384,-0.42354,4.33027,4.35892,1.25289
14.10000,0.20850,-0.69095,4.28204,4.34243,1.26334
14.25000,0.04946,-0.57713,4.30050,4.33933,1.25733
14.40000,-0.14397,-0.14115,4.34444,4.34912,1.23839
14.55000,-0.26894,0.38093,4.33056,4.35560,1.22284
14.70000,-0.26305,0.69939,4.28047,4.34520,1.22337
14.85000,-0.13729,0.63611,4.27916,4.32836,1.22723
15.00000,0.05539,0.21304,4.31040,4.31602,1.23210
15.15000,0.22308,-0.34251,4.28209,4.30155,1.23897
15.30000,0.29197,-0.71440,4.20893,4.27910,1.25138
15.45000,0.22127,-0.68822,4.19557,4.25739,1.26134
15.60000,0.02661,-0.28720,4.24115,4.25095,1.25859
15.75000,-0.19357,0.26972,4.24707,4.26003,1.24707
15.90000,-0.31286,0.67411,4.20217,4.26738,1.23327
16.05000,-0.26076,0.71198,4.19740,4.26533,1.23255
16.20000,-0.06145,0.36977,4.24345,4.25997,1.23321
16.35000,0.17575,-0.16940,4.24557,4.25258,1.24107
16.50000,0.31794,-0.60730,4.18719,4.24293,1.24895
16.65000,0.28839,-0.71075,4.15823,4.22838,1.26010
16.80000,0.10118,-0.43453,4.19083,4.21451,1.26660
16.95000,-0.14523,0.07248,4.20319,4.20632,1.26820
17.10000,-0.31269,0.53843,4.15775,4.20411,1.26314
17.25000,-0.31183,0.71397,4.12983,4.20267,1.25462
17.40000,-0.14189,0.50832,4.16423,4.19753,1.24854
17.55000,0.11833,0.03060,4.18904,4.19082,1.24434
17.70000,0.32535,-0.44750,4.15072,4.18743,1.24320
17.85000,0.36057,-0.66085,4.11246,4.18080,1.24158
18.00000,0.18999,-0.50506,4.13126,4.16635,1.24312
18.15000,-0.09849,-0.07439,4.14738,4.14921,1.24423
18.30000,-0.34732,0.39896,4.10284,4.13680,1.24441
18.45000,-0.43288,0.64676,4.05475,4.12877,1.24205
18.60000,-0.29946,0.53137,4.07733,4.12270,1.24586
18.75000,0.00061,0.11803,4.11657,4.11826,1.24153
18.90000,0.30561,-0.36611,4.08602,4.11375,1.23839
19.05000,0.45376,-0.65383,4.03181,4.10961,1.24562
19.20000,0.36778,-0.58657,4.04693,4.10573,1.24690
19.35000,0.08462,-0.19966,4.09606,4.10180,1.24155
19.50000,-0.24588,0.30429,4.07805,4.09677,1.24189
19.65000,-0.44928,0.64441,4.01636,4.09246,1.24227
19.80000,-0.41875,0.63764,4.01698,4.08878,1.23500
19.95000,-0.16557,0.29059,4.07125,4.08496,1.23047
20.10000,0.17628,-0.21783,4.06921,4.07885,1.22340
20.25000,0.42372,-0.61098,4.00272,4.07119,1.21657
20.40000,0.44978,-0.67525,3.98296,4.06476,1.21940
20.55000,0.23756,-0.38313,4.03256,4.05768,1.21732
20.70000,-0.10117,0.11695,4.04791,4.05087,1.21364
20.85000,-0.38215,0.55334,3.98863,4.04492,1.21030
21.00000,-0.45736,0.69136,3.95385,4.03982,1.20978
21.15000,-0.28474,0.46899,3.99977,4.03722,1.20180
21.30000,0.04082,0.00253,4.03306,4.03327,1.19172
21.45000,0.33644,-0.46665,3.98350,4.02483,1.18741
21.60000,0.45381,-0.68062,3.93261,4.01679,1.18474
21.75000,0.32947,-0.52780,3.96232,4.01087,1.18646
21.90000,0.01946,-0.09443,4.00545,4.00661,1.18574
22.05000,-0.30591,0.38507,3.97299,4.00331,1.18755
22.20000,-0.46748,0.64596,3.91578,3.99614,1.18382
22.35000,-0.38082,0.55546,3.93263,3.98988,1.17546
22.50000,-0.08260,0.16301,3.98072,3.98491,1.17399
22.65000,0.26832,-0.31953,3.95585,3.97779,1.18503
22.80000,0.48292,-0.61968,3.88989,3.96843,1.18934
22.95000,0.44698,-0.57225,3.89439,3.96150,1.18904
23.10000,0.16106,-0.20928,3.94894,3.95776,1.18962
23.25000,-0.22745,0.26489,3.94162,3.95705,1.18426
23.40000,-0.49884,0.58408,3.87982,3.95512,1.17586
23.55000,-0.50489,0.57733,3.87489,3.95006,1.16868
23.70000,-0.23461,0.25392,3.92820,3.94338,1.16153
23.85000,0.17155,-0.21501,3.92820,3.93782,1.15336
24.00000,0.49533,-0.56567,3.86020,3.93275,1.14363
24.15000,0.56500,-0.59865,3.83661,3.92392,1.13593
