t,Fx,Fy,Fz,Fmag,Lz
0.15000,-0.04601,-3.33589,4.79215,5.83909,0.16063
0.30000,0.34867,-5.16213,2.68517,5.82917,0.16718
0.45000,1.53166,-5.36045,1.67708,5.82177,0.16631
0.60000,2.41125,-4.46573,2.81947,5.80571,0.17589
0.75000,1.78377,-2.48797,4.91554,5.79089,0.19284
0.90000,-0.01337,0.48925,5.77747,5.79816,0.18806
1.05000,-1.84141,3.20524,4.48635,5.81306,0.17318
1.20000,-3.29579,4.15252,2.37393,5.80872,0.19172
1.35000,-4.38972,3.38225,1.67098,5.78804,0.24643
1.50000,-4.37840,2.08415,3.12787,5.77042,0.28832
1.65000,-2.37900,0.77705,5.19151,5.76327,0.28786
1.80000,0.95597,-0.68338,5.63639,5.75759,0.28701
1.95000,3.81181,-1.70039,3.94949,5.74628,0.34105
2.10000,5.24252,-1.29729,1.92530,5.73356,0.43611
2.25000,5.44358,0.14824,1.73596,5.71560,0.52559
2.40000,4.27660,1.09500,3.58406,5.68628,0.57277
2.55000,1.39461,0.81310,5.44127,5.67569,0.56269
2.70000,-2.22505,-0.05583,5.23669,5.69007,0.54774
2.85000,-4.61553,-1.04651,3.15560,5.68824,0.59651
3.00000,-4.93992,-2.38461,1.41794,5.66566,0.69436
3.15000,-3.96602,-3.55531,1.84974,5.63836,0.79262
3.30000,-2.38161,-3.18431,3.96125,5.61279,0.85575
3.45000,-0.15460,-0.99447,5.49788,5.58923,0.87945
3.60000,2.24471,1.64716,4.82620,5.57172,0.90065
3.75000,3.38792,3.57666,2.57618,5.55943,0.98382
3.90000,2.60185,4.78241,1.04982,5.54466,1.12709
4.05000,1.00891,5.10720,1.84509,5.52320,1.26721
4.20000,-0.11321,3.66372,4.10821,5.50573,1.34089
4.35000,-0.79809,0.38470,5.44039,5.51206,1.32797
4.50000,-1.29436,-3.09398,4.39039,5.52482,1.31878
4.65000,-0.90636,-5.06108,2.00381,5.51827,1.38121
4.80000,0.67712,-5.41141,0.76099,5.50645,1.48641
4.95000,2.17150,-4.66993,1.93989,5.50335,1.58124
5.10000,2.18473,-2.63980,4.29792,5.49670,1.62070
5.25000,0.95383,0.67335,5.34808,5.47404,1.63468
5.40000,-0.53123,3.73142,3.92747,5.44341,1.66658
5.55000,-2.08707,4.76901,1.50690,5.41941,1.71791
5.70000,-3.72695,3.86597,0.60660,5.40406,1.80783
5.85000,-4.41783,2.21327,2.12261,5.37785,1.92252
6.00000,-2.97048,0.31368,4.44598,5.35619,1.93568
6.15000,0.11393,-1.79086,5.05215,5.36138,1.88480
6.30000,2.98328,-3.13165,3.18424,5.37091,1.89252
6.45000,4.64503,-2.55055,0.82208,5.36260,1.97727
6.60000,5.28947,-0.59091,0.46517,5.34266,2.09390
6.75000,4.61387,1.03073,2.45796,5.32839,2.16026
6.90000,1.95190,1.59081,4.68356,5.31754,2.14161
7.05000,-1.85025,1.53509,4.73446,5.30990,2.09540
7.20000,-4.59433,0.91377,2.50215,5.31071,2.08546
7.35000,-5.24637,-0.73064,0.34283,5.30809,2.11105
7.50000,-4.48980,-2.78404,0.48825,5.30543,2.16538
7.65000,-2.83662,-3.53453,2.74280,5.29738,2.24196
7.80000,-0.15028,-2.30616,4.75240,5.28453,2.28399
7.95000,2.90237,-0.17102,4.40299,5.27630,2.23169
8.10000,4.52579,1.80354,2.00355,5.26781,2.14049
8.25000,3.85220,3.57090,0.01217,5.25271,2.12174
8.40000,1.94754,4.82761,0.44124,5.22432,2.20935
8.55000,0.13748,4.35620,2.80640,5.18375,2.31219
