t,Fz,Fmag,Lz
19.92000,0.39575,5.99722,-0.00005
20.04000,0.09947,5.99722,-0.00005
20.16000,0.00029,5.99722,-0.00005
20.28000,0.12121,5.99722,-0.00005
20.40000,0.43419,5.99722,-0.00005
20.52000,0.86664,5.99722,-0.00005
20.64000,1.31829,5.99722,-0.00005
20.76000,1.68438,5.99722,-0.00005
20.88000,1.88003,5.99722,-0.00005
21.00000,1.85985,5.99722,-0.00005
21.12000,1.62853,5.99722,-0.00005
21.24000,1.23971,5.99722,-0.00005
21.36000,0.78357,5.99722,-0.00005
21.48000,0.36588,5.99722,-0.00005
21.60000,0.08350,5.99722,-0.00005
21.72000,0.00193,5.99722,-0.00005
21.84000,0.14008,5.99722,-0.00005
21.96000,0.46591,5.99722,-0.00005
22.08000,0.90386,5.99722,-0.00005
22.20000,1.35237,5.99722,-0.00005
22.32000,1.70742,5.99722,-0.00006
22.44000,1.88668,5.99722,-0.00006
22.56000,1.84858,5.99722,-0.00006
22.68000,1.60195,5.99722,-0.00006
22.80000,1.20398,5.99722,-0.00006
22.92000,0.74697,5.99722,-0.00005
23.04000,0.33691,5.99722,-0.00005
23.16000,0.06888,5.99722,-0.00005
23.28000,0.00504,5.99722,-0.00005
23.40000,0.16020,5.99722,-0.00005
23.52000,0.49838,5.99722,-0.00005
23.64000,0.94115,5.99722,-0.00005
23.76000,1.38583,5.99722,-0.00005
23.88000,1.72929,5.99722,-0.00005
24.00000,1.89189,5.99722,-0.00005
24.12000,1.83592,5.99722,-0.00005
24.24000,1.57435,5.99722,-0.00005
24.36000,1.16786,5.99722,-0.00004
24.48000,0.71069,5.99722,-0.00004
24.60000,0.30888,5.99722,-0.00005
24.72000,0.05561,5.99722,-0.00004
24.84000,0.00961,5.99722,-0.00004
24.96000,0.18155,5.99722,-0.00004
25.08000,0.53155,5.99722,-0.00005
25.20000,0.97845,5.99722,-0.00005
25.32000,1.41861,5.99722,-0.00005
25.44000,1.74995,5.99722,-0.00005
25.56000,1.89564,5.99722,-0.00005
25.68000,1.82189,5.99722,-0.00004
25.80000,1.54580,5.99722,-0.00004
25.92000,1.13139,5.99722,-0.00004
26.04000,0.67478,5.99722,-0.00004
26.16000,0.28185,5.99722,-0.00004
26.28000,0.04372,5.99722,-0.00004
26.40000,0.01563,5.99722,-0.00004
26.52000,0.20407,5.99722,-0.00004
26.64000,0.56536,5.99722,-0.00004
26.76000,1.01570,5.99722,-0.00004
26.88000,1.45067,5.99722,-0.00004
27.00000,1.76938,5.99722,-0.00004
27.12000,1.89794,5.99722,-0.00004
27.24000,1.80651,5.99722,-0.00004
27.36000,1.51632,5.99722,-0.00004
27.48000,1.09465,5.99722,-0.00004
27.60000,0.63929,5.99722,-0.00004
27.72000,0.25585,5.99722,-0.00003
27.84000,0.03324,5.99722,-0.00004
27.96000,0.02309,5.99722,-0.00004
28.08000,0.22775,5.99722,-0.00004
28.20000,0.59976,5.99722,-0.00003
28.32000,1.05286,5.99722,-0.00003
28.44000,1.48195,5.99722,-0.00003
28.56000,1.78755,5.99722,-0.00003
28.68000,1.89876,5.99722,-0.00003
28.80000,1.78981,5.99722,-0.00003
28.92000,1.48596,5.99722,-0.00003
29.04000,1.05768,5.99722,-0.00003
29.16000,0.60428,5.99722,-0.00003
29.28000,0.23091,5.99722,-0.00002
29.40000,0.02416,5.99722,-0.00002
29.52000,0.03197,5.99722,-0.00002
29.64000,0.25254,5.99722,-0.00002
29.76000,0.63471,5.99722,-0.00003
29.88000,1.08985,5.99722,-0.00003
30.00000,1.51242,5.99722,-0.00003
