t,AR,ell_angle,field_angle,lag,Lz,Fmag,Fz,Nv
9.12000,1.5197,-1.5533,2.3808,0.7925,0.5004,5.9528,0.2030,16
9.24000,1.5843,-1.5368,2.4948,0.8900,0.5132,5.9477,0.3315,10
9.36000,1.6084,-1.5234,2.6088,0.9906,0.5806,5.9452,0.4508,0
9.48000,1.5867,-1.5064,2.7228,1.0876,0.7028,5.9431,0.3434,0
9.60000,1.5226,-1.4897,2.8368,1.1849,0.8043,5.9444,0.3765,0
9.72000,1.4320,-1.4589,2.9508,1.2681,0.8905,5.9467,0.4982,0
9.84000,1.3284,-1.4123,3.0648,1.3355,0.9297,5.9466,0.4025,0
9.96000,1.2261,-1.3265,0.0372,1.3637,0.9386,5.9462,0.2902,0
10.08000,1.1334,-1.1591,0.1512,1.3104,0.9357,5.9461,0.4103,6
10.20000,1.0885,-0.7229,0.2652,0.9881,0.9276,5.9463,0.4544,17
10.32000,1.1327,-0.2941,0.3792,0.6733,0.8839,5.9456,0.2988,16
10.44000,1.2176,-0.1284,0.4932,0.6216,0.7582,5.9446,0.3156,30
10.56000,1.3107,-0.0522,0.6072,0.6594,0.6432,5.9443,0.4486,24
10.68000,1.4011,-0.0131,0.7212,0.7343,0.5773,5.9436,0.3498,24
10.80000,1.4793,0.0104,0.8352,0.8248,0.5169,5.9405,0.2465,10
10.92000,1.5345,0.0247,0.9492,0.9245,0.5101,5.9372,0.3694,4
11.04000,1.5565,0.0420,1.0632,1.0212,0.5707,5.9349,0.3980,4
11.16000,1.5377,0.0584,1.1772,1.1188,0.6898,5.9335,0.3230,0
11.28000,1.4828,0.0835,1.2912,1.2077,0.7770,5.9340,0.4187,0
11.40000,1.4015,0.1174,1.4052,1.2878,0.8505,5.9351,0.4877,0
11.52000,1.3053,0.1647,1.5192,1.3545,0.8517,5.9352,0.3521,6
11.64000,1.2063,0.2450,1.6332,1.3882,0.8387,5.9346,0.3126,6
11.76000,1.1196,0.4256,1.7472,1.3217,0.8397,5.9344,0.4464,8
11.88000,1.0795,0.8953,1.8612,0.9659,0.7817,5.9344,0.4147,10
12.00000,1.1292,1.3108,1.9752,0.6644,0.7371,5.9338,0.2803,13
12.12000,1.2140,1.4587,2.0892,0.6306,0.6718,5.9334,0.3616,20
12.24000,1.3036,1.5251,2.2032,0.6781,0.5867,5.9327,0.4488,18
12.36000,1.3877,1.5599,2.3172,0.7574,0.5011,5.9314,0.3123,22
12.48000,1.4572,-1.5612,2.4312,0.8508,0.4452,5.9293,0.2771,12
12.60000,1.5035,-1.5469,2.5452,0.9505,0.4460,5.9258,0.4111,3
12.72000,1.5178,-1.5309,2.6592,1.0485,0.5031,5.9210,0.3748,8
12.84000,1.4937,-1.5133,2.7732,1.1449,0.5877,5.9191,0.3080,0
12.96000,1.4375,-1.4883,2.8872,1.2339,0.7037,5.9202,0.4529,2
13.08000,1.3577,-1.4560,3.0012,1.3156,0.7715,5.9210,0.4758,6
13.20000,1.2654,-1.4123,3.1152,1.3859,0.7903,5.9208,0.3085,6
13.32000,1.1725,-1.3240,0.0876,1.4116,0.7989,5.9206,0.3375,9
13.44000,1.0940,-1.0933,0.2016,1.2950,0.8196,5.9205,0.4735,9
13.56000,1.0784,-0.5398,0.3156,0.8554,0.7923,5.9201,0.3732,24
13.68000,1.1374,-0.2023,0.4296,0.6319,0.7411,5.9192,0.2712,36
13.80000,1.2186,-0.0906,0.5436,0.6342,0.6486,5.9188,0.4065,36
13.92000,1.3013,-0.0347,0.6576,0.6923,0.5239,5.9182,0.4326,18
14.04000,1.3773,-0.0092,0.7716,0.7808,0.4488,5.9170,0.2761,22
14.16000,1.4372,0.0033,0.8856,0.8823,0.3783,5.9146,0.3167,15
14.28000,1.4740,0.0175,0.9996,0.9821,0.3850,5.9113,0.4348,8
14.40000,1.4811,0.0348,1.1136,1.0788,0.4379,5.9083,0.3359,0
14.52000,1.4554,0.0525,1.2276,1.1752,0.5323,5.9081,0.3050,0
14.64000,1.4029,0.0783,1.3416,1.2633,0.6408,5.9085,0.4750,2
14.76000,1.3315,0.1135,1.4556,1.3422,0.7138,5.9089,0.4535,6
14.88000,1.2489,0.1647,1.5696,1.4049,0.7133,5.9090,0.2853,17
15.00000,1.1676,0.2667,1.6836,1.4169,0.7144,5.9088,0.3601,19
15.12000,1.0977,0.4896,1.7976,1.3081,0.7174,5.9088,0.4809,28
15.24000,1.0763,0.9908,1.9116,0.9208,0.7439,5.9085,0.3391,33
15.36000,1.1268,1.3364,2.0256,0.6893,0.6969,5.9079,0.2738,42
15.48000,1.2005,1.4618,2.1396,0.6778,0.6383,5.9078,0.4377,38
15.60000,1.2769,1.5242,2.2536,0.7295,0.5722,5.9073,0.4209,26
15.72000,1.3484,1.5592,2.3676,0.8084,0.4847,5.9055,0.2546,9
15.84000,1.4076,-1.5668,2.4816,0.9069,0.4364,5.9035,0.3365,5
15.96000,1.4469,-1.5567,2.5956,1.0107,0.4452,5.9014,0.4525,10
16.08000,1.4598,-1.5484,2.7096,1.1165,0.4664,5.8985,0.3158,4
16.20000,1.4419,-1.5317,2.8236,1.2137,0.5084,5.8971,0.3079,0
16.32000,1.3950,-1.5126,2.9376,1.3087,0.5828,5.8987,0.5083,0
16.44000,1.3273,-1.4827,3.0516,1.3927,0.6425,5.8991,0.4417,0
16.56000,1.2482,-1.4402,0.0240,1.4642,0.6584,5.8987,0.2563,10
16.68000,1.1656,-1.3670,0.1380,1.5051,0.6409,5.8987,0.3836,27
16.80000,1.0894,-1.1933,0.2520,1.4453,0.6774,5.8985,0.4992,24
16.92000,1.0600,-0.6418,0.3660,1.0078,0.6695,5.8978,0.3081,29
17.04000,1.1082,-0.2192,0.4800,0.6992,0.6035,5.8973,0.2670,34
17.16000,1.1818,-0.0914,0.5940,0.6854,0.5425,5.8969,0.4701,38
17.28000,1.2565,-0.0251,0.7080,0.7332,0.4846,5.8966,0.4101,29
17.40000,1.3268,0.0088,0.8220,0.8132,0.3466,5.8958,0.2305,23
17.52000,1.3847,0.0223,0.9360,0.9137,0.3099,5.8936,0.3637,22
17.64000,1.4222,0.0325,1.0500,1.0175,0.3014,5.8915,0.4670,11
17.76000,1.4324,0.0420,1.1640,1.1221,0.3619,5.8893,0.2885,8
17.88000,1.4133,0.0545,1.2780,1.2235,0.4659,5.8879,0.3101,0
18.00000,1.3669,0.0696,1.3920,1.3225,0.5391,5.8878,0.5182,2
18.12000,1.3008,0.0969,1.5060,1.4091,0.5858,5.8874,0.4249,7
18.24000,1.2243,0.1449,1.6200,1.4751,0.6027,5.8871,0.2468,7
18.36000,1.1456,0.2303,1.7340,1.5037,0.6095,5.8871,0.3945,17
18.48000,1.0798,0.4655,1.8480,1.3825,0.6342,5.8869,0.4955,20
18.60000,1.0617,1.0464,1.9620,0.9157,0.6495,5.8866,0.2954,26
18.72000,1.1153,1.3890,2.0760,0.6871,0.5544,5.8863,0.2728,34
18.84000,1.1864,1.4921,2.1900,0.6979,0.4793,5.8858,0.4741,40
18.96000,1.2564,1.5494,2.3040,0.7547,0.4179,5.8850,0.4008,32
19.08000,1.3178,1.5686,2.4180,0.8494,0.3579,5.8841,0.2289,23
19.20000,1.3648,-1.5586,2.5320,0.9491,0.3753,5.8825,0.3733,18
19.32000,1.3933,-1.5471,2.6460,1.0515,0.3680,5.8798,0.4709,21
19.44000,1.3991,-1.5337,2.7600,1.1521,0.4008,5.8779,0.2802,7
19.56000,1.3796,-1.5177,2.8740,1.2502,0.5019,5.8760,0.2988,1
19.68000,1.3354,-1.5030,2.9880,1.3494,0.5513,5.8757,0.5170,2
19.80000,1.2757,-1.4725,3.1020,1.4330,0.5828,5.8760,0.4219,8
19.92000,1.2069,-1.4227,0.0744,1.4971,0.5462,5.8755,0.2415,5
20.04000,1.1370,-1.3289,0.1884,1.5174,0.5721,5.8749,0.3978,16
20.16000,1.0747,-1.1053,0.3024,1.4078,0.5555,5.8747,0.4938,27
20.28000,1.0623,-0.5466,0.4164,0.9631,0.4992,5.8743,0.2884,23
20.40000,1.1127,-0.2253,0.5304,0.7558,0.4599,5.8738,0.2763,57
20.52000,1.1778,-0.1105,0.6444,0.7550,0.4015,5.8733,0.4771,43
20.64000,1.2414,-0.0520,0.7584,0.8105,0.3356,5.8729,0.3924,28
20.76000,1.2977,-0.0202,0.8724,0.8927,0.2544,5.8719,0.2246,24
20.88000,1.3407,0.0028,0.9864,0.9836,0.2495,5.8697,0.3779,18
21.00000,1.3645,0.0136,1.1004,1.0869,0.2661,5.8678,0.4677,16
21.12000,1.3662,0.0260,1.2144,1.1885,0.2675,5.8656,0.2856,9
21.24000,1.3457,0.0442,1.3284,1.2843,0.3193,5.8640,0.3187,1
21.36000,1.3046,0.0720,1.4424,1.3704,0.4086,5.8639,0.5187,0
21.48000,1.2476,0.1068,1.5564,1.4497,0.4980,5.8638,0.4079,9
21.60000,1.1827,0.1624,1.6704,1.5081,0.5589,5.8635,0.2442,18
21.72000,1.1163,0.2577,1.7844,1.5267,0.5490,5.8631,0.4100,17
21.84000,1.0649,0.5472,1.8984,1.3512,0.5939,5.8626,0.4884,32
21.96000,1.0657,1.1040,2.0124,0.9084,0.5548,5.8621,0.2769,35
22.08000,1.1139,1.3875,2.1264,0.7390,0.5003,5.8616,0.2850,47
22.20000,1.1733,1.4864,2.2404,0.7540,0.4309,5.8615,0.4829,54
22.32000,1.2296,1.5309,2.3544,0.8236,0.3846,5.8612,0.3808,32
22.44000,1.2764,1.5664,2.4684,0.9021,0.3518,5.8599,0.2252,22
22.56000,1.3103,-1.5517,2.5824,0.9926,0.3246,5.8580,0.3936,18
22.68000,1.3281,-1.5345,2.6964,1.0894,0.3039,5.8562,0.4671,18
22.80000,1.3266,-1.5170,2.8104,1.1859,0.3611,5.8543,0.2753,7
22.92000,1.3065,-1.4962,2.9244,1.2791,0.4694,5.8535,0.3238,1
23.04000,1.2696,-1.4746,3.0384,1.3715,0.5406,5.8534,0.5237,6
23.16000,1.2221,-1.4383,0.0109,1.4492,0.5367,5.8537,0.3948,5
23.28000,1.1674,-1.3903,0.1249,1.5151,0.5183,5.8534,0.2420,22
23.40000,1.1111,-1.2922,0.2389,1.5311,0.5396,5.8531,0.4216,28
23.52000,1.0655,-1.0305,0.3529,1.3834,0.5031,5.8529,0.4823,27
23.64000,1.0604,-0.5219,0.4669,0.9888,0.4608,5.8523,0.2686,42
23.76000,1.1001,-0.2138,0.5809,0.7946,0.4353,5.8515,0.2961,45
23.88000,1.1526,-0.0902,0.6949,0.7851,0.3882,5.8513,0.4885,34
24.00000,1.2045,-0.0289,0.8089,0.8378,0.3326,5.8504,0.3714,20
24.12000,1.2497,0.0054,0.9229,0.9175,0.3148,5.8494,0.2271,27
24.24000,1.2830,0.0242,1.0369,1.0127,0.3096,5.8484,0.4060,25
24.36000,1.3016,0.0392,1.1509,1.1116,0.2994,5.8467,0.4606,17
24.48000,1.3032,0.0602,1.2649,1.2046,0.3701,5.8451,0.2604,15
24.60000,1.2881,0.0916,1.3789,1.2873,0.4724,5.8447,0.3234,3
24.72000,1.2568,0.1151,1.4929,1.3778,0.5269,5.8448,0.5230,3
24.84000,1.2161,0.1583,1.6069,1.4485,0.5805,5.8444,0.3804,5
24.96000,1.1702,0.2244,1.7209,1.4964,0.5986,5.8438,0.2363,18
25.08000,1.1234,0.3322,1.8349,1.5026,0.6398,5.8436,0.4284,38
25.20000,1.0830,0.5407,1.9489,1.4082,0.6522,5.8433,0.4802,26
25.32000,1.0637,0.9332,2.0629,1.1297,0.6238,5.8426,0.2601,38
25.44000,1.0894,1.2803,2.1769,0.8965,0.5422,5.8421,0.3004,39
25.56000,1.1341,1.4270,2.2909,0.8638,0.5342,5.8418,0.4956,46
25.68000,1.1803,1.4976,2.4049,0.9073,0.5192,5.8415,0.3618,35
25.80000,1.2205,1.5336,2.5189,0.9852,0.5107,5.8408,0.2244,18
25.92000,1.2505,-1.5690,2.6329,1.0602,0.4980,5.8395,0.4161,16
26.04000,1.2697,-1.5404,2.7469,1.1457,0.5266,5.8385,0.4605,20
26.16000,1.2753,-1.5160,2.8609,1.2353,0.5412,5.8366,0.2565,13
26.28000,1.2645,-1.4901,2.9749,1.3233,0.5823,5.8352,0.3249,4
26.40000,1.2410,-1.4480,3.0889,1.3952,0.5912,5.8349,0.5147,8
26.52000,1.2061,-1.4082,0.0613,1.4694,0.5825,5.8342,0.3719,8
26.64000,1.1670,-1.3426,0.1753,1.5178,0.6170,5.8339,0.2441,21
26.76000,1.1243,-1.2488,0.2893,1.5381,0.5860,5.8340,0.4299,25
26.88000,1.0867,-1.0646,0.4033,1.4679,0.5421,5.8338,0.4686,24
27.00000,1.0704,-0.7385,0.5173,1.2558,0.5774,5.8333,0.2599,35
27.12000,1.0812,-0.3907,0.6313,1.0220,0.5425,5.8327,0.3096,53
27.24000,1.1153,-0.1925,0.7453,0.9378,0.5382,5.8325,0.4896,45
27.36000,1.1555,-0.0890,0.8593,0.9483,0.4802,5.8321,0.3585,41
27.48000,1.1934,-0.0354,0.9733,1.0087,0.4652,5.8313,0.2362,34
27.60000,1.2237,0.0033,1.0873,1.0840,0.4269,5.8295,0.4205,26
27.72000,1.2434,0.0284,1.2013,1.1728,0.4394,5.8280,0.4534,20
27.84000,1.2498,0.0576,1.3153,1.2577,0.4538,5.8271,0.2601,12
27.96000,1.2425,0.0860,1.4293,1.3432,0.4854,5.8249,0.3304,5
28.08000,1.2223,0.1124,1.5433,1.4309,0.5433,5.8242,0.5021,3
28.20000,1.1926,0.1509,1.6573,1.5064,0.5975,5.8245,0.3603,9
28.32000,1.1576,0.2136,1.7713,1.5577,0.6116,5.8239,0.2554,12
28.44000,1.1189,0.3061,1.8853,-1.5624,0.6183,5.8234,0.4355,22
28.56000,1.0847,0.4778,1.9993,1.5215,0.5774,5.8227,0.4537,29
28.68000,1.0667,0.7789,2.1133,1.3343,0.5995,5.8226,0.2617,37
28.80000,1.0764,1.1129,2.2273,1.1144,0.5959,5.8224,0.3260,35
28.92000,1.1063,1.3172,2.3413,1.0240,0.5779,5.8217,0.4811,43
29.04000,1.1415,1.4374,2.4553,1.0179,0.5367,5.8213,0.3460,30
29.16000,1.1747,1.5195,2.5693,1.0498,0.5204,5.8208,0.2550,26
29.28000,1.2036,1.5622,2.6833,1.1210,0.5264,5.8193,0.4265,26
29.40000,1.2229,-1.5536,2.7973,1.2092,0.4990,5.8180,0.4347,25
29.52000,1.2300,-1.5279,2.9113,1.2976,0.5163,5.8172,0.2633,14
29.64000,1.2243,-1.5033,3.0253,1.3870,0.5306,5.8160,0.3419,3
29.76000,1.2074,-1.4636,3.1393,1.4612,0.5466,5.8154,0.4817,2
29.88000,1.1805,-1.4248,0.1117,1.5364,0.5504,5.8148,0.3469,10
30.00000,1.1471,-1.3681,0.2257,-1.5478,0.5423,5.8142,0.2740,15
