t_ms,N,N0
161.93076,224902,167531
162.27311,224763,167403
162.61546,224624,167202
162.95781,224486,166923
163.30016,224349,166780
163.64250,224212,166760
163.98485,224076,166916
164.32720,223939,166798
164.66955,223803,166635
165.01190,223667,166462
165.35425,223531,166097
165.69659,223396,166121
166.03894,223262,165845
166.38129,223129,165882
166.72364,222995,165826
167.06599,222863,165846
167.40834,222730,165636
167.75068,222598,165690
168.09303,222467,165464
168.43538,222335,165362
168.77773,222204,165167
169.12008,222074,164939
169.46243,221944,164935
169.80478,221815,164883
170.14712,221686,165006
170.48947,221558,164782
170.83182,221430,164545
171.17417,221302,164442
171.51652,221175,164471
171.85887,221048,164196
172.20121,220922,163927
172.54356,220796,163814
172.88591,220671,163872
173.22826,220546,163911
173.57061,220422,163722
173.91296,220299,163746
174.25530,220176,163506
174.59765,220053,163368
174.94000,219930,163374
175.28235,219808,163443
175.62470,219686,163182
175.96705,219565,163082
176.30939,219444,162999
176.65174,219325,162763
176.99409,219205,162518
177.33644,219086,162316
177.67879,218968,162144
178.02114,218850,162389
178.36348,218732,162416
178.70583,218614,162185
179.04818,218497,162060
179.39053,218380,162014
179.73288,218264,161877
180.07523,218148,161736
180.41757,218033,161512
180.75992,217919,161136
181.10227,217805,161035
181.44462,217691,161060
181.78697,217578,161322
182.12932,217465,161559
182.47166,217352,161464
182.81401,217240,161205
183.15636,217128,160929
183.49871,217016,161022
183.84106,216906,160876
184.18341,216795,160644
184.52575,216686,160571
184.86810,216576,160123
185.21045,216467,160001
185.55280,216359,160051
185.89515,216250,160020
186.23750,216142,160042
186.57984,216034,160127
186.92219,215927,160009
187.26454,215821,160070
187.60689,215714,159898
187.94924,215609,159622
188.29159,215503,159623
188.63393,215398,159196
188.97628,215294,159230
189.31863,215190,159210
189.66098,215086,159015
190.00333,214983,158986
190.34568,214880,159037
190.68802,214777,159039
191.03037,214675,159000
191.37272,214573,159058
191.71507,214472,158771
192.05742,214371,158634
192.39977,214271,158502
192.74211,214171,158505
193.08446,214071,158244
193.42681,213972,157958
193.76916,213873,157816
194.11151,213774,157987
194.45386,213676,157947
194.79620,213578,157933
195.13855,213481,157936
195.48090,213384,157896
195.82325,213288,157720
196.16560,213192,157810
196.50795,213096,157906
196.85029,213001,157819
197.19264,212906,157412
197.53499,212811,157194
197.87734,212717,157066
198.21969,212623,156700
198.56204,212529,156822
198.90438,212436,156953
199.24673,212344,156852
199.58908,212251,156994
199.93143,212159,156737
200.27378,212068,156640
200.61613,211977,156500
200.95847,211886,156534
201.30082,211796,156348
201.64317,211706,156101
201.98552,211616,156062
202.32787,211527,155996
202.67022,211438,155784
203.01256,211349,155743
203.35491,211261,155616
203.69726,211173,155730
204.03961,211085,155796
204.38196,210998,155784
204.72431,210912,155732
205.06665,210826,155547
205.40900,210740,155442
205.75135,210654,155316
206.09370,210569,155298
206.43605,210484,155411
206.77840,210400,155365
207.12074,210315,155085
207.46309,210231,154996
207.80544,210148,154872
208.14779,210065,154837
208.49014,209982,154784
208.83249,209900,154763
209.17483,209818,154636
209.51718,209736,154526
209.85953,209655,154386
210.20188,209574,154433
210.54423,209493,154351
210.88658,209413,154309
211.22892,209333,154131
211.57127,209253,154091
211.91362,209174,154015
212.25597,209095,153899
212.59832,209017,153912
212.94067,208939,154045
213.28301,208861,153952
213.62536,208784,153999
213.96771,208707,153860
214.31006,208630,153895
214.65241,208553,153788
214.99476,208477,153697
215.33710,208401,153612
215.67945,208325,153614
216.02180,208250,153590
216.36415,208176,153521
216.70650,208102,153349
217.04885,208028,153173
217.39119,207954,153281
217.73354,207881,153357
218.07589,207808,153219
218.41824,207735,153285
218.76059,207663,153160
219.10294,207591,153129
219.44528,207519,153092
219.78763,207448,152869
220.12998,207377,152763
220.47233,207306,152748
220.81468,207235,152793
221.15703,207165,152696
221.49937,207096,152578
221.84172,207027,152409
222.18407,206958,152232
222.52642,206889,152286
222.86877,206821,152170
223.21112,206753,152293
223.55346,206685,152278
223.89581,206617,152215
224.23816,206550,152254
224.58051,206483,152208
224.92286,206417,151948
225.26521,206351,151555
225.60755,206285,151383
225.94990,206220,151301
226.29225,206155,151476
226.63460,206090,151627
226.97695,206026,151714
227.31930,205961,151699
227.66164,205897,151617
228.00399,205834,151438
228.34634,205770,151477
228.68869,205707,151440
229.03104,205645,151245
229.37339,205583,151151
229.71573,205521,150955
230.05808,205459,150793
230.40043,205398,150622
230.74278,205337,150339
231.08513,205277,150378
231.42748,205216,150427
231.76982,205156,150560
232.11217,205096,150732
232.45452,205037,150657
232.79687,204977,150688
233.13922,204919,150479
233.48157,204860,150632
233.82391,204802,150639
234.16626,204744,150546
234.50861,204686,150238
234.85096,204629,149935
235.19331,204572,149904
235.53566,204516,149760
235.87800,204459,149722
236.22035,204403,149583
236.56270,204348,149476
236.90505,204292,149557
237.24740,204237,149766
237.58975,204182,149865
237.93209,204127,149961
238.27444,204073,150019
238.61679,204019,149896
238.95914,203965,149841
239.30149,203912,149769
239.64384,203859,149845
239.98618,203806,149739
240.32853,203754,149469
240.67088,203702,149347
241.01323,203650,149195
241.35558,203598,149111
241.69793,203547,148915
242.04027,203496,148763
242.38262,203445,148784
242.72497,203395,148868
243.06732,203345,149060
243.40967,203295,148958
243.75202,203245,149030
244.09436,203196,148953
244.43671,203147,149037
244.77906,203099,148972
245.12141,203051,149029
245.46376,203003,148903
245.80611,202955,148758
246.14845,202908,148543
246.49080,202860,148322
246.83315,202814,148257
247.17550,202767,148122
247.51785,202721,148181
247.86020,202675,148071
248.20254,202629,147885
248.54489,202584,147840
248.88724,202539,147787
249.22959,202494,147830
249.57194,202449,147654
249.91429,202405,147855
250.25663,202361,147961
250.59898,202317,148058
250.94133,202274,147967
251.28368,202231,147885
251.62603,202188,147895
251.96838,202146,147798
252.31072,202104,147771
252.65307,202062,147621
252.99542,202020,147496
253.33777,201979,147314
253.68012,201938,147365
254.02247,201897,147215
254.36481,201857,147095
254.70716,201817,146837
255.04951,201777,146722
255.39186,201737,146810
255.73421,201698,147000
256.07656,201658,147050
256.41890,201620,147175
256.76125,201581,147152
257.10360,201543,146983
257.44595,201505,147117
257.78830,201468,146874
258.13065,201431,146700
258.47299,201394,146575
258.81534,201357,146821
259.15769,201321,146793
259.50004,201285,146755
259.84239,201249,146684
260.18474,201213,146698
260.52708,201178,146581
260.86943,201143,146434
261.21178,201108,146344
261.55413,201073,146423
261.89648,201039,146319
262.23883,201005,146183
262.58117,200972,146195
262.92352,200938,146189
263.26587,200905,146235
263.60822,200873,146170
263.95057,200840,146326
264.29292,200808,146161
264.63526,200777,145991
264.97761,200745,145773
265.31996,200714,145834
265.66231,200683,145717
266.00466,200652,145561
266.34701,200622,145700
266.68935,200591,145770
267.03170,200561,145676
267.37405,200532,145626
267.71640,200502,145563
268.05875,200473,145427
268.40110,200444,145307
268.74344,200416,145201
269.08579,200387,145139
269.42814,200359,145258
269.77049,200332,145417
270.11284,200305,145500
270.45519,200278,145468
270.79753,200251,145438
271.13988,200224,145182
271.48223,200198,145199
271.82458,200172,145042
272.16693,200147,144815
272.50928,200121,144752
272.85162,200095,144725
273.19397,200070,144721
273.53632,200044,144763
273.87867,200018,144669
274.22102,199992,144637
274.56337,199967,144560
274.90571,199941,144566
275.24806,199915,144672
275.59041,199889,144768
275.93276,199863,144694
276.27511,199837,144695
276.61746,199811,144530
276.95980,199785,144412
277.30215,199760,144416
277.64450,199734,144366
277.98685,199709,144398
278.32920,199684,144487
278.67155,199659,144563
279.01389,199634,144370
279.35624,199609,144193
279.69859,199585,143974
280.04094,199560,144007
280.38329,199535,144032
280.72564,199510,143903
281.06798,199485,143865
281.41033,199459,144047
281.75268,199434,143895
282.09503,199409,143798
282.43738,199383,143755
282.77973,199357,143922
283.12207,199331,143959
283.46442,199306,144022
283.80677,199280,144032
284.14912,199255,143849
284.49147,199229,143722
284.83382,199204,143799
285.17616,199179,143598
285.51851,199154,143606
285.86086,199129,143555
286.20321,199104,143597
286.54556,199080,143548
286.88791,199055,143491
287.23025,199030,143336
287.57260,199005,143256
287.91495,198980,143190
288.25730,198955,143212
288.59965,198930,143284
288.94200,198905,143319
289.28434,198880,143454
289.62669,198854,143387
289.96904,198829,143311
290.31139,198804,143388
290.65374,198778,143409
290.99609,198753,143412
291.33843,198727,143526
291.68078,198702,143441
292.02313,198677,143265
292.36548,198652,143133
292.70783,198627,143142
293.05018,198602,143210
293.39252,198577,143194
293.73487,198553,143169
294.07722,198528,143125
294.41957,198503,142986
294.76192,198479,142921
295.10427,198454,142882
295.44661,198429,142829
295.78896,198404,142837
296.13131,198379,142866
296.47366,198354,142847
296.81601,198329,142900
297.15836,198304,142939
297.50070,198279,142960
297.84305,198253,143050
298.18540,198228,143160
298.52775,198203,143057
298.87010,198178,142959
299.21245,198153,142879
299.55479,198128,142811
299.89714,198103,142726
300.23949,198078,142708
300.58184,198053,142831
300.92419,198029,142875
301.26654,198004,142894
301.60888,197980,142798
301.95123,197955,142737
302.29358,197930,142671
302.63593,197906,142705
302.97828,197881,142641
303.32063,197856,142670
303.66297,197831,142702
304.00532,197807,142643
304.34767,197782,142668
304.69002,197757,142633
305.03237,197732,142346
305.37472,197707,142328
305.71706,197681,142330
306.05941,197657,142394
306.40176,197632,142382
306.74411,197607,142342
307.08646,197582,142440
307.42881,197557,142452
307.77115,197533,142455
308.11350,197508,142377
308.45585,197483,142348
308.79820,197459,142222
309.14055,197434,142251
309.48290,197410,142311
309.82524,197385,142228
310.16759,197361,142423
310.50994,197336,142402
310.85229,197312,142354
311.19464,197287,142351
311.53699,197262,142369
311.87933,197238,142361
312.22168,197213,142354
312.56403,197188,142386
312.90638,197163,142264
313.24873,197138,142165
313.59108,197114,142074
313.93342,197089,142125
314.27577,197064,142056
314.61812,197040,142039
314.96047,197015,142114
315.30282,196991,142127
315.64517,196966,142257
315.98751,196942,142145
316.32986,196917,141963
316.67221,196893,141862
317.01456,196868,141940
317.35691,196844,142068
317.69926,196820,142082
318.04160,196795,141900
318.38395,196771,141838
318.72630,196746,141871
319.06865,196721,141951
319.41100,196697,142173
319.75335,196672,142260
320.09569,196648,142064
320.43804,196623,142043
320.78039,196598,142039
321.12274,196574,141946
321.46509,196549,141976
321.80744,196525,141825
322.14978,196500,141698
322.49213,196476,141586
322.83448,196452,141643
323.17683,196427,141695
323.51918,196403,141777
323.86153,196379,141728
324.20387,196355,141659
324.54622,196330,141668
324.88857,196306,141701
325.23092,196282,141659
325.57327,196257,141617
325.91562,196233,141682
326.25796,196209,141598
326.60031,196184,141284
326.94266,196160,141360
327.28501,196135,141334
327.62736,196111,141329
327.96971,196086,141279
328.31205,196062,141280
328.65440,196038,141397
328.99675,196013,141456
329.33910,195989,141286
329.68145,195965,141418
330.02380,195940,141462
330.36614,195916,141320
330.70849,195892,141465
331.05084,195868,141484
331.39319,195844,141411
331.73554,195820,141357
332.07789,195796,141441
332.42023,195771,141376
332.76258,195747,141069
333.10493,195723,140941
333.44728,195699,140824
333.78963,195674,140771
334.13198,195650,140825
334.47432,195626,140904
334.81667,195601,140884
335.15902,195577,140866
335.50137,195553,140803
335.84372,195529,140873
336.18607,195505,140822
336.52842,195480,140582
336.87076,195456,140643
337.21311,195432,140812
337.55546,195408,140886
337.89781,195384,140792
338.24016,195360,140727
338.58251,195336,140636
338.92485,195312,140548
339.26720,195288,140573
339.60955,195263,140589
339.95190,195239,140639
340.29425,195215,140682
340.63660,195191,140708
340.97894,195167,140827
341.32129,195143,140921
341.66364,195119,140883
342.00599,195095,140721
342.34834,195071,140666
342.69069,195047,140584
343.03303,195023,140570
343.37538,194998,140555
343.71773,194974,140679
344.06008,194950,140601
344.40243,194926,140517
344.74478,194902,140470
345.08712,194879,140409
345.42947,194855,140436
345.77182,194831,140400
346.11417,194807,140455
346.45652,194783,140424
346.79887,194759,140442
347.14121,194735,140461
347.48356,194711,140318
347.82591,194687,140447
348.16826,194663,140579
348.51061,194639,140623
348.85296,194615,140614
349.19530,194591,140487
349.53765,194567,140530
349.88000,194543,140514
350.22235,194519,140439
350.56470,194495,140224
350.90705,194471,140112
351.24939,194448,140122
351.59174,194424,139985
351.93409,194400,140037
352.27644,194376,140045
352.61879,194352,140169
352.96114,194328,140198
353.30348,194305,140156
353.64583,194281,140209
353.98818,194257,140286
354.33053,194233,140273
354.67288,194210,140114
355.01523,194186,140180
355.35757,194162,140084
355.69992,194138,140108
356.04227,194114,139975
356.38462,194090,139747
356.72697,194067,139786
357.06932,194043,139900
357.41166,194019,139987
