c1_ratio,B_uG,kappa,gs_seed,E_gs,E_gap_seeds,Fz,phase,phase_distance,spin_order,nematic_order,Q6,q6_maj,T2,T4,T6,T12,E_density_c0,E_spin_c1,E_ddi,E_zeeman,E_trap
0.0,48.0,1.0,stretched,6.4096850551834175,1.1023182366898254e-11,-5.9443627351872825,ferromagnetic,unknown,0.9999356682204367,1.2043304346299859e-17,1.0127426748229584,0.95179505176032,0.6284722615452312,0.20795893995360107,0.03409323806992459,1.9838943731761715e-7,5.429084007588568,0.0,-1.5186677269979747,-4.221596150631336,6.5724136285947745
0.0,55.0,1.0,polar,5.7935068938232455,1.709032915186981e-11,-5.95406147303793,ferromagnetic,unknown,0.999966046931903,1.3650980644345798e-19,1.050941130556169,0.9960691349996225,0.6285190658884359,0.20797037248523087,0.034075561441783725,1.9542740373402898e-7,5.420769624684177,0.0,-1.5119255395732392,-4.845137353989198,6.5841820957665735
0.0,62.0,1.0,polar,5.176463583146727,1.1511680497733323e-11,-5.961255812733395,ferromagnetic,unknown,0.9999808107900482,2.7797678382479313e-21,1.0660507286938303,1.0172080274107898,0.6285418287931014,0.2079759422851574,0.03406694616872447,1.9404533097209598e-7,5.413824232371326,0.0,-1.5064644843906168,-5.468390189736317,6.593975359271734
0.0,75.0,1.0,polar,4.028901877993189,1.8465229345565604e-12,-5.970600296266634,ferromagnetic,unknown,0.99999235624133,5.7569696968893164e-24,1.16718649448499,1.122788959355278,0.6285596362238673,0.20798030352412794,0.03406019888346722,1.9298746751088195e-7,5.403463712412003,0.0,-1.498549502952001,-6.62535644099331,6.60853353754275
0.0,100.0,1.0,polar,1.8183274226297799,1.2331247134511614e-11,-5.980927385147527,ferromagnetic,unknown,0.99999814592207,6.623844206113049e-27,1.1903655665368948,1.1619920187288457,0.6285685680352484,0.20798249219018214,0.03405681238567375,1.9246359420917376e-7,5.389328910673748,0.0,-1.4880927416085505,-8.849086283095923,6.628299482772649
0.0,0.0,1.3,stretched,9.798746901694578,0.0015063248025626308,7.10608771885236e-10,ferromagnetic,unknown,0.9784734377596043,0.0023770283230549897,0.6366529081776764,0.6087285779151188,0.6015776030730924,0.20227447331632248,0.04203213391484019,0.00048002110564287104,7.5123304165762175,0.0,-3.9711091885668663,-1.8769523028831983e-6,5.785542686589251
0.0,25.0,1.3,stretched,9.508665515171309,0.00017378700519188328,-1.8484470629733032,ferromagnetic,unknown,0.9752957446115881,0.0001583930512799738,0.440119049478504,0.4194508583861953,0.598472526749103,0.20139643507909552,0.042449078416105485,0.0005115731082458683,7.146281602575873,0.0,-3.4490797783288594,-0.6838603891387307,6.012691315587211
0.0,40.0,1.3,polar,8.852778146636217,0.005168346733736229,-3.7901605241452887,ferromagnetic,unknown,0.9796809144391294,2.746576282272372e-9,0.5799600960434362,0.5498527154656042,0.601772225649498,0.2024382825186175,0.04161069035415931,5.743487760280603e-5,6.4537499942468015,0.0,-2.345834056821669,-2.2430710254397996,6.566702302940627
0.0,48.0,1.3,polar,8.352507921296958,1.0864020794087992e-10,-5.455420428448269,ferromagnetic,unknown,0.9988032208930603,3.683740834793139e-11,0.5802215456733586,0.5684395541663566,0.6267434338906959,0.20754544230764926,0.034729199148361437,3.820949938455781e-7,5.814331945145871,0.0,-1.1254747253823285,-3.874358268339256,7.260558893554531
0.0,55.0,1.3,polar,7.771198842139416,2.8270719099054986e-12,-5.760739449038627,ferromagnetic,unknown,0.9990674289259059,3.1446833770658747e-11,0.6524261150884034,0.6133038640383336,0.6271506068365628,0.20764491478830224,0.034575372876359374,3.578671487067386e-7,5.720954081637774,0.0,-0.889639764553481,-4.687822108932387,7.423317554341919
0.0,62.0,1.3,polar,7.168325473891071,9.044764937016225e-11,-5.845246509321071,ferromagnetic,unknown,0.9995245820241061,2.8725039146385847e-13,0.7941376968156486,0.748267887679711,0.627843027729755,0.20780760990410535,0.034326350645608704,2.549593258891649e-7,5.674574374274563,0.0,-0.811823956294968,-5.361973221062081,7.48381260319106
0.0,75.0,1.3,polar,6.038993026335784,3.058620023921321e-11,-5.892656454886064,ferromagnetic,unknown,0.9998528093265955,1.0484975936825832e-16,0.9267681830554931,0.8765346619121314,0.6283447516521852,0.20792788322678013,0.03414122544133381,2.070048618747512e-7,5.626313445136176,0.0,-0.75389780241722,-6.538865602246454,7.535002729284447
0.0,100.0,1.3,stretched,3.8502249756065163,4.005951126373475e-11,-5.9360436032670245,ferromagnetic,unknown,0.9999747110999093,1.571296916393573e-21,1.0073860842838551,0.9632965305475188,0.6285324216303301,0.20797363887963183,0.03407050959544877,1.9460709505126145e-7,5.56842386494417,0.0,-0.6898337207380093,-8.782678776840873,7.596253985702452
0.0,0.0,1.6,stretched,10.60628011097202,1.424910258407408e-5,-7.812239337422547e-11,ferromagnetic,unknown,0.9816603476853437,0.0019855581545700214,0.6245909176209532,0.59260263866968,0.6054714172894758,0.20308049064453043,0.04092599717968697,0.00040105454040058097,8.197774100655081,0.0,-4.3475572274026915,-1.9560710300815726e-6,6.2660669389161185
0.0,25.0,1.6,stretched,10.368854590723005,0.08052034959640864,-1.205560148729291,ferromagnetic,unknown,0.9818772009296226,3.100340228995887e-7,0.5752453089360322,0.5479712344985079,0.6056249423165108,0.20300254551819447,0.04069307851731377,0.0003147786446837976,7.992670877737168,0.0,-4.046098627161863,-0.4459242479827628,6.377278720478972
0.0,40.0,1.6,stretched,9.940554174603104,1.3843250693312825e-5,-2.33144696851313,ferromagnetic,unknown,0.9788886239239806,5.566109591329549e-8,0.5573153945578004,0.5390281157554809,0.5998947155336324,0.20148550133775772,0.04297018303502714,0.000125425052932401,7.573348399497013,0.0,-3.4051756085626357,-1.3798006199607893,6.656853024877521
0.0,48.0,1.6,stretched,9.590886450411144,0.0002124365566444908,-3.149188342245969,ferromagnetic,unknown,0.9801854192214376,6.719122953583945e-9,0.34258965266337815,0.34345063909546997,0.6005759880157286,0.20166204127358692,0.04326065890248034,3.2647373188478066e-5,7.196740104423883,0.0,-2.788704068195848,-2.236514035738188,6.939499218912302
0.0,55.0,1.6,stretched,9.257934913350551,0.009572416519779026,-4.114568509114926,ferromagnetic,unknown,0.9780558053686085,2.4635740819670427e-5,0.5053680617235586,0.49722320611221105,0.6033229604295466,0.20228883610374035,0.04045369653279873,0.0003269041325236411,6.7269247257667795,0.0,-1.950082508854423,-3.3481541231800347,7.394370051670697
0.0,62.0,1.6,polar,8.781775753453797,0.005633156906586834,-4.751191864493727,ferromagnetic,unknown,0.9862110095803778,6.620034941223285e-11,0.5659488084800369,0.5432831494451678,0.6094835468320292,0.20450822605241636,0.03897206367049842,1.1298996321095408e-5,6.399748692427291,0.0,-1.3478989799612815,-4.358409089370041,7.704309924617838
0.0,75.0,1.6,polar,7.7256895738827795,2.0878498929732814e-10,-5.768855027404657,ferromagnetic,unknown,0.9986232933053989,1.8707817431427703e-11,0.7429205449733299,0.7115602303771503,0.6264841604568444,0.20749202199686376,0.034807998169683094,4.804757529583704e-7,5.946221301750091,0.0,-0.31186003271066365,-6.401488758227479,8.276734751529638
