c1_ratio,B_uG,kappa,gs_seed,E_gs,sigma0,sigma2,sigma4,sigma6,sigma8,sigma10,sigma12,mF,coh,fluxclosure,abschir,absLz,absFz,Jz,spin_mod,kspin,dens_mod,kdens
0.0,55.0,1.3,polar,7.771198842139416,7.584572588447964e-26,4.314894223101037e-25,5.052928985362077e-22,5.441379682796403e-20,3.6086626475690576e-12,3.734498310933082e-9,0.999999996261887,0.9999999988049301,0.802682875272759,0.43902963158235525,0.0038492438122777178,0.23655508788368246,5.760739449038627,-5.997294536922309,0.02865257622898991,0.9068996821171088,0.00621560668075621,0.9068996821171088
0.0,55.0,1.6,stretched,9.257934913350551,5.847280502169523e-13,2.297348856481691e-10,3.7424791168026166e-8,3.5960011836085124e-6,0.0002486670165028549,0.014357151897110126,0.9853905474300869,0.9952544894738726,0.4663889201947824,0.25307377408707304,0.05489263222403002,0.24793607883394989,4.114568509114926,-4.362504587948877,0.01374296162628721,1.1708024551734542,0.008941349807129477,1.0471975511965976
0.0,55.0,1.9,stretched,10.249170829569138,1.1472733625634668e-14,3.3205669567022456e-11,4.3981401162755906e-8,1.447446959915171e-5,0.0006206302428279293,0.020763580124498124,0.9786012711484574,0.9929689369224443,0.21377790517076836,0.21864155031873067,0.045743319271794126,0.10024097816849668,2.991527480063888,-3.0917684582323846,0.01941519696719087,1.0471975511965976,0.03107993049712942,1.0471975511965976
0.0,55.0,2.2,stretched,11.105528899218177,5.170020994876814e-12,3.2524195727463403e-9,9.852635522001812e-7,3.3010130799395977e-5,0.0009129521280409182,0.02501060525358242,0.9740424439664386,0.9914140192180901,0.19491472921181088,0.1845403368357064,0.027919136769004666,0.2322386941059586,2.30696137361191,-2.0747226795059515,0.02113095773740123,1.1708024551734542,0.048450481355564984,1.0471975511965976
0.0277777778,55.0,1.0,stretched,5.79326061531664,2.0891468579317112e-22,7.5740390477875235e-22,3.5483526145433573e-15,4.9851092322427674e-15,2.6298659395434906e-8,1.249486997488684e-7,0.9999998487526256,0.9999999447449383,0.9579836826007214,0.3385507268729045,1.7067517341714594e-5,0.04750530492343785,5.952186819947745,-5.999692124871182,0.03942082154702113,0.9068996821171088,0.004870297326854956,1.0471975511965976
0.0277777778,55.0,1.3,polar,7.680673953829163,0.016718488350227583,0.05227304508789157,0.031276621938783465,0.00788183681012374,0.004161905072858055,0.013183949968057827,0.8745041527720538,0.8775181807985318,0.8777374030471614,0.47067274453449826,7.283965222972521e-5,0.11982909334042047,4.938352678614921,-5.058181771955342,0.03584374938755682,1.1708024551734542,0.006691690233341315,0.9068996821171088
0.0277777778,55.0,1.6,polar,8.989564101547842,0.0036799669919735743,0.00471664324074839,0.00631264454082324,0.028016592176047208,0.20385739565282518,0.1356098156689872,0.6178069417285925,0.7755279988310818,0.7134679746613587,0.36395199556316876,0.051257068412184636,0.10707143827127731,3.7516588932153465,-3.858730331486624,0.01787506146864843,1.0471975511965976,0.013966883616704819,1.0471975511965976
0.0277777778,55.0,1.9,stretched,10.00052853465005,1.3129072849485806e-7,0.04340212907607857,0.03486085651922173,0.03772891515586923,0.234389145989008,0.3345043280049903,0.3151144939641018,0.5448190320283853,0.5932189035281894,0.2765116320761603,0.0634515840394738,0.0640710793613294,2.9986503084310425,-3.062721387792372,0.020647874510228488,1.1708024551734542,0.031585289291079253,1.0471975511965976
0.0277777778,55.0,2.2,polar,10.853342569944884,2.1482960914053702e-6,0.03010473006322489,0.029657563381387392,0.04267993332187622,0.14667411859450988,0.31333016421000187,0.43755134213290936,0.6651148691742871,0.45728481232192497,0.2324671179744151,0.06321395368701954,0.0410339729603749,2.526827275573413,-2.567861248533788,0.023541427705017468,1.1708024551734542,0.046847450120797746,1.0471975511965976
-0.015,62.0,1.0,stretched,5.17652038961983,2.867128797236491e-21,9.290788188521325e-21,6.111743877680006e-21,2.971982707582127e-21,2.580287233770482e-21,2.2358740446961144e-12,0.9999999999977579,0.9999999999992855,0.9645869043059299,0.33989095794977314,1.2290734073083965e-5,0.03827195481270447,5.961525731582266,-5.99979768639497,0.039849819368897234,0.9068996821171088,0.004899751043472297,1.0471975511965976
-0.015,62.0,1.3,polar,7.169541054609554,1.1609316193721692e-21,3.712514205152623e-21,2.3214342396619226e-21,6.2959029067445355e-22,8.707125066936966e-19,7.932036926579291e-11,0.9999999999206733,0.9999999999746613,0.8760836716267723,0.4582572995766382,6.281932660802084e-5,0.14604214819688402,5.852734350527374,-5.998776498724258,0.03535759174158101,1.1708024551734542,0.00596232978268272,0.9068996821171088
-0.015,62.0,1.6,stretched,8.800589776944257,1.961375627475136e-18,6.315225133894327e-18,4.010750964179058e-18,1.094115076097756e-18,9.256185840480307e-13,2.4674312989622304e-9,0.999999997531637,0.9999999992112524,0.5154574071093381,0.4311767905228786,0.027226904225615786,0.6933142579439657,5.300873064863711,-5.994187322807677,0.02341526794843783,0.9068996821171088,0.006795880754520741,0.9068996821171088
-0.015,62.0,1.9,polar,9.991979026241799,7.524807167417748e-14,3.935362356390496e-13,1.2067981031294848e-10,5.65592208712928e-8,1.535359289245876e-5,0.0034737338061002366,0.9965108559206391,0.9988807074732451,0.19449793661887632,0.24024246071721297,0.023487118826135446,0.21974588051912441,3.2880655238398937,-3.0683196433207693,0.020236774363291667,1.0471975511965976,0.029245171285099764,1.0471975511965976
-0.015,62.0,2.2,stretched,10.88892575755216,2.3502458773244567e-17,4.419351288095528e-14,4.7433622052239184e-11,2.7411909016029505e-8,9.688699102439194e-6,0.0028169420993453503,0.9971733417421665,0.9990940596449969,0.18876729768298917,0.23557601011472223,0.02834412893528074,0.11784953807362877,2.8834889188292427,-3.0013384569028716,0.020070845929355187,1.1708024551734542,0.04492879209465186,1.0471975511965976
0.0,62.0,1.0,polar,5.176463583146727,3.175203536292808e-28,1.2043928392247443e-26,6.395025021848657e-26,2.705075072870454e-24,2.382110683276148e-16,3.306720302624786e-11,0.9999999999669268,0.9999999999894368,0.9645577780307641,0.33980929881555877,1.2521819459389304e-5,0.038535333055243426,5.961255812733397,-5.999791145788641,0.039818817653003206,0.9068996821171088,0.004899398175657826,1.0471975511965976
0.0,62.0,1.3,polar,7.168325473891071,6.3935862503624754e-27,2.4809214225256055e-26,1.3938648947927402e-23,4.656153635875038e-20,2.8855728627316477e-13,1.3365600033555526e-9,0.9999999986631452,0.9999999995728749,0.8731932898161421,0.45671054795898963,7.483087053508055e-5,0.1532381550481572,5.845246509321074,-5.998484664369231,0.036358936127933374,1.1708024551734542,0.00598097888495109,0.9068996821171088
0.0,62.0,1.6,polar,8.781775753453797,1.5766740421972282e-19,3.8220743582532476e-15,5.325832700540717e-12,3.979729308674966e-8,2.992230476173581e-5,0.00596779426653732,0.9940022436260724,0.9980742808899198,0.4909978162597492,0.33146778540294797,0.042231066661276996,0.38449688136653654,4.751191864493727,-5.135688745860263,0.030730635374170583,0.9068996821171088,0.007471162329708084,0.9068996821171088
0.0,62.0,1.9,stretched,9.922165321776372,5.994353939959211e-16,7.953492955837112e-12,2.7554326480140826e-8,1.0683717170684554e-5,0.000481146621513736,0.017172928201242676,0.9823352138977935,0.9942082786359646,0.21597355616199057,0.23920031480803366,0.039069503743372425,0.14324684844990518,3.3270982541292295,-3.1838514056793246,0.0192130914782859,1.0471975511965976,0.028917302115878358,1.0471975511965976
0.0,62.0,2.2,polar,10.828217422738549,3.717851861844414e-15,2.823469633593082e-11,3.8554202972393037e-8,1.2525893640279353e-5,0.0005734732250778275,0.02019067692113882,0.979223285377703,0.9931824823322493,0.2096886937928013,0.23229099906239078,0.04241403230533594,0.14209134638959642,2.9089468715871307,-3.051038217976727,0.02046886979857012,1.1708024551734542,0.04452646759536011,1.0471975511965976
0.0277777778,62.0,1.0,polar,5.176344398684822,5.094612216247762e-27,2.8056965223056353e-25,2.6206292536717582e-18,3.330243694557724e-17,6.158817058815305e-10,5.063035271424268e-9,0.9999999943210776,0.9999999980233772,0.9643627426556974,0.3396802795856652,1.3015892485671556e-5,0.039290066700064734,5.960483811975654,-5.999773878675718,0.03974182162958398,0.9068996821171088,0.004898134244698289,1.0471975511965976
0.0277777778,62.0,1.3,polar,7.142524497894992,0.011321574022159653,0.03558025049815675,0.021196866090543186,0.005053031403731822,0.0008937524883839504,0.001738949016591111,0.924215576480428,0.9225787428429806,0.8789529683452738,0.47019448695074195,6.17854695528169e-5,0.13247812358700994,5.43713634711961,-5.56961447070662,0.03503083944079149,1.1708024551734542,0.006295176292470957,0.9068996821171088
0.0277777778,62.0,1.6,stretched,8.573220531710747,0.04565225131558374,0.14349983717184076,0.08548722113769588,0.020443594427281622,0.002522334529420643,0.0018691968737082453,0.7005255645444666,0.635725550310806,0.8934824989827235,0.5981254926971815,5.238985703248517e-5,0.0953610944269264,4.344071383606354,-4.439432478033281,0.05771165498224645,1.1708024551734542,0.010460090077406517,1.0471975511965976
0.0277777778,62.0,1.9,polar,9.669423653247923,0.00999316514541945,0.01293242298382264,0.013757874018238265,0.04602383238657308,0.284647800159322,0.18214874593786237,0.4504961593687609,0.6356772143927688,0.6804613746670916,0.36279587302147825,0.04690575970908346,0.09522361270229965,3.4754992886346927,-3.5707229013369925,0.020140908485179642,1.1708024551734542,0.028614175562086556,1.0471975511965976
0.0277777778,62.0,2.2,stretched,10.571702758129812,1.6112150901784351e-6,0.032821777230077766,0.030543901334444075,0.04079170420976941,0.17362459416731033,0.3421841203647522,0.3800322914785562,0.6230226694388976,0.49673038868856756,0.27602866820551103,0.055704031911062026,0.06548050487824277,2.912202134248994,-2.9776826391272366,0.023117534687347556,1.1708024551734542,0.04488173865365483,1.0471975511965976
-0.015,75.0,1.0,polar,4.028926396885587,3.174512217794584e-20,1.1237624421875316e-19,8.913017954948824e-20,3.5573678443930094e-20,1.0667375229726841e-20,1.111833929676538e-12,0.9999999999988828,0.9999999999996448,0.9726446272594246,0.3412019993507707,8.60056285804313e-6,0.02915311181763322,5.970698983855037,-5.99985209567267,0.04015384830795562,0.9068996821171088,0.004937024511608821,1.0471975511965976
-0.015,75.0,1.3,polar,6.039407296314555,2.3813493819361198e-18,7.746323758648312e-18,5.208884929158634e-18,1.6093925634627178e-18,3.962861837029901e-19,3.751325254775532e-11,0.999999999962481,0.9999999999880167,0.9074566053922233,0.4700723298633922,3.6269178094198156e-5,0.10449639145154839,5.894768988492546,-5.999265379944094,0.03432534363968394,0.9068996821171088,0.0056426755614863225,0.9068996821171088
-0.015,75.0,1.6,stretched,7.729235541697629,8.128429108996022e-19,3.291106851921737e-18,2.9937061527331077e-18,1.1196508174074008e-18,1.2268032101161118e-17,3.6492189057692044e-10,0.9999999996350719,0.9999999998834276,0.8296321837459644,0.5159305147328396,0.00011328532778397897,0.20751338554447576,5.790087611684481,-5.997600997228957,0.05725707160230936,1.1708024551734542,0.006777910332073061,0.9068996821171088
-0.015,75.0,1.9,stretched,9.166572547223087,4.302516964426069e-20,5.377059371423744e-17,4.21399210975992e-14,4.5697228414219475e-10,1.4479401648362165e-6,0.0017541809912356462,0.9982443706115818,0.9994386340683726,0.28070810553466274,0.37595862330587193,0.03244459552460691,0.2885201590463893,4.7079912510530875,-4.996511410099477,0.02160995010661309,0.9068996821171088,0.016919411718208655,1.0471975511965976
-0.015,75.0,2.2,polar,10.253245351380828,3.9935019915453464e-19,3.166064056449022e-15,7.66223371122255e-12,9.517195036312112e-9,6.3125269082367e-6,0.0024467356122385747,0.9975469423359923,0.9992144054732166,0.21414306359108826,0.308766400019612,0.03231753403313199,0.2100680670518986,3.7956168621079556,-4.005684929159854,0.021281424615065766,0.9068996821171088,0.03796788086421286,1.0471975511965976
0.0,75.0,1.0,polar,4.028901877993189,1.9836656753594303e-30,1.00794913364218e-27,4.329470327266868e-27,9.029015434853319e-26,1.943084388565073e-17,1.347074410737078e-11,0.9999999999865232,0.9999999999956969,0.9726475042276502,0.3411650550623092,8.675157365391365e-6,0.029249503067387574,5.9706002962666345,-5.999849799334022,0.040140483910678794,0.9068996821171088,0.004936880328855773,1.0471975511965976
0.0,75.0,1.3,polar,6.038993026335784,3.610679117767113e-27,1.1557296116103203e-26,5.512925092034408e-26,9.243338819695623e-22,1.810795807432215e-14,5.063828847312094e-10,0.9999999994935931,0.9999999998382282,0.906722237162352,0.4695762951978484,3.891527778565112e-5,0.10654405342794583,5.8926564548860645,-5.9992005083140105,0.034168162113554904,0.9068996821171088,0.005649299795986646,0.9068996821171088
0.0,75.0,1.6,polar,7.7256895738827795,7.982025463978324e-29,1.4935300014316715e-27,3.461136509982794e-22,8.65492545741947e-19,2.6286188918835798e-12,5.849669786408373e-9,0.9999999941476952,0.9999999981298221,0.8205045467345016,0.5106269701084648,0.000155972390789249,0.22779390821628756,5.768855027404656,-5.996648935620943,0.058479529562992516,1.1708024551734542,0.006809019086633241,0.9068996821171088
0.0,75.0,1.9,stretched,9.134058885333307,1.1010808467964054e-19,7.444003707307085e-16,2.8283209582201364e-12,8.552597741893032e-9,1.8429856331878138e-5,0.01521467022018241,0.9847668913680563,0.9951170791430557,0.2963958010541442,0.3765059519015879,0.036301303635688245,0.30610040446384434,4.689508338322469,-4.995608742786313,0.02151599729479997,0.9068996821171088,0.016914448842464597,1.0471975511965976
0.0,75.0,2.2,stretched,10.215665411893246,2.1289995682690622e-15,2.965008041345782e-12,2.0206086501222578e-8,8.921666801129164e-6,0.0004184798457054127,0.015552197703869385,0.9840203805745718,0.9947670496437192,0.2085303888210823,0.26959311341173287,0.03139340495752492,0.3079313462451297,3.465485367129343,-3.157554020884213,0.02113372277358847,0.9068996821171088,0.04093962453553018,1.0471975511965976
0.0277777778,75.0,1.0,stretched,4.0288624493016565,5.098140109475978e-27,2.4866716659480623e-26,2.2677902299263946e-22,6.747591093731865e-20,4.256365814359661e-12,4.5288202983555907e-10,0.9999999995428553,0.9999999998528465,0.9726196841447186,0.3411175839569899,8.796387441950367e-6,0.029447970268627676,5.97039762963124,-5.999845599899867,0.040114574818721056,0.9068996821171088,0.004936522926619308,1.0471975511965976
0.0277777778,75.0,1.3,polar,6.037775837566251,1.312493740265678e-18,1.5899153212961013e-18,2.327318351929803e-12,3.2042868892451324e-13,8.639453854022571e-7,3.919765371208907e-6,0.9999952162865899,0.9999982438805936,0.9034436629158322,0.4682393356586078,4.6265751848910866e-5,0.11512259815484832,5.883788977857376,-5.998911576012225,0.03376534956308178,1.1708024551734542,0.005671264824794035,0.9068996821171088
0.0277777778,75.0,1.6,polar,7.65694033248022,0.03145477170428389,0.09884844371234085,0.058886715979317904,0.014014709899535046,0.0016437698342045366,0.001190473617516654,0.7939611152527972,0.76799414334308,0.8608871025275827,0.5655945010154474,6.559077891674519e-5,0.1377781039157269,5.1588321194318825,-5.296610223347609,0.05727303748919921,1.1708024551734542,0.006947113853858673,0.9068996821171088
0.0277777778,75.0,1.9,stretched,8.917512298877048,0.05735888715072316,0.18027574129433338,0.10737971971219362,0.02546789376552943,0.0025282189483950023,0.0004519443124890704,0.6265375948163344,0.5037430839085352,0.8831877284335383,0.6738674520375161,4.2986373160729664e-5,0.08284716230114413,4.34431029641114,-4.427157458712284,0.07295412743602986,1.1708024551734542,0.022096583323426105,1.0471975511965976
0.0277777778,75.0,2.2,polar,9.942764506479339,0.014691979269140207,0.01881642175977495,0.02003374754034162,0.05492359665755282,0.30963237220004525,0.20226732560368144,0.3796345569694631,0.5600879400572757,0.6715003852448935,0.4011787460483386,0.03658010844268458,0.09617049583043981,3.647837198381108,-3.7440076942115477,0.021818936158597133,1.1708024551734542,0.04045083229735803,1.0471975511965976
-0.015,100.0,1.0,polar,1.8183340727387047,1.6469712774315987e-22,1.5769607291836853e-21,3.2640771027837986e-21,3.47101006221345e-21,3.505927152218233e-21,3.56105778531588e-13,0.9999999999996378,0.9999999999998859,0.9819205537993428,0.3428949128648573,4.979538000918722e-6,0.018959365274734366,5.980948059179104,-5.999907424453839,0.04052242856996347,0.9068996821171088,0.004984742800301833,1.0471975511965976
-0.015,100.0,1.3,stretched,3.8503062395970025,1.175858460834315e-19,3.7665618476172253e-19,2.8611170458482616e-19,1.3331311113744615e-19,3.969538178267562e-20,1.1169511591836061e-11,0.9999999999888248,0.9999999999964321,0.9414780616875956,0.48297342941366134,1.7315083938837156e-5,0.06326287568671497,5.936354648920866,-5.999617524607581,0.03558881377887772,0.9068996821171088,0.00522662140754811,0.9068996821171088
-0.015,100.0,1.6,polar,5.567099097495574,1.6949610092266905e-19,5.532321305216788e-19,4.550057537795156e-19,3.251219006312085e-19,6.909759549366331e-19,9.996038673441882e-11,0.999999999900034,0.9999999999680683,0.8982555564061536,0.5481048615844171,4.029342096976991e-5,0.1138311652339388,5.885202677309123,-5.999033842543062,0.052688274551418716,1.1708024551734542,0.006279258731576936,0.9068996821171088
-0.015,100.0,1.9,polar,7.104077829383678,5.1197503195272955e-20,1.6599496721813675e-19,1.4544681621023172e-19,1.9636890459237257e-19,1.2547496830625011e-17,4.927486864382595e-10,0.9999999995072449,0.9999999998425939,0.853778687512291,0.5887105400288594,7.857241391738675e-5,0.16987783386873642,5.8280530611303805,-5.997930894999117,0.06789180219245565,1.1708024551734542,0.007571332785932569,1.0471975511965976
-0.015,100.0,2.2,stretched,8.504646331449655,5.677344205615074e-21,3.658705242002705e-19,7.561208598868732e-19,4.242082952168335e-19,7.749073766211964e-14,5.402821380091703e-9,0.9999999945970955,0.9999999982740536,0.6795085954449288,0.5774930677100965,0.007553448934211925,0.3815013903975583,5.61390732444849,-5.9954087148460475,0.031072503052356936,1.1708024551734542,0.020255438056537234,1.0471975511965976
0.0,100.0,1.0,polar,1.8183274226297799,1.0097995066484114e-29,9.895683516148774e-28,6.2099735219048694e-27,1.296478947101936e-26,3.4949794846149315e-19,3.1936263579196367e-12,0.9999999999968002,0.9999999999989796,0.981927219179171,0.3428837561211694,4.992215045402214e-6,0.01897957100240135,5.980927385147528,-5.99990695614993,0.04051880704956437,0.9068996821171088,0.004984706412662404,1.0471975511965976
0.0,100.0,1.3,stretched,3.8502249756065163,4.0749939661260155e-27,1.293452468663791e-26,9.022584184882827e-27,2.680924182541627e-24,2.6893712077188665e-16,1.1044003327404514e-10,0.9999999998895538,0.9999999999647203,0.9414142392937825,0.4828907193313781,1.761869647909136e-5,0.06356529458747902,5.936043603267026,-5.999608897854506,0.03555245132437908,0.9068996821171088,0.005227892993362095,0.9068996821171088
0.0,100.0,1.6,polar,5.566557940105325,8.022202792568537e-31,6.302862084604962e-28,3.77974553990471e-26,1.3333933770044654e-21,2.4228288006585e-14,1.116247909683148e-9,0.9999999988837227,0.9999999996434069,0.8972951388375974,0.547434937091353,4.309833273121196e-5,0.11610988175735064,5.882853010044522,-5.998962891801873,0.05303223367277608,1.1708024551734542,0.0062852904593603525,0.9068996821171088
0.0,100.0,1.9,polar,7.101669920853644,9.561045042665872e-28,9.785881511153552e-27,1.686317574399099e-23,1.9481733183959458e-19,8.944760851284913e-13,6.382073748174193e-9,0.9999999936170263,0.9999999979607606,0.8482556224287725,0.5850092374711793,9.549387861832229e-5,0.1812776795636033,5.816244637161153,-5.997522316724757,0.06831078868558887,1.1708024551734542,0.007664883872431814,1.0471975511965976
0.0,100.0,2.2,polar,8.497695278708457,9.53852664022983e-28,8.718971615962627e-25,8.038282940388705e-19,1.0288519131137251e-16,5.290757156065838e-10,6.005843954493205e-8,0.9999999394124794,0.9999999805060374,0.666320072957898,0.570886528919313,0.006808931588229018,0.3947978506158629,5.598575101640275,-5.993372952256138,0.03572337029138919,1.1708024551734542,0.020298643651030228,1.0471975511965976
0.0277777778,100.0,1.0,stretched,1.8183195428690444,2.7820855504418517e-28,1.4617481446860652e-27,6.031632273882399e-27,1.542584896714781e-23,5.175473639605084e-15,4.128675271351411e-11,0.9999999999587026,0.9999999999868083,0.9819307152249827,0.34287301705021134,5.007371908413293e-6,0.0190083397021252,5.980898029989367,-5.999906369691493,0.040513443520845474,0.9068996821171088,0.004984647633440506,1.0471975511965976
0.0277777778,100.0,1.3,polar,3.8500848381962225,7.421147137799017e-29,1.3293837911287093e-27,8.33819381198477e-21,1.4986205327665432e-18,3.5752380610577776e-11,2.5554545727895593e-9,0.9999999974087869,0.9999999991628185,0.9412392087981652,0.4827605645892546,1.8099819986654393e-5,0.06422158486960317,5.935371119126036,-5.999592703995639,0.0354875909753922,0.9068996821171088,0.005230509274103541,0.9068996821171088
0.0277777778,100.0,1.6,stretched,5.565165358313517,4.709480576112224e-21,2.4693639601522445e-20,6.424491205100732e-14,5.1220567254473326e-14,1.4900813426656862e-7,7.217763345159941e-7,0.9999991292154098,0.9999996825109966,0.8940184049614901,0.5458655809102033,4.972846733071436e-5,0.12414607335928146,5.874598644921376,-5.9987447182806575,0.053767979119925056,1.1708024551734542,0.0063021435856766206,0.9068996821171088
0.0277777778,100.0,1.9,polar,7.07520827944932,0.03276771107175392,0.10298582873542159,0.06134249670800564,0.014526862630084429,0.0014210715048955614,0.0002575877966996765,0.7866984415531356,0.7574674711141385,0.82708638783202,0.6152632355223957,7.363603041530958e-5,0.1497767330511584,5.534807819474542,-5.684584552525701,0.070394911500426,1.1708024551734542,0.010890271128087577,1.0471975511965976
0.0277777778,100.0,2.2,polar,8.3369561276584,0.055509921978358884,0.17446214161819926,0.10391482829974344,0.02460285171562893,0.002350002256367035,0.00020372495653223375,0.6389565291751683,0.5274047787511061,0.840066447851136,0.699304169261723,4.8912454994174914e-5,0.09913671923374096,4.9272172500018145,-5.026353969235555,0.07824112037783057,1.1708024551734542,0.029641518730015203,1.0471975511965976
