c1_ratio,B_uG,kappa,gs_seed,E_gs,E_gap_seeds,Fz,phase,phase_distance,spin_order,nematic_order,Q6,q6_maj,T2,T4,T6,T12,E_density_c0,E_spin_c1,E_ddi,E_zeeman,E_trap
0.0277777778,105.0,1.9,polar,6.659605454753876,6.845191080628865e-12,-5.694802485126863,ferromagnetic,unknown,0.9194904798620118,0.07420444209668271,0.29833837211317266,0.30732219862687343,0.6208976525301487,0.20594604538671027,0.03663878546016269,0.019469225786860188,3.0691612340037593,2.822064538085853,0.38228248942767373,-8.847038256378193,9.026308893273615
0.0277777778,115.0,1.9,polar,5.801472142671352,7.72892860823049e-12,-5.857736066261807,ferromagnetic,unknown,0.9973710483649371,3.5703914344016824e-14,0.5998303814528932,0.6101017258583588,0.624546019746697,0.20701462856914704,0.0355480377105118,5.405756676105882e-7,3.0032302817748606,2.995334937011507,0.38864254558568145,-9.966841267693017,9.1818992068007
0.0277777778,125.0,1.9,polar,4.932226452683748,3.6415315207705135e-11,-5.889556384848747,ferromagnetic,unknown,0.9989949087274205,2.1805189132894138e-16,0.6920166689454833,0.6953736341207463,0.6270254907205487,0.20760712886458926,0.03463664086650024,2.993842881483226e-7,2.98174869864894,2.9787517714380782,0.450876128996634,-10.892371861507232,9.222417080880502
0.0277777778,135.0,1.9,polar,4.059257031575707,2.1390889060057816e-11,-5.9096228712883025,ferromagnetic,unknown,0.9995555091457802,3.62584130930344e-18,0.7075779164055916,0.6956451205133563,0.6278866382222933,0.20781594763822167,0.034314310409131306,2.3571074571584267e-7,2.965966784702408,2.9646484419645844,0.4965482545799562,-11.80384135300201,9.251048931048086
0.0277777778,145.0,1.9,stretched,3.1837944783582524,3.4368508039506196e-11,-5.923832476197329,ferromagnetic,unknown,0.9997813478787715,1.0524929758287496e-19,0.7316854118963091,0.7190036391616189,0.6282343336967497,0.2079007241945245,0.034183284588148705,2.1283850056522673e-7,2.953463381583352,2.9528176029124555,0.5324948411298551,-12.7086836174031,9.273287987335047
0.0277777778,105.0,2.2,polar,7.964845521697332,2.7264412949534744e-10,-5.130376019037964,cyclic,unknown,0.6661736760369928,0.3239877055265713,0.3591330726148977,0.33776933532322156,0.6205457741936773,0.205262563114577,0.036237966249797235,0.08485761445986921,3.377689332034523,2.2501277206325825,0.8435547963568562,-7.970185605511119,9.240724143402076
0.0277777778,125.0,2.2,stretched,6.346529978077953,NaN,-5.7463416287010824,ferromagnetic,unknown,0.9338523514671301,0.06141032414088055,0.29946918755126656,0.30694183209181564,0.6223767216021806,0.20638156125525375,0.03622824713755001,0.016064514950018555,3.1222205713823445,2.9156930247171724,0.9011541223958338,-10.627505341482912,9.818175503094464
0.0277777778,135.0,2.2,polar,5.4844402890031825,7.763656384440765e-11,-5.875089288477777,ferromagnetic,unknown,0.9977489021482652,3.861148186890129e-15,0.6453807700478179,0.6622006551791184,0.6251175274121641,0.20714803383276245,0.0353440112762261,4.6311012501617663e-7,3.0609242916028503,3.054033853949069,0.9327299354935673,-11.734864610761754,9.962412549404679
0.0277777778,145.0,2.2,polar,4.613149813582035,4.3153036699550285e-11,-5.900659235798768,ferromagnetic,unknown,0.9990527351476016,4.549025386094244e-17,0.7055511238078999,0.697934283891109,0.6271135693868922,0.20762804334557144,0.034604516517589286,2.9010668105444995e-7,3.0413198847678657,3.0384389517670094,0.9915524655191456,-12.658969255303967,9.999336136673936
