t,Fz,Fperp,Fmag,Lz,Jz,edge_frac
48.36000,2.03724,0.40060,2.07626,5.80331,7.84055,0.00308
48.48000,2.04354,0.38724,2.07990,5.79557,7.83911,0.00308
48.60000,2.04900,0.37616,2.08325,5.79166,7.84067,0.00306
48.72000,2.05561,0.36556,2.08786,5.78795,7.84356,0.00303
48.84000,2.06432,0.35484,2.09459,5.78089,7.84521,0.00300
48.96000,2.07401,0.34452,2.10243,5.77317,7.84718,0.00295
49.08000,2.08415,0.33512,2.11092,5.76454,7.84868,0.00290
49.20000,2.09522,0.32648,2.12051,5.75603,7.85125,0.00284
49.32000,2.10725,0.31818,2.13114,5.74416,7.85141,0.00279
49.44000,2.11992,0.30935,2.14238,5.73111,7.85104,0.00277
49.56000,2.13231,0.29974,2.15327,5.71694,7.84925,0.00282
49.68000,2.14370,0.29065,2.16331,5.70032,7.84402,0.00293
49.80000,2.15346,0.28262,2.17193,5.68447,7.83793,0.00305
49.92000,2.16156,0.27494,2.17897,5.66898,7.83054,0.00310
