t_ms,B_uG,Lz_m6,Lz_m5,Lz_m4,dphi_m5,dphi_m4,w_m5,w_m4,r_ring_m5,r_ring_m4
264.0525,63.0009,+0.000000,-0.972519,-1.902415,-3.141461,-0.116970,-1.000000,-2.000000,2.8030,3.0339
265.8611,63.0009,-0.000000,-0.972276,-1.900925,+3.141359,+0.158537,-1.000000,-2.000000,2.8085,2.9692
267.6697,63.0009,-0.000000,-0.972417,-1.902722,+3.141378,+0.068243,-1.000000,-2.000000,2.7980,2.9755
269.4782,63.0009,+0.000000,-0.972504,-1.903339,-3.141293,+0.192718,-1.000000,-2.000000,2.8027,2.9365
271.2868,63.0009,-0.000000,-0.972320,-1.902365,-3.141007,-0.066223,-1.000000,-2.000000,2.7785,2.9488
273.0954,63.0009,+0.000000,-0.972303,-1.901835,-3.141560,+0.003851,-1.000000,-2.000000,2.8018,2.9546
274.9040,63.0009,-0.000000,-0.972061,-1.900562,+3.141552,-0.312767,-1.000000,-2.000000,2.7875,3.0027
276.7126,63.0008,-0.000000,-0.972196,-1.901240,+3.141295,+0.017502,-1.000000,-2.000000,2.7860,2.9285
278.5211,63.0008,+0.000000,-0.972268,-1.902580,+3.141404,-0.051758,-1.000000,-2.000000,2.7730,2.9712
280.3297,63.0008,-0.000000,-0.972131,-1.901940,-3.141135,-0.166568,-1.000000,-2.000000,2.7872,2.8455
282.1383,63.0008,+0.000000,-0.971994,-1.900191,-3.141073,-0.154291,-1.000000,-2.000000,2.7750,3.0528
283.9469,63.0008,-0.000000,-0.971862,-1.899012,-3.141432,+0.227524,-1.000000,-2.000000,2.7727,2.8388
285.7555,63.0008,-0.000000,-0.971985,-1.901458,+3.141253,-0.150181,-1.000000,-2.000000,2.7748,2.9917
287.5640,63.0008,-0.000000,-0.972063,-1.901832,-3.141551,+0.180597,-1.000000,-2.000000,2.7678,2.8736
289.3726,63.0008,-0.000000,-0.971833,-1.900090,-3.141260,+0.010848,-1.000000,-2.000000,2.7521,2.9187
291.1812,63.0008,+0.000000,-0.971760,-1.899133,-3.141528,+0.021643,-1.000000,-2.000000,2.7808,2.9800
292.9898,63.0007,-0.000000,-0.971668,-1.899471,-3.141411,-0.412154,-1.000000,-2.000000,2.7506,2.9278
294.7984,63.0007,+0.000000,-0.971757,-1.900160,+3.141358,+0.320829,-1.000000,-2.000000,2.7672,2.9310
296.6069,63.0007,-0.000000,-0.971834,-1.900689,-3.141549,-0.106694,-1.000000,-2.000000,2.7381,2.9056
298.4155,63.0007,-0.000000,-0.971652,-1.899822,+3.141460,-0.099446,-1.000000,-2.000000,2.7629,2.8963
300.2241,63.0007,-0.000000,-0.971408,-1.897747,-3.141336,-1.040442,-1.000000,-2.000000,2.7511,3.0046
302.0327,63.0007,-0.000000,-0.971530,-1.898421,+3.141316,+0.101493,-1.000000,-2.000000,2.7421,2.8763
303.8412,63.0007,+0.000000,-0.971621,-1.900322,+3.141299,-0.437169,-1.000000,-2.000000,2.7499,2.9281
305.6498,63.0007,-0.000000,-0.971517,-1.899871,+3.141472,-0.268489,-1.000000,-2.000000,2.7382,2.8554
307.4584,63.0007,-0.000000,-0.971382,-1.897725,+3.141542,-0.112823,-1.000000,-2.000000,2.7333,2.9061
309.2670,63.0006,-0.000000,-0.971220,-1.896901,-3.141216,+0.044141,-1.000000,-2.000000,2.7500,2.8596
311.0756,63.0006,-0.000000,-0.971365,-1.898945,+3.141380,+0.081071,-1.000000,-2.000000,2.7256,2.8947
312.8841,63.0006,+0.000000,-0.971390,-1.899062,+3.141323,+0.168264,-1.000000,-2.000000,2.7382,2.9163
314.6927,63.0006,-0.000000,-0.971274,-1.898055,+3.141524,-0.157386,-1.000000,-2.000000,2.7106,2.8262
316.5013,63.0006,+0.000000,-0.971174,-1.897509,-3.141223,-0.041107,-1.000000,-2.000000,2.7466,2.9988
318.3099,63.0006,-0.000000,-0.970915,-1.896013,+3.141288,+0.335850,-1.000000,-2.000000,2.7122,2.8629
320.1185,63.0006,-0.000000,-0.971269,-1.898276,+3.141330,-0.252205,-1.000000,-2.000000,2.7245,2.9104
321.9270,63.0006,+0.000000,-0.971199,-1.898707,+3.141402,+0.084126,-1.000000,-2.000000,2.7129,2.8667
323.7356,63.0006,-0.000000,-0.970939,-1.897037,-3.141071,-0.015749,-1.000000,-2.000000,2.7208,2.8272
325.5442,63.0005,+0.000000,-0.970917,-1.895378,+3.141545,-0.081777,-1.000000,-2.000000,2.7134,3.0642
327.3528,63.0005,-0.000000,-0.970858,-1.896245,-3.141201,-0.028721,-1.000000,-2.000000,2.7113,2.7960
329.1614,63.0005,-0.000000,-0.971042,-1.898400,-3.141370,+0.121906,-1.000000,-2.000000,2.7135,2.9093
330.9699,63.0005,-0.000000,-0.970924,-1.897135,-3.141111,+0.037828,-1.000000,-2.000000,2.6960,2.8200
332.7785,63.0005,-0.000000,-0.970714,-1.895115,-3.141347,-0.161363,-1.000000,-2.000000,2.7078,2.9445
334.5871,63.0005,+0.000000,-0.970698,-1.895422,+3.141155,+0.110434,-1.000000,-2.000000,2.7132,2.8189
