N0,T,cf
7.73712e+04,49.930,0.9249
2.49217e+05,46.262,0.9702
1.59170e+05,35.579,0.9427
1.70161e+05,52.161,0.9653
2.45307e+05,52.205,0.9734
2.33662e+04,51.192,0.7590
1.24746e+05,46.780,0.9517
7.82542e+04,52.083,0.9417
7.81794e+04,45.105,0.9379
3.93390e+04,51.944,0.8606
1.87345e+04,51.358,0.6824
2.54566e+05,43.788,0.9759
2.01713e+05,40.100,0.9651
6.22740e+04,44.492,0.9032
4.41270e+04,46.769,0.8858
3.22465e+04,56.567,0.8340
7.88284e+04,49.914,0.9325
1.30206e+05,46.120,0.9496
2.76136e+04,56.002,0.8526
5.07929e+04,52.281,0.9054
1.84950e+05,55.902,0.9741
7.87801e+04,58.704,0.8991
4.44407e+04,49.405,0.8756
1.25068e+05,48.727,0.9476
2.32029e+05,58.911,0.9798
3.00195e+05,45.353,0.9810
4.49915e+04,56.108,0.8756
2.23591e+05,73.859,0.9894
2.50167e+05,46.611,0.9701
1.28750e+05,49.228,0.9522
1.12701e+05,70.034,0.9439
3.01014e+04,55.344,0.8071
3.37175e+04,48.208,0.8453
4.36137e+04,45.188,0.8668
4.62723e+04,39.362,0.8522
1.06296e+05,51.216,0.9346
1.21735e+05,51.401,0.9393
1.81259e+05,48.693,0.9647
1.37040e+05,45.990,0.9553
4.50896e+04,53.322,0.9128
3.37180e+04,50.424,0.8853
1.37404e+05,41.887,0.9550
4.14349e+04,56.346,0.8876
8.75424e+04,42.271,0.9210
1.91002e+05,46.234,0.9650
2.89058e+04,46.562,0.7960
5.82122e+04,52.616,0.9400
8.47034e+04,42.806,0.9070
4.55821e+04,45.435,0.8691
1.29042e+05,52.913,0.9643
3.48593e+04,42.804,0.8159
4.46430e+04,58.779,0.8847
2.28783e+05,49.375,0.9709
2.34146e+04,51.756,0.8070
2.15630e+05,42.411,0.9653
1.29698e+05,62.127,0.9335
2.75412e+04,45.797,0.7813
3.63384e+04,62.129,0.8271
2.95074e+05,56.034,0.9788
2.23086e+04,60.516,0.8162
1.47767e+05,50.922,0.9612
2.46127e+05,59.345,0.9730
2.64153e+04,60.346,0.8535
6.79848e+04,43.465,0.9150
5.84440e+04,53.845,0.9060
2.94751e+04,50.980,0.8547
2.15243e+05,57.428,0.9768
1.48948e+05,47.570,0.9438
7.22276e+04,59.098,0.9443
1.37932e+05,56.967,0.9705
1.77564e+04,45.631,0.6474
2.49568e+05,61.262,0.9833
1.12716e+05,37.462,0.9170
1.00133e+05,43.338,0.9036
8.98269e+04,48.504,0.9412
5.11892e+04,48.354,0.8977
1.10526e+05,57.160,0.9380
4.09794e+04,52.808,0.8896
5.19555e+04,62.235,0.9104
1.81436e+05,42.424,0.9596
6.82849e+04,54.187,0.9230
2.62168e+04,41.946,0.8225
8.13023e+04,57.119,0.9618
7.84281e+04,50.660,0.9270
2.49376e+04,51.703,0.8254
1.28492e+05,44.368,0.9424
9.88980e+04,51.592,0.9444
2.29488e+04,55.237,0.7856
2.84000e+05,54.865,0.9766
1.20124e+05,47.744,0.9407
4.35661e+04,59.767,0.8809
2.39086e+04,59.507,0.8660
1.15097e+05,58.718,0.9461
3.35074e+05,53.228,0.9839
6.43387e+04,44.684,0.8804
3.89081e+04,42.190,0.8321
1.34181e+05,43.377,0.9495
8.67874e+04,52.523,0.9378
1.21005e+05,51.566,0.9525
1.64997e+04,46.251,0.6571
1.04337e+05,47.103,0.9380
1.58011e+05,51.895,0.9597
1.53955e+05,39.042,0.9551
3.61437e+05,48.484,0.9863
2.93483e+04,59.689,0.8632
1.45032e+05,39.138,0.9442
1.47511e+05,49.063,0.9675
2.17851e+05,47.279,0.9714
1.68076e+05,42.375,0.9388
3.53531e+04,45.154,0.8542
2.53766e+05,61.129,0.9849
1.80428e+05,45.146,0.9672
1.64339e+05,47.870,0.9702
7.41100e+04,49.224,0.9164
2.90777e+05,50.467,0.9812
2.75798e+05,49.122,0.9795
3.64817e+04,48.837,0.7836
1.80560e+04,45.441,0.6624
1.25322e+05,44.869,0.9366
1.97025e+04,51.477,0.7648
8.38713e+04,55.299,0.9246
4.42655e+04,53.863,0.8753
5.62668e+04,53.323,0.9327
3.73724e+04,63.036,0.8820
2.05194e+05,42.740,0.9632
8.12488e+04,58.777,0.9333
3.96796e+04,47.620,0.8289
1.53627e+05,53.745,0.9590
2.16556e+05,42.633,0.9607
1.09444e+05,45.979,0.9247
2.10830e+05,61.761,0.9798
2.66545e+04,45.575,0.7263
1.48006e+05,54.779,0.9644
3.20701e+05,47.327,0.9799
1.30475e+05,55.166,0.9447
5.03955e+04,46.860,0.8624
3.19495e+05,51.748,0.9819
2.76484e+05,60.660,0.9861
3.70265e+04,52.448,0.8630
2.62948e+05,55.649,0.9738
1.47277e+05,46.676,0.9607
2.12739e+05,60.098,0.9814
2.44707e+05,55.175,0.9798
2.10390e+05,48.135,0.9677
2.83143e+05,50.423,0.9790
3.89232e+04,47.277,0.8382
1.22617e+05,50.526,0.9544
3.57563e+05,46.837,0.9784
1.89210e+05,66.274,0.9742
2.21914e+05,38.845,0.9671
2.49951e+05,50.015,0.9723
5.62446e+04,43.994,0.9031
2.94665e+04,53.995,0.8375
3.21107e+05,47.000,0.9837
1.77627e+05,42.894,0.9585
3.03098e+04,63.144,0.8688
1.02879e+05,45.802,0.9342
1.83363e+04,46.499,0.7641
6.11954e+04,53.560,0.9100
1.55135e+05,42.411,0.9438
2.82491e+05,51.767,0.9806
6.76948e+04,49.715,0.9173
3.37154e+04,53.042,0.8310
1.74781e+05,73.879,0.9863
2.85656e+05,44.462,0.9825
2.83427e+05,45.426,0.9806
2.25823e+05,44.807,0.9565
1.09332e+05,58.207,0.9542
2.34151e+05,61.594,0.9639
1.41102e+05,54.193,0.9508
7.82297e+04,45.390,0.9271
4.20813e+04,47.389,0.8862
1.87025e+05,57.626,0.9554
1.51695e+05,46.305,0.9459
7.95313e+04,61.304,0.9478
1.82670e+05,50.517,0.9669
4.57913e+04,56.933,0.9190
2.11417e+05,56.167,0.9714
1.78650e+05,54.444,0.9652
8.77200e+04,40.478,0.9309
1.83182e+05,57.577,0.9501
1.40279e+05,48.973,0.9599
3.11470e+05,50.293,0.9818
2.13846e+05,46.357,0.9717
7.41065e+04,50.580,0.9135
5.02458e+04,45.480,0.8707
3.12848e+04,49.175,0.8295
3.34701e+04,56.363,0.8262
9.25982e+04,44.903,0.9189
3.09775e+05,46.055,0.9770
5.80866e+04,38.172,0.8692
3.63885e+04,52.065,0.8624
1.32559e+05,46.448,0.9425
7.20655e+04,44.044,0.9240
4.68827e+04,53.268,0.8828
3.88007e+04,57.972,0.8408
8.36480e+04,43.434,0.9249
3.09509e+05,38.245,0.9802
1.63900e+05,41.601,0.9509
5.26832e+04,53.484,0.9216
9.16442e+04,77.166,0.9672
1.46419e+05,55.471,0.9693
2.40314e+05,50.522,0.9797
9.61969e+04,49.473,0.9496
1.22326e+05,60.909,0.9652
7.04922e+04,56.424,0.9531
3.74770e+04,50.006,0.8711
3.01228e+04,51.390,0.8335
9.02881e+04,43.071,0.9196
1.63817e+05,49.218,0.9591
5.51517e+04,56.273,0.9198
3.91567e+04,58.195,0.8796
1.26632e+05,55.560,0.9562
4.36426e+04,57.811,0.8802
3.39052e+05,66.168,0.9888
1.19740e+05,40.681,0.9337
6.06640e+04,49.500,0.9098
1.00292e+05,64.169,0.9660
9.80882e+04,50.273,0.9533
5.90730e+04,67.171,0.9490
2.19360e+05,48.296,0.9720
1.35858e+05,41.626,0.9383
2.81148e+05,57.454,0.9847
1.98504e+05,62.679,0.9832
2.16846e+05,50.794,0.9759
2.21635e+05,48.853,0.9629
3.90963e+04,40.180,0.8237
2.64533e+05,50.234,0.9807
4.93661e+04,45.844,0.8607
2.46036e+05,67.924,0.9860
2.58112e+04,43.084,0.8004
2.61692e+04,49.698,0.8025
1.66348e+05,47.281,0.9606
3.46886e+05,49.195,0.9831
1.51468e+05,54.219,0.9653
2.40083e+05,42.971,0.9742
1.10287e+05,50.831,0.9467
5.97427e+04,66.993,0.9452
4.47059e+04,50.849,0.8876
2.94432e+04,49.687,0.7752
6.05909e+04,51.763,0.8884
1.40413e+05,54.777,0.9663
7.09243e+04,49.497,0.9125
2.02013e+05,44.535,0.9650
1.13053e+05,43.461,0.9438
3.92126e+04,43.493,0.8412
5.92695e+04,56.123,0.9265
3.45522e+05,60.566,0.9873
3.54191e+05,51.812,0.9850
4.94140e+04,60.918,0.9234
2.79712e+04,69.703,0.8652
1.85078e+05,46.555,0.9568
2.64829e+04,40.476,0.8136
1.09796e+05,53.219,0.9607
8.53812e+04,48.893,0.9244
3.76781e+05,44.434,0.9835
1.23273e+05,54.630,0.9520
4.61234e+04,48.314,0.8978
2.99752e+05,41.034,0.9696
6.06250e+04,38.240,0.8831
6.47852e+04,44.021,0.8804
2.46462e+05,43.893,0.9750
2.48305e+05,45.666,0.9689
2.01782e+04,54.803,0.7611
3.35743e+04,42.994,0.8136
1.62323e+05,38.729,0.9414
1.80024e+05,48.580,0.9662
8.85049e+04,42.659,0.9309
3.30010e+04,47.437,0.8013
2.14279e+05,47.098,0.9735
2.24233e+04,49.952,0.7918
2.42502e+05,50.054,0.9753
2.13345e+05,56.928,0.9570
8.55210e+04,63.519,0.9328
1.32703e+05,37.558,0.9365
4.83244e+04,54.255,0.9150
4.65279e+04,56.955,0.8287
2.20798e+05,42.420,0.9706
2.25748e+05,58.982,0.9605
3.08741e+04,59.150,0.8032
1.00257e+05,58.304,0.9693
9.78809e+04,60.880,0.9675
5.62337e+04,52.452,0.9286
4.60252e+04,44.699,0.8495
1.40129e+05,49.501,0.9698
6.05799e+04,59.203,0.9192
7.36703e+04,58.852,0.9470
2.44421e+05,58.279,0.9690
1.10708e+05,50.966,0.9283
1.96198e+05,36.585,0.9672
3.93537e+05,41.604,0.9812
1.04518e+05,59.201,0.9121
2.10996e+05,44.220,0.9537
1.86555e+05,55.170,0.9699
2.67258e+04,52.235,0.8191
2.38292e+05,47.975,0.9661
7.18515e+04,45.023,0.9041
1.26288e+05,53.890,0.9640
7.78623e+04,54.930,0.9281
7.34761e+04,42.486,0.9218
2.29938e+05,43.956,0.9686
3.42866e+05,65.004,0.9869
1.77349e+05,47.829,0.9579
1.66949e+05,66.479,0.9748
1.16806e+05,59.679,0.9633
2.15323e+05,45.279,0.9631
4.67149e+04,47.567,0.8671
2.68713e+05,49.786,0.9810
4.06583e+04,47.006,0.8350
1.70240e+05,61.396,0.9750
2.71302e+04,42.333,0.7759
1.14901e+05,43.544,0.9426
2.89530e+05,56.920,0.9847
1.47989e+05,51.084,0.9569
6.13000e+04,41.857,0.8965
6.85603e+04,61.847,0.9250
3.92482e+04,56.062,0.8968
2.23901e+04,49.527,0.7939
8.93238e+04,53.904,0.9194
1.02173e+05,50.342,0.9400
2.25298e+05,53.365,0.9805
2.73945e+05,50.971,0.9830
3.72601e+05,48.717,0.9801
1.32777e+05,57.990,0.9586
1.71712e+05,45.135,0.9503
1.96384e+05,45.673,0.9558
2.25975e+04,61.526,0.8157
2.44660e+04,44.227,0.7658
1.74527e+05,46.219,0.9447
1.45391e+05,47.659,0.9551
1.53422e+05,47.531,0.9432
5.19138e+04,54.181,0.9002
2.29532e+04,44.884,0.7536
8.08723e+04,44.772,0.9218
2.29453e+05,51.592,0.9686
5.36588e+04,44.490,0.8872
3.72134e+04,44.254,0.8545
3.00881e+05,49.190,0.9853
4.43383e+04,45.586,0.8839
3.33063e+04,50.012,0.8485
1.79722e+05,45.726,0.9588
2.60003e+04,51.633,0.8167
2.61428e+04,47.499,0.7564
1.66117e+05,48.315,0.9621
7.72892e+04,61.189,0.9552
2.50430e+05,55.501,0.9828
2.49242e+04,45.767,0.7750
2.08885e+05,47.999,0.9534
2.42981e+04,54.139,0.7933
2.48877e+05,50.642,0.9746
1.12405e+05,46.239,0.9314
1.51778e+05,40.829,0.9541
1.33187e+05,44.562,0.9484
1.70519e+05,44.370,0.9322
1.87805e+05,51.901,0.9713
5.59008e+04,43.152,0.8991
4.05727e+04,46.383,0.8478
1.14919e+05,58.366,0.9539
2.44959e+05,50.849,0.9757
7.30498e+04,45.726,0.9212
4.75954e+04,52.635,0.8752
1.48000e+05,39.724,0.9523
5.89655e+04,51.157,0.8984
1.18241e+05,60.183,0.9593
6.07101e+04,64.100,0.9372
2.88710e+05,75.256,0.9878
1.63358e+05,66.718,0.9743
5.92408e+04,51.669,0.9053
5.67206e+04,44.733,0.8996
5.29370e+04,43.958,0.8921
9.24093e+04,42.362,0.9302
1.41399e+05,56.431,0.9657
1.76827e+05,42.908,0.9486
3.17200e+05,49.968,0.9830
2.40952e+04,49.332,0.7829
3.90591e+04,51.188,0.8706
7.66052e+04,58.109,0.9301
1.76687e+05,53.612,0.9632
2.30036e+04,50.728,0.7454
6.15920e+04,57.331,0.9260
2.33776e+04,39.961,0.7091
3.19162e+04,52.453,0.8371
7.47484e+04,48.642,0.9170
1.27064e+05,52.444,0.9578
1.90929e+05,49.695,0.9630
4.65780e+04,53.574,0.9223
5.42441e+04,54.061,0.9228
2.28793e+05,43.896,0.9699
3.02733e+04,46.233,0.7460
1.90288e+05,49.986,0.9395
1.38335e+05,57.919,0.9575
1.63271e+05,59.518,0.9827
1.00733e+05,48.805,0.9412
2.41173e+04,49.459,0.8173
1.12648e+05,45.761,0.9463
4.84866e+04,55.203,0.9021
2.33343e+04,60.250,0.8470
4.54667e+04,60.318,0.8919
5.22369e+04,40.797,0.8416
2.49569e+05,43.946,0.9640
2.64996e+05,55.778,0.9815
1.98314e+05,55.583,0.9811
6.14099e+04,53.589,0.9259
5.49995e+04,46.527,0.8936
2.50651e+05,55.975,0.9780
5.56571e+04,47.104,0.9177
2.50153e+05,51.554,0.9736
1.43495e+05,49.690,0.9538
3.52206e+04,51.137,0.8348
2.34419e+05,44.647,0.9467
2.65478e+05,43.401,0.9745
2.85052e+05,53.447,0.9712
2.29252e+04,50.972,0.7773
1.53752e+05,49.518,0.9403
4.44299e+04,47.535,0.9026
2.78437e+04,47.292,0.8337
3.04617e+04,42.882,0.7872
2.53885e+05,57.041,0.9771
4.06047e+04,60.948,0.8810
4.60165e+04,58.256,0.9018
3.08612e+05,45.787,0.9743
1.88014e+05,55.104,0.9745
2.88993e+05,57.440,0.9878
1.98968e+05,42.283,0.9648
2.54171e+04,61.471,0.8602
1.67165e+05,55.696,0.9754
8.31151e+04,55.711,0.9258
1.81604e+04,46.386,0.7513
3.40222e+05,51.887,0.9867
2.30625e+05,53.071,0.9706
2.76220e+05,55.688,0.9771
1.09180e+05,40.802,0.9355
6.71600e+04,50.729,0.9323
1.67169e+05,41.981,0.9600
1.67802e+05,61.955,0.9750
1.93553e+05,56.658,0.9783
8.86316e+04,48.659,0.9283
2.14189e+05,50.819,0.9730
1.04788e+05,48.007,0.9427
1.26777e+05,59.055,0.9709
4.04989e+04,49.525,0.8676
2.19280e+05,42.830,0.9694
2.59100e+05,50.999,0.9779
4.47194e+04,44.689,0.9141
6.10469e+04,39.755,0.9074
2.86303e+04,41.858,0.8300
2.19512e+05,46.495,0.9611
1.82946e+05,59.801,0.9705
1.68204e+05,50.573,0.9567
5.15872e+04,46.171,0.8771
1.04887e+05,44.820,0.9492
1.10917e+05,56.213,0.9346
5.65146e+04,44.121,0.8323
6.43564e+04,49.153,0.9084
2.46258e+05,56.856,0.9770
1.67380e+05,56.685,0.9716
1.24961e+05,51.031,0.9642
2.33128e+05,50.622,0.9671
2.70002e+04,55.680,0.8443
6.36664e+04,48.230,0.9290
1.08066e+05,57.071,0.9507
1.64026e+05,46.929,0.9661
8.82572e+04,42.986,0.9151
9.82580e+04,54.652,0.9086
1.34580e+05,43.029,0.9433
2.62820e+05,41.073,0.9712
1.87643e+05,47.057,0.9643
8.57614e+04,51.772,0.9354
1.86596e+05,42.101,0.9629
2.39403e+04,48.248,0.8156
1.85251e+05,77.613,0.9813
5.06956e+04,55.065,0.8979
4.13083e+04,42.264,0.8554
3.70595e+04,43.095,0.8000
3.96184e+04,55.469,0.8849
2.04941e+05,54.406,0.9764
2.85560e+04,55.222,0.8538
2.03856e+05,71.768,0.9764
2.77219e+04,54.355,0.8218
3.30802e+04,54.316,0.8920
2.77737e+05,48.797,0.9821
4.46971e+04,47.752,0.8776
8.47687e+04,65.213,0.9355
2.55552e+05,43.406,0.9723
1.89523e+05,35.398,0.9409
2.54739e+05,55.610,0.9758
3.53179e+04,41.273,0.8295
1.83826e+05,63.166,0.9725
2.67799e+05,92.417,0.9861
1.05945e+05,42.160,0.9277
1.20029e+05,45.373,0.9434
4.41258e+04,55.181,0.9097
1.18882e+05,50.686,0.9346
2.19537e+05,41.963,0.9658
9.03479e+04,58.381,0.9318
7.41644e+04,50.034,0.9274
2.51415e+05,44.276,0.9714
2.83637e+05,64.193,0.9850
6.28018e+04,50.207,0.9229
2.78686e+05,61.033,0.9823
1.11438e+05,42.083,0.9322
1.18037e+05,54.441,0.9589
2.24208e+05,47.778,0.9742
1.98749e+05,57.591,0.9743
1.07766e+05,55.210,0.9476
1.97990e+05,47.901,0.9701
1.94296e+05,58.729,0.9764
1.39835e+05,53.607,0.9563
4.00860e+04,47.299,0.8747
2.32567e+04,49.572,0.8278
2.33465e+04,66.919,0.8750
3.23133e+05,65.959,0.9889
2.78606e+05,49.035,0.9704
5.12584e+04,55.532,0.8958
1.02828e+05,47.245,0.9460
2.14436e+04,47.611,0.7637
2.34452e+04,53.492,0.7727
5.93215e+04,58.217,0.9125
5.68984e+04,50.842,0.9191
1.95737e+04,49.917,0.7544
1.10985e+05,47.167,0.9372
1.49943e+05,50.949,0.9485
1.06179e+05,64.687,0.9635
1.61080e+05,40.422,0.9410
2.72442e+04,49.388,0.8143
1.27733e+05,53.696,0.9621
3.70243e+05,44.004,0.9834
1.38720e+05,45.021,0.9527
2.84960e+04,58.632,0.8529
2.01276e+05,49.715,0.9734
1.79008e+05,51.197,0.9720
9.55684e+04,60.837,0.9578
2.93444e+05,53.766,0.9854
1.18454e+05,62.215,0.9692
2.97915e+04,46.018,0.8122
1.99357e+04,49.153,0.7325
2.04013e+04,41.206,0.6543
9.48183e+04,42.374,0.9308
1.53051e+05,43.875,0.9644
2.16433e+05,52.861,0.9742
2.05056e+05,48.479,0.9664
7.25574e+04,49.301,0.9335
1.31696e+05,49.482,0.9483
1.49304e+05,46.727,0.9498
3.33836e+04,58.119,0.8102
5.88606e+04,53.732,0.9183
3.09957e+05,48.854,0.9838
1.95515e+05,53.716,0.9757
1.14941e+05,67.540,0.9434
2.65607e+04,50.145,0.7938
8.65856e+04,42.634,0.9184
2.37196e+05,52.242,0.9735
1.97266e+05,61.983,0.9736
4.36662e+04,51.171,0.8720
1.47435e+05,46.565,0.9480
3.16263e+05,51.182,0.9818
9.50578e+04,46.977,0.9402
3.16348e+04,42.654,0.8148
1.58595e+05,51.608,0.9593
7.06476e+04,47.780,0.9204
3.83200e+05,46.176,0.9883
1.09731e+05,73.141,0.9444
2.06599e+05,51.657,0.9632
1.57092e+05,54.172,0.9565
1.12829e+05,56.158,0.9576
8.11245e+04,45.552,0.8732
1.32111e+05,43.706,0.9627
3.55297e+04,48.835,0.8300
8.55543e+04,53.370,0.9305
1.19227e+05,48.414,0.9570
1.08208e+05,53.036,0.9406
8.54717e+04,64.300,0.9656
3.10623e+04,58.160,0.8864
3.50827e+04,43.897,0.8443
2.23990e+05,41.929,0.9691
4.21067e+04,52.183,0.8977
2.05134e+04,50.556,0.7096
1.22469e+05,42.385,0.9475
1.17504e+05,60.718,0.9620
4.74834e+04,53.795,0.9013
2.10564e+04,55.465,0.8084
5.96658e+04,50.472,0.8729
4.72826e+04,53.090,0.9002
3.70714e+05,49.697,0.9869
1.11441e+05,42.662,0.9433
5.96155e+04,53.611,0.8986
1.65500e+05,47.274,0.9691
5.17493e+04,45.198,0.8694
2.85928e+04,54.898,0.8253
1.58722e+05,40.800,0.9441
2.07786e+05,50.635,0.9785
2.38011e+05,47.099,0.9731
2.42464e+05,62.346,0.9814
2.33530e+05,40.880,0.9678
3.42324e+05,43.390,0.9816
3.03204e+04,46.201,0.7384
1.06292e+05,55.799,0.9610
2.14522e+04,43.492,0.7277
2.69027e+04,44.158,0.8125
2.31985e+04,46.463,0.7757
3.74836e+04,56.567,0.9007
7.67831e+04,48.894,0.9284
1.02749e+05,62.487,0.9506
4.54216e+04,54.635,0.8580
9.05270e+04,34.000,0.8820
5.17582e+04,44.789,0.9015
3.68182e+04,46.127,0.8677
1.62202e+05,45.876,0.9551
8.82534e+04,67.295,0.9551
1.61170e+05,43.493,0.9579
3.08416e+05,37.671,0.9733
2.92102e+05,47.921,0.9819
8.28281e+04,41.837,0.9235
1.46521e+05,53.300,0.9615
2.46947e+05,53.361,0.9780
2.91461e+05,45.167,0.9773
3.78186e+05,39.163,0.9832
8.13970e+04,56.707,0.9396
3.29897e+04,64.892,0.8653
4.12569e+04,44.853,0.8048
6.32348e+04,48.951,0.9058
1.17780e+05,51.784,0.9453
2.80895e+05,49.282,0.9760
1.04745e+05,52.573,0.9461
2.54691e+05,47.857,0.9720
4.81885e+04,44.498,0.8876
2.64607e+04,48.614,0.8334
2.77114e+05,52.924,0.9768
3.25004e+04,50.858,0.8392
9.48290e+04,50.939,0.9353
2.77633e+04,46.029,0.8004
9.01846e+04,50.231,0.9363
6.28524e+04,51.408,0.8999
6.48784e+04,47.966,0.9056
2.63204e+05,50.130,0.9662
1.81447e+04,43.318,0.6867
8.06103e+04,46.310,0.9236
1.35923e+05,47.097,0.9635
2.14620e+05,48.493,0.9754
1.17106e+05,52.976,0.9275
9.02760e+04,53.124,0.9525
8.61175e+04,56.904,0.9212
5.66745e+04,55.679,0.8769
2.35141e+05,51.168,0.9841
1.47978e+05,55.912,0.9511
1.33345e+05,54.781,0.9641
2.73661e+04,64.510,0.8464
1.44095e+05,53.707,0.9548
3.20071e+04,48.773,0.7887
1.88667e+05,42.253,0.9657
7.59987e+04,42.462,0.9103
1.53899e+05,38.229,0.9349
2.00927e+04,45.605,0.7574
2.02442e+04,46.779,0.7164
2.95555e+05,37.339,0.9769
1.94500e+05,46.191,0.9703
3.06672e+05,65.076,0.9874
2.23379e+05,54.425,0.9835
1.99781e+05,47.294,0.9665
3.04799e+05,50.332,0.9807
2.71569e+04,53.062,0.8875
7.52002e+04,62.461,0.9534
1.21683e+05,50.619,0.9581
2.43710e+05,71.340,0.9895
2.32025e+05,52.705,0.9807
1.95467e+05,66.114,0.9770
2.61792e+04,49.087,0.7717
1.33173e+05,57.319,0.9552
7.08473e+04,56.148,0.8831
1.13654e+05,48.937,0.9487
2.78891e+05,44.314,0.9757
3.68028e+04,50.016,0.8594
2.70798e+05,40.951,0.9668
2.41823e+05,49.302,0.9582
9.66030e+04,56.006,0.9428
1.07763e+05,46.432,0.9514
1.90393e+05,42.650,0.9714
1.30428e+05,47.410,0.9456
5.48874e+04,41.995,0.8465
1.94424e+05,47.978,0.9759
1.69189e+05,58.378,0.9709
2.97086e+05,48.187,0.9806
9.51833e+04,48.565,0.9418
1.07942e+05,57.030,0.9502
1.96254e+05,41.735,0.9689
2.56838e+05,55.598,0.9778
1.33121e+05,50.212,0.9576
1.85368e+05,62.103,0.9718
2.47507e+05,58.695,0.9784
2.36836e+05,54.208,0.9731
9.65884e+04,44.255,0.9176
3.28638e+04,44.777,0.7951
1.28560e+05,47.259,0.9576
2.81539e+05,55.046,0.9838
2.96785e+05,53.570,0.9817
1.43196e+05,41.838,0.9457
1.96315e+05,45.565,0.9650
2.60958e+05,50.887,0.9789
5.71758e+04,51.242,0.9294
4.68834e+04,39.410,0.8452
2.26561e+05,51.946,0.9753
2.06759e+05,47.055,0.9729
9.24481e+04,50.987,0.9569
8.99913e+04,48.363,0.9406
5.57933e+04,53.885,0.9156
2.21045e+05,43.677,0.9618
1.67088e+05,48.952,0.9612
1.87315e+05,53.697,0.9648
1.15167e+05,49.017,0.9560
3.28762e+05,54.612,0.9886
2.03787e+04,48.011,0.7296
2.54268e+04,44.086,0.7933
1.17109e+05,56.166,0.9627
7.65414e+04,48.979,0.9259
4.41714e+04,49.584,0.8556
2.48144e+04,64.176,0.8235
2.38938e+05,62.366,0.9814
3.50926e+04,49.024,0.8260
2.40036e+05,47.538,0.9719
1.76833e+05,52.367,0.9746
9.13100e+04,51.205,0.9270
2.13486e+05,58.542,0.9775
1.34843e+05,55.108,0.9687
2.04724e+05,48.170,0.9716
3.90895e+04,52.333,0.8990
1.93768e+05,49.477,0.9640
2.73003e+05,57.279,0.9791
3.23567e+04,47.198,0.8189
4.29330e+04,59.351,0.9143
1.39771e+05,46.926,0.9564
5.18089e+04,58.858,0.9188
7.68942e+04,46.762,0.9030
3.27020e+05,49.400,0.9821
4.97928e+04,65.993,0.9106
1.43696e+05,58.398,0.9708
1.44371e+05,63.862,0.9792
3.58518e+05,48.537,0.9817
8.13893e+04,46.939,0.9386
1.24024e+05,61.322,0.9560
2.15935e+04,46.655,0.7302
2.56255e+05,51.042,0.9771
2.72918e+05,49.071,0.9818
1.51199e+05,47.864,0.9662
2.29248e+04,53.775,0.8278
1.43653e+05,40.507,0.9559
2.89180e+04,47.720,0.7640
1.22234e+05,46.482,0.9379
2.35459e+04,45.139,0.7749
6.21430e+04,51.168,0.8960
1.03662e+05,51.419,0.9445
3.49854e+04,53.685,0.8212
7.08733e+04,44.196,0.9196
5.09831e+04,56.440,0.9169
1.94352e+04,50.444,0.7470
2.88016e+04,49.993,0.8027
1.68257e+05,58.302,0.9691
3.04615e+04,55.111,0.8568
7.32122e+04,51.811,0.9376
2.14913e+05,53.876,0.9753
1.42457e+05,53.820,0.9711
4.18618e+04,48.132,0.8605
6.68426e+04,52.602,0.8880
1.40222e+05,54.028,0.9698
6.63988e+04,42.146,0.8750
2.64893e+05,46.454,0.9788
6.73351e+04,56.133,0.9176
6.24653e+04,53.767,0.9100
2.17155e+05,44.729,0.9666
1.12178e+05,48.032,0.9445
4.16978e+04,52.585,0.8459
4.06737e+04,52.908,0.8656
3.42625e+04,61.190,0.8636
3.30077e+04,55.003,0.8387
2.20311e+04,55.371,0.7835
3.37450e+04,48.477,0.7694
1.90387e+04,49.396,0.7939
7.71449e+04,55.741,0.9361
2.64878e+04,57.821,0.8647
7.48056e+04,43.564,0.8913
2.67561e+04,49.047,0.7103
1.98609e+05,47.320,0.9669
1.50080e+05,46.561,0.9587
2.87259e+04,55.557,0.7994
2.08186e+05,59.524,0.9733
2.77673e+05,50.121,0.9812
9.72020e+04,59.430,0.9456
3.58133e+04,52.155,0.8591
2.22778e+05,47.740,0.9619
1.39494e+05,60.133,0.9644
1.61467e+05,42.729,0.9534
2.46782e+04,49.947,0.8202
7.47375e+04,68.592,0.9589
1.49981e+05,45.239,0.9735
2.44057e+05,48.275,0.9798
7.92924e+04,48.235,0.8968
2.33986e+05,50.626,0.9743
3.02554e+05,54.408,0.9837
3.94020e+04,46.726,0.8502
2.93161e+05,59.390,0.9861
3.64649e+04,52.535,0.8379
2.91402e+04,55.014,0.8459
1.77851e+05,47.070,0.9700
1.36637e+05,66.806,0.9758
2.55270e+05,51.896,0.9758
4.24398e+04,56.080,0.8966
1.73835e+04,57.896,0.7294
9.19802e+04,57.301,0.9459
2.06293e+05,45.839,0.9642
1.70179e+05,59.509,0.9731
3.12139e+05,51.483,0.9854
2.78642e+05,54.484,0.9819
6.01723e+04,55.800,0.9101
1.75002e+05,47.090,0.9610
1.72933e+05,47.316,0.9602
2.83757e+04,60.659,0.8459
4.49879e+04,77.479,0.9428
3.44269e+04,64.148,0.8873
2.20332e+04,49.714,0.7466
7.07133e+04,48.251,0.8596
2.89220e+05,54.470,0.9849
2.59181e+05,42.922,0.9768
2.63034e+05,55.185,0.9800
2.70544e+05,41.331,0.9703
