Omega,frame,t,norm,Fz,Lz,peak,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
-0.5000,194,1.934000e+01,9.930024e-01,3.682564e+00,,NaN,3.206199e-01,1.361552e-01,1.574170e-01,9.683095e-02,1.229077e-01,7.210390e-02,3.430129e-02,2.238295e-02,1.473263e-02,1.219527e-02,7.042626e-03,2.406394e-03,9.041451e-04
-0.5000,195,1.944000e+01,9.929767e-01,3.683509e+00,,NaN,3.149077e-01,1.462539e-01,1.496759e-01,9.882933e-02,1.285762e-01,6.802646e-02,3.496445e-02,2.203623e-02,1.478087e-02,1.197024e-02,6.754530e-03,2.347841e-03,8.762812e-04
-0.5000,196,1.954000e+01,9.929518e-01,3.683196e+00,,NaN,3.084541e-01,1.575114e-01,1.403544e-01,1.029825e-01,1.328294e-01,6.420935e-02,3.569817e-02,2.177209e-02,1.478055e-02,1.178893e-02,6.468511e-03,2.303752e-03,8.468937e-04
-0.5000,197,1.964000e+01,9.929275e-01,3.681614e+00,,NaN,3.013049e-01,1.697189e-01,1.298773e-01,1.089821e-01,1.355673e-01,6.084834e-02,3.641417e-02,2.164388e-02,1.472368e-02,1.164517e-02,6.189065e-03,2.268978e-03,8.161354e-04
-0.5000,198,1.974000e+01,9.929036e-01,3.678819e+00,,NaN,2.935456e-01,1.825669e-01,1.188335e-01,1.163041e-01,1.368800e-01,5.806117e-02,3.704860e-02,2.167515e-02,1.461899e-02,1.152044e-02,5.922559e-03,2.238803e-03,7.841610e-04
-0.5000,199,1.984000e+01,9.928800e-01,3.674880e+00,,NaN,2.853008e-01,1.956398e-01,1.079530e-01,1.242641e-01,1.369883e-01,5.592156e-02,3.755044e-02,2.186747e-02,1.448705e-02,1.138969e-02,5.677046e-03,2.209680e-03,7.510638e-04
-0.5000,200,1.994000e+01,9.928563e-01,3.669836e+00,,NaN,2.767268e-01,2.084387e-01,9.804596e-02,1.321173e-01,1.361501e-01,5.450692e-02,3.785613e-02,2.221805e-02,1.435206e-02,1.123151e-02,5.459779e-03,2.179649e-03,7.169913e-04
-0.5000,201,2.004000e+01,9.928325e-01,3.663661e+00,,8.771956e-03,2.679861e-01,2.204392e-01,8.990931e-02,1.391771e-01,1.345699e-01,5.392629e-02,3.788904e-02,2.272560e-02,1.423788e-02,1.103489e-02,5.274641e-03,2.147925e-03,6.821730e-04
-0.5000,202,2.014000e+01,9.928085e-01,3.656245e+00,,NaN,2.592268e-01,2.311405e-01,8.427226e-02,1.448439e-01,1.323950e-01,5.430343e-02,3.759104e-02,2.337659e-02,1.417005e-02,1.079772e-02,5.121600e-03,2.114217e-03,6.468185e-04
-0.5000,203,2.024000e+01,9.927839e-01,3.647483e+00,,NaN,2.505946e-01,2.400885e-01,8.175942e-02,1.485918e-01,1.297747e-01,5.572299e-02,3.695186e-02,2.412896e-02,1.417728e-02,1.052337e-02,4.996679e-03,2.078753e-03,6.110559e-04
-0.5000,204,2.034000e+01,9.927586e-01,3.637335e+00,,NaN,2.422348e-01,2.469178e-01,8.281268e-02,1.500159e-01,1.268885e-01,5.817282e-02,3.603367e-02,2.490182e-02,1.429212e-02,1.021943e-02,4.892755e-03,2.042690e-03,5.750768e-04
-0.5000,205,2.044000e+01,9.927325e-01,3.625814e+00,,NaN,2.342665e-01,2.514066e-01,8.762028e-02,1.489016e-01,1.239369e-01,6.151053e-02,3.498483e-02,2.558084e-02,1.454686e-02,9.896159e-03,4.801675e-03,2.007880e-03,5.393080e-04
-0.5000,206,2.054000e+01,9.927055e-01,3.612956e+00,,NaN,2.267704e-01,2.534838e-01,9.610213e-02,1.452780e-01,1.210867e-01,6.549346e-02,3.401374e-02,2.604494e-02,1.496140e-02,9.568556e-03,4.716640e-03,1.975932e-03,5.043739e-04
-0.5000,207,2.064000e+01,9.926772e-01,3.598790e+00,,NaN,2.197977e-01,2.532216e-01,1.078941e-01,1.394605e-01,1.183827e-01,6.986796e-02,3.333155e-02,2.619279e-02,1.554049e-02,9.257987e-03,4.634267e-03,1.947438e-03,4.709646e-04
-0.5000,208,2.074000e+01,9.926478e-01,3.583298e+00,,NaN,2.133629e-01,2.508430e-01,1.223428e-01,1.320604e-01,1.156991e-01,7.444678e-02,3.309012e-02,2.598326e-02,1.626582e-02,8.988278e-03,4.555878e-03,1.921957e-03,4.397032e-04
-0.5000,209,2.084000e+01,9.926172e-01,3.566438e+00,,NaN,2.074299e-01,2.466868e-01,1.386125e-01,1.239065e-01,1.127781e-01,7.911975e-02,3.331938e-02,2.549656e-02,1.706962e-02,8.784018e-03,4.487730e-03,1.898044e-03,4.110473e-04
-0.5000,210,2.094000e+01,9.925854e-01,3.548215e+00,,NaN,2.019296e-01,2.411512e-01,1.558428e-01,1.158533e-01,1.093704e-01,8.378038e-02,3.392182e-02,2.494989e-02,1.783018e-02,8.671528e-03,4.440028e-03,1.873453e-03,3.854619e-04
-0.5000,211,2.104000e+01,9.925525e-01,3.528672e+00,,1.059567e-02,1.967834e-01,2.346622e-01,1.732112e-01,1.086133e-01,1.054073e-01,8.820674e-02,3.477907e-02,2.461649e-02,1.841533e-02,8.671302e-03,4.424072e-03,1.845865e-03,3.637030e-04
-0.5000,212,2.114000e+01,9.925189e-01,3.507773e+00,,NaN,1.919187e-01,2.276179e-01,1.899507e-01,1.027177e-01,1.010578e-01,9.201910e-02,3.588566e-02,2.469363e-02,1.874873e-02,8.780173e-03,4.448647e-03,1.814539e-03,3.467707e-04
-0.5000,213,2.124000e+01,9.924849e-01,3.485395e+00,,NaN,1.872710e-01,2.203440e-01,2.053839e-01,9.856289e-02,9.662747e-02,9.476062e-02,3.738017e-02,2.522889e-02,1.883900e-02,8.969016e-03,4.515573e-03,1.782043e-03,3.354630e-04
-0.5000,214,2.134000e+01,9.924509e-01,3.461411e+00,,NaN,1.827787e-01,2.131144e-01,2.189450e-01,9.640653e-02,9.247899e-02,9.602435e-02,3.945023e-02,2.613798e-02,1.875810e-02,9.205360e-03,4.616341e-03,1.754136e-03,3.299224e-04
-0.5000,215,2.144000e+01,9.924175e-01,3.435773e+00,,NaN,1.783793e-01,2.061978e-01,2.301693e-01,9.636413e-02,8.895750e-02,9.558893e-02,4.218551e-02,2.727086e-02,1.861642e-02,9.467019e-03,4.735654e-03,1.737879e-03,3.296955e-04
-0.5000,216,2.154000e+01,9.923850e-01,3.408534e+00,,NaN,1.740150e-01,1.998454e-01,2.387334e-01,9.843784e-02,8.627490e-02,9.349350e-02,4.550738e-02,2.847869e-02,1.854352e-02,9.735621e-03,4.861917e-03,1.738636e-03,3.341441e-04
-0.5000,217,2.164000e+01,9.923537e-01,3.379839e+00,,NaN,1.696564e-01,1.942079e-01,2.445772e-01,1.024355e-01,8.453657e-02,8.998901e-02,4.919633e-02,2.965500e-02,1.865834e-02,9.992817e-03,4.993367e-03,1.758929e-03,3.426058e-04
-0.5000,218,2.174000e+01,9.923238e-01,3.349900e+00,,NaN,1.653186e-01,1.893096e-01,2.479004e-01,1.079388e-01,8.384319e-02,8.542274e-02,5.295689e-02,3.075827e-02,1.903615e-02,1.022809e-02,5.133096e-03,1.799839e-03,3.544112e-04
-0.5000,219,2.184000e+01,9.922952e-01,3.318918e+00,,NaN,1.610451e-01,1.851065e-01,2.489989e-01,1.144512e-01,8.428353e-02,8.015885e-02,5.648854e-02,3.181635e-02,1.969227e-02,1.044449e-02,5.283342e-03,1.861660e-03,3.691565e-04
-0.5000,220,2.194000e+01,9.922679e-01,3.287004e+00,,NaN,1.568826e-01,1.815350e-01,2.481552e-01,1.215242e-01,8.589697e-02,7.453698e-02,5.954516e-02,3.289868e-02,2.059012e-02,1.066001e-02,5.444195e-03,1.943965e-03,3.869772e-04
-0.5000,221,2.204000e+01,9.922417e-01,3.254175e+00,,9.226432e-03,1.528624e-01,1.785303e-01,2.456535e-01,1.287460e-01,8.866229e-02,6.888105e-02,6.194211e-02,3.408765e-02,2.166007e-02,1.090526e-02,5.614783e-03,2.046034e-03,4.085445e-04
-0.5000,222,2.214000e+01,9.922164e-01,3.220392e+00,,NaN,1.489991e-01,1.760285e-01,2.418008e-01,1.357349e-01,9.248478e-02,6.351225e-02,6.354570e-02,3.546110e-02,2.282253e-02,1.121195e-02,5.796105e-03,2.167602e-03,4.346700e-04
-0.5000,223,2.224000e+01,9.921918e-01,3.185663e+00,,NaN,1.453053e-01,1.739661e-01,2.368857e-01,1.422084e-01,9.718597e-02,5.871950e-02,6.428520e-02,3.707481e-02,2.399988e-02,1.160337e-02,5.991116e-03,2.308784e-03,4.658645e-04
-0.5000,224,2.234000e+01,9.921676e-01,3.150125e+00,,NaN,1.417944e-01,1.722976e-01,2.311359e-01,1.480220e-01,1.025217e-01,5.473481e-02,6.414876e-02,3.895945e-02,2.511477e-02,1.209631e-02,6.202979e-03,2.469214e-03,5.022163e-04
-0.5000,225,2.244000e+01,9.921436e-01,3.113966e+00,,NaN,1.384764e-01,1.709906e-01,2.247317e-01,1.531184e-01,1.082351e-01,5.172149e-02,6.318048e-02,4.112145e-02,2.609673e-02,1.270045e-02,6.435509e-03,2.648130e-03,5.435691e-04
-0.5000,226,2.254000e+01,9.921197e-01,3.077343e+00,,NaN,1.353593e-01,1.700058e-01,2.178360e-01,1.574677e-01,1.140955e-01,4.978171e-02,6.146994e-02,4.354103e-02,2.690478e-02,1.340927e-02,6.694306e-03,2.844681e-03,5.899043e-04
-0.5000,227,2.264000e+01,9.920955e-01,3.040339e+00,,NaN,1.324579e-01,1.692819e-01,2.105974e-01,1.610462e-01,1.199086e-01,4.899673e-02,5.911621e-02,4.616346e-02,2.754890e-02,1.419721e-02,6.986557e-03,3.057457e-03,6.415163e-04
-0.5000,228,2.274000e+01,9.920709e-01,3.002989e+00,,NaN,1.298008e-01,1.687251e-01,2.031485e-01,1.638628e-01,1.254798e-01,4.945814e-02,5.622259e-02,4.887950e-02,2.809519e-02,1.502246e-02,7.321817e-03,3.284425e-03,6.988551e-04
-0.5000,229,2.284000e+01,9.920456e-01,2.965332e+00,,NaN,1.274343e-01,1.682280e-01,1.955880e-01,1.659897e-01,1.305874e-01,5.123145e-02,5.293984e-02,5.151653e-02,2.865360e-02,1.583422e-02,7.710265e-03,3.524116e-03,7.626412e-04
-0.5000,230,2.294000e+01,9.920195e-01,2.927385e+00,,NaN,1.254103e-01,1.677024e-01,1.879753e-01,1.675035e-01,1.350498e-01,5.430489e-02,4.948211e-02,5.386000e-02,2.935290e-02,1.659101e-02,8.156986e-03,3.776643e-03,8.341345e-04
-0.5000,231,2.304000e+01,9.919923e-01,2.889081e+00,,1.036479e-02,1.237724e-01,1.671027e-01,1.803177e-01,1.684288e-01,1.387980e-01,5.857939e-02,4.609980e-02,5.570583e-02,3.030445e-02,1.727326e-02,8.659860e-03,4.042870e-03,9.149137e-04
-0.5000,232,2.314000e+01,9.919639e-01,2.850302e+00,,NaN,1.225534e-01,1.664260e-01,1.725808e-01,1.687273e-01,1.418957e-01,6.385415e-02,4.305860e-02,5.690362e-02,3.157459e-02,1.788402e-02,9.212543e-03,4.322812e-03,1.006497e-03
-0.5000,233,2.324000e+01,9.919343e-01,2.810892e+00,,NaN,1.217720e-01,1.656977e-01,1.647118e-01,1.683185e-01,1.445239e-01,6.982474e-02,4.062339e-02,5.736122e-02,3.318338e-02,1.844930e-02,9.809047e-03,4.614920e-03,1.110171e-03
-0.5000,234,2.334000e+01,9.919032e-01,2.770613e+00,,NaN,1.214211e-01,1.649521e-01,1.566819e-01,1.670849e-01,1.469313e-01,7.614931e-02,3.901625e-02,5.704731e-02,3.510584e-02,1.901904e-02,1.044680e-02,4.917132e-03,1.227079e-03
-0.5000,235,2.344000e+01,9.918707e-01,2.729099e+00,,NaN,1.214572e-01,1.641950e-01,1.485650e-01,1.648384e-01,1.493833e-01,8.252468e-02,3.838851e-02,5.601041e-02,3.726519e-02,1.965967e-02,1.112378e-02,5.230314e-03,1.358587e-03
-0.5000,236,2.354000e+01,9.918370e-01,2.685798e+00,,NaN,1.218020e-01,1.633731e-01,1.405797e-01,1.613104e-01,1.521039e-01,8.872100e-02,3.885348e-02,5.437108e-02,3.954284e-02,2.044619e-02,1.182987e-02,5.559830e-03,1.506655e-03
-0.5000,237,2.364000e+01,9.918021e-01,2.640095e+00,,NaN,1.223483e-01,1.624228e-01,1.330267e-01,1.562177e-01,1.551915e-01,9.460373e-02,4.052930e-02,5.227279e-02,4.179486e-02,2.145789e-02,1.254829e-02,5.912289e-03,1.673806e-03
-0.5000,238,2.374000e+01,9.917662e-01,2.591532e+00,,NaN,1.229745e-01,1.613299e-01,1.261699e-01,1.494405e-01,1.584796e-01,1.001442e-01,4.356728e-02,4.985357e-02,4.385740e-02,2.276372e-02,1.326526e-02,6.291902e-03,1.862296e-03
-0.5000,239,2.384000e+01,9.917299e-01,2.540056e+00,,NaN,1.235708e-01,1.601527e-01,1.201461e-01,1.411709e-01,1.615161e-01,1.053350e-01,4.812241e-02,4.728935e-02,4.555286e-02,2.439898e-02,1.397333e-02,6.698732e-03,2.072735e-03
-0.5000,240,2.394000e+01,9.916934e-01,2.486180e+00,,NaN,1.240809e-01,1.590132e-01,1.148867e-01,1.319284e-01,1.637356e-01,1.101281e-01,5.420489e-02,4.485584e-02,4.671157e-02,2.635514e-02,1.466764e-02,7.128336e-03,2.303572e-03
-0.5000,241,2.404000e+01,9.916573e-01,2.430832e+00,,1.363018e-02,1.245185e-01,1.580207e-01,1.101821e-01,1.224039e-01,1.646684e-01,1.144787e-01,6.153226e-02,4.292495e-02,4.721310e-02,2.857238e-02,1.535883e-02,7.573654e-03,2.552567e-03
-0.5000,242,2.414000e+01,9.916219e-01,2.374988e+00,,NaN,1.249167e-01,1.571942e-01,1.059146e-01,1.132189e-01,1.640063e-01,1.183941e-01,6.959278e-02,4.185862e-02,4.704107e-02,3.092321e-02,1.608960e-02,8.030458e-03,2.819582e-03
-0.5000,243,2.424000e+01,9.915877e-01,2.319375e+00,,NaN,1.252976e-01,1.564449e-01,1.021020e-01,1.048526e-01,1.615949e-01,1.218941e-01,7.786612e-02,4.189104e-02,4.629456e-02,3.323671e-02,1.691561e-02,8.502600e-03,3.107119e-03
-0.5000,244,2.434000e+01,9.915548e-01,2.264359e+00,,NaN,1.256875e-01,1.556438e-01,9.873063e-02,9.766504e-02,1.574399e-01,1.250096e-01,8.589736e-02,4.312754e-02,4.515104e-02,3.534821e-02,1.788282e-02,8.998879e-03,3.417687e-03
-0.5000,245,2.444000e+01,9.915235e-01,2.209978e+00,,NaN,1.261146e-01,1.547233e-01,9.566398e-02,9.187420e-02,1.516918e-01,1.277877e-01,9.329683e-02,4.557496e-02,4.383918e-02,3.713575e-02,1.901747e-02,9.528760e-03,3.751445e-03
-0.5000,246,2.454000e+01,9.914936e-01,2.156167e+00,,NaN,1.266123e-01,1.536764e-01,9.271367e-02,8.752805e-02,1.446435e-01,1.302426e-01,9.980409e-02,4.911665e-02,4.259769e-02,3.853171e-02,2.032251e-02,1.010306e-02,4.107755e-03
-0.5000,247,2.464000e+01,9.914653e-01,2.102881e+00,,NaN,1.272308e-01,1.525057e-01,8.972987e-02,8.449613e-02,1.367236e-01,1.322979e-01,1.053250e-01,5.353407e-02,4.163354e-02,3.951999e-02,2.178184e-02,1.073461e-02,4.486935e-03
-0.5000,248,2.474000e+01,9.914383e-01,2.050059e+00,,NaN,1.280200e-01,1.512223e-01,8.662822e-02,8.251050e-02,1.284288e-01,1.337844e-01,1.099122e-01,5.855991e-02,4.111243e-02,4.013048e-02,2.336355e-02,1.143808e-02,4.889122e-03
-0.5000,249,2.484000e+01,9.914125e-01,1.997676e+00,,NaN,1.290091e-01,1.498412e-01,8.339175e-02,8.126171e-02,1.202212e-01,1.345198e-01,1.137059e-01,6.390939e-02,4.115414e-02,4.042091e-02,2.502361e-02,1.222744e-02,5.313853e-03
-0.5000,250,2.494000e+01,9.913875e-01,1.945795e+00,,NaN,1.302023e-01,1.483810e-01,8.003644e-02,8.048289e-02,1.124682e-01,1.343898e-01,1.168478e-01,6.932051e-02,4.182011e-02,4.046082e-02,2.671477e-02,1.311384e-02,5.761554e-03
-0.5000,251,2.504000e+01,9.913631e-01,1.894558e+00,,9.001025e-03,1.315908e-01,1.468623e-01,7.659640e-02,7.995087e-02,1.054503e-01,1.333664e-01,1.194185e-01,7.459171e-02,4.311425e-02,4.033218e-02,2.838573e-02,1.410492e-02,6.235582e-03
-0.5000,252,2.514000e+01,9.913391e-01,1.844184e+00,,NaN,1.331603e-01,1.452852e-01,7.314870e-02,7.947247e-02,9.936993e-02,1.315112e-01,1.214234e-01,7.957333e-02,4.499599e-02,4.013452e-02,2.998021e-02,1.520248e-02,6.742231e-03
-0.5000,253,2.524000e+01,9.913151e-01,1.794912e+00,,NaN,1.348825e-01,1.436333e-01,6.979859e-02,7.890481e-02,9.433508e-02,1.289610e-01,1.228411e-01,8.414563e-02,4.738612e-02,3.997786e-02,3.144625e-02,1.639927e-02,7.288480e-03
-0.5000,254,2.534000e+01,9.912908e-01,1.746927e+00,,NaN,1.367166e-01,1.418904e-01,6.664617e-02,7.815488e-02,9.034270e-02,1.259136e-01,1.236650e-01,8.823087e-02,5.017143e-02,3.996198e-02,3.274731e-02,1.767816e-02,7.880849e-03
-0.5000,255,2.544000e+01,9.912661e-01,1.700296e+00,,NaN,1.386290e-01,1.400425e-01,6.376146e-02,7.716321e-02,8.729147e-02,1.226158e-01,1.239070e-01,9.178863e-02,5.322318e-02,4.016776e-02,3.386919e-02,1.901575e-02,8.525004e-03
-0.5000,256,2.554000e+01,9.912407e-01,1.654944e+00,,NaN,1.406005e-01,1.380714e-01,6.118729e-02,7.588746e-02,8.502482e-02,1.193160e-01,1.236060e-01,9.480228e-02,5.641700e-02,4.065073e-02,3.482656e-02,2.038636e-02,9.223680e-03
-0.5000,257,2.564000e+01,9.912144e-01,1.610702e+00,,NaN,1.426208e-01,1.359671e-01,5.895101e-02,7.429085e-02,8.336039e-02,1.162086e-01,1.228413e-01,9.727867e-02,5.965096e-02,4.142940e-02,3.566195e-02,2.176241e-02,9.976525e-03
-0.5000,258,2.574000e+01,9.911870e-01,1.567417e+00,,NaN,1.447059e-01,1.337341e-01,5.704739e-02,7.234531e-02,8.211112e-02,1.134252e-01,1.217132e-01,9.924672e-02,6.285267e-02,4.248270e-02,3.643478e-02,2.311920e-02,1.078169e-02
-0.5000,259,2.584000e+01,9.911584e-01,1.525024e+00,,NaN,1.469075e-01,1.313734e-01,5.544269e-02,7.004263e-02,8.108629e-02,1.110622e-01,1.203214e-01,1.007582e-01,6.596023e-02,4.375780e-02,3.720922e-02,2.444239e-02,1.163606e-02
-0.5000,260,2.594000e+01,9.911285e-01,1.483522e+00,,NaN,1.492788e-01,1.288773e-01,5.410080e-02,6.742612e-02,8.007903e-02,1.091703e-01,1.187836e-01,1.018858e-01,6.891430e-02,4.517915e-02,3.804349e-02,2.572578e-02,1.253562e-02
-0.5000,261,2.604000e+01,9.910972e-01,1.442833e+00,,1.231774e-02,1.518622e-01,1.262216e-01,5.298479e-02,6.459875e-02,7.888850e-02,1.077290e-01,1.172194e-01,1.027080e-01,7.169356e-02,4.666982e-02,3.897553e-02,2.697140e-02,1.347747e-02
-0.5000,262,2.614000e+01,9.910646e-01,1.402753e+00,,NaN,1.546843e-01,1.233717e-01,5.204790e-02,6.171735e-02,7.736438e-02,1.066234e-01,1.157360e-01,1.032931e-01,7.430323e-02,4.818937e-02,4.001644e-02,2.819090e-02,1.446193e-02
-0.5000,263,2.624000e+01,9.910306e-01,1.363035e+00,,NaN,1.576945e-01,1.203454e-01,5.124706e-02,5.896537e-02,7.543674e-02,1.056420e-01,1.144431e-01,1.037269e-01,7.672992e-02,4.971973e-02,4.116180e-02,2.939538e-02,1.549205e-02
-0.5000,264,2.634000e+01,9.909956e-01,1.323518e+00,,NaN,1.607206e-01,1.172560e-01,5.057187e-02,5.650442e-02,7.313918e-02,1.045562e-01,1.134032e-01,1.040959e-01,7.895201e-02,5.123429e-02,4.240603e-02,3.059416e-02,1.656615e-02
-0.5000,265,2.644000e+01,9.909597e-01,1.284185e+00,,NaN,1.635323e-01,1.142478e-01,5.004381e-02,5.445866e-02,7.061117e-02,1.032102e-01,1.125823e-01,1.044199e-01,8.095893e-02,5.271832e-02,4.373632e-02,3.180433e-02,1.767600e-02
-0.5000,266,2.654000e+01,9.909233e-01,1.245107e+00,,NaN,1.659316e-01,1.114334e-01,4.967897e-02,5.290754e-02,6.804479e-02,1.015338e-01,1.119242e-01,1.046313e-01,8.274135e-02,5.418599e-02,4.512008e-02,3.304865e-02,1.881847e-02
-0.5000,267,2.664000e+01,9.908867e-01,1.206419e+00,,NaN,1.677463e-01,1.089436e-01,4.945984e-02,5.187212e-02,6.561987e-02,9.953644e-02,1.113903e-01,1.046399e-01,8.428840e-02,5.565733e-02,4.650420e-02,3.434292e-02,1.999880e-02
-0.5000,268,2.674000e+01,9.908504e-01,1.168281e+00,,NaN,1.688361e-01,1.069097e-01,4.936922e-02,5.130351e-02,6.345505e-02,9.730385e-02,1.109339e-01,1.043982e-01,8.563053e-02,5.712753e-02,4.782410e-02,3.569056e-02,2.121769e-02
-0.5000,269,2.684000e+01,9.908146e-01,1.130819e+00,,NaN,1.691522e-01,1.053803e-01,4.941245e-02,5.109464e-02,6.159788e-02,9.495021e-02,1.105239e-01,1.038945e-01,8.684385e-02,5.859845e-02,4.901113e-02,3.707303e-02,2.246752e-02
-0.5000,270,2.694000e+01,9.907798e-01,1.094099e+00,,NaN,1.687330e-01,1.043327e-01,4.959076e-02,5.112227e-02,6.007000e-02,9.254912e-02,1.101518e-01,1.031546e-01,8.797268e-02,6.011593e-02,5.002205e-02,3.844675e-02,2.373831e-02
-0.5000,271,2.704000e+01,9.907463e-01,1.058129e+00,,1.209174e-02,1.676695e-01,1.037085e-01,4.989021e-02,5.127469e-02,5.890032e-02,9.012340e-02,1.097990e-01,1.022458e-01,8.899834e-02,6.175724e-02,5.084416e-02,3.976757e-02,2.502135e-02
-0.5000,272,2.714000e+01,9.907142e-01,1.022900e+00,,NaN,1.660810e-01,1.034140e-01,5.030044e-02,5.145417e-02,5.812925e-02,8.770116e-02,1.094125e-01,1.012280e-01,8.987109e-02,6.362468e-02,5.147957e-02,4.099556e-02,2.630861e-02
-0.5000,273,2.724000e+01,9.906835e-01,9.883862e-01,,NaN,1.640916e-01,1.033476e-01,5.078953e-02,5.160820e-02,5.776339e-02,8.534502e-02,1.089355e-01,1.001440e-01,9.053009e-02,6.579890e-02,5.195984e-02,4.209713e-02,2.758922e-02
-0.5000,274,2.734000e+01,9.906542e-01,9.544961e-01,,NaN,1.618162e-01,1.034084e-01,5.132378e-02,5.173718e-02,5.773920e-02,8.312201e-02,1.083408e-01,9.904981e-02,9.091652e-02,6.828078e-02,5.235866e-02,4.305480e-02,2.885190e-02
-0.5000,275,2.744000e+01,9.906261e-01,9.211319e-01,,NaN,1.593394e-01,1.034952e-01,5.192228e-02,5.184813e-02,5.797267e-02,8.108350e-02,1.076170e-01,9.801440e-02,9.098267e-02,7.099339e-02,5.277877e-02,4.386393e-02,3.008865e-02
-0.5000,276,2.754000e+01,9.905992e-01,8.882695e-01,,NaN,1.567153e-01,1.035229e-01,5.263152e-02,5.194052e-02,5.839412e-02,7.928877e-02,1.067605e-01,9.708937e-02,9.070358e-02,7.380425e-02,5.332250e-02,4.452814e-02,3.129857e-02
-0.5000,277,2.764000e+01,9.905731e-01,8.559978e-01,,NaN,1.539834e-01,1.034522e-01,5.345227e-02,5.203583e-02,5.893389e-02,7.780397e-02,1.057987e-01,9.627959e-02,9.010087e-02,7.655307e-02,5.405857e-02,4.505579e-02,3.249190e-02
-0.5000,278,2.774000e+01,9.905478e-01,8.244698e-01,,NaN,1.511788e-01,1.032849e-01,5.433803e-02,5.217452e-02,5.953164e-02,7.665545e-02,1.047861e-01,9.557697e-02,8.921981e-02,7.910291e-02,5.501167e-02,4.545314e-02,3.368608e-02
-0.5000,279,2.784000e+01,9.905229e-01,7.937910e-01,,NaN,1.483285e-01,1.030535e-01,5.522682e-02,5.237864e-02,6.015613e-02,7.581243e-02,1.037804e-01,9.499429e-02,8.810001e-02,8.136390e-02,5.618689e-02,4.572481e-02,3.489376e-02
-0.5000,280,2.794000e+01,9.904984e-01,7.639709e-01,,NaN,1.454481e-01,1.028022e-01,5.607244e-02,5.263521e-02,6.079559e-02,7.521976e-02,1.028179e-01,9.455472e-02,8.679884e-02,8.328023e-02,5.757635e-02,4.588381e-02,3.611482e-02
-0.5000,281,2.804000e+01,9.904739e-01,7.350063e-01,,1.132167e-02,1.425575e-01,1.025587e-01,5.685149e-02,5.291243e-02,6.144719e-02,7.483601e-02,1.018991e-01,9.428624e-02,8.539743e-02,8.480147e-02,5.915548e-02,4.595262e-02,3.734437e-02
-0.5000,282,2.814000e+01,9.904493e-01,7.069341e-01,,NaN,1.396743e-01,1.023464e-01,5.754623e-02,5.318296e-02,6.211666e-02,7.464829e-02,1.009912e-01,9.421100e-02,8.397920e-02,8.587241e-02,6.088451e-02,4.596359e-02,3.858329e-02
-0.5000,283,2.824000e+01,9.904242e-01,6.798102e-01,,NaN,1.367960e-01,1.021909e-01,5.814859e-02,5.343988e-02,6.281738e-02,7.464893e-02,1.000485e-01,9.433782e-02,8.262539e-02,8.645393e-02,6.270385e-02,4.595370e-02,3.983516e-02
-0.5000,284,2.834000e+01,9.903984e-01,6.536643e-01,,NaN,1.338914e-01,1.021160e-01,5.866499e-02,5.369992e-02,6.357228e-02,7.480917e-02,9.903694e-02,9.464816e-02,8.143524e-02,8.653326e-02,6.453900e-02,4.595510e-02,4.109849e-02
-0.5000,285,2.844000e+01,9.903717e-01,6.285202e-01,,NaN,1.309117e-01,1.021404e-01,5.911789e-02,5.399960e-02,6.440501e-02,7.508323e-02,9.795538e-02,9.507249e-02,8.051831e-02,8.611573e-02,6.631794e-02,4.599743e-02,4.236494e-02
-0.5000,286,2.854000e+01,9.903440e-01,6.044546e-01,,NaN,1.278124e-01,1.022571e-01,5.955198e-02,5.439316e-02,6.532895e-02,7.541819e-02,9.685252e-02,9.550536e-02,7.994462e-02,8.522031e-02,6.797827e-02,4.611551e-02,4.362157e-02
-0.5000,287,2.864000e+01,9.903149e-01,5.815454e-01,,NaN,1.245729e-01,1.023979e-01,6.003566e-02,5.494276e-02,6.636405e-02,7.575993e-02,9.582380e-02,9.583610e-02,7.971290e-02,8.388466e-02,6.946678e-02,4.634533e-02,4.485724e-02
-0.5000,288,2.874000e+01,9.902846e-01,5.598357e-01,,NaN,1.212140e-01,1.024253e-01,6.064969e-02,5.569522e-02,6.752543e-02,7.609426e-02,9.498081e-02,9.596867e-02,7.976471e-02,8.215960e-02,7.073983e-02,4.671921e-02,4.606328e-02
-0.5000,289,2.884000e+01,9.902531e-01,5.393957e-01,,NaN,1.178048e-01,1.021862e-01,6.144594e-02,5.668388e-02,6.879680e-02,7.645094e-02,9.438943e-02,9.587125e-02,8.002484e-02,8.009400e-02,7.175691e-02,4.726593e-02,4.722909e-02
-0.5000,290,2.894000e+01,9.902206e-01,5.203015e-01,,NaN,1.144198e-01,1.016062e-01,6.242572e-02,5.789799e-02,7.015294e-02,7.686191e-02,9.403568e-02,9.559178e-02,8.044008e-02,7.775450e-02,7.247275e-02,4.799616e-02,4.834451e-02
-0.5000,291,2.904000e+01,9.901870e-01,5.025860e-01,,1.240199e-02,1.111131e-01,1.006966e-01,6.356268e-02,5.928750e-02,7.155066e-02,7.734249e-02,9.386329e-02,9.522356e-02,8.097120e-02,7.526529e-02,7.283527e-02,4.888192e-02,4.940650e-02
