Omega,frame,t,norm,Fz,Lz,peak,pop_c1,pop_c2,pop_c3,pop_c4,pop_c5,pop_c6,pop_c7,pop_c8,pop_c9,pop_c10,pop_c11,pop_c12,pop_c13
-0.5000,96,9.540000e+00,9.962057e-01,1.107482e+00,,NaN,2.056755e-02,6.591753e-02,1.231394e-01,1.490075e-01,1.384702e-01,1.250136e-01,1.076405e-01,8.373258e-02,6.504216e-02,5.344075e-02,3.876791e-02,2.194581e-02,7.314476e-03
-0.5000,97,9.640000e+00,9.961743e-01,1.092859e+00,,NaN,2.037609e-02,6.535570e-02,1.227244e-01,1.489266e-01,1.379809e-01,1.248473e-01,1.077570e-01,8.378378e-02,6.542059e-02,5.356285e-02,3.892543e-02,2.258564e-02,7.753713e-03
-0.5000,98,9.740000e+00,9.961414e-01,1.081692e+00,,NaN,2.024737e-02,6.490869e-02,1.224764e-01,1.490909e-01,1.375743e-01,1.245452e-01,1.077413e-01,8.368406e-02,6.576350e-02,5.363061e-02,3.897136e-02,2.316976e-02,8.196673e-03
-0.5000,99,9.840000e+00,9.961066e-01,1.073925e+00,,NaN,2.017533e-02,6.456352e-02,1.223983e-01,1.495076e-01,1.372804e-01,1.241096e-01,1.075683e-01,8.342161e-02,6.606037e-02,5.365577e-02,3.891598e-02,2.369974e-02,8.643507e-03
-0.5000,100,9.940000e+00,9.960698e-01,1.069406e+00,,NaN,2.015517e-02,6.430494e-02,1.224926e-01,1.501696e-01,1.371256e-01,1.235545e-01,1.072052e-01,8.299239e-02,6.630080e-02,5.364689e-02,3.877622e-02,2.418114e-02,9.094932e-03
-0.5000,101,1.004000e+01,9.960310e-01,1.067872e+00,,1.261732e-02,2.018358e-02,6.411472e-02,1.227583e-01,1.510555e-01,1.371267e-01,1.228985e-01,1.066220e-01,8.241222e-02,6.647403e-02,5.360378e-02,3.857598e-02,2.462332e-02,9.551304e-03
-0.5000,102,1.014000e+01,9.959903e-01,1.068935e+00,,NaN,2.025749e-02,6.397346e-02,1.231866e-01,1.521296e-01,1.372888e-01,1.221595e-01,1.058027e-01,8.172364e-02,6.656858e-02,5.351565e-02,3.834351e-02,2.503809e-02,1.001230e-02
-0.5000,103,1.024000e+01,9.959480e-01,1.072144e+00,,NaN,2.037389e-02,6.386712e-02,1.237550e-01,1.533450e-01,1.376150e-01,1.213511e-01,1.047447e-01,8.098677e-02,6.657454e-02,5.336593e-02,3.810678e-02,2.543725e-02,1.047698e-02
-0.5000,104,1.034000e+01,9.959045e-01,1.077094e+00,,NaN,2.053230e-02,6.379288e-02,1.244300e-01,1.546571e-01,1.381099e-01,1.204758e-01,1.034514e-01,8.026141e-02,6.648607e-02,5.314057e-02,3.788979e-02,2.582956e-02,1.094324e-02
-0.5000,105,1.044000e+01,9.958603e-01,1.083559e+00,,NaN,2.073683e-02,6.376431e-02,1.251867e-01,1.560335e-01,1.387624e-01,1.195187e-01,1.019358e-01,7.959215e-02,6.629886e-02,5.283429e-02,3.771102e-02,2.621824e-02,1.140710e-02
-0.5000,106,1.054000e+01,9.958159e-01,1.091572e+00,,NaN,2.099605e-02,6.381755e-02,1.260295e-01,1.574527e-01,1.395230e-01,1.184475e-01,1.002304e-01,7.899913e-02,6.600685e-02,5.245303e-02,3.758150e-02,2.659987e-02,1.186297e-02
-0.5000,107,1.064000e+01,9.957718e-01,1.101399e+00,,NaN,2.132077e-02,6.401074e-02,1.269917e-01,1.588992e-01,1.403031e-01,1.172222e-01,9.838519e-02,7.847555e-02,6.560573e-02,5.201188e-02,3.750186e-02,2.696719e-02,1.230490e-02
-0.5000,108,1.074000e+01,9.957285e-01,1.113365e+00,,NaN,2.172021e-02,6.440913e-02,1.281174e-01,1.603606e-01,1.409989e-01,1.158073e-01,9.645417e-02,7.799400e-02,6.510245e-02,5.152954e-02,3.746335e-02,2.731528e-02,1.272757e-02
-0.5000,109,1.084000e+01,9.956865e-01,1.127638e+00,,NaN,2.219843e-02,6.506212e-02,1.294412e-01,1.618210e-01,1.415170e-01,1.141896e-01,9.448366e-02,7.751786e-02,6.451947e-02,5.102381e-02,3.745388e-02,2.764509e-02,1.312678e-02
-0.5000,110,1.094000e+01,9.956460e-01,1.144118e+00,,NaN,2.275385e-02,6.598827e-02,1.309756e-01,1.632518e-01,1.417914e-01,1.123907e-01,9.251480e-02,7.701219e-02,6.388743e-02,5.050874e-02,3.746357e-02,2.796214e-02,1.349944e-02
-0.5000,111,1.104000e+01,9.956075e-01,1.162483e+00,,1.205180e-02,2.338068e-02,6.717520e-02,1.327075e-01,1.646123e-01,1.417921e-01,1.104628e-01,9.059076e-02,7.645214e-02,6.323227e-02,4.999027e-02,3.748744e-02,2.827384e-02,1.384267e-02
-0.5000,112,1.114000e+01,9.955710e-01,1.182343e+00,,NaN,2.407056e-02,6.859035e-02,1.346080e-01,1.658625e-01,1.415216e-01,1.084714e-01,8.875381e-02,7.582628e-02,6.256600e-02,4.946259e-02,3.752772e-02,2.858650e-02,1.415276e-02
-0.5000,113,1.124000e+01,9.955366e-01,1.203382e+00,,NaN,2.481421e-02,7.019521e-02,1.366480e-01,1.669763e-01,1.410022e-01,1.064745e-01,8.703568e-02,7.513476e-02,6.188429e-02,4.891233e-02,3.759428e-02,2.890265e-02,1.442558e-02
-0.5000,114,1.134000e+01,9.955042e-01,1.225407e+00,,NaN,2.560289e-02,7.195597e-02,1.388105e-01,1.679442e-01,1.402585e-01,1.045117e-01,8.545396e-02,7.438491e-02,6.117087e-02,4.832890e-02,3.770013e-02,2.921966e-02,1.465784e-02
-0.5000,115,1.144000e+01,9.954736e-01,1.248348e+00,,NaN,2.642990e-02,7.384936e-02,1.410928e-01,1.687668e-01,1.393071e-01,1.026027e-01,8.401457e-02,7.358651e-02,6.040552e-02,4.771221e-02,3.785494e-02,2.952961e-02,1.484802e-02
-0.5000,116,1.154000e+01,9.954443e-01,1.272227e+00,,NaN,2.729215e-02,7.586570e-02,1.435012e-01,1.694466e-01,1.381549e-01,1.007538e-01,8.271387e-02,7.274737e-02,5.957133e-02,4.707425e-02,3.806171e-02,2.982085e-02,1.499618e-02
-0.5000,117,1.164000e+01,9.954162e-01,1.297122e+00,,NaN,2.819087e-02,7.800941e-02,1.460435e-01,1.699840e-01,1.368029e-01,9.896260e-02,8.153918e-02,7.187044e-02,5.865863e-02,4.643661e-02,3.831772e-02,3.008075e-02,1.510331e-02
-0.5000,118,1.174000e+01,9.953889e-01,1.323143e+00,,NaN,2.913109e-02,8.029698e-02,1.487263e-01,1.703755e-01,1.352481e-01,9.722100e-02,8.046932e-02,7.095343e-02,5.766633e-02,4.582633e-02,3.861648e-02,3.029795e-02,1.517114e-02
-0.5000,119,1.184000e+01,9.953620e-01,1.350413e+00,,NaN,3.012128e-02,8.275296e-02,1.515533e-01,1.706145e-01,1.334851e-01,9.551753e-02,7.947590e-02,6.999139e-02,5.660289e-02,4.527231e-02,3.894797e-02,3.046282e-02,1.520200e-02
-0.5000,120,1.194000e+01,9.953351e-01,1.379055e+00,,NaN,3.117363e-02,8.540555e-02,1.545231e-01,1.706931e-01,1.315080e-01,9.383910e-02,7.852628e-02,6.897893e-02,5.548610e-02,4.480218e-02,3.929783e-02,3.056737e-02,1.519877e-02
-0.5000,121,1.204000e+01,9.953080e-01,1.409187e+00,,9.452190e-03,3.230381e-02,8.828278e-02,1.576269e-01,1.706022e-01,1.293137e-01,9.217318e-02,7.758818e-02,6.790933e-02,5.434184e-02,4.443976e-02,3.964790e-02,3.060562e-02,1.516485e-02
-0.5000,122,1.214000e+01,9.952802e-01,1.440894e+00,,NaN,3.353034e-02,9.141038e-02,1.608443e-01,1.703296e-01,1.269080e-01,9.050974e-02,7.662996e-02,6.677415e-02,5.320361e-02,4.420374e-02,3.997861e-02,3.057334e-02,1.510423e-02
-0.5000,123,1.224000e+01,9.952515e-01,1.474210e+00,,NaN,3.487380e-02,9.481143e-02,1.641430e-01,1.698590e-01,1.243103e-01,8.884027e-02,7.561551e-02,6.556609e-02,5.211423e-02,4.410566e-02,4.027125e-02,3.046820e-02,1.502134e-02
-0.5000,124,1.234000e+01,9.952216e-01,1.509124e+00,,NaN,3.635515e-02,9.850485e-02,1.674822e-01,1.691756e-01,1.215487e-01,8.715255e-02,7.450456e-02,6.428236e-02,5.112638e-02,4.414740e-02,4.050890e-02,3.029090e-02,1.492050e-02
-0.5000,125,1.244000e+01,9.951900e-01,1.545562e+00,,NaN,3.799352e-02,1.024996e-01,1.708153e-01,1.682751e-01,1.186561e-01,8.542726e-02,7.325924e-02,6.292719e-02,5.029988e-02,4.431863e-02,4.067611e-02,3.004626e-02,1.480573e-02
-0.5000,126,1.254000e+01,9.951566e-01,1.583372e+00,,NaN,3.980486e-02,1.067874e-01,1.740912e-01,1.671664e-01,1.156697e-01,8.363985e-02,7.184910e-02,6.151794e-02,4.969572e-02,4.459484e-02,4.075951e-02,2.974258e-02,1.468097e-02
-0.5000,127,1.264000e+01,9.951212e-01,1.622302e+00,,NaN,4.180057e-02,1.113391e-01,1.772607e-01,1.658676e-01,1.126205e-01,8.176652e-02,7.025599e-02,6.009175e-02,4.936770e-02,4.493945e-02,4.075052e-02,2.938903e-02,1.455053e-02
-0.5000,128,1.274000e+01,9.950838e-01,1.661975e+00,,NaN,4.398452e-02,1.161090e-01,1.802835e-01,1.643965e-01,1.095219e-01,7.979191e-02,6.848032e-02,5.870593e-02,4.935338e-02,4.531145e-02,4.064907e-02,2.899293e-02,1.441959e-02
-0.5000,129,1.284000e+01,9.950447e-01,1.701896e+00,,NaN,4.634828e-02,1.210457e-01,1.831318e-01,1.627557e-01,1.063676e-01,7.771853e-02,6.654350e-02,5.743572e-02,4.966416e-02,4.567159e-02,4.046525e-02,2.855863e-02,1.429361e-02
-0.5000,130,1.294000e+01,9.950040e-01,1.741531e+00,,NaN,4.886752e-02,1.261062e-01,1.857885e-01,1.609176e-01,1.031486e-01,7.557734e-02,6.448320e-02,5.636843e-02,5.027793e-02,4.598356e-02,4.021549e-02,2.808891e-02,1.417672e-02
-0.5000,131,1.304000e+01,9.949621e-01,1.780410e+00,,1.206297e-02,5.150252e-02,1.312651e-01,1.882353e-01,1.588270e-01,9.988257e-02,7.342605e-02,6.234911e-02,5.558570e-02,5.113723e-02,4.621643e-02,3.991566e-02,2.758733e-02,1.407009e-02
-0.5000,132,1.314000e+01,9.949198e-01,1.818198e+00,,NaN,5.420329e-02,1.365104e-01,1.904475e-01,1.564244e-01,9.662631e-02,7.132925e-02,6.020448e-02,5.514116e-02,5.215434e-02,4.635165e-02,3.957799e-02,2.705738e-02,1.397186e-02
-0.5000,133,1.324000e+01,9.948775e-01,1.854737e+00,,NaN,5.691884e-02,1.418397e-01,1.924028e-01,1.536657e-01,9.345879e-02,6.933630e-02,5.812171e-02,5.505302e-02,5.322553e-02,4.638591e-02,3.921140e-02,2.650191e-02,1.387835e-02
-0.5000,134,1.334000e+01,9.948357e-01,1.890020e+00,,NaN,5.960805e-02,1.472609e-01,1.940831e-01,1.505292e-01,9.045608e-02,6.746663e-02,5.617183e-02,5.531490e-02,5.424964e-02,4.632743e-02,3.882230e-02,2.592533e-02,1.378467e-02
-0.5000,135,1.344000e+01,9.947951e-01,1.924160e+00,,NaN,6.224843e-02,1.527864e-01,1.954660e-01,1.470259e-01,8.767192e-02,6.570928e-02,5.442804e-02,5.589964e-02,5.513914e-02,4.619321e-02,3.841278e-02,2.533413e-02,1.368510e-02
-0.5000,136,1.354000e+01,9.947559e-01,1.957386e+00,,NaN,6.483839e-02,1.584196e-01,1.965257e-01,1.432138e-01,8.512275e-02,6.403622e-02,5.297252e-02,5.675014e-02,5.583087e-02,4.600354e-02,3.797794e-02,2.473494e-02,1.357352e-02
-0.5000,137,1.364000e+01,9.947185e-01,1.990014e+00,,NaN,6.739336e-02,1.641481e-01,1.972441e-01,1.391904e-01,8.278412e-02,6.242267e-02,5.187970e-02,5.778062e-02,5.629901e-02,4.577160e-02,3.750973e-02,2.413222e-02,1.344435e-02
-0.5000,138,1.374000e+01,9.946830e-01,2.022386e+00,,NaN,6.993720e-02,1.699428e-01,1.976234e-01,1.350673e-01,8.060581e-02,6.085981e-02,5.119360e-02,5.889578e-02,5.655027e-02,4.550006e-02,3.700337e-02,2.352689e-02,1.329375e-02
-0.5000,139,1.384000e+01,9.946494e-01,2.054802e+00,,NaN,7.249170e-02,1.757651e-01,1.976852e-01,1.309464e-01,7.853055e-02,5.935727e-02,5.092734e-02,6.000892e-02,5.660680e-02,4.518353e-02,3.645955e-02,2.291791e-02,1.311968e-02
-0.5000,140,1.394000e+01,9.946177e-01,2.087489e+00,,NaN,7.506963e-02,1.815822e-01,1.974633e-01,1.269013e-01,7.650133e-02,5.794613e-02,5.107379e-02,6.105008e-02,5.649247e-02,4.481000e-02,3.588553e-02,2.230336e-02,1.292086e-02
-0.5000,141,1.404000e+01,9.945877e-01,2.120617e+00,,9.106056e-03,7.767371e-02,1.873779e-01,1.969945e-01,1.229640e-01,7.447318e-02,5.668014e-02,5.160496e-02,6.196807e-02,5.622651e-02,4.436952e-02,3.529273e-02,2.167863e-02,1.269622e-02
-0.5000,142,1.414000e+01,9.945591e-01,2.154302e+00,,NaN,8.030076e-02,1.931515e-01,1.963082e-01,1.191281e-01,7.243370e-02,5.562018e-02,5.246900e-02,6.273057e-02,5.582545e-02,4.386065e-02,3.468941e-02,2.103744e-02,1.244510e-02
-0.5000,143,1.424000e+01,9.945319e-01,2.188635e+00,,NaN,8.294988e-02,1.989114e-01,1.954165e-01,1.153677e-01,7.040878e-02,5.481046e-02,5.360333e-02,6.332423e-02,5.529904e-02,4.328383e-02,3.408058e-02,2.037669e-02,1.216756e-02
-0.5000,144,1.434000e+01,9.945058e-01,2.223699e+00,,NaN,8.563000e-02,2.046692e-01,1.943096e-01,1.116587e-01,6.844517e-02,5.427163e-02,5.495190e-02,6.374821e-02,5.463863e-02,4.264037e-02,3.347538e-02,1.969726e-02,1.186398e-02
-0.5000,145,1.444000e+01,9.944806e-01,2.259587e+00,,NaN,8.836165e-02,2.104372e-01,1.929605e-01,1.079898e-01,6.658918e-02,5.400858e-02,5.647031e-02,6.399870e-02,5.381921e-02,4.194250e-02,3.288622e-02,1.900129e-02,1.153499e-02
-0.5000,146,1.454000e+01,9.944558e-01,2.296407e+00,,NaN,9.117467e-02,2.162265e-01,1.913362e-01,1.043613e-01,6.487315e-02,5.402504e-02,5.812020e-02,6.405396e-02,5.281763e-02,4.121880e-02,3.231962e-02,1.829076e-02,1.118214e-02
-0.5000,147,1.464000e+01,9.944314e-01,2.334271e+00,,NaN,9.410526e-02,2.220428e-01,1.894029e-01,1.007827e-01,6.331625e-02,5.433362e-02,5.985710e-02,6.387529e-02,5.163084e-02,4.050617e-02,3.176988e-02,1.756862e-02,1.080851e-02
-0.5000,148,1.474000e+01,9.944069e-01,2.373278e+00,,NaN,9.719142e-02,2.278871e-01,1.871251e-01,9.727058e-02,6.193106e-02,5.495485e-02,6.162317e-02,6.342018e-02,5.027943e-02,3.983710e-02,3.122182e-02,1.683985e-02,1.041832e-02
-0.5000,149,1.484000e+01,9.943821e-01,2.413508e+00,,NaN,1.004711e-01,2.337555e-01,1.844629e-01,9.384756e-02,6.073021e-02,5.591510e-02,6.334749e-02,6.265234e-02,4.880069e-02,3.923464e-02,3.065582e-02,1.611073e-02,1.001591e-02
-0.5000,150,1.494000e+01,9.943566e-01,2.455011e+00,,NaN,1.039834e-01,2.396293e-01,1.813728e-01,9.054592e-02,5.973257e-02,5.724522e-02,6.494615e-02,6.154644e-02,4.724248e-02,3.871154e-02,3.005041e-02,1.538830e-02,9.605487e-03
-0.5000,151,1.504000e+01,9.943301e-01,2.497783e+00,,8.737634e-03,1.077685e-01,2.454670e-01,1.778171e-01,8.740613e-02,5.896738e-02,5.897519e-02,6.631837e-02,6.009184e-02,4.566110e-02,3.827031e-02,2.938507e-02,1.468055e-02,9.191455e-03
-0.5000,152,1.514000e+01,9.943024e-01,2.541766e+00,,NaN,1.118640e-01,2.512065e-01,1.737743e-01,8.446990e-02,5.847905e-02,6.112209e-02,6.734346e-02,5.829812e-02,4.412250e-02,3.790305e-02,2.864269e-02,1.399616e-02,8.778136e-03
-0.5000,153,1.524000e+01,9.942731e-01,2.586853e+00,,NaN,1.163048e-01,2.567681e-01,1.692407e-01,8.177317e-02,5.833624e-02,6.367406e-02,6.788553e-02,5.620511e-02,4.270014e-02,3.758949e-02,2.781078e-02,1.334224e-02,8.369588e-03
-0.5000,154,1.534000e+01,9.942421e-01,2.632881e+00,,NaN,1.211256e-01,2.620485e-01,1.642291e-01,7.934505e-02,5.864174e-02,6.656890e-02,6.781082e-02,5.389327e-02,4.146776e-02,3.729669e-02,2.688034e-02,1.272206e-02,7.970116e-03
-0.5000,155,1.544000e+01,9.942093e-01,2.679610e+00,,NaN,1.263618e-01,2.669103e-01,1.587720e-01,7.721577e-02,5.953201e-02,6.966924e-02,6.701538e-02,5.148926e-02,4.049040e-02,3.697840e-02,2.584407e-02,1.213630e-02,7.585109e-03
-0.5000,156,1.554000e+01,9.941746e-01,2.726701e+00,,NaN,1.320502e-01,2.711759e-01,1.529279e-01,7.543177e-02,6.115204e-02,7.274366e-02,6.547090e-02,4.916000e-02,3.980353e-02,3.657542e-02,2.469971e-02,1.158830e-02,7.220670e-03
-0.5000,157,1.564000e+01,9.941384e-01,2.773759e+00,,NaN,1.382284e-01,2.746293e-01,1.467970e-01,7.406779e-02,6.359881e-02,7.549396e-02,6.327325e-02,4.706723e-02,3.939131e-02,3.602714e-02,2.345640e-02,1.108811e-02,6.881379e-03
-0.5000,158,1.574000e+01,9.941009e-01,2.820401e+00,,NaN,1.449238e-01,2.770398e-01,1.405356e-01,7.321308e-02,6.687399e-02,7.763680e-02,6.063060e-02,4.530489e-02,3.919851e-02,3.528795e-02,2.213844e-02,1.064873e-02,6.567842e-03
-0.5000,159,1.584000e+01,9.940628e-01,2.866281e+00,,NaN,1.521289e-01,2.782191e-01,1.343451e-01,7.293739e-02,7.088594e-02,7.896641e-02,5.778815e-02,4.389599e-02,3.916281e-02,3.433167e-02,2.078530e-02,1.027686e-02,6.276284e-03
-0.5000,160,1.594000e+01,9.940246e-01,2.911083e+00,,NaN,1.597889e-01,2.780653e-01,1.284381e-01,7.328038e-02,7.546937e-02,7.936281e-02,5.496329e-02,4.284227e-02,3.922417e-02,3.314874e-02,1.944757e-02,9.968456e-03,6.000569e-03
-0.5000,161,1.604000e+01,9.939868e-01,2.954562e+00,,1.125799e-02,1.678171e-01,2.765675e-01,1.230111e-01,7.425018e-02,8.040516e-02,7.878819e-02,5.232569e-02,4.215215e-02,3.930919e-02,3.174943e-02,1.817874e-02,9.710476e-03,5.735146e-03
-0.5000,162,1.614000e+01,9.939499e-01,2.996567e+00,,NaN,1.761155e-01,2.737874e-01,1.182307e-01,7.581207e-02,8.545394e-02,7.728385e-02,5.001304e-02,4.182256e-02,3.931874e-02,3.017431e-02,1.702549e-02,9.485275e-03,5.477120e-03
-0.5000,163,1.624000e+01,9.939142e-01,3.037003e+00,,NaN,1.845864e-01,2.698372e-01,1.142141e-01,7.789802e-02,9.038904e-02,7.496490e-02,4.814090e-02,4.180083e-02,3.915400e-02,2.849551e-02,1.601776e-02,9.275501e-03,5.225863e-03
-0.5000,164,1.634000e+01,9.938798e-01,3.075836e+00,,NaN,1.931453e-01,2.648606e-01,1.109900e-01,8.046088e-02,9.499240e-02,7.202378e-02,4.677951e-02,4.198600e-02,3.876120e-02,2.679059e-02,1.516168e-02,9.065940e-03,4.982137e-03
-0.5000,165,1.644000e+01,9.938469e-01,3.113136e+00,,NaN,2.017346e-01,2.590178e-01,1.084916e-01,8.350923e-02,9.903051e-02,6.873137e-02,4.592765e-02,4.227162e-02,3.813231e-02,2.511737e-02,1.444295e-02,8.845492e-03,4.747526e-03
-0.5000,166,1.654000e+01,9.938154e-01,3.149076e+00,,NaN,2.103210e-01,2.524799e-01,1.065949e-01,8.707382e-02,1.022840e-01,6.539292e-02,4.551488e-02,4.257556e-02,3.727682e-02,2.351661e-02,1.383541e-02,8.611003e-03,4.523104e-03
-0.5000,167,1.664000e+01,9.937853e-01,3.183852e+00,,NaN,2.188802e-01,2.454220e-01,1.051640e-01,9.115955e-02,1.046163e-01,6.226555e-02,4.543079e-02,4.284220e-02,3.621149e-02,2.202092e-02,1.330974e-02,8.368978e-03,4.308311e-03
-0.5000,168,1.674000e+01,9.937564e-01,3.217586e+00,,NaN,2.273844e-01,2.380007e-01,1.040892e-01,9.572702e-02,1.060070e-01,5.949433e-02,4.556733e-02,4.304031e-02,3.496273e-02,2.065122e-02,1.284413e-02,8.131137e-03,4.100507e-03
-0.5000,169,1.684000e+01,9.937286e-01,3.250316e+00,,NaN,2.358008e-01,2.303396e-01,1.032918e-01,1.007155e-01,1.065171e-01,5.711745e-02,4.585649e-02,4.315810e-02,3.355843e-02,1.941299e-02,1.242967e-02,7.906190e-03,3.895952e-03
-0.5000,170,1.694000e+01,9.937018e-01,3.282045e+00,,NaN,2.440995e-01,2.225174e-01,1.027249e-01,1.060736e-01,1.062261e-01,5.512481e-02,4.627058e-02,4.318254e-02,3.202264e-02,1.830468e-02,1.206577e-02,7.695675e-03,3.691827e-03
-0.5000,171,1.704000e+01,9.936757e-01,3.312764e+00,,9.118889e-03,2.522583e-01,2.145602e-01,1.023927e-01,1.117552e-01,1.052020e-01,5.350165e-02,4.679880e-02,4.308610e-02,3.038316e-02,1.732568e-02,1.175329e-02,7.496034e-03,3.486941e-03
-0.5000,172,1.714000e+01,9.936503e-01,3.342449e+00,,NaN,2.602564e-01,2.064588e-01,1.023593e-01,1.176851e-01,1.035049e-01,5.224195e-02,4.743733e-02,4.283253e-02,2.867441e-02,1.647417e-02,1.149195e-02,7.301992e-03,3.281157e-03
-0.5000,173,1.724000e+01,9.936253e-01,3.371078e+00,,NaN,2.680701e-01,1.981998e-01,1.027281e-01,1.237344e-01,1.012081e-01,5.134863e-02,4.818703e-02,4.237998e-02,2.693603e-02,1.574610e-02,1.127916e-02,7.107329e-03,3.075173e-03
-0.5000,174,1.734000e+01,9.936006e-01,3.398656e+00,,NaN,2.756776e-01,1.897886e-01,1.035975e-01,1.297344e-01,9.840775e-02,5.083677e-02,4.903979e-02,4.167944e-02,2.521780e-02,1.513520e-02,1.110917e-02,6.905437e-03,2.870674e-03
-0.5000,175,1.744000e+01,9.935759e-01,3.425197e+00,,NaN,2.830612e-01,1.812541e-01,1.050348e-01,1.355035e-01,9.521270e-02,5.074104e-02,4.996202e-02,4.068338e-02,2.358148e-02,1.463030e-02,1.097471e-02,6.690953e-03,2.669911e-03
-0.5000,176,1.754000e+01,9.935509e-01,3.450699e+00,,NaN,2.901976e-01,1.726529e-01,1.070723e-01,1.408615e-01,9.173789e-02,5.111456e-02,5.088972e-02,3.936484e-02,2.209072e-02,1.421369e-02,1.086884e-02,6.460350e-03,2.475227e-03
-0.5000,177,1.764000e+01,9.935254e-01,3.475129e+00,,NaN,2.970531e-01,1.640659e-01,1.097138e-01,1.456322e-01,8.810998e-02,5.201040e-02,5.173222e-02,3.773691e-02,2.079491e-02,1.386537e-02,1.078444e-02,6.211893e-03,2.288984e-03
-0.5000,178,1.774000e+01,9.934992e-01,3.498430e+00,,NaN,3.035922e-01,1.555750e-01,1.129600e-01,1.496270e-01,8.449179e-02,5.344873e-02,5.239351e-02,3.585429e-02,1.971282e-02,1.357178e-02,1.071342e-02,5.946210e-03,2.113311e-03
-0.5000,179,1.784000e+01,9.934721e-01,3.520526e+00,,NaN,3.097848e-01,1.472470e-01,1.168227e-01,1.526307e-01,8.109979e-02,5.539871e-02,5.279740e-02,3.379258e-02,1.883425e-02,1.332908e-02,1.064703e-02,5.666240e-03,1.949776e-03
-0.5000,180,1.794000e+01,9.934439e-01,3.541320e+00,,NaN,3.155993e-01,1.391495e-01,1.213118e-01,1.544211e-01,7.817678e-02,5.779081e-02,5.288594e-02,3.163877e-02,1.813550e-02,1.313882e-02,1.057626e-02,5.376064e-03,1.799364e-03
-0.5000,181,1.804000e+01,9.934143e-01,3.560707e+00,,9.735821e-03,3.209836e-01,1.313904e-01,1.264057e-01,1.548162e-01,7.592913e-02,6.055758e-02,5.259285e-02,2.949911e-02,1.758640e-02,1.300450e-02,1.049183e-02,5.080138e-03,1.662567e-03
-0.5000,182,1.814000e+01,9.933834e-01,3.578579e+00,,NaN,3.258498e-01,1.241448e-01,1.320306e-01,1.537085e-01,7.448402e-02,6.365538e-02,5.184059e-02,2.750112e-02,1.714619e-02,1.293290e-02,1.038304e-02,4.783468e-03,1.539611e-03
-0.5000,183,1.824000e+01,9.933512e-01,3.594816e+00,,NaN,3.300789e-01,1.176497e-01,1.380362e-01,1.511000e-01,7.387652e-02,6.704754e-02,5.058164e-02,2.577326e-02,1.676387e-02,1.293335e-02,1.023660e-02,4.491840e-03,1.430604e-03
-0.5000,184,1.834000e+01,9.933180e-01,3.609311e+00,,NaN,3.335448e-01,1.121736e-01,1.441814e-01,1.471332e-01,7.404784e-02,7.069086e-02,4.882288e-02,2.441816e-02,1.639233e-02,1.300768e-02,1.004041e-02,4.211458e-03,1.335434e-03
-0.5000,185,1.844000e+01,9.932839e-01,3.622062e+00,,NaN,3.361473e-01,1.079581e-01,1.501936e-01,1.420440e-01,7.491018e-02,7.449340e-02,4.662184e-02,2.349793e-02,1.600442e-02,1.313702e-02,9.791703e-03,3.946970e-03,1.253632e-03
-0.5000,186,1.854000e+01,9.932494e-01,3.633283e+00,,NaN,3.378363e-01,1.051702e-01,1.558465e-01,1.360613e-01,7.648665e-02,7.822615e-02,4.409384e-02,2.301303e-02,1.560070e-02,1.328230e-02,9.499748e-03,3.698878e-03,1.184447e-03
-0.5000,187,1.864000e+01,9.932151e-01,3.643313e+00,,NaN,3.386132e-01,1.038978e-01,1.609184e-01,1.293989e-01,7.898851e-02,8.149629e-02,4.142092e-02,2.288361e-02,1.521059e-02,1.340008e-02,9.179369e-03,3.465312e-03,1.126961e-03
-0.5000,188,1.874000e+01,9.931812e-01,3.652340e+00,,NaN,3.385084e-01,1.041610e-01,1.651077e-01,1.223626e-01,8.268942e-02,8.384958e-02,3.884468e-02,2.297019e-02,1.488284e-02,1.345042e-02,8.846672e-03,3.246624e-03,1.079950e-03
-0.5000,189,1.884000e+01,9.931483e-01,3.660316e+00,,NaN,3.375534e-01,1.059281e-01,1.680756e-01,1.153853e-01,8.771650e-02,8.491720e-02,3.663575e-02,2.312061e-02,1.465820e-02,1.340326e-02,8.518380e-03,3.046007e-03,1.041727e-03
-0.5000,190,1.894000e+01,9.931165e-01,3.667119e+00,,NaN,3.357645e-01,1.091559e-01,1.695481e-01,1.089364e-01,9.396143e-02,8.453063e-02,3.500521e-02,2.321570e-02,1.454703e-02,1.325261e-02,8.205074e-03,2.867366e-03,1.010032e-03
-0.5000,191,1.904000e+01,9.930860e-01,3.672711e+00,,9.986066e-03,3.331571e-01,1.138134e-01,1.693347e-01,1.034567e-01,1.011048e-01,8.275507e-02,3.403358e-02,2.319146e-02,1.453063e-02,1.301995e-02,7.906756e-03,2.713631e-03,9.822912e-04
-0.5000,192,1.914000e+01,9.930569e-01,3.677133e+00,,NaN,3.297540e-01,1.198814e-01,1.672906e-01,9.936791e-02,1.086747e-01,7.984321e-02,3.368110e-02,2.302717e-02,1.457760e-02,1.274271e-02,7.617188e-03,2.586094e-03,9.563267e-04
-0.5000,193,1.924000e+01,9.930291e-01,3.680420e+00,,NaN,3.255717e-01,1.273411e-01,1.633225e-01,9.705859e-02,1.161227e-01,7.616102e-02,3.382409e-02,2.273894e-02,1.465564e-02,1.245836e-02,7.330189e-03,2.484437e-03,9.306251e-04
