t,Fz,Fperp,Fmag,Lz,Jz,edge_frac
14.28000,1.64244,2.92350,3.35328,6.44982,8.09226,0.00000
14.40000,1.69854,2.88359,3.34666,6.39550,8.09405,0.00000
14.52000,1.75431,2.83925,3.33750,6.34281,8.09711,0.00000
14.64000,1.80723,2.79148,3.32543,6.28129,8.08852,0.00000
14.76000,1.85527,2.74198,3.31066,6.20921,8.06448,0.00000
14.88000,1.89744,2.69293,3.29426,6.12634,8.02378,0.00000
15.00000,1.93369,2.64624,3.27746,6.03564,7.96933,0.00000
15.12000,1.96415,2.60298,3.26088,5.93796,7.90210,0.00000
15.24000,1.98904,2.56364,3.24477,5.84374,7.83279,0.00000
15.36000,2.00806,2.52882,3.22913,5.75600,7.76406,0.00000
15.48000,2.01948,2.49907,3.21304,5.68033,7.69981,0.00000
15.60000,2.02247,2.47449,3.19586,5.64465,7.66711,0.00000
15.72000,2.01762,2.45437,3.17722,5.63641,7.65403,0.00000
15.84000,2.00605,2.43709,3.15652,5.64458,7.65063,0.00000
15.96000,1.98916,2.42154,3.13379,5.66410,7.65326,0.00000
16.08000,1.96756,2.40734,3.10911,5.68774,7.65530,0.00000
16.20000,1.94146,2.39483,3.08293,5.71020,7.65166,0.00000
16.32000,1.91156,2.38426,3.05594,5.71826,7.62982,0.00000
16.44000,1.87915,2.37519,3.02865,5.70758,7.58673,0.00000
16.56000,1.84482,2.36673,3.00079,5.69541,7.54023,0.00000
16.68000,1.80992,2.35719,2.97190,5.69218,7.50210,0.00000
16.80000,1.77578,2.34573,2.94208,5.68840,7.46418,0.00000
16.92000,1.74339,2.33319,2.91259,5.68581,7.42920,0.00000
17.04000,1.71345,2.32084,2.88482,5.69376,7.40721,0.00000
17.16000,1.68735,2.30951,2.86024,5.70292,7.39027,0.00000
17.28000,1.66628,2.29923,2.83953,5.71186,7.37814,0.00000
17.40000,1.65010,2.28807,2.82101,5.71950,7.36960,0.00000
17.52000,1.63761,2.27148,2.80025,5.72148,7.35909,0.00000
17.64000,1.62785,2.24725,2.77489,5.71930,7.34715,0.00000
17.76000,1.62036,2.21732,2.74628,5.71265,7.33301,0.00000
17.88000,1.61471,2.18373,2.71587,5.70760,7.32231,0.00000
18.00000,1.61119,2.14869,2.68567,5.69989,7.31108,0.00000
18.12000,1.61108,2.11385,2.65781,5.68194,7.29302,0.00000
18.24000,1.61531,2.07982,2.63342,5.65474,7.27005,0.00000
18.36000,1.62357,2.04665,2.61243,5.61878,7.24236,0.00000
18.48000,1.63576,2.01457,2.59504,5.57701,7.21277,0.00000
18.60000,1.65148,1.98318,2.58077,5.52690,7.17838,0.00000
18.72000,1.67081,1.95235,2.56969,5.46894,7.13975,0.00000
18.84000,1.69399,1.92199,2.56196,5.41884,7.11283,0.00000
18.96000,1.72164,1.89095,2.55730,5.37642,7.09806,0.00000
19.08000,1.75417,1.85849,2.55560,5.33191,7.08608,0.00000
19.20000,1.79153,1.82452,2.55704,5.28452,7.07605,0.00000
19.32000,1.83183,1.78979,2.56104,5.24069,7.07252,0.00000
19.44000,1.87290,1.75508,2.56672,5.19596,7.06886,0.00000
19.56000,1.91357,1.72033,2.57318,5.14460,7.05817,0.00000
19.68000,1.95234,1.68518,2.57904,5.09024,7.04258,0.00000
19.80000,1.98788,1.64975,2.58328,5.03598,7.02386,0.00000
19.92000,2.01975,1.61457,2.58578,4.98907,7.00883,0.00000
20.04000,2.04909,1.58073,2.58795,4.94910,6.99819,0.00000
20.16000,2.07622,1.54937,2.59060,4.91090,6.98712,0.00000
20.28000,2.09984,1.52072,2.59267,4.87547,6.97531,0.00000
20.40000,2.11807,1.49459,2.59230,4.84619,6.96426,0.00000
20.52000,2.12939,1.47067,2.58789,4.82600,6.95539,0.00000
20.64000,2.13341,1.44861,2.57874,4.80983,6.94325,0.00000
20.76000,2.13109,1.42749,2.56501,4.79444,6.92553,0.00000
20.88000,2.12339,1.40690,2.54719,4.77996,6.90335,0.00000
21.00000,2.11049,1.38774,2.52586,4.76434,6.87482,0.00000
21.12000,2.09181,1.37037,2.50072,4.74665,6.83847,0.00000
21.24000,2.06707,1.35354,2.47080,4.73553,6.80260,0.00000
21.36000,2.03770,1.33592,2.43657,4.73647,6.77417,0.00000
21.48000,2.00606,1.31688,2.39968,4.74460,6.75066,0.00000
21.60000,1.97320,1.29606,2.36078,4.75593,6.72912,0.00000
21.72000,1.93957,1.27363,2.32036,4.77091,6.71048,0.00000
21.84000,1.90541,1.24914,2.27836,4.79074,6.69615,0.00000
21.96000,1.87105,1.22153,2.23449,4.81623,6.68729,0.00000
22.08000,1.83717,1.19072,2.18930,4.84447,6.68164,0.00000
22.20000,1.80475,1.15703,2.14379,4.86900,6.67375,0.00000
22.32000,1.77357,1.12022,2.09773,4.88592,6.65949,0.00000
22.44000,1.74194,1.08016,2.04966,4.90195,6.64390,0.00000
22.56000,1.70868,1.03716,1.99883,4.91229,6.62098,0.00000
22.68000,1.67463,0.99223,1.94651,4.91601,6.59063,0.00000
22.80000,1.64247,0.94713,1.89598,4.91413,6.55659,0.00000
22.92000,1.61493,0.90298,1.85023,4.91492,6.52985,0.00000
23.04000,1.59344,0.85993,1.81067,4.92363,6.51707,0.00000
23.16000,1.57664,0.81763,1.77604,4.93884,6.51548,0.00000
23.28000,1.56413,0.77523,1.74570,4.95235,6.51649,0.00000
23.40000,1.55624,0.73224,1.71990,4.96132,6.51756,0.00000
23.52000,1.55315,0.68847,1.69890,4.95999,6.51313,0.00000
23.64000,1.55411,0.64394,1.68224,4.95180,6.50591,0.00000
23.76000,1.55804,0.59872,1.66912,4.94228,6.50032,0.00000
23.88000,1.56513,0.55458,1.66048,4.92849,6.49362,0.00000
24.00000,1.57551,0.51308,1.65695,4.91257,6.48808,0.00000
24.12000,1.58947,0.47357,1.65852,4.89710,6.48657,0.00000
24.24000,1.60634,0.43556,1.66434,4.87734,6.48368,0.00000
24.36000,1.62476,0.39896,1.67302,4.84952,6.47428,0.00000
24.48000,1.64438,0.36569,1.68456,4.81337,6.45775,0.00000
24.60000,1.66523,0.33773,1.69913,4.77050,6.43573,0.00000
24.72000,1.68804,0.31578,1.71733,4.72279,6.41084,0.00000
24.84000,1.71285,0.29884,1.73872,4.68064,6.39349,0.00000
24.96000,1.73905,0.28542,1.76232,4.64608,6.38513,0.00000
25.08000,1.76595,0.27491,1.78722,4.61456,6.38050,0.00000
25.20000,1.79322,0.26665,1.81294,4.58325,6.37647,0.00000
25.32000,1.82150,0.25975,1.83992,4.55084,6.37233,0.00000
25.44000,1.85081,0.25323,1.86805,4.51070,6.36151,0.00000
25.56000,1.88079,0.24774,1.89703,4.46134,6.34213,0.00000
25.68000,1.91146,0.24360,1.92692,4.41176,6.32322,0.00000
25.80000,1.94238,0.24110,1.95729,4.35768,6.30007,0.00000
25.92000,1.97243,0.23997,1.98698,4.30241,6.27485,0.00000
26.04000,1.99984,0.23861,2.01402,4.24531,6.24515,0.00000
26.16000,2.02210,0.23515,2.03573,4.19482,6.21692,0.00000
26.28000,2.03904,0.22925,2.05188,4.16268,6.20172,0.00000
26.40000,2.05235,0.22219,2.06435,4.14331,6.19566,0.00000
26.52000,2.06339,0.21496,2.07455,4.12925,6.19264,0.00000
26.64000,2.07256,0.20724,2.08290,4.12317,6.19573,0.00000
26.76000,2.07924,0.19827,2.08867,4.12151,6.20075,0.00000
26.88000,2.08277,0.18732,2.09117,4.11860,6.20136,0.00000
27.00000,2.08270,0.17478,2.09002,4.11424,6.19694,0.00000
27.12000,2.07907,0.16128,2.08532,4.11325,6.19233,0.00000
27.24000,2.07256,0.14678,2.07775,4.11786,6.19043,0.00000
27.36000,2.06386,0.13146,2.06804,4.12395,6.18781,0.00000
27.48000,2.05320,0.11572,2.05645,4.12855,6.18175,0.00000
27.60000,2.04052,0.10016,2.04298,4.13576,6.17628,0.00000
27.72000,2.02719,0.08623,2.02902,4.14382,6.17101,0.00000
27.84000,2.01544,0.07489,2.01683,4.15497,6.17040,0.00000
27.96000,2.00531,0.06710,2.00643,4.16749,6.17280,0.00000
28.08000,1.99602,0.06399,1.99705,4.17793,6.17395,0.00000
28.20000,1.98729,0.06494,1.98835,4.18165,6.16894,0.00000
28.32000,1.97851,0.06837,1.97969,4.18290,6.16141,0.00000
28.44000,1.96998,0.07367,1.97136,4.19009,6.16007,0.00000
28.56000,1.96219,0.08091,1.96386,4.19712,6.15931,0.00000
28.68000,1.95454,0.08946,1.95658,4.19565,6.15018,0.00000
28.80000,1.94641,0.09839,1.94889,4.18748,6.13389,0.00000
28.92000,1.93631,0.10735,1.93929,4.18111,6.11742,0.00000
29.04000,1.92364,0.11654,1.92717,4.18153,6.10517,0.00000
29.16000,1.90884,0.12569,1.91298,4.18925,6.09809,0.00000
29.28000,1.89262,0.13455,1.89740,4.20079,6.09341,0.00000
29.40000,1.87598,0.14268,1.88140,4.21318,6.08916,0.00000
29.52000,1.85890,0.14997,1.86494,4.22911,6.08801,0.00000
29.64000,1.84142,0.15686,1.84809,4.25050,6.09192,0.00000
29.76000,1.82495,0.16378,1.83229,4.26993,6.09488,0.00000
29.88000,1.81088,0.17012,1.81885,4.28712,6.09800,0.00000
30.00000,1.80048,0.17654,1.80912,4.30088,6.10137,0.00000
30.12000,1.79353,0.18409,1.80296,4.30845,6.10198,0.00000
30.24000,1.78973,0.19321,1.80013,4.30450,6.09423,0.00000
30.36000,1.78852,0.20386,1.80010,4.29342,6.08194,0.00000
30.48000,1.78830,0.21563,1.80125,4.28434,6.07264,0.00000
30.60000,1.78758,0.22726,1.80197,4.27767,6.06525,0.00000
30.72000,1.78573,0.23656,1.80133,4.28112,6.06685,0.00000
30.84000,1.78424,0.24141,1.80050,4.28774,6.07199,0.00000
30.96000,1.78483,0.24146,1.80109,4.29431,6.07914,0.00000
31.08000,1.78754,0.23768,1.80327,4.30095,6.08848,0.00000
31.20000,1.79241,0.23156,1.80730,4.30809,6.10049,0.00000
31.32000,1.80064,0.22426,1.81455,4.31310,6.11374,0.00000
31.44000,1.81293,0.21567,1.82571,4.31219,6.12512,0.00000
31.56000,1.82895,0.20525,1.84043,4.30577,6.13472,0.00000
31.68000,1.84720,0.19280,1.85723,4.29351,6.14071,0.00000
31.80000,1.86488,0.17996,1.87354,4.27537,6.14024,0.00000
31.92000,1.87956,0.16808,1.88706,4.25610,6.13566,0.00000
32.04000,1.89123,0.15758,1.89778,4.23548,6.12671,0.00000
32.16000,1.90222,0.14789,1.90796,4.21335,6.11557,0.00000
32.28000,1.91340,0.13938,1.91847,4.19094,6.10434,0.00000
32.40000,1.92338,0.13257,1.92794,4.16763,6.09100,0.00000
32.52000,1.92997,0.12806,1.93421,4.15153,6.08150,0.00000
32.64000,1.93183,0.12659,1.93597,4.14390,6.07573,0.00000
32.76000,1.93055,0.12777,1.93478,4.14437,6.07492,0.00000
32.88000,1.92827,0.13060,1.93269,4.14713,6.07540,0.00000
33.00000,1.92584,0.13444,1.93053,4.14620,6.07204,0.00000
33.12000,1.92295,0.13876,1.92795,4.14801,6.07096,0.00000
33.24000,1.91953,0.14297,1.92484,4.15424,6.07377,0.00000
33.36000,1.91670,0.14703,1.92233,4.15695,6.07365,0.00000
33.48000,1.91406,0.15191,1.92008,4.15483,6.06890,0.00000
33.60000,1.90994,0.15850,1.91651,4.14852,6.05846,0.00000
33.72000,1.90271,0.16689,1.91002,4.14353,6.04624,0.00000
33.84000,1.89255,0.17664,1.90078,4.14521,6.03776,0.00000
33.96000,1.87987,0.18705,1.88915,4.14761,6.02748,0.00000
34.08000,1.86500,0.19753,1.87543,4.14858,6.01357,0.00000
