t,Fz,Fperp,Fmag,Lz,Jz,edge_frac
47.52000,1.77869,0.80314,1.95161,4.05879,5.83748,0.00000
47.64000,1.79101,0.79925,1.96126,4.04968,5.84070,0.00000
47.76000,1.80560,0.79481,1.97279,4.03321,5.83881,0.00000
47.88000,1.82120,0.78972,1.98505,4.01456,5.83576,0.00000
48.00000,1.83709,0.78474,1.99768,3.99503,5.83212,0.00000
48.12000,1.85402,0.77988,2.01136,3.97341,5.82742,0.00000
48.24000,1.87207,0.77496,2.02613,3.95169,5.82376,0.00000
48.36000,1.89000,0.77038,2.04097,3.93521,5.82520,0.00000
48.48000,1.90614,0.76656,2.05450,3.92437,5.83051,0.00000
48.60000,1.92024,0.76289,2.06623,3.91005,5.83029,0.00000
48.72000,1.93151,0.75882,2.07522,3.89707,5.82858,0.00000
48.84000,1.93965,0.75414,2.08110,3.89098,5.83063,0.00000
48.96000,1.94473,0.74864,2.08385,3.88873,5.83347,0.00000
49.08000,1.94764,0.74279,2.08447,3.88846,5.83609,0.00000
49.20000,1.94947,0.73689,2.08409,3.88864,5.83811,0.00000
49.32000,1.95146,0.73087,2.08384,3.88660,5.83806,0.00000
49.44000,1.95359,0.72487,2.08374,3.88137,5.83497,0.00000
49.56000,1.95493,0.71920,2.08303,3.87668,5.83161,0.00000
49.68000,1.95520,0.71427,2.08159,3.87468,5.82988,0.00000
49.80000,1.95517,0.71067,2.08032,3.87141,5.82657,0.00000
49.92000,1.95412,0.70809,2.07846,3.86517,5.81929,0.00000
