t_s,nu_Hz,T_K,T_ideal_K,T_over_Tc,cond_frac
0.0011999999999781075,143.86858567496918,1.5824618727433697e-7,1.5824618727433697e-7,0.8246395268770378,0.45265148142010414
0.004799999999977711,143.78739035966794,1.5525459982470455e-7,1.581568776518737e-7,0.815952244493109,0.45819577441308607
0.008399999999977315,143.70614916826324,1.526907535638702e-7,1.580675175686484e-7,0.8093383959252607,0.46985890239511235
0.011999999999976918,143.6248620229058,1.505615380224949e-7,1.5797810693903192e-7,0.8047276057105739,0.4788670491496813
0.015599999999976522,143.5435288455259,1.4861085524736351e-7,1.5788864567715263e-7,0.8008133019554643,0.4864342557751007
0.019199999999976125,143.46214955783256,1.4673796125566754e-7,1.577991336968954e-7,0.7970820311643717,0.4935795573162279
0.02279999999997573,143.38072408131268,1.4493754846861386e-7,1.577095709119009e-7,0.793523255659807,0.5003329756277332
0.026399999999975332,143.29925233722997,1.4320474664440027e-7,1.576199572355643e-7,0.7901266975233424,0.506722803059285
0.029999999999974936,143.21773424662427,1.415353205772698e-7,1.5753029258103454e-7,0.7868827595280649,0.5127739254392188
0.03359999999997454,143.13616973031066,1.39928032705924e-7,1.5744057686121322e-7,0.783785287400604,0.5185038801859665
0.03719999999997414,143.05455870887826,1.3837989747072548e-7,1.573508099887535e-7,0.780827557680147,0.5239336506103107
0.040799999999973746,142.9729011026897,1.3688738009312797e-7,1.5726099187605943e-7,0.7780026740132798,0.5290817201564371
0.04439999999997335,142.89119683188008,1.3544717249986723e-7,1.5717112243528477e-7,0.775303708532491,0.5339659686801856
0.04799999999997295,142.80944581635586,1.3405621553700981e-7,1.5708120157833177e-7,0.7727239878161902,0.5386032074658844
0.05159999999997256,142.72764797579435,1.3271163059873587e-7,1.5699122921685062e-7,0.7702568409026861,0.5430096883361551
0.05519999999997216,142.64580322964244,1.3141253089806457e-7,1.5690120526223805e-7,0.7678998060397546,0.5471914284688144
0.058799999999971764,142.5639114971158,1.3016036614062658e-7,1.5681112962563654e-7,0.7656562208727719,0.551147886998467
0.06239999999997137,142.48197269719793,1.2895279825815657e-7,1.5672100221793316e-7,0.7635223612381407,0.554889804296746
0.06599999999997097,142.39998674863935,1.2778752816635511e-7,1.5663082294975865e-7,0.7614942131934682,0.5584274338475786
0.06959999999997057,142.31795356995636,1.2666238272205896e-7,1.565405917314863e-7,0.7595676561207481,0.5617708917041859
0.07319999999997018,142.23587307943043,1.2557530269292324e-7,1.5645030847323086e-7,0.7577384805200292,0.5649301433108004
0.07679999999996978,142.15374519510712,1.2452434529233134e-7,1.5635997308484778e-7,0.7560024810201228,0.5679142181115667
0.08039999999996938,142.071569834795,1.2350776079690498e-7,1.562695854759318e-7,0.7543559208332743,0.5707301980625314
0.08399999999996899,141.98934691606493,1.2252391534793975e-7,1.561791455558161e-7,0.7527952633693026,0.5733883211281596
0.08759999999996859,141.90707635624878,1.2157131449923976e-7,1.560886532335711e-7,0.7513173567729112,0.5758957589875888
0.0911999999999682,141.8247580724389,1.2064850526497738e-7,1.5599810841800373e-7,0.7499188476894061,0.5782598379355591
0.0947999999999678,141.74239198148666,1.19754112548573e-7,1.5590751101765581e-7,0.7485964457603983,0.5804876009944088
0.0983999999999674,141.65997800000187,1.1888679019422918e-7,1.5581686094080354e-7,0.7473466556362961,0.5825862715455626
0.101999999999967,141.5775160443515,1.1804532310827993e-7,1.5572615809545592e-7,0.7461664113345491,0.584560326833406
0.10559999999996661,141.4950060306589,1.1722861374845108e-7,1.5563540238935408e-7,0.7450529914174319,0.586416405914519
0.10919999999996621,141.41244787480275,1.1643563097397586e-7,1.555445937299699e-7,0.7440039260517367,0.5881605104072467
0.11279999999996582,141.32984149241588,1.1566539413733235e-7,1.5545373202450505e-7,0.7430168081001562,0.5897975345911063
0.11639999999996542,141.24718679888454,1.1491694220267527e-7,1.5536281717988972e-7,0.7420891080656372,0.5913324780475375
0.11999999999996502,141.1644837093473,1.141893449801206e-7,1.552718491027819e-7,0.7412182627384087,0.5927703041254001
0.12359999999996463,141.0817321386939,1.1348169127204626e-7,1.551808276995657e-7,0.7404016142586847,0.5941156988355284
0.12719999999996423,140.99893200156436,1.1279318976816332e-7,1.5508975287635068e-7,0.7396370265928734,0.5953707173456304
0.13079999999996383,140.91608321234796,1.1212309448602253e-7,1.5499862453897057e-7,0.7389225042313966,0.596541562133836
0.13439999999996344,140.83318568518203,1.1147073392612375e-7,1.5490744259298192e-7,0.7382564115258338,0.5976313832606164
0.13799999999996304,140.7502393339512,1.1083542527803668e-7,1.548162069436634e-7,0.737636881769994,0.5986436563928919
0.14159999999996264,140.66724407228622,1.1021650951393943e-7,1.547249174960143e-7,0.7370620575322195,0.5995817917757116
0.14519999999996225,140.58419981356278,1.0961331055084202e-7,1.5463357415475355e-7,0.7365298265415308,0.6004495680669137
0.14879999999996185,140.50110647090057,1.0902521912389868e-7,1.545421768243184e-7,0.7360383766883868,0.6012486521450795
0.15239999999996146,140.41796395716233,1.0845169590814376e-7,1.5445072540886343e-7,0.7355861977913546,0.6019821855314375
0.15599999999996106,140.33477218495256,1.0789224115162043e-7,1.5435921981225921e-7,0.7351719933048905,0.6026536670248828
0.15959999999996066,140.25153106661662,1.0734638445437223e-7,1.5426765993809131e-7,0.7347945689863327,0.6032652388056051
0.16319999999996027,140.1682405142396,1.0681363790044487e-7,1.5417604568965899e-7,0.7344525119314983,0.6038193708329549
0.16679999999995987,140.08490043964525,1.062935195091655e-7,1.54084376969974e-7,0.7341443536916931,0.6043185975541373
0.17039999999995947,140.0015107543948,1.0578553220051455e-7,1.539926536817594e-7,0.7338684296376612,0.6047656747359351
0.17399999999995908,139.9180713697859,1.0528927300707017e-7,1.5390087572744835e-7,0.7336235884537025,0.6051599680957236
0.17759999999995868,139.8345821968518,1.0480436486879348e-7,1.5380904300918308e-7,0.7334087883685798,0.6055059453156535
0.18119999999995828,139.75104314635973,1.043304752775994e-7,1.5371715542881337e-7,0.7332232736200333,0.6058049107224053
0.1847999999999579,139.6674541288102,1.0386724741587266e-7,1.5362521288789546e-7,0.7330660484936059,0.6060585417667819
0.1883999999999575,139.58381505443566,1.0341432579317922e-7,1.5353321528769086e-7,0.7329360589552625,0.6062685965838913
0.1919999999999571,139.50012583319946,1.0297132709783036e-7,1.5344116252916508e-7,0.7328319880359062,0.6064372447350809
0.1955999999999567,139.41638637479483,1.0253790287550889e-7,1.533490545129864e-7,0.7327526931901839,0.6065650361847125
0.1991999999999563,139.3325965886435,1.0211377088557877e-7,1.532568911395246e-7,0.7326973944450793,0.6066531190690121
0.2027999999999559,139.24875638389474,1.0169866421176775e-7,1.5316467230884977e-7,0.7326654203670395,0.606704053978242
0.2063999999999555,139.16486566942413,1.0129234275054322e-7,1.5307239792073082e-7,0.7326562527161186,0.6067186865213715
0.2099999999999551,139.08092435383244,1.0089453202589356e-7,1.5298006787463456e-7,0.7326690769446775,0.6066983326858515
0.21359999999995471,138.99693234544443,1.005049558999568e-7,1.5288768206972407e-7,0.7327030178385809,0.6066444000473697
0.21719999999995432,138.91288955230775,1.0012330715862716e-7,1.527952404048577e-7,0.7327569267462413,0.6065587313315064
