K3_m6_s,timing_strength,decompress_factor,N0_final
1.3870919878509274e-42,0.7272727272727273,0.6727272727272727,63070.80520404612
1.3870919878509274e-42,0.7272727272727273,0.7545454545454545,62669.01133016195
1.3870919878509274e-42,0.7272727272727273,0.8363636363636363,62343.43378921461
1.3870919878509274e-42,0.7272727272727273,0.9181818181818182,61993.214493017156
1.3870919878509274e-42,0.7272727272727273,1.0,61576.24796973225
1.3870919878509274e-42,0.8181818181818182,0.1,68687.23971915295
1.3870919878509274e-42,0.8181818181818182,0.18181818181818182,68155.63399135403
1.3870919878509274e-42,0.8181818181818182,0.2636363636363636,67629.19471058181
1.3870919878509274e-42,0.8181818181818182,0.34545454545454546,67088.0003941651
1.3870919878509274e-42,0.8181818181818182,0.42727272727272725,66541.0515965347
1.3870919878509274e-42,0.8181818181818182,0.509090909090909,66030.65063353303
1.3870919878509274e-42,0.8181818181818182,0.5909090909090909,65528.84858248398
1.3870919878509274e-42,0.8181818181818182,0.6727272727272727,65048.87491232848
1.3870919878509274e-42,0.8181818181818182,0.7545454545454545,64604.925456117475
1.3870919878509274e-42,0.8181818181818182,0.8363636363636363,64224.55871240881
1.3870919878509274e-42,0.8181818181818182,0.9181818181818182,63762.28696130221
1.3870919878509274e-42,0.8181818181818182,1.0,63254.945987276
1.3870919878509274e-42,0.9090909090909091,0.1,71070.98352749158
1.3870919878509274e-42,0.9090909090909091,0.18181818181818182,70486.79687981117
1.3870919878509274e-42,0.9090909090909091,0.2636363636363636,69907.6441886361
1.3870919878509274e-42,0.9090909090909091,0.34545454545454546,69311.82861386199
1.3870919878509274e-42,0.9090909090909091,0.42727272727272725,68730.65021045998
1.3870919878509274e-42,0.9090909090909091,0.509090909090909,68158.2288204751
1.3870919878509274e-42,0.9090909090909091,0.5909090909090909,67604.64737793992
1.3870919878509274e-42,0.9090909090909091,0.6727272727272727,67063.5803374333
1.3870919878509274e-42,0.9090909090909091,0.7545454545454545,66554.0515858734
1.3870919878509274e-42,0.9090909090909091,0.8363636363636363,66062.00053532133
1.3870919878509274e-42,0.9090909090909091,0.9181818181818182,65501.68514792768
1.3870919878509274e-42,0.9090909090909091,1.0,64896.26488968312
1.3870919878509274e-42,1.0,0.1,73536.78577241603
1.3870919878509274e-42,1.0,0.18181818181818182,72884.83245877843
1.3870919878509274e-42,1.0,0.2636363636363636,72234.41693862368
1.3870919878509274e-42,1.0,0.34545454545454546,71592.43688351431
1.3870919878509274e-42,1.0,0.42727272727272725,70942.50844152049
1.3870919878509274e-42,1.0,0.509090909090909,70300.27786847454
1.3870919878509274e-42,1.0,0.5909090909090909,69682.40878463439
1.3870919878509274e-42,1.0,0.6727272727272727,69079.38185383854
1.3870919878509274e-42,1.0,0.7545454545454545,68509.64147936393
1.3870919878509274e-42,1.0,0.8363636363636363,67938.74037703333
1.3870919878509274e-42,1.0,0.9181818181818182,67351.86113825938
1.3870919878509274e-42,1.0,1.0,66720.008932112
1.924024182760237e-42,0.0,0.1,55606.804307240855
1.924024182760237e-42,0.0,0.18181818181818182,55206.66854221888
1.924024182760237e-42,0.0,0.2636363636363636,54792.92900059621
1.924024182760237e-42,0.0,0.34545454545454546,54372.38559855857
1.924024182760237e-42,0.0,0.42727272727272725,53947.70388808154
1.924024182760237e-42,0.0,0.509090909090909,53520.45566819033
1.924024182760237e-42,0.0,0.5909090909090909,53091.73929567618
1.924024182760237e-42,0.0,0.6727272727272727,52662.38914073566
1.924024182760237e-42,0.0,0.7545454545454545,52233.06937735946
1.924024182760237e-42,0.0,0.8363636363636363,51804.32418387504
1.924024182760237e-42,0.0,0.9181818181818182,51376.60802005465
1.924024182760237e-42,0.0,1.0,50950.30547515435
1.924024182760237e-42,0.09090909090909091,0.1,53130.16241202269
1.924024182760237e-42,0.09090909090909091,0.18181818181818182,52741.92287171594
1.924024182760237e-42,0.09090909090909091,0.2636363636363636,52340.775797263246
1.924024182760237e-42,0.09090909090909091,0.34545454545454546,51933.17540809592
1.924024182760237e-42,0.09090909090909091,0.42727272727272725,51521.673884204916
1.924024182760237e-42,0.09090909090909091,0.509090909090909,51107.78381949149
1.924024182760237e-42,0.09090909090909091,0.5909090909090909,50692.564918582735
1.924024182760237e-42,0.09090909090909091,0.6727272727272727,50276.82312225653
1.924024182760237e-42,0.09090909090909091,0.7545454545454545,49861.20019927386
1.924024182760237e-42,0.09090909090909091,0.8363636363636363,49446.22189356083
1.924024182760237e-42,0.09090909090909091,0.9181818181818182,49032.327057187096
1.924024182760237e-42,0.09090909090909091,1.0,48619.886797234
1.924024182760237e-42,0.18181818181818182,0.1,51559.918259211576
1.924024182760237e-42,0.18181818181818182,0.18181818181818182,51173.11949724492
1.924024182760237e-42,0.18181818181818182,0.2636363636363636,50773.97269211152
1.924024182760237e-42,0.18181818181818182,0.34545454545454546,50368.65489125611
1.924024182760237e-42,0.18181818181818182,0.42727272727272725,49959.64847209095
1.924024182760237e-42,0.18181818181818182,0.509090909090909,49548.43827026512
1.924024182760237e-42,0.18181818181818182,0.5909090909090909,49136.06935094907
1.924024182760237e-42,0.18181818181818182,0.6727272727272727,48723.3381598569
1.924024182760237e-42,0.18181818181818182,0.7545454545454545,48310.87929487625
1.924024182760237e-42,0.18181818181818182,0.8363636363636363,47899.21248437547
1.924024182760237e-42,0.18181818181818182,0.9181818181818182,47488.77118080718
