T0_uK,K3_m6_s,value
63.58974358974359,3.087842727671721e-41,6656.25023555438
63.58974358974359,3.8261202982015517e-41,5388.656046037737
63.58974358974359,4.740913908963265e-41,3798.5425943118025
63.58974358974359,5.874427080289712e-41,1702.9599650167656
63.58974358974359,7.278953843983101e-41,0.0
63.58974358974359,9.019291300867314e-41,0.0
63.58974358974359,1.117572900082943e-40,0.0
63.58974358974359,1.3847753058820664e-40,0.0
63.58974358974359,1.7158635894253092e-40,0.0
63.58974358974359,2.126112333899673e-40,0.0
63.58974358974359,2.634448148570035e-40,0.0
63.58974358974359,3.2643228379068263e-40,0.0
63.58974358974359,4.044795338205457e-40,0.0
63.58974358974359,5.0118723362727555e-40,0.0
66.15384615384616,9.999999999999999e-43,0.0
66.15384615384616,1.2390917011134509e-42,0.0
66.15384615384616,1.5353482437682257e-42,0.0
66.15384615384616,1.90243726717232e-42,0.0
66.15384615384616,2.3572942296421748e-42,0.0
66.15384615384616,2.920903717032244e-42,0.0
66.15384615384616,3.619267555526085e-42,0.0
66.15384615384616,4.484604392161538e-42,0.0
66.15384615384616,5.556836085104294e-42,0.0
66.15384615384616,6.885429477500488e-42,0.0
66.15384615384616,8.53167852417278e-42,0.0
66.15384615384616,1.0571532055870346e-41,0.0
66.15384615384616,1.3099097638483763e-41,0.0
66.15384615384616,1.6230983175920034e-41,0.0
66.15384615384616,2.0111676554194557e-41,0.0
66.15384615384616,2.492021151378044e-41,0.0
66.15384615384616,3.087842727671721e-41,0.0
66.15384615384616,3.8261202982015517e-41,0.0
66.15384615384616,4.740913908963265e-41,0.0
66.15384615384616,5.874427080289712e-41,0.0
66.15384615384616,7.278953843983101e-41,0.0
66.15384615384616,9.019291300867314e-41,0.0
66.15384615384616,1.117572900082943e-40,0.0
66.15384615384616,1.3847753058820664e-40,0.0
66.15384615384616,1.7158635894253092e-40,0.0
66.15384615384616,2.126112333899673e-40,0.0
66.15384615384616,2.634448148570035e-40,0.0
66.15384615384616,3.2643228379068263e-40,0.0
66.15384615384616,4.044795338205457e-40,0.0
66.15384615384616,5.0118723362727555e-40,0.0
68.71794871794873,9.999999999999999e-43,0.0
68.71794871794873,1.2390917011134509e-42,0.0
68.71794871794873,1.5353482437682257e-42,0.0
68.71794871794873,1.90243726717232e-42,0.0
68.71794871794873,2.3572942296421748e-42,0.0
68.71794871794873,2.920903717032244e-42,0.0
68.71794871794873,3.619267555526085e-42,0.0
68.71794871794873,4.484604392161538e-42,0.0
68.71794871794873,5.556836085104294e-42,0.0
68.71794871794873,6.885429477500488e-42,0.0
68.71794871794873,8.53167852417278e-42,0.0
68.71794871794873,1.0571532055870346e-41,0.0
68.71794871794873,1.3099097638483763e-41,0.0
68.71794871794873,1.6230983175920034e-41,0.0
68.71794871794873,2.0111676554194557e-41,0.0
68.71794871794873,2.492021151378044e-41,0.0
68.71794871794873,3.087842727671721e-41,0.0
68.71794871794873,3.8261202982015517e-41,0.0
68.71794871794873,4.740913908963265e-41,0.0
68.71794871794873,5.874427080289712e-41,0.0
68.71794871794873,7.278953843983101e-41,0.0
68.71794871794873,9.019291300867314e-41,0.0
68.71794871794873,1.117572900082943e-40,0.0
68.71794871794873,1.3847753058820664e-40,0.0
68.71794871794873,1.7158635894253092e-40,0.0
68.71794871794873,2.126112333899673e-40,0.0
68.71794871794873,2.634448148570035e-40,0.0
68.71794871794873,3.2643228379068263e-40,0.0
68.71794871794873,4.044795338205457e-40,0.0
68.71794871794873,5.0118723362727555e-40,0.0
71.28205128205128,9.999999999999999e-43,0.0
71.28205128205128,1.2390917011134509e-42,0.0
71.28205128205128,1.5353482437682257e-42,0.0
71.28205128205128,1.90243726717232e-42,0.0
71.28205128205128,2.3572942296421748e-42,0.0
71.28205128205128,2.920903717032244e-42,0.0
71.28205128205128,3.619267555526085e-42,0.0
71.28205128205128,4.484604392161538e-42,0.0
71.28205128205128,5.556836085104294e-42,0.0
71.28205128205128,6.885429477500488e-42,0.0
71.28205128205128,8.53167852417278e-42,0.0
71.28205128205128,1.0571532055870346e-41,0.0
71.28205128205128,1.3099097638483763e-41,0.0
71.28205128205128,1.6230983175920034e-41,0.0
71.28205128205128,2.0111676554194557e-41,0.0
71.28205128205128,2.492021151378044e-41,0.0
71.28205128205128,3.087842727671721e-41,0.0
71.28205128205128,3.8261202982015517e-41,0.0
71.28205128205128,4.740913908963265e-41,0.0
71.28205128205128,5.874427080289712e-41,0.0
71.28205128205128,7.278953843983101e-41,0.0
71.28205128205128,9.019291300867314e-41,0.0
71.28205128205128,1.117572900082943e-40,0.0
71.28205128205128,1.3847753058820664e-40,0.0
71.28205128205128,1.7158635894253092e-40,0.0
71.28205128205128,2.126112333899673e-40,0.0
71.28205128205128,2.634448148570035e-40,0.0
71.28205128205128,3.2643228379068263e-40,0.0
71.28205128205128,4.044795338205457e-40,0.0
71.28205128205128,5.0118723362727555e-40,0.0
73.84615384615384,9.999999999999999e-43,0.0
73.84615384615384,1.2390917011134509e-42,0.0
73.84615384615384,1.5353482437682257e-42,0.0
73.84615384615384,1.90243726717232e-42,0.0
73.84615384615384,2.3572942296421748e-42,0.0
73.84615384615384,2.920903717032244e-42,0.0
73.84615384615384,3.619267555526085e-42,0.0
73.84615384615384,4.484604392161538e-42,0.0
73.84615384615384,5.556836085104294e-42,0.0
73.84615384615384,6.885429477500488e-42,0.0
73.84615384615384,8.53167852417278e-42,0.0
73.84615384615384,1.0571532055870346e-41,0.0
73.84615384615384,1.3099097638483763e-41,0.0
73.84615384615384,1.6230983175920034e-41,0.0
73.84615384615384,2.0111676554194557e-41,0.0
73.84615384615384,2.492021151378044e-41,0.0
73.84615384615384,3.087842727671721e-41,0.0
73.84615384615384,3.8261202982015517e-41,0.0
73.84615384615384,4.740913908963265e-41,0.0
73.84615384615384,5.874427080289712e-41,0.0
73.84615384615384,7.278953843983101e-41,0.0
73.84615384615384,9.019291300867314e-41,0.0
73.84615384615384,1.117572900082943e-40,0.0
73.84615384615384,1.3847753058820664e-40,0.0
73.84615384615384,1.7158635894253092e-40,0.0
73.84615384615384,2.126112333899673e-40,0.0
73.84615384615384,2.634448148570035e-40,0.0
73.84615384615384,3.2643228379068263e-40,0.0
73.84615384615384,4.044795338205457e-40,0.0
73.84615384615384,5.0118723362727555e-40,0.0
76.41025641025641,9.999999999999999e-43,0.0
76.41025641025641,1.2390917011134509e-42,0.0
76.41025641025641,1.5353482437682257e-42,0.0
76.41025641025641,1.90243726717232e-42,0.0
76.41025641025641,2.3572942296421748e-42,0.0
76.41025641025641,2.920903717032244e-42,0.0
76.41025641025641,3.619267555526085e-42,0.0
76.41025641025641,4.484604392161538e-42,0.0
76.41025641025641,5.556836085104294e-42,0.0
76.41025641025641,6.885429477500488e-42,0.0
76.41025641025641,8.53167852417278e-42,0.0
76.41025641025641,1.0571532055870346e-41,0.0
76.41025641025641,1.3099097638483763e-41,0.0
76.41025641025641,1.6230983175920034e-41,0.0
76.41025641025641,2.0111676554194557e-41,0.0
76.41025641025641,2.492021151378044e-41,0.0
76.41025641025641,3.087842727671721e-41,0.0
76.41025641025641,3.8261202982015517e-41,0.0
76.41025641025641,4.740913908963265e-41,0.0
76.41025641025641,5.874427080289712e-41,0.0
76.41025641025641,7.278953843983101e-41,0.0
76.41025641025641,9.019291300867314e-41,0.0
76.41025641025641,1.117572900082943e-40,0.0
76.41025641025641,1.3847753058820664e-40,0.0
76.41025641025641,1.7158635894253092e-40,0.0
76.41025641025641,2.126112333899673e-40,0.0
76.41025641025641,2.634448148570035e-40,0.0
76.41025641025641,3.2643228379068263e-40,0.0
76.41025641025641,4.044795338205457e-40,0.0
76.41025641025641,5.0118723362727555e-40,0.0
78.97435897435898,9.999999999999999e-43,0.0
78.97435897435898,1.2390917011134509e-42,0.0
78.97435897435898,1.5353482437682257e-42,0.0
78.97435897435898,1.90243726717232e-42,0.0
78.97435897435898,2.3572942296421748e-42,0.0
78.97435897435898,2.920903717032244e-42,0.0
78.97435897435898,3.619267555526085e-42,0.0
78.97435897435898,4.484604392161538e-42,0.0
78.97435897435898,5.556836085104294e-42,0.0
78.97435897435898,6.885429477500488e-42,0.0
78.97435897435898,8.53167852417278e-42,0.0
78.97435897435898,1.0571532055870346e-41,0.0
78.97435897435898,1.3099097638483763e-41,0.0
78.97435897435898,1.6230983175920034e-41,0.0
78.97435897435898,2.0111676554194557e-41,0.0
78.97435897435898,2.492021151378044e-41,0.0
78.97435897435898,3.087842727671721e-41,0.0
78.97435897435898,3.8261202982015517e-41,0.0
78.97435897435898,4.740913908963265e-41,0.0
78.97435897435898,5.874427080289712e-41,0.0
78.97435897435898,7.278953843983101e-41,0.0
78.97435897435898,9.019291300867314e-41,0.0
78.97435897435898,1.117572900082943e-40,0.0
78.97435897435898,1.3847753058820664e-40,0.0
78.97435897435898,1.7158635894253092e-40,0.0
78.97435897435898,2.126112333899673e-40,0.0
78.97435897435898,2.634448148570035e-40,0.0
78.97435897435898,3.2643228379068263e-40,0.0
78.97435897435898,4.044795338205457e-40,0.0
78.97435897435898,5.0118723362727555e-40,0.0
81.53846153846153,9.999999999999999e-43,0.0
81.53846153846153,1.2390917011134509e-42,0.0
81.53846153846153,1.5353482437682257e-42,0.0
81.53846153846153,1.90243726717232e-42,0.0
81.53846153846153,2.3572942296421748e-42,0.0
81.53846153846153,2.920903717032244e-42,0.0
81.53846153846153,3.619267555526085e-42,0.0
81.53846153846153,4.484604392161538e-42,0.0
81.53846153846153,5.556836085104294e-42,0.0
81.53846153846153,6.885429477500488e-42,0.0
81.53846153846153,8.53167852417278e-42,0.0
81.53846153846153,1.0571532055870346e-41,0.0
81.53846153846153,1.3099097638483763e-41,0.0
81.53846153846153,1.6230983175920034e-41,0.0
81.53846153846153,2.0111676554194557e-41,0.0
81.53846153846153,2.492021151378044e-41,0.0
81.53846153846153,3.087842727671721e-41,0.0
81.53846153846153,3.8261202982015517e-41,0.0
81.53846153846153,4.740913908963265e-41,0.0
81.53846153846153,5.874427080289712e-41,0.0
81.53846153846153,7.278953843983101e-41,0.0
81.53846153846153,9.019291300867314e-41,0.0
81.53846153846153,1.117572900082943e-40,0.0
81.53846153846153,1.3847753058820664e-40,0.0
81.53846153846153,1.7158635894253092e-40,0.0
81.53846153846153,2.126112333899673e-40,0.0
81.53846153846153,2.634448148570035e-40,0.0
81.53846153846153,3.2643228379068263e-40,0.0
81.53846153846153,4.044795338205457e-40,0.0
81.53846153846153,5.0118723362727555e-40,0.0
84.1025641025641,9.999999999999999e-43,0.0
84.1025641025641,1.2390917011134509e-42,0.0
84.1025641025641,1.5353482437682257e-42,0.0
84.1025641025641,1.90243726717232e-42,0.0
84.1025641025641,2.3572942296421748e-42,0.0
84.1025641025641,2.920903717032244e-42,0.0
84.1025641025641,3.619267555526085e-42,0.0
84.1025641025641,4.484604392161538e-42,0.0
84.1025641025641,5.556836085104294e-42,0.0
84.1025641025641,6.885429477500488e-42,0.0
84.1025641025641,8.53167852417278e-42,0.0
84.1025641025641,1.0571532055870346e-41,0.0
84.1025641025641,1.3099097638483763e-41,0.0
84.1025641025641,1.6230983175920034e-41,0.0
84.1025641025641,2.0111676554194557e-41,0.0
84.1025641025641,2.492021151378044e-41,0.0
84.1025641025641,3.087842727671721e-41,0.0
84.1025641025641,3.8261202982015517e-41,0.0
84.1025641025641,4.740913908963265e-41,0.0
84.1025641025641,5.874427080289712e-41,0.0
84.1025641025641,7.278953843983101e-41,0.0
84.1025641025641,9.019291300867314e-41,0.0
84.1025641025641,1.117572900082943e-40,0.0
84.1025641025641,1.3847753058820664e-40,0.0
84.1025641025641,1.7158635894253092e-40,0.0
84.1025641025641,2.126112333899673e-40,0.0
84.1025641025641,2.634448148570035e-40,0.0
84.1025641025641,3.2643228379068263e-40,0.0
84.1025641025641,4.044795338205457e-40,0.0
84.1025641025641,5.0118723362727555e-40,0.0
86.66666666666667,9.999999999999999e-43,0.0
86.66666666666667,1.2390917011134509e-42,0.0
86.66666666666667,1.5353482437682257e-42,0.0
86.66666666666667,1.90243726717232e-42,0.0
86.66666666666667,2.3572942296421748e-42,0.0
86.66666666666667,2.920903717032244e-42,0.0
86.66666666666667,3.619267555526085e-42,0.0
86.66666666666667,4.484604392161538e-42,0.0
86.66666666666667,5.556836085104294e-42,0.0
86.66666666666667,6.885429477500488e-42,0.0
86.66666666666667,8.53167852417278e-42,0.0
86.66666666666667,1.0571532055870346e-41,0.0
86.66666666666667,1.3099097638483763e-41,0.0
86.66666666666667,1.6230983175920034e-41,0.0
86.66666666666667,2.0111676554194557e-41,0.0
86.66666666666667,2.492021151378044e-41,0.0
86.66666666666667,3.087842727671721e-41,0.0
86.66666666666667,3.8261202982015517e-41,0.0
86.66666666666667,4.740913908963265e-41,0.0
86.66666666666667,5.874427080289712e-41,0.0
86.66666666666667,7.278953843983101e-41,0.0
86.66666666666667,9.019291300867314e-41,0.0
86.66666666666667,1.117572900082943e-40,0.0
86.66666666666667,1.3847753058820664e-40,0.0
86.66666666666667,1.7158635894253092e-40,0.0
86.66666666666667,2.126112333899673e-40,0.0
86.66666666666667,2.634448148570035e-40,0.0
86.66666666666667,3.2643228379068263e-40,0.0
86.66666666666667,4.044795338205457e-40,0.0
86.66666666666667,5.0118723362727555e-40,0.0
89.23076923076924,9.999999999999999e-43,0.0
89.23076923076924,1.2390917011134509e-42,0.0
89.23076923076924,1.5353482437682257e-42,0.0
89.23076923076924,1.90243726717232e-42,0.0
89.23076923076924,2.3572942296421748e-42,0.0
89.23076923076924,2.920903717032244e-42,0.0
89.23076923076924,3.619267555526085e-42,0.0
89.23076923076924,4.484604392161538e-42,0.0
89.23076923076924,5.556836085104294e-42,0.0
89.23076923076924,6.885429477500488e-42,0.0
89.23076923076924,8.53167852417278e-42,0.0
89.23076923076924,1.0571532055870346e-41,0.0
89.23076923076924,1.3099097638483763e-41,0.0
89.23076923076924,1.6230983175920034e-41,0.0
89.23076923076924,2.0111676554194557e-41,0.0
89.23076923076924,2.492021151378044e-41,0.0
89.23076923076924,3.087842727671721e-41,0.0
89.23076923076924,3.8261202982015517e-41,0.0
89.23076923076924,4.740913908963265e-41,0.0
89.23076923076924,5.874427080289712e-41,0.0
89.23076923076924,7.278953843983101e-41,0.0
89.23076923076924,9.019291300867314e-41,0.0
89.23076923076924,1.117572900082943e-40,0.0
89.23076923076924,1.3847753058820664e-40,0.0
89.23076923076924,1.7158635894253092e-40,0.0
89.23076923076924,2.126112333899673e-40,0.0
89.23076923076924,2.634448148570035e-40,0.0
89.23076923076924,3.2643228379068263e-40,0.0
89.23076923076924,4.044795338205457e-40,0.0
89.23076923076924,5.0118723362727555e-40,0.0
91.7948717948718,9.999999999999999e-43,0.0
91.7948717948718,1.2390917011134509e-42,0.0
91.7948717948718,1.5353482437682257e-42,0.0
91.7948717948718,1.90243726717232e-42,0.0
91.7948717948718,2.3572942296421748e-42,0.0
91.7948717948718,2.920903717032244e-42,0.0
91.7948717948718,3.619267555526085e-42,0.0
91.7948717948718,4.484604392161538e-42,0.0
91.7948717948718,5.556836085104294e-42,0.0
91.7948717948718,6.885429477500488e-42,0.0
91.7948717948718,8.53167852417278e-42,0.0
91.7948717948718,1.0571532055870346e-41,0.0
91.7948717948718,1.3099097638483763e-41,0.0
91.7948717948718,1.6230983175920034e-41,0.0
91.7948717948718,2.0111676554194557e-41,0.0
91.7948717948718,2.492021151378044e-41,0.0
91.7948717948718,3.087842727671721e-41,0.0
91.7948717948718,3.8261202982015517e-41,0.0
91.7948717948718,4.740913908963265e-41,0.0
91.7948717948718,5.874427080289712e-41,0.0
91.7948717948718,7.278953843983101e-41,0.0
91.7948717948718,9.019291300867314e-41,0.0
91.7948717948718,1.117572900082943e-40,0.0
91.7948717948718,1.3847753058820664e-40,0.0
91.7948717948718,1.7158635894253092e-40,0.0
91.7948717948718,2.126112333899673e-40,0.0
91.7948717948718,2.634448148570035e-40,0.0
91.7948717948718,3.2643228379068263e-40,0.0
91.7948717948718,4.044795338205457e-40,0.0
91.7948717948718,5.0118723362727555e-40,0.0
94.35897435897435,9.999999999999999e-43,0.0
94.35897435897435,1.2390917011134509e-42,0.0
94.35897435897435,1.5353482437682257e-42,0.0
94.35897435897435,1.90243726717232e-42,0.0
94.35897435897435,2.3572942296421748e-42,0.0
94.35897435897435,2.920903717032244e-42,0.0
94.35897435897435,3.619267555526085e-42,0.0
94.35897435897435,4.484604392161538e-42,0.0
94.35897435897435,5.556836085104294e-42,0.0
94.35897435897435,6.885429477500488e-42,0.0
94.35897435897435,8.53167852417278e-42,0.0
94.35897435897435,1.0571532055870346e-41,0.0
94.35897435897435,1.3099097638483763e-41,0.0
94.35897435897435,1.6230983175920034e-41,0.0
94.35897435897435,2.0111676554194557e-41,0.0
94.35897435897435,2.492021151378044e-41,0.0
94.35897435897435,3.087842727671721e-41,0.0
94.35897435897435,3.8261202982015517e-41,0.0
94.35897435897435,4.740913908963265e-41,0.0
94.35897435897435,5.874427080289712e-41,0.0
94.35897435897435,7.278953843983101e-41,0.0
94.35897435897435,9.019291300867314e-41,0.0
94.35897435897435,1.117572900082943e-40,0.0
94.35897435897435,1.3847753058820664e-40,0.0
94.35897435897435,1.7158635894253092e-40,0.0
94.35897435897435,2.126112333899673e-40,0.0
94.35897435897435,2.634448148570035e-40,0.0
94.35897435897435,3.2643228379068263e-40,0.0
94.35897435897435,4.044795338205457e-40,0.0
94.35897435897435,5.0118723362727555e-40,0.0
96.92307692307692,9.999999999999999e-43,0.0
96.92307692307692,1.2390917011134509e-42,0.0
96.92307692307692,1.5353482437682257e-42,0.0
96.92307692307692,1.90243726717232e-42,0.0
96.92307692307692,2.3572942296421748e-42,0.0
96.92307692307692,2.920903717032244e-42,0.0
96.92307692307692,3.619267555526085e-42,0.0
96.92307692307692,4.484604392161538e-42,0.0
96.92307692307692,5.556836085104294e-42,0.0
96.92307692307692,6.885429477500488e-42,0.0
96.92307692307692,8.53167852417278e-42,0.0
96.92307692307692,1.0571532055870346e-41,0.0
96.92307692307692,1.3099097638483763e-41,0.0
96.92307692307692,1.6230983175920034e-41,0.0
96.92307692307692,2.0111676554194557e-41,0.0
96.92307692307692,2.492021151378044e-41,0.0
96.92307692307692,3.087842727671721e-41,0.0
96.92307692307692,3.8261202982015517e-41,0.0
96.92307692307692,4.740913908963265e-41,0.0
96.92307692307692,5.874427080289712e-41,0.0
96.92307692307692,7.278953843983101e-41,0.0
96.92307692307692,9.019291300867314e-41,0.0
96.92307692307692,1.117572900082943e-40,0.0
96.92307692307692,1.3847753058820664e-40,0.0
96.92307692307692,1.7158635894253092e-40,0.0
96.92307692307692,2.126112333899673e-40,0.0
96.92307692307692,2.634448148570035e-40,0.0
96.92307692307692,3.2643228379068263e-40,0.0
96.92307692307692,4.044795338205457e-40,0.0
96.92307692307692,5.0118723362727555e-40,0.0
99.48717948717949,9.999999999999999e-43,0.0
99.48717948717949,1.2390917011134509e-42,0.0
99.48717948717949,1.5353482437682257e-42,0.0
99.48717948717949,1.90243726717232e-42,0.0
99.48717948717949,2.3572942296421748e-42,0.0
99.48717948717949,2.920903717032244e-42,0.0
99.48717948717949,3.619267555526085e-42,0.0
99.48717948717949,4.484604392161538e-42,0.0
99.48717948717949,5.556836085104294e-42,0.0
99.48717948717949,6.885429477500488e-42,0.0
99.48717948717949,8.53167852417278e-42,0.0
99.48717948717949,1.0571532055870346e-41,0.0
99.48717948717949,1.3099097638483763e-41,0.0
99.48717948717949,1.6230983175920034e-41,0.0
99.48717948717949,2.0111676554194557e-41,0.0
99.48717948717949,2.492021151378044e-41,0.0
99.48717948717949,3.087842727671721e-41,0.0
99.48717948717949,3.8261202982015517e-41,0.0
99.48717948717949,4.740913908963265e-41,0.0
99.48717948717949,5.874427080289712e-41,0.0
99.48717948717949,7.278953843983101e-41,0.0
99.48717948717949,9.019291300867314e-41,0.0
99.48717948717949,1.117572900082943e-40,0.0
99.48717948717949,1.3847753058820664e-40,0.0
99.48717948717949,1.7158635894253092e-40,0.0
99.48717948717949,2.126112333899673e-40,0.0
99.48717948717949,2.634448148570035e-40,0.0
99.48717948717949,3.2643228379068263e-40,0.0
99.48717948717949,4.044795338205457e-40,0.0
99.48717948717949,5.0118723362727555e-40,0.0
102.05128205128204,9.999999999999999e-43,0.0
102.05128205128204,1.2390917011134509e-42,0.0
102.05128205128204,1.5353482437682257e-42,0.0
102.05128205128204,1.90243726717232e-42,0.0
102.05128205128204,2.3572942296421748e-42,0.0
102.05128205128204,2.920903717032244e-42,0.0
102.05128205128204,3.619267555526085e-42,0.0
102.05128205128204,4.484604392161538e-42,0.0
102.05128205128204,5.556836085104294e-42,0.0
102.05128205128204,6.885429477500488e-42,0.0
102.05128205128204,8.53167852417278e-42,0.0
102.05128205128204,1.0571532055870346e-41,0.0
102.05128205128204,1.3099097638483763e-41,0.0
102.05128205128204,1.6230983175920034e-41,0.0
102.05128205128204,2.0111676554194557e-41,0.0
102.05128205128204,2.492021151378044e-41,0.0
102.05128205128204,3.087842727671721e-41,0.0
102.05128205128204,3.8261202982015517e-41,0.0
102.05128205128204,4.740913908963265e-41,0.0
102.05128205128204,5.874427080289712e-41,0.0
102.05128205128204,7.278953843983101e-41,0.0
102.05128205128204,9.019291300867314e-41,0.0
102.05128205128204,1.117572900082943e-40,0.0
102.05128205128204,1.3847753058820664e-40,0.0
102.05128205128204,1.7158635894253092e-40,0.0
102.05128205128204,2.126112333899673e-40,0.0
102.05128205128204,2.634448148570035e-40,0.0
102.05128205128204,3.2643228379068263e-40,0.0
102.05128205128204,4.044795338205457e-40,0.0
102.05128205128204,5.0118723362727555e-40,0.0
104.61538461538461,9.999999999999999e-43,0.0
104.61538461538461,1.2390917011134509e-42,0.0
104.61538461538461,1.5353482437682257e-42,0.0
104.61538461538461,1.90243726717232e-42,0.0
104.61538461538461,2.3572942296421748e-42,0.0
104.61538461538461,2.920903717032244e-42,0.0
104.61538461538461,3.619267555526085e-42,0.0
104.61538461538461,4.484604392161538e-42,0.0
104.61538461538461,5.556836085104294e-42,0.0
104.61538461538461,6.885429477500488e-42,0.0
104.61538461538461,8.53167852417278e-42,0.0
104.61538461538461,1.0571532055870346e-41,0.0
104.61538461538461,1.3099097638483763e-41,0.0
104.61538461538461,1.6230983175920034e-41,0.0
104.61538461538461,2.0111676554194557e-41,0.0
104.61538461538461,2.492021151378044e-41,0.0
104.61538461538461,3.087842727671721e-41,0.0
104.61538461538461,3.8261202982015517e-41,0.0
104.61538461538461,4.740913908963265e-41,0.0
104.61538461538461,5.874427080289712e-41,0.0
104.61538461538461,7.278953843983101e-41,0.0
104.61538461538461,9.019291300867314e-41,0.0
104.61538461538461,1.117572900082943e-40,0.0
104.61538461538461,1.3847753058820664e-40,0.0
104.61538461538461,1.7158635894253092e-40,0.0
104.61538461538461,2.126112333899673e-40,0.0
104.61538461538461,2.634448148570035e-40,0.0
104.61538461538461,3.2643228379068263e-40,0.0
104.61538461538461,4.044795338205457e-40,0.0
104.61538461538461,5.0118723362727555e-40,0.0
107.17948717948718,9.999999999999999e-43,0.0
107.17948717948718,1.2390917011134509e-42,0.0
107.17948717948718,1.5353482437682257e-42,0.0
107.17948717948718,1.90243726717232e-42,0.0
107.17948717948718,2.3572942296421748e-42,0.0
107.17948717948718,2.920903717032244e-42,0.0
107.17948717948718,3.619267555526085e-42,0.0
107.17948717948718,4.484604392161538e-42,0.0
107.17948717948718,5.556836085104294e-42,0.0
107.17948717948718,6.885429477500488e-42,0.0
107.17948717948718,8.53167852417278e-42,0.0
107.17948717948718,1.0571532055870346e-41,0.0
107.17948717948718,1.3099097638483763e-41,0.0
107.17948717948718,1.6230983175920034e-41,0.0
107.17948717948718,2.0111676554194557e-41,0.0
107.17948717948718,2.492021151378044e-41,0.0
107.17948717948718,3.087842727671721e-41,0.0
107.17948717948718,3.8261202982015517e-41,0.0
107.17948717948718,4.740913908963265e-41,0.0
107.17948717948718,5.874427080289712e-41,0.0
107.17948717948718,7.278953843983101e-41,0.0
107.17948717948718,9.019291300867314e-41,0.0
107.17948717948718,1.117572900082943e-40,0.0
107.17948717948718,1.3847753058820664e-40,0.0
107.17948717948718,1.7158635894253092e-40,0.0
107.17948717948718,2.126112333899673e-40,0.0
107.17948717948718,2.634448148570035e-40,0.0
107.17948717948718,3.2643228379068263e-40,0.0
107.17948717948718,4.044795338205457e-40,0.0
107.17948717948718,5.0118723362727555e-40,0.0
109.74358974358975,9.999999999999999e-43,0.0
109.74358974358975,1.2390917011134509e-42,0.0
109.74358974358975,1.5353482437682257e-42,0.0
109.74358974358975,1.90243726717232e-42,0.0
109.74358974358975,2.3572942296421748e-42,0.0
109.74358974358975,2.920903717032244e-42,0.0
109.74358974358975,3.619267555526085e-42,0.0
109.74358974358975,4.484604392161538e-42,0.0
109.74358974358975,5.556836085104294e-42,0.0
109.74358974358975,6.885429477500488e-42,0.0
109.74358974358975,8.53167852417278e-42,0.0
109.74358974358975,1.0571532055870346e-41,0.0
109.74358974358975,1.3099097638483763e-41,0.0
109.74358974358975,1.6230983175920034e-41,0.0
109.74358974358975,2.0111676554194557e-41,0.0
109.74358974358975,2.492021151378044e-41,0.0
109.74358974358975,3.087842727671721e-41,0.0
109.74358974358975,3.8261202982015517e-41,0.0
109.74358974358975,4.740913908963265e-41,0.0
109.74358974358975,5.874427080289712e-41,0.0
109.74358974358975,7.278953843983101e-41,0.0
109.74358974358975,9.019291300867314e-41,0.0
109.74358974358975,1.117572900082943e-40,0.0
109.74358974358975,1.3847753058820664e-40,0.0
109.74358974358975,1.7158635894253092e-40,0.0
109.74358974358975,2.126112333899673e-40,0.0
109.74358974358975,2.634448148570035e-40,0.0
109.74358974358975,3.2643228379068263e-40,0.0
109.74358974358975,4.044795338205457e-40,0.0
109.74358974358975,5.0118723362727555e-40,0.0
112.3076923076923,9.999999999999999e-43,0.0
112.3076923076923,1.2390917011134509e-42,0.0
112.3076923076923,1.5353482437682257e-42,0.0
112.3076923076923,1.90243726717232e-42,0.0
112.3076923076923,2.3572942296421748e-42,0.0
112.3076923076923,2.920903717032244e-42,0.0
112.3076923076923,3.619267555526085e-42,0.0
112.3076923076923,4.484604392161538e-42,0.0
112.3076923076923,5.556836085104294e-42,0.0
112.3076923076923,6.885429477500488e-42,0.0
112.3076923076923,8.53167852417278e-42,0.0
112.3076923076923,1.0571532055870346e-41,0.0
112.3076923076923,1.3099097638483763e-41,0.0
112.3076923076923,1.6230983175920034e-41,0.0
112.3076923076923,2.0111676554194557e-41,0.0
112.3076923076923,2.492021151378044e-41,0.0
112.3076923076923,3.087842727671721e-41,0.0
112.3076923076923,3.8261202982015517e-41,0.0
112.3076923076923,4.740913908963265e-41,0.0
112.3076923076923,5.874427080289712e-41,0.0
112.3076923076923,7.278953843983101e-41,0.0
112.3076923076923,9.019291300867314e-41,0.0
112.3076923076923,1.117572900082943e-40,0.0
112.3076923076923,1.3847753058820664e-40,0.0
112.3076923076923,1.7158635894253092e-40,0.0
112.3076923076923,2.126112333899673e-40,0.0
112.3076923076923,2.634448148570035e-40,0.0
112.3076923076923,3.2643228379068263e-40,0.0
112.3076923076923,4.044795338205457e-40,0.0
112.3076923076923,5.0118723362727555e-40,0.0
114.87179487179486,9.999999999999999e-43,0.0
114.87179487179486,1.2390917011134509e-42,0.0
114.87179487179486,1.5353482437682257e-42,0.0
114.87179487179486,1.90243726717232e-42,0.0
114.87179487179486,2.3572942296421748e-42,0.0
114.87179487179486,2.920903717032244e-42,0.0
114.87179487179486,3.619267555526085e-42,0.0
114.87179487179486,4.484604392161538e-42,0.0
114.87179487179486,5.556836085104294e-42,0.0
114.87179487179486,6.885429477500488e-42,0.0
114.87179487179486,8.53167852417278e-42,0.0
114.87179487179486,1.0571532055870346e-41,0.0
