nu_Hz,N0,value
13.277310924369749,41062.49917244294,16.201209299235654
13.277310924369749,44366.873309786155,15.22848417329986
13.277310924369749,47937.15645558219,14.314161735283903
13.277310924369749,51794.74679231213,13.454735471512599
13.277310924369749,55962.76445319552,12.646909400370062
13.277310924369749,60466.19009070435,11.887585431896081
13.277310924369749,65332.014595937704,11.173851486315932
13.277310924369749,70589.40086618738,10.502970325936934
13.277310924369749,76269.85859023452,9.872369057581064
13.277310924369749,82407.43309893666,9.279629265294513
13.277310924369749,89038.90941296735,8.722477735491939
13.277310924369749,96204.0327106476,8.198777738965843
13.277310924369749,103945.74653722627,7.706520836326409
13.277310924369749,112310.45018329516,7.243819175445089
13.277310924369749,121348.27677491431,6.808898251361776
13.277310924369749,131113.3937421563,6.400090100889197
13.277310924369749,141664.3274669022,6.015826905815137
13.277310924369749,153064.31405563594,5.654634980170249
13.277310924369749,165381.6783395673,5.31512911850186
13.277310924369749,178690.24337358287,4.996007283479121
13.277310924369749,193069.77288832495,4.696045612455742
13.277310924369749,208606.44934719568,4.414093723840143
13.277310924369749,225393.39047347888,4.1490703052724145
13.277310924369749,243531.20734334175,3.8999589666883887
13.277310924369749,263128.6073895945,3.665804342366904
13.277310924369749,284303.0459302665,3.445708427011192
13.277310924369749,307181.43012686964,3.2388271318130304
13.277310924369749,331900.87959146773,3.0443670472917064
13.277310924369749,358609.54820118286,2.861582400493073
13.277310924369749,387467.51204561285,2.6897721948791924
13.277310924369749,418647.72882899473,2.5282775219398195
13.277310924369749,452337.0744772105,2.3764790342154765
13.277310924369749,488737.4631624427,2.2337945700409407
13.277310924369749,528067.0574582637,2.099676920899761
13.277310924369749,570561.5758781021,1.9736117328274727
13.277310924369749,616475.7056337161,1.855115533815126
13.277310924369749,666084.6290809154,1.7437338796480608
13.277310924369749,719685.6730011514,1.6390396110690393
13.277310924369749,777600.0906038043,1.5406312155817898
13.277310924369749,840174.9869294344,1.4481312876123345
13.277310924369749,907785.3991937558,1.3611850811226314
13.277310924369749,980836.5445406671,1.279459149125731
13.277310924369749,1.0597662486760707e6,1.2026400648847966
13.277310924369749,1.1450475699382813e6,1.1304332198917093
13.277310924369749,1.2371916345321594e6,1.0625616940153653
13.277310924369749,1.336750699919709e6,0.9987651934865808
13.277310924369749,1.4443214647272818e6,0.9387990526466912
13.277310924369749,1.5605486450070748e6,0.8824332956314285
13.277310924369749,1.6861288382868804e6,0.8294517543915725
13.277310924369749,1.8218146985669748e6,0.7796512396678812
