label,t_s,N,N0,Nth,T_nK
baseline_1.0,1.98733,1.18765e+05,1.10225e+05,8.53975e+03,56.1298
baseline_1.0,1.99467,1.18504e+05,1.09955e+05,8.54917e+03,55.5932
baseline_1.0,2.00200,1.18249e+05,1.09690e+05,8.55855e+03,55.0505
baseline_1.0,2.00933,1.17999e+05,1.09431e+05,8.56803e+03,54.5014
baseline_1.0,2.01667,1.17755e+05,1.09178e+05,8.57748e+03,53.9461
baseline_1.0,2.02400,1.17517e+05,1.08930e+05,8.58689e+03,53.3842
baseline_1.0,2.03133,1.17284e+05,1.08688e+05,8.59640e+03,52.8151
baseline_1.0,2.03867,1.17057e+05,1.08451e+05,8.60586e+03,52.2840
baseline_1.0,2.04600,1.16834e+05,1.08219e+05,8.61529e+03,51.7881
baseline_1.0,2.05333,1.16616e+05,1.07992e+05,8.62484e+03,51.2876
baseline_1.0,2.06067,1.16403e+05,1.07769e+05,8.63434e+03,50.7816
baseline_1.0,2.06800,1.16194e+05,1.07550e+05,8.64380e+03,50.2698
baseline_1.0,2.07533,1.15990e+05,1.07336e+05,8.65338e+03,49.7517
baseline_1.0,2.08267,1.15790e+05,1.07127e+05,8.66291e+03,49.2275
baseline_1.0,2.09000,1.15594e+05,1.06920e+05,8.67363e+03,48.7022
baseline_1.0,2.09733,1.15402e+05,1.06720e+05,8.68207e+03,48.2408
baseline_1.0,2.10467,1.15214e+05,1.06523e+05,8.69164e+03,47.7796
baseline_1.0,2.11200,1.15030e+05,1.06329e+05,8.70114e+03,47.3132
baseline_1.0,2.11933,1.14849e+05,1.06139e+05,8.71080e+03,46.8412
baseline_1.0,2.12667,1.14672e+05,1.05952e+05,8.72039e+03,46.3639
baseline_1.0,2.13400,1.14499e+05,1.05769e+05,8.72991e+03,45.8810
baseline_1.0,2.14133,1.14329e+05,1.05589e+05,8.73962e+03,45.3919
baseline_1.0,2.14867,1.14162e+05,1.05413e+05,8.74926e+03,44.9349
baseline_1.0,2.15600,1.13998e+05,1.05239e+05,8.75882e+03,44.5093
baseline_1.0,2.16333,1.13838e+05,1.05069e+05,8.76855e+03,44.0791
baseline_1.0,2.17067,1.13680e+05,1.04902e+05,8.77821e+03,43.6442
baseline_1.0,2.17800,1.13525e+05,1.04737e+05,8.78778e+03,43.2044
baseline_1.0,2.18533,1.13373e+05,1.04575e+05,8.79756e+03,42.7591
baseline_1.0,2.19267,1.13223e+05,1.04416e+05,8.80725e+03,42.3086
baseline_1.0,2.20000,1.13077e+05,1.04246e+05,8.83110e+03,41.8752
tight_1.6,0.00000,1.40000e+06,0.00000e+00,1.40000e+06,50000.0000
tight_1.6,0.00733,1.14787e+06,0.00000e+00,1.14787e+06,33442.6379
tight_1.6,0.01467,1.08172e+06,0.00000e+00,1.08172e+06,29458.5978
tight_1.6,0.02200,1.03816e+06,0.00000e+00,1.03816e+06,27368.3737
tight_1.6,0.02933,1.00265e+06,0.00000e+00,1.00265e+06,25955.3930
tight_1.6,0.03667,9.71518e+05,0.00000e+00,9.71518e+05,24872.3792
tight_1.6,0.04400,9.43384e+05,0.00000e+00,9.43384e+05,23977.6110
tight_1.6,0.05133,9.17573e+05,0.00000e+00,9.17573e+05,23201.0316
tight_1.6,0.05867,8.93690e+05,0.00000e+00,8.93690e+05,22522.9434
tight_1.6,0.06600,8.71474e+05,0.00000e+00,8.71474e+05,21925.0186
tight_1.6,0.07333,8.50717e+05,0.00000e+00,8.50717e+05,21371.7585
tight_1.6,0.08067,8.31257e+05,0.00000e+00,8.31257e+05,20851.7088
tight_1.6,0.08800,8.12958e+05,0.00000e+00,8.12958e+05,20356.8746
tight_1.6,0.09533,7.95710e+05,0.00000e+00,7.95710e+05,19881.3394
tight_1.6,0.10267,7.79414e+05,0.00000e+00,7.79414e+05,19421.0897
tight_1.6,0.11000,7.63987e+05,0.00000e+00,7.63987e+05,18975.0701
tight_1.6,0.11733,7.49354e+05,0.00000e+00,7.49354e+05,18568.1969
tight_1.6,0.12467,7.35452e+05,0.00000e+00,7.35452e+05,18175.2978
tight_1.6,0.13200,7.22220e+05,0.00000e+00,7.22220e+05,17792.1162
tight_1.6,0.13933,7.09606e+05,0.00000e+00,7.09606e+05,17416.6943
tight_1.6,0.14667,6.97562e+05,0.00000e+00,6.97562e+05,17047.7304
tight_1.6,0.15400,6.86044e+05,0.00000e+00,6.86044e+05,16684.1583
tight_1.6,0.16133,6.75015e+05,0.00000e+00,6.75015e+05,16325.2722
tight_1.6,0.16867,6.64438e+05,0.00000e+00,6.64438e+05,15983.1038
tight_1.6,0.17600,6.54287e+05,0.00000e+00,6.54287e+05,15660.6345
tight_1.6,0.18333,6.44535e+05,0.00000e+00,6.44535e+05,15343.5335
tight_1.6,0.19067,6.35153e+05,0.00000e+00,6.35153e+05,15031.0025
tight_1.6,0.19800,6.26118e+05,0.00000e+00,6.26118e+05,14722.3857
tight_1.6,0.20533,6.17406e+05,0.00000e+00,6.17406e+05,14416.9081
tight_1.6,0.21267,6.08997e+05,0.00000e+00,6.08997e+05,14114.1208
tight_1.6,0.22000,6.00871e+05,0.00000e+00,6.00871e+05,13815.6338
tight_1.6,0.22733,5.93015e+05,0.00000e+00,5.93015e+05,13539.3002
tight_1.6,0.23467,5.85417e+05,0.00000e+00,5.85417e+05,13268.9922
tight_1.6,0.24200,5.78062e+05,0.00000e+00,5.78062e+05,13002.2642
tight_1.6,0.24933,5.70934e+05,0.00000e+00,5.70934e+05,12738.4464
tight_1.6,0.25667,5.64020e+05,0.00000e+00,5.64020e+05,12477.1224
tight_1.6,0.26400,5.57307e+05,0.00000e+00,5.57307e+05,12217.9893
tight_1.6,0.27133,5.50784e+05,0.00000e+00,5.50784e+05,11960.9755
tight_1.6,0.27867,5.44440e+05,0.00000e+00,5.44440e+05,11714.8126
tight_1.6,0.28600,5.38274e+05,0.00000e+00,5.38274e+05,11482.0257
tight_1.6,0.29333,5.32279e+05,0.00000e+00,5.32279e+05,11252.2457
tight_1.6,0.30067,5.26442e+05,0.00000e+00,5.26442e+05,11025.0407
tight_1.6,0.30800,5.20756e+05,0.00000e+00,5.20756e+05,10800.1054
tight_1.6,0.31533,5.15212e+05,0.00000e+00,5.15212e+05,10577.0025
tight_1.6,0.32267,5.09800e+05,0.00000e+00,5.09800e+05,10355.4611
tight_1.6,0.33000,5.04515e+05,0.00000e+00,5.04515e+05,10137.0999
tight_1.6,0.33733,4.99354e+05,0.00000e+00,4.99354e+05,9934.0068
tight_1.6,0.34467,4.94317e+05,0.00000e+00,4.94317e+05,9735.2992
tight_1.6,0.35200,4.89398e+05,0.00000e+00,4.89398e+05,9538.9683
tight_1.6,0.35933,4.84589e+05,0.00000e+00,4.84589e+05,9344.6099
tight_1.6,0.36667,4.79884e+05,0.00000e+00,4.79884e+05,9151.9553
tight_1.6,0.37400,4.75277e+05,0.00000e+00,4.75277e+05,8960.8304
tight_1.6,0.38133,4.70761e+05,0.00000e+00,4.70761e+05,8771.2442
tight_1.6,0.38867,4.66335e+05,0.00000e+00,4.66335e+05,8589.4597
tight_1.6,0.39600,4.62002e+05,0.00000e+00,4.62002e+05,8417.3818
tight_1.6,0.40333,4.57759e+05,0.00000e+00,4.57759e+05,8247.4181
tight_1.6,0.41067,4.53600e+05,0.00000e+00,4.53600e+05,8079.2622
tight_1.6,0.41800,4.49520e+05,0.00000e+00,4.49520e+05,7912.7248
tight_1.6,0.42533,4.45513e+05,0.00000e+00,4.45513e+05,7747.5117
tight_1.6,0.43267,4.41576e+05,0.00000e+00,4.41576e+05,7583.4157
tight_1.6,0.44000,4.37704e+05,0.00000e+00,4.37704e+05,7421.9051
tight_1.6,0.44733,4.33900e+05,0.00000e+00,4.33900e+05,7271.1204
tight_1.6,0.45467,4.30168e+05,0.00000e+00,4.30168e+05,7123.7662
tight_1.6,0.46200,4.26503e+05,0.00000e+00,4.26503e+05,6978.1622
tight_1.6,0.46933,4.22900e+05,0.00000e+00,4.22900e+05,6834.0198
tight_1.6,0.47667,4.19355e+05,0.00000e+00,4.19355e+05,6691.1134
tight_1.6,0.48400,4.15863e+05,0.00000e+00,4.15863e+05,6549.3294
tight_1.6,0.49133,4.12420e+05,0.00000e+00,4.12420e+05,6408.6870
tight_1.6,0.49867,4.09027e+05,0.00000e+00,4.09027e+05,6273.7714
tight_1.6,0.50600,4.05689e+05,0.00000e+00,4.05689e+05,6145.9218
tight_1.6,0.51333,4.02405e+05,0.00000e+00,4.02405e+05,6019.6575
tight_1.6,0.52067,3.99172e+05,0.00000e+00,3.99172e+05,5894.7505
tight_1.6,0.52800,3.95985e+05,0.00000e+00,3.95985e+05,5771.0670
tight_1.6,0.53533,3.92841e+05,0.00000e+00,3.92841e+05,5648.4039
tight_1.6,0.54267,3.89735e+05,0.00000e+00,3.89735e+05,5526.5853
tight_1.6,0.55000,3.86666e+05,0.00000e+00,3.86666e+05,5406.8365
tight_1.6,0.55733,3.83637e+05,0.00000e+00,3.83637e+05,5294.5802
tight_1.6,0.56467,3.80653e+05,0.00000e+00,3.80653e+05,5185.0019
tight_1.6,0.57200,3.77710e+05,0.00000e+00,3.77710e+05,5076.7162
tight_1.6,0.57933,3.74805e+05,0.00000e+00,3.74805e+05,4969.5360
tight_1.6,0.58667,3.71935e+05,0.00000e+00,3.71935e+05,4863.3007
tight_1.6,0.59400,3.69096e+05,0.00000e+00,3.69096e+05,4757.9274
tight_1.6,0.60133,3.66285e+05,0.00000e+00,3.66285e+05,4653.4227
tight_1.6,0.60867,3.63501e+05,0.00000e+00,3.63501e+05,4553.1484
tight_1.6,0.61600,3.60754e+05,0.00000e+00,3.60754e+05,4458.0287
tight_1.6,0.62333,3.58042e+05,0.00000e+00,3.58042e+05,4364.1027
tight_1.6,0.63067,3.55361e+05,0.00000e+00,3.55361e+05,4271.1813
tight_1.6,0.63800,3.52709e+05,0.00000e+00,3.52709e+05,4179.1643
tight_1.6,0.64533,3.50081e+05,0.00000e+00,3.50081e+05,4087.9226
tight_1.6,0.65267,3.47475e+05,0.00000e+00,3.47475e+05,3997.3346
tight_1.6,0.66000,3.44889e+05,0.00000e+00,3.44889e+05,3908.4007
tight_1.6,0.66733,3.42328e+05,0.00000e+00,3.42328e+05,3824.7271
tight_1.6,0.67467,3.39798e+05,0.00000e+00,3.39798e+05,3743.1586
tight_1.6,0.68200,3.37295e+05,0.00000e+00,3.37295e+05,3662.5756
tight_1.6,0.68933,3.34815e+05,0.00000e+00,3.34815e+05,3582.8398
tight_1.6,0.69667,3.32356e+05,0.00000e+00,3.32356e+05,3503.8049
tight_1.6,0.70400,3.29913e+05,0.00000e+00,3.29913e+05,3425.4025
tight_1.6,0.71133,3.27485e+05,0.00000e+00,3.27485e+05,3347.6435
tight_1.6,0.71867,3.25072e+05,0.00000e+00,3.25072e+05,3273.0088
tight_1.6,0.72600,3.22683e+05,0.00000e+00,3.22683e+05,3202.1265
tight_1.6,0.73333,3.20319e+05,0.00000e+00,3.20319e+05,3132.1759
tight_1.6,0.74067,3.17975e+05,0.00000e+00,3.17975e+05,3063.0061
tight_1.6,0.74800,3.15647e+05,0.00000e+00,3.15647e+05,2994.5324
tight_1.6,0.75533,3.13334e+05,0.00000e+00,3.13334e+05,2926.6567
tight_1.6,0.76267,3.11030e+05,0.00000e+00,3.11030e+05,2859.2644
tight_1.6,0.77000,3.08735e+05,0.00000e+00,3.08735e+05,2793.1372
tight_1.6,0.77733,3.06454e+05,0.00000e+00,3.06454e+05,2730.7158
tight_1.6,0.78467,3.04195e+05,0.00000e+00,3.04195e+05,2669.9233
tight_1.6,0.79200,3.01955e+05,0.00000e+00,3.01955e+05,2609.8972
tight_1.6,0.79933,2.99728e+05,0.00000e+00,2.99728e+05,2550.5357
tight_1.6,0.80667,2.97513e+05,0.00000e+00,2.97513e+05,2491.7212
tight_1.6,0.81400,2.95304e+05,0.00000e+00,2.95304e+05,2433.3907
tight_1.6,0.82133,2.93100e+05,0.00000e+00,2.93100e+05,2375.5277
tight_1.6,0.82867,2.90901e+05,0.00000e+00,2.90901e+05,2319.9557
tight_1.6,0.83600,2.88719e+05,0.00000e+00,2.88719e+05,2267.0952
tight_1.6,0.84333,2.86553e+05,0.00000e+00,2.86553e+05,2214.9711
tight_1.6,0.85067,2.84400e+05,0.00000e+00,2.84400e+05,2163.4611
tight_1.6,0.85800,2.82255e+05,0.00000e+00,2.82255e+05,2112.4903
tight_1.6,0.86533,2.80116e+05,0.00000e+00,2.80116e+05,2061.9858
tight_1.6,0.87267,2.77977e+05,0.00000e+00,2.77977e+05,2011.8553
tight_1.6,0.88000,2.75838e+05,0.00000e+00,2.75838e+05,1962.6786
tight_1.6,0.88733,2.73706e+05,0.00000e+00,2.73706e+05,1916.1117
tight_1.6,0.89467,2.71589e+05,0.00000e+00,2.71589e+05,1870.8006
tight_1.6,0.90200,2.69484e+05,0.00000e+00,2.69484e+05,1826.0897
tight_1.6,0.90933,2.67385e+05,0.00000e+00,2.67385e+05,1781.8996
tight_1.6,0.91667,2.65288e+05,0.00000e+00,2.65288e+05,1738.1355
tight_1.6,0.92400,2.63191e+05,0.00000e+00,2.63191e+05,1694.7456
tight_1.6,0.93133,2.61090e+05,0.00000e+00,2.61090e+05,1651.7258
tight_1.6,0.93867,2.58987e+05,0.00000e+00,2.58987e+05,1610.3730
tight_1.6,0.94600,2.56893e+05,0.00000e+00,2.56893e+05,1570.9597
tight_1.6,0.95333,2.54810e+05,0.00000e+00,2.54810e+05,1532.1303
tight_1.6,0.96067,2.52733e+05,0.00000e+00,2.52733e+05,1493.7879
tight_1.6,0.96800,2.50656e+05,0.00000e+00,2.50656e+05,1455.8651
tight_1.6,0.97533,2.48576e+05,0.00000e+00,2.48576e+05,1418.3169
tight_1.6,0.98267,2.46490e+05,0.00000e+00,2.46490e+05,1381.0889
tight_1.6,0.99000,2.44395e+05,0.00000e+00,2.44395e+05,1344.5641
tight_1.6,0.99733,2.42300e+05,0.00000e+00,2.42300e+05,1309.8596
tight_1.6,1.00467,2.40214e+05,0.00000e+00,2.40214e+05,1276.1065
tight_1.6,1.01200,2.38132e+05,0.00000e+00,2.38132e+05,1242.8259
tight_1.6,1.01933,2.36049e+05,0.00000e+00,2.36049e+05,1209.9666
tight_1.6,1.02667,2.33963e+05,0.00000e+00,2.33963e+05,1177.4750
tight_1.6,1.03400,2.31869e+05,0.00000e+00,2.31869e+05,1145.2927
tight_1.6,1.04133,2.29760e+05,0.00000e+00,2.29760e+05,1113.3826
tight_1.6,1.04867,2.27640e+05,0.00000e+00,2.27640e+05,1082.6463
tight_1.6,1.05600,2.25522e+05,0.00000e+00,2.25522e+05,1053.2787
tight_1.6,1.06333,2.23409e+05,0.00000e+00,2.23409e+05,1024.4011
tight_1.6,1.07067,2.21296e+05,0.00000e+00,2.21296e+05,995.9415
tight_1.6,1.07800,2.18537e+05,3.45639e+03,2.15081e+05,964.4556
tight_1.6,1.08533,2.13480e+05,1.88933e+04,1.94587e+05,922.8483
tight_1.6,1.09267,2.08720e+05,3.02404e+04,1.78480e+05,886.8744
tight_1.6,1.10000,2.03885e+05,3.87641e+04,1.65121e+05,854.8046
tight_1.6,1.10733,1.98894e+05,4.51484e+04,1.53745e+05,826.3294
tight_1.6,1.11467,1.93764e+05,4.98936e+04,1.43871e+05,800.2237
tight_1.6,1.12200,1.88541e+05,5.34510e+04,1.35090e+05,775.6633
tight_1.6,1.12933,1.83273e+05,5.61442e+04,1.27129e+05,752.2623
tight_1.6,1.13667,1.78006e+05,5.81971e+04,1.19809e+05,729.7528
tight_1.6,1.14400,1.72777e+05,5.97686e+04,1.13008e+05,707.9562
tight_1.6,1.15133,1.67614e+05,6.09845e+04,1.06629e+05,686.7276
tight_1.6,1.15867,1.62539e+05,6.19091e+04,1.00630e+05,666.5646
tight_1.6,1.16600,1.57574e+05,6.25429e+04,9.50308e+04,647.5354
tight_1.6,1.17333,1.52734e+05,6.29377e+04,8.97967e+04,629.0532
tight_1.6,1.18067,1.48031e+05,6.31627e+04,8.48685e+04,611.0134
tight_1.6,1.18800,1.43468e+05,6.32713e+04,8.01970e+04,593.3256
tight_1.6,1.19533,1.39046e+05,6.33033e+04,7.57427e+04,575.9227
tight_1.6,1.20267,1.34763e+05,6.32854e+04,7.14775e+04,558.7467
tight_1.6,1.21000,1.30617e+05,6.32271e+04,6.73903e+04,541.9462
tight_1.6,1.21733,1.26609e+05,6.30991e+04,6.35098e+04,526.0069
tight_1.6,1.22467,1.22738e+05,6.28877e+04,5.98504e+04,510.5860
tight_1.6,1.23200,1.19003e+05,6.26212e+04,5.63818e+04,495.4545
tight_1.6,1.23933,1.15401e+05,6.23181e+04,5.30831e+04,480.5791
tight_1.6,1.24667,1.11929e+05,6.19949e+04,4.99342e+04,465.9133
tight_1.6,1.25400,1.08582e+05,6.16647e+04,4.69169e+04,451.4108
tight_1.6,1.26133,1.05354e+05,6.13366e+04,4.40169e+04,437.0426
tight_1.6,1.26867,1.02242e+05,6.09970e+04,4.12448e+04,423.2030
tight_1.6,1.27600,9.92449e+04,6.06173e+04,3.86276e+04,409.9842
tight_1.6,1.28333,9.63604e+04,6.02010e+04,3.61594e+04,397.0386
tight_1.6,1.29067,9.35845e+04,5.97650e+04,3.38195e+04,384.3119
tight_1.6,1.29800,9.09140e+04,5.93169e+04,3.15971e+04,371.7765
tight_1.6,1.30533,8.83448e+04,5.88662e+04,2.94785e+04,359.3999
tight_1.6,1.31267,8.58723e+04,5.84195e+04,2.74527e+04,347.1470
tight_1.6,1.32000,8.34933e+04,5.79756e+04,2.55177e+04,335.1139
tight_1.6,1.32733,8.12061e+04,5.75148e+04,2.36913e+04,323.6430
tight_1.6,1.33467,7.90086e+04,5.70283e+04,2.19803e+04,312.5247
tight_1.6,1.34200,7.68980e+04,5.65242e+04,2.03738e+04,301.6296
tight_1.6,1.34933,7.48712e+04,5.60103e+04,1.88609e+04,290.9324
tight_1.6,1.35667,7.29244e+04,5.54937e+04,1.74307e+04,280.3950
tight_1.6,1.36400,7.10544e+04,5.49769e+04,1.60775e+04,269.9985
tight_1.6,1.37133,6.92585e+04,5.44615e+04,1.47969e+04,259.7369
tight_1.6,1.37867,6.75338e+04,5.39437e+04,1.35900e+04,249.8384
tight_1.6,1.38600,6.58798e+04,5.34114e+04,1.24684e+04,240.3798
tight_1.6,1.39333,6.42943e+04,5.28644e+04,1.14300e+04,231.1711
tight_1.6,1.40067,6.27738e+04,5.23100e+04,1.04638e+04,222.1696
tight_1.6,1.40800,6.13157e+04,5.17511e+04,9.56457e+03,213.3606
tight_1.6,1.41533,5.99169e+04,5.11906e+04,8.72630e+03,204.7286
tight_1.6,1.42267,5.85748e+04,5.06297e+04,7.94506e+03,196.2655
tight_1.6,1.43000,5.72867e+04,5.00679e+04,7.21886e+03,188.0275
tight_1.6,1.43733,5.60517e+04,4.95001e+04,6.55167e+03,180.2242
tight_1.6,1.44467,5.48685e+04,4.89240e+04,5.94449e+03,172.7446
tight_1.6,1.45200,5.37338e+04,4.83421e+04,5.39166e+03,165.5201
tight_1.6,1.45933,5.26450e+04,4.77563e+04,4.88866e+03,158.5480
tight_1.6,1.46667,5.15988e+04,4.71671e+04,4.43167e+03,151.8268
tight_1.6,1.47400,5.05923e+04,4.65739e+04,4.01843e+03,145.3674
tight_1.6,1.48133,4.96222e+04,4.59755e+04,3.64671e+03,139.1883
tight_1.6,1.48867,4.86858e+04,4.53698e+04,3.31608e+03,133.4409
tight_1.6,1.49600,4.78102e+04,4.47739e+04,3.03630e+03,128.3025
tight_1.6,1.50333,4.70103e+04,4.42008e+04,2.80945e+03,123.7709
tight_1.6,1.51067,4.62719e+04,4.36474e+04,2.62451e+03,119.7561
tight_1.6,1.51800,4.55851e+04,4.31117e+04,2.47339e+03,116.1850
tight_1.6,1.52533,4.49425e+04,4.25927e+04,2.34977e+03,112.9978
tight_1.6,1.53267,4.43387e+04,4.20899e+04,2.24882e+03,110.1428
tight_1.6,1.54000,4.37696e+04,4.16028e+04,2.16679e+03,107.6023
tight_1.6,1.54733,4.32305e+04,4.11305e+04,2.09994e+03,105.4204
tight_1.6,1.55467,4.27179e+04,4.06725e+04,2.04544e+03,103.4637
tight_1.6,1.56200,4.22299e+04,4.02284e+04,2.00152e+03,101.6770
tight_1.6,1.56933,4.17647e+04,3.97980e+04,1.96671e+03,100.0393
tight_1.6,1.57667,4.13251e+04,3.93660e+04,1.95917e+03,98.8574
tight_1.6,1.58400,4.09063e+04,3.89450e+04,1.96136e+03,97.8275
tight_1.6,1.59133,4.05054e+04,3.85418e+04,1.96354e+03,96.7852
tight_1.6,1.59867,4.01212e+04,3.81554e+04,1.96579e+03,95.8134
tight_1.6,1.60600,3.97523e+04,3.77844e+04,1.96791e+03,94.9035
tight_1.6,1.61333,3.93976e+04,3.74275e+04,1.97009e+03,93.9867
tight_1.6,1.62067,3.90567e+04,3.70844e+04,1.97227e+03,93.0600
tight_1.6,1.62800,3.87289e+04,3.67545e+04,1.97447e+03,92.1219
tight_1.6,1.63533,3.84138e+04,3.64372e+04,1.97666e+03,91.1728
tight_1.6,1.64267,3.81109e+04,3.61321e+04,1.97884e+03,90.2127
tight_1.6,1.65000,3.78197e+04,3.58386e+04,1.98105e+03,89.2612
tight_1.6,1.65733,3.75391e+04,3.55559e+04,1.98325e+03,88.4046
tight_1.6,1.66467,3.72685e+04,3.52830e+04,1.98544e+03,87.5597
tight_1.6,1.67200,3.70073e+04,3.50197e+04,1.98765e+03,86.7049
tight_1.6,1.67933,3.67554e+04,3.47655e+04,1.98985e+03,85.8402
tight_1.6,1.68667,3.65123e+04,3.45202e+04,1.99204e+03,84.9659
tight_1.6,1.69400,3.62778e+04,3.42835e+04,1.99426e+03,84.0807
tight_1.6,1.70133,3.60515e+04,3.40551e+04,1.99647e+03,83.1846
tight_1.6,1.70867,3.58332e+04,3.38345e+04,1.99870e+03,82.3495
tight_1.6,1.71600,3.56221e+04,3.36212e+04,2.00088e+03,81.5672
tight_1.6,1.72333,3.54177e+04,3.34146e+04,2.00310e+03,80.7791
tight_1.6,1.73067,3.52199e+04,3.32146e+04,2.00531e+03,79.9824
tight_1.6,1.73800,3.50285e+04,3.30210e+04,2.00754e+03,79.1762
tight_1.6,1.74533,3.48434e+04,3.28336e+04,2.00976e+03,78.3603
tight_1.6,1.75267,3.46643e+04,3.26523e+04,2.01197e+03,77.5351
tight_1.6,1.76000,3.44911e+04,3.24769e+04,2.01422e+03,76.7148
tight_1.6,1.76733,3.43233e+04,3.23069e+04,2.01643e+03,75.9809
tight_1.6,1.77467,3.41605e+04,3.21418e+04,2.01866e+03,75.2546
tight_1.6,1.78200,3.40026e+04,3.19817e+04,2.02089e+03,74.5200
tight_1.6,1.78933,3.38494e+04,3.18262e+04,2.02313e+03,73.7767
tight_1.6,1.79667,3.37008e+04,3.16754e+04,2.02536e+03,73.0251
tight_1.6,1.80400,3.35567e+04,3.15291e+04,2.02760e+03,72.2644
tight_1.6,1.81133,3.34171e+04,3.13872e+04,2.02984e+03,71.4941
tight_1.6,1.81867,3.32816e+04,3.12495e+04,2.03210e+03,70.7765
tight_1.6,1.82600,3.31500e+04,3.11157e+04,2.03433e+03,70.1041
tight_1.6,1.83333,3.30220e+04,3.09854e+04,2.03658e+03,69.4266
tight_1.6,1.84067,3.28976e+04,3.08588e+04,2.03883e+03,68.7419
tight_1.6,1.84800,3.27767e+04,3.07356e+04,2.04108e+03,68.0490
tight_1.6,1.85533,3.26592e+04,3.06158e+04,2.04334e+03,67.3477
tight_1.6,1.86267,3.25450e+04,3.04994e+04,2.04559e+03,66.6384
tight_1.6,1.87000,3.24341e+04,3.03862e+04,2.04791e+03,65.9313
tight_1.6,1.87733,3.23263e+04,3.02762e+04,2.05011e+03,65.3025
tight_1.6,1.88467,3.22212e+04,3.01689e+04,2.05237e+03,64.6782
tight_1.6,1.89200,3.21189e+04,3.00643e+04,2.05463e+03,64.0469
tight_1.6,1.89933,3.20193e+04,2.99623e+04,2.05691e+03,63.4080
tight_1.6,1.90667,3.19222e+04,2.98631e+04,2.05918e+03,62.7620
tight_1.6,1.91400,3.18278e+04,2.97664e+04,2.06144e+03,62.1082
tight_1.6,1.92133,3.17359e+04,2.96722e+04,2.06372e+03,61.4461
tight_1.6,1.92867,3.16464e+04,2.95804e+04,2.06600e+03,60.8290
tight_1.6,1.93600,3.15592e+04,2.94909e+04,2.06828e+03,60.2514
tight_1.6,1.94333,3.14740e+04,2.94035e+04,2.07056e+03,59.6691
tight_1.6,1.95067,3.13910e+04,2.93181e+04,2.07285e+03,59.0805
tight_1.6,1.95800,3.13100e+04,2.92349e+04,2.07512e+03,58.4850
tight_1.6,1.96533,3.12310e+04,2.91536e+04,2.07742e+03,57.8822
tight_1.6,1.97267,3.11540e+04,2.90743e+04,2.07971e+03,57.2725
tight_1.6,1.98000,3.10789e+04,2.89968e+04,2.08215e+03,56.6631
tight_1.6,1.98733,3.10056e+04,2.89214e+04,2.08430e+03,56.1244
tight_1.6,1.99467,3.09340e+04,2.88475e+04,2.08659e+03,55.5878
tight_1.6,2.00200,3.08641e+04,2.87752e+04,2.08889e+03,55.0452
tight_1.6,2.00933,3.07957e+04,2.87045e+04,2.09120e+03,54.4961
tight_1.6,2.01667,3.07289e+04,2.86354e+04,2.09350e+03,53.9409
tight_1.6,2.02400,3.06637e+04,2.85679e+04,2.09580e+03,53.3790
tight_1.6,2.03133,3.06001e+04,2.85019e+04,2.09812e+03,52.8100
tight_1.6,2.03867,3.05379e+04,2.84375e+04,2.10043e+03,52.2790
tight_1.6,2.04600,3.04771e+04,2.83743e+04,2.10273e+03,51.7831
tight_1.6,2.05333,3.04175e+04,2.83124e+04,2.10506e+03,51.2826
tight_1.6,2.06067,3.03592e+04,2.82518e+04,2.10738e+03,50.7767
tight_1.6,2.06800,3.03022e+04,2.81925e+04,2.10969e+03,50.2649
tight_1.6,2.07533,3.02464e+04,2.81344e+04,2.11203e+03,49.7469
tight_1.6,2.08267,3.01919e+04,2.80775e+04,2.11436e+03,49.2228
tight_1.6,2.09000,3.01386e+04,2.80216e+04,2.11697e+03,48.6975
tight_1.6,2.09733,3.00863e+04,2.79673e+04,2.11903e+03,48.2362
tight_1.6,2.10467,3.00352e+04,2.79138e+04,2.12137e+03,47.7750
tight_1.6,2.11200,2.99850e+04,2.78613e+04,2.12369e+03,47.3087
tight_1.6,2.11933,2.99358e+04,2.78098e+04,2.12604e+03,46.8367
tight_1.6,2.12667,2.98877e+04,2.77593e+04,2.12839e+03,46.3594
tight_1.6,2.13400,2.98405e+04,2.77098e+04,2.13071e+03,45.8766
tight_1.6,2.14133,2.97943e+04,2.76612e+04,2.13308e+03,45.3875
tight_1.6,2.14867,2.97490e+04,2.76136e+04,2.13543e+03,44.9305
tight_1.6,2.15600,2.97045e+04,2.75668e+04,2.13776e+03,44.5050
tight_1.6,2.16333,2.96609e+04,2.75208e+04,2.14014e+03,44.0749
tight_1.6,2.17067,2.96181e+04,2.74756e+04,2.14250e+03,43.6400
tight_1.6,2.17800,2.95761e+04,2.74313e+04,2.14483e+03,43.2002
tight_1.6,2.18533,2.95349e+04,2.73877e+04,2.14722e+03,42.7550
tight_1.6,2.19267,2.94945e+04,2.73449e+04,2.14958e+03,42.3045
tight_1.6,2.20000,2.94548e+04,2.72994e+04,2.15541e+03,41.8712
